"","Codigo","Sexo","Edad","Carrera","Ciclo","Creditos","Vive_solo","Ha_jugado","Gasto","Costo","Frecuencia","Estudio","Amigos","Frecuencia_amigos","Promedio","Afecta","Favorito","Horas_juego","Jugar_es_divertido","Continua","Bueno","Arcade","Aventura","Deportes_y_carreras","Estrategia","Casual","RPG","MOBA","Peleas","Plataformas","Sandbox","Shooter","Simulacion","Consola","Movil","PC","Tablet"
"15","202120284","Femenino",18,"Ciencia de la Computación",3,23,FALSE,TRUE,0,0,1,30,TRUE,1,13.44,"Tal vez","preguntados",1,5,5,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"16","202110187","Femenino",18,"Ciencia de la Computación",4,16,FALSE,TRUE,0,30,4,9,TRUE,5,14.6,"Tal vez","free fire",2,5,5,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"17","202102587","Masculino",20,"Ciencia de Datos",3,24,FALSE,TRUE,200,200,2,5,TRUE,1,15,"No","minecraft",2,6,6,7,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"18","202110149","Femenino",18,"Ciencia de la Computación",4,21,FALSE,TRUE,100,50,5,21,TRUE,NA,14,"Tal vez","league of legends",2,5,5,5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
"19","202120179","Femenino",18,"Ciencia de la Computación",3,20,FALSE,TRUE,0,0,2,5,FALSE,NA,14,"Tal vez","mario bros",1,7,7,7,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"20","202120575","Femenino",19,"Ciencia de la Computación",3,23,FALSE,TRUE,0,0,1,18,TRUE,1,15.72,"Tal vez","preguntados",1,4,4,5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"21","202120102","Masculino",21,"Ingeniería Mecatrónica",3,21,TRUE,TRUE,200,50,3,6,TRUE,3,15,"Tal vez","wow",2,6,6,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"22","202120515","Femenino",23,"Ingeniería Ambiental",3,19,FALSE,TRUE,0,0,1,30,FALSE,0,15.5,"Tal vez",NA,NA,5,4,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"23","202010431","Masculino",19,"Ciencia de la Computación",4,21,TRUE,TRUE,120,15,8,6,TRUE,4,14.36,"Sí","wow",6,7,7,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"24","202110602","Masculino",20,"Ciencia de la Computación",4,24,FALSE,TRUE,45,17,16,8,TRUE,12,14,"Sí","jak and daxter",80,5,6,5,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"25","202120058","Femenino",19,"Ingeniería Ambiental",3,21,FALSE,TRUE,0,0,2,4,FALSE,NA,15.37,"Sí","candy crush",1,7,7,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"26","201820099","Masculino",22,"Ingeniería de la Energía",7,NA,FALSE,TRUE,0,70,10,5,TRUE,8,15.3,"Tal vez","smite",3500,7,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"27","202110313","Masculino",18,"Ciencia de la Computación",3,19,FALSE,TRUE,50,5,24,42,TRUE,22,14.56,"No","valorant",630,7,7,7,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"28","202220004","Femenino",17,"Ingeniería Química",1,21,FALSE,TRUE,0,0,4,13,TRUE,5,15,"Tal vez","free fire",4,4,4,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"29","202210563","Masculino",17,"Ingeniería Química",1,21,FALSE,TRUE,5000,167,3,8,TRUE,7,0,"Tal vez","destiny",2785,6,5,7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"30","202220097","Masculino",18,"Ciencia de la Computación",NA,20,TRUE,TRUE,0,0,3,10,TRUE,1,0,"No","dota",200,6,5,4,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"31","202110315","Femenino",19,"Ingeniería Civil",4,18,FALSE,TRUE,0,0,2,10,TRUE,1,12,"No","among us",2,7,7,5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"32","202210287","Masculino",17,"Ingeniería Mecatrónica",2,21,FALSE,TRUE,1000,NA,1,0,FALSE,0,12.45,"Sí","league of legends",500,7,7,5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"33","202210191","Prefiero no especificar",17,"Bioingeniería",2,5,FALSE,TRUE,40,35,1,8,TRUE,1,13,"Tal vez","genshin impact",100,5,5,4,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"34","202210177","Prefiero no especificar",17,"Bioingeniería",2,6,FALSE,TRUE,50,40,2,2,FALSE,0,12,"Sí","call of duty",3,7,5,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"35","202210205","Femenino",17,"Ingeniería Civil",2,21,TRUE,TRUE,0,0,5,2,TRUE,2,12.6,"Tal vez","mario bros",3,7,6,6,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"36","202258343","Femenino",17,"Ingeniería Mecatrónica",1,21,FALSE,TRUE,1390,150,2,4,FALSE,0,0,"Sí","fall guys",58,3,5,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"37","202210061","Masculino",18,"Ingeniería Mecánica",2,20,FALSE,TRUE,400,159,2,6,TRUE,1,14.6,"Sí","smash bros",1500,6,6,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"38","201910454","Masculino",21,"Ingeniería Mecánica",1,16,FALSE,TRUE,100,50,15,7,TRUE,15,14,"Sí","league of legends",2000,7,7,6,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"39","202110462","Femenino",18,"Administración & Negocios Digitales",4,20,FALSE,TRUE,0,0,4,4,TRUE,2,13.4,"Tal vez","valorant",3,7,7,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"40","202010543","Masculino",20,"Ingeniería Mecánica",3,15,TRUE,TRUE,2000,30,14,14,TRUE,14,14,"Sí","free fire",5,6,5,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"41","202220307","Masculino",21,"Ciencia de la Computación",1,22,FALSE,TRUE,250,35,4,35,FALSE,2,16,"Tal vez","dota",4,7,6,7,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"42","202010211","Masculino",18,"Ingeniería Mecatrónica",6,16,FALSE,TRUE,0,0,3,5,TRUE,1,14,"Tal vez","clash royale",NA,5,5,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"43","202020116","Masculino",24,"Ingeniería Industrial",5,23,TRUE,TRUE,1400,26,4,7,TRUE,4,16,"No","pokemon",1400,6,5,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"44","201910543","Masculino",19,"Ingeniería Electrónica",6,22,TRUE,TRUE,200,10,4,10,TRUE,2,14,"No","call of duty",30,6,6,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"45","202110358","Femenino",17,"Ciencia de Datos",4,19,FALSE,TRUE,0,0,5,13,TRUE,2,14,"No","fall guys",2,6,6,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"46","201910450","Femenino",23,"Ingeniería Mecatrónica",6,21,FALSE,TRUE,40,0,8,12,FALSE,2,13,"Tal vez","hogwarts mystery",4,7,6,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"47","201910526","Masculino",22,"Ingeniería Mecatrónica",4,18,TRUE,TRUE,100,75,15,10,TRUE,2,12,"Tal vez","dota",5000,6,7,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"48","202220294","Femenino",20,"Ingeniería Civil",1,20,FALSE,TRUE,100,20,4,8,TRUE,2,15,"No","free fire",5,7,7,7,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"49","202120669","Masculino",20,"Ingeniería Mecánica",3,15,FALSE,TRUE,0,70,8,12,FALSE,6,11,"Sí","assasins creed",60,7,6,6,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"50","202210592","Femenino",17,"Administración & Negocios Digitales",2,14,FALSE,TRUE,100,40,7,10,TRUE,5,14,"Tal vez","valorant",12,7,7,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"51","202210104","Femenino",17,"Bioingeniería",2,20,FALSE,TRUE,0,0,1,15,FALSE,NA,10.5,"Tal vez","genshin impact",2,4,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"52","202210354","Femenino",18,"Administración & Negocios Digitales",2,18,FALSE,TRUE,0,0,2,3,TRUE,2,13,"No","valorant",NA,7,5,4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"53","202120259","Masculino",18,"Ingeniería Civil",3,18,TRUE,TRUE,0,0,1,1,TRUE,1,14,"Sí","counter strike",1,6,6,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"54","202110251","Femenino",19,"Ingeniería Química",4,8,TRUE,TRUE,100,78,4,35,TRUE,3,14.61,"No","don´t starve together",406,7,7,5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"55","202210064","Masculino",17,"Ciencia de la Computación",2,15,FALSE,TRUE,200,200,3,6,TRUE,1,12.35,"No","spiderman",100,7,7,6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"56","202210238","Masculino",17,"Ciencia de la Computación",2,20,FALSE,TRUE,50,30,5,10,TRUE,NA,11.8,"Sí","valorant",200,4,4,6,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"57","202110550","Masculino",19,"Ingeniería Ambiental",4,21,TRUE,TRUE,150,35,5,18,TRUE,4,13.6,"Tal vez","gungrave",8,7,7,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"58","201820051","Masculino",24,"Bioingeniería",7,16,FALSE,TRUE,0,0,1,5,TRUE,4,17,"Sí","dota",2,7,7,7,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"59","201910401","Femenino",21,"Ingeniería Ambiental",7,21,FALSE,TRUE,5,5,1,12,TRUE,1,16,"No","l4d2",400.5,7,7,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"60","201820117","Masculino",21,"Ingeniería Ambiental",8,23,FALSE,TRUE,250,NA,8,12,TRUE,2,14.8,"Sí","league of legends",200,6,6,7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"61","201820116","Masculino",21,"Bioingeniería",9,16,FALSE,TRUE,0,0,10,20,FALSE,NA,15.4,"No","dota",3532,7,7,7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"62","201910347","Masculino",20,"Ingeniería Civil",5,25,FALSE,TRUE,0,15,0,8,TRUE,1,14.22,"Tal vez","dota",3000,6,6,7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"63","202120141","Femenino",21,"Ingeniería Industrial",3,16,FALSE,TRUE,100,100,5,6,TRUE,4,14.4,"Sí","barbie",3,7,7,7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"64","202120287","Femenino",18,"Ingeniería Industrial",3,19,TRUE,TRUE,100,30,2,10,TRUE,3,14,"Sí","ludo",4,6,7,7,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"65","202120698","Femenino",21,"Ingeniería Industrial",3,20,FALSE,TRUE,100,50,2,10,FALSE,NA,14,"Tal vez",NA,3,3,4,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"66","202120445","Masculino",19,"Ciencia de la Computación",3,21,FALSE,TRUE,70,50,3,5,TRUE,1,15.56,"No","brawl stars",352,7,7,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"67","201910505","Femenino",21,"Ingeniería Mecánica",5,16,FALSE,TRUE,100,6,7,10,FALSE,NA,13,"Tal vez","farpoint",20,7,6,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"68","202120364","Masculino",19,"Ingeniería Civil",3,14,FALSE,TRUE,20,0,1,10,TRUE,2,15,"Sí","free fire",NA,5,3,6,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"69","202210610","Masculino",23,"Ingeniería de la Energía",3,18,FALSE,TRUE,150,45,2,5,TRUE,2,16.1,"No","counter strike",2,7,5,4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"70","201810592","Masculino",21,"Ingeniería Electrónica",9,13,FALSE,TRUE,200,35,2,20,FALSE,2,14.6,"No","valorant",2,7,5,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"71","201910061","Femenino",20,"Ingeniería Industrial",6,19,FALSE,TRUE,100,30,2,5,TRUE,1,14.7,"No","mario bros",100,7,5,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"72","202010109","Masculino",19,"Ciencia de la Computación",6,22,TRUE,TRUE,300,100,10,8,TRUE,8,13.6,"No","league of legends",2500,6,7,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"73","202110017","Masculino",18,"Ciencia de la Computación",4,21,FALSE,TRUE,50,170,1,21,TRUE,1,16.95,"No","age of empires",2,7,7,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"74","202110624","Masculino",19,"Ingeniería Mecatrónica",4,16,TRUE,TRUE,1,0,13,16,FALSE,0,12.3,"Tal vez","left 4 dead",12,6,6,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"75","202210326","Masculino",17,"Ingeniería Industrial",2,20,FALSE,TRUE,150,150,0,5,TRUE,1,17.35,"No","gta",4,6,7,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"76","202020025","Masculino",19,"Ciencia de la Computación",5,17,TRUE,TRUE,200,90,15,10,TRUE,7,14,"Sí","wow",NA,7,6,5,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"77","202110709","Masculino",18,"Ciencia de la Computación",4,20,FALSE,TRUE,200,NA,10,3,TRUE,10,15.7,"Sí","spiderman",20,7,6,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"78","202110299","Masculino",19,"Ciencia de la Computación",4,20,FALSE,TRUE,100,50,8,10,TRUE,1,14,"Tal vez","tf2",300,5,6,5,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"79","202020026","Masculino",20,"Ciencia de la Computación",5,16,FALSE,TRUE,20,10,4,5,TRUE,4,13.4,"Tal vez","pokemon",2,6,6,4,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"80","201810510","Masculino",21,"Ingeniería de la Energía",10,16,FALSE,TRUE,15,100,20,5,TRUE,15,16,"Tal vez","valorant",400,6,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"81","202120523","Masculino",19,"Ciencia de la Computación",3,22,FALSE,TRUE,100,70,4,5,TRUE,3,14.73,"Tal vez","dota",12,6,6,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"82","202010153","Masculino",20,"Ingeniería Ambiental",6,14,FALSE,TRUE,500,200,8,8,TRUE,6,17.5,"No","valorant",8,5,6,5,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"83","201910142","Masculino",21,"Bioingeniería",7,22,TRUE,TRUE,0,0,14,12,FALSE,NA,15.23,"Tal vez","clash royale",14,6,6,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"84","202210574","Masculino",17,"Ingeniería Civil",2,21,FALSE,TRUE,10,0,1,80,TRUE,NA,12,"Sí","fifa",10,5,6,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"85","202210414","Masculino",17,"Ingeniería Mecánica",2,26,FALSE,TRUE,200,180,3,40,TRUE,2,9.27,"No","f1",4,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"86","202210536","Masculino",16,"Ingeniería Mecatrónica",2,20,FALSE,TRUE,50,NA,0,8,TRUE,2,10,"Sí","dota",10,5,7,7,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
