FECHA_CORTE,FECHA,HORA,DEPARTAMENTO,CODIGO_VÍA,KILOMETRO,MODALIDAD,FALLECIDOS,HERIDOS
20211222,20200107,8.17,ANCASH,PE-3N,629,CHOQUE,0,2
20211222,20200107,13,CUSCO,PE-3S,870,CHOQUE,0,1
20211222,20200107,16.5,AREQUIPA,PE-1S,872,DESPISTE,0,0
20211222,20200107,6,CUSCO,PE-3S,1063,CHOQUE,0,0
20211222,20200108,11.58,JUNIN,PE-22,15,DESPISTE,0,1
20211222,20200108,16.5,AREQUIPA,PE-34E,23,DESPISTE,2,4
20211222,20200108,7.58,JUNIN,PE-22,37,DESPISTE,0,1
20211222,20200108,21,LIMA,PE-1N,48,CHOQUE,0,0
20211222,20200108,15.33,CAJAMARCA,PE-3N,50,DESPISTE,0,0
20211222,20200108,3.5,PIURA,PE-1N,61,CHOQUE,0,0
20211222,20200108,21,HUANCAVELICA,PE-28A,80,CHOQUE,1,0
20211222,20200108,14.67,AREQUIPA,PE-34A,141,DESPISTE,0,2
20211222,20200108,10,PUNO,PE-34A,205,DESPISTE,0,2
20211222,20200108,11.5,HUANUCO,PE-3N,272,DESPISTE,0,2
20211222,20200108,4.33,ICA,PE-1S,331,CHOQUE,2,5
20211222,20200108,5.5,ANCASH,PE-1N,416,ATROPELLO,1,0
20211222,20200109,12.33,ANCASH,PE-12B,8,DESPISTE,0,25
20211222,20200109,5.5,LA LIBERTAD,PE-1NF,9,DESPISTE,0,0
20211222,20200109,15.42,CAJAMARCA,PE-06B,11,CHOQUE,0,3
20211222,20200109,18.33,AREQUIPA,PE-34A,88,CHOQUE,0,1
20211222,20200109,21.5,LAMBAYEQUE,PE-1N,89,CHOQUE,0,1
20211222,20200109,22.25,AREQUIPA,PE-34A,120,CHOQUE,0,4
20211222,20200109,7.33,JUNIN,PE-22,135,CHOQUE,0,0
20211222,20200109,23,ANCASH,PE-1N,432,ESPECIAL,0,1
20211222,20200109,6.5,SAN MARTIN,PE-5N,634,ESPECIAL,0,1
20211222,20200109,9.67,LA LIBERTAD,PE-1N,655,DESPISTE,0,5
20211222,20200109,10.5,AREQUIPA,PE-1S,823,ATROPELLO,1,0
20211222,20200109,20.17,CUSCO,PE-3S,1067,DESPISTE,0,2
20211222,20200110,23.83,TACNA,PE-1SD,28,CHOQUE,0,0
20211222,20200110,23.25,LIMA,PE-1S,70,DESPISTE,0,5
20211222,20200110,12,ICA,PE-30A,71,DESPISTE,2,0
20211222,20200110,20.5,CAJAMARCA,PE-06B,79,CHOQUE,0,2
20211222,20200110,23.5,LIMA,PE-1S,91,ATROPELLO,1,0
20211222,20200110,19.83,JUNIN,PE-3N,94,CHOQUE,0,0
20211222,20200110,16.67,LIMA,PE-1S,101,CHOQUE,0,0
20211222,20200110,17.42,LIMA,PE-1S,129,DESPISTE,0,1
20211222,20200110,17,LAMBAYEQUE,PE-06A,167,DESPISTE,0,2
20211222,20200110,5,AREQUIPA,PE-34A,179,DESPISTE,1,4
20211222,20200110,6.75,ICA,PE-1S,195,CHOQUE,0,1
20211222,20200110,2.5,AMAZONAS,PE-5N,264,DESPISTE,0,6
20211222,20200110,17.67,LA LIBERTAD,PE-1N,506,ESPECIAL,0,0
20211222,20200110,6.5,LA LIBERTAD,PE-1N,620,CHOQUE,0,4
20211222,20200111,17.67,ANCASH,AN-110,3,CHOQUE,0,0
20211222,20200111,17.5,AREQUIPA,PE-34E,20,CHOQUE,0,10
20211222,20200111,11,LIMA,PE-1N,22,ATROPELLO,0,2
20211222,20200111,10.75,LIMA,PE-1N,75,ESPECIAL,0,2
20211222,20200111,3.33,LIMA,PE-22,87,CHOQUE,0,0
20211222,20200111,7.67,CAJAMARCA,PE-3N,94,CHOQUE,0,2
20211222,20200111,7.77,LIMA,PE-22,100,CHOQUE,0,5
20211222,20200111,3.75,CUSCO,PE-28B,101,DESPISTE,0,0
20211222,20200111,23.67,JUNIN,PE-3S,124,CHOQUE,0,0
20211222,20200111,14.33,PUNO,PE-34H,131,CHOQUE,0,0
20211222,20200111,22.17,JUNIN,PE-22,160,DESPISTE,0,0
20211222,20200111,6.75,ICA,PE-1S,187,CHOQUE,0,1
20211222,20200111,20.5,LA LIBERTAD,PE-1N,518,CHOQUE,0,0
20211222,20200111,17.08,AREQUIPA,PE-1S,587,DESPISTE,0,0
20211222,20200111,20.5,LAMBAYEQUE,PE-1N,768,CHOQUE,0,1
20211222,20200111,0.5,PIURA,PE-1N,971,CHOQUE,0,1
20211222,20200111,5,AREQUIPA,PE-1S,987,CHOQUE,0,0
20211222,20200111,1.5,CUSCO,PE-3S,993,CHOQUE,1,0
20211222,20200111,4.5,CUSCO,PE-3S,1106,CHOQUE,0,2
20211222,20200111,11.67,MOQUEGUA,PE-1S,1261,CHOQUE,0,1
20211222,20200112,19.75,PUNO,PE-34H,6,CHOQUE,1,0
20211222,20200112,4.17,LAMBAYEQUE,PE-08,9,CHOQUE,1,1
20211222,20200112,15.5,ANCASH,AN-111,20,DESPISTE,0,1
20211222,20200112,0.5,LIMA,PE-1N,43,CHOQUE,0,1
20211222,20200112,1.17,LIMA,PE-22,60,CHOQUE,0,2
20211222,20200112,16.5,LIMA,PE-1N,63,DESPISTE,0,5
20211222,20200112,6.67,LIMA,PE-1S,66,DESPISTE,0,0
20211222,20200112,23.33,UCAYALI,PE-18C,96,CHOQUE,2,0
20211222,20200112,7.5,LIMA,PE-22,98,DESPISTE,0,0
20211222,20200112,16.83,AREQUIPA,PE-1SD,119,DESPISTE,0,2
20211222,20200112,14.5,JUNIN,PE-3S,137,CHOQUE,0,3
20211222,20200112,1.92,LIMA,PE-1N,159,CHOQUE,1,27
20211222,20200112,8.92,ICA,PE-1S,199,DESPISTE,0,2
20211222,20200112,21.5,ICA,PE-1S,225,CHOQUE,0,0
20211222,20200112,17.33,AMAZONAS,PE-08B,277,DESPISTE,0,0
20211222,20200112,14.83,ANCASH,PE-1N,320,ESPECIAL,0,0
20211222,20200112,3.75,MADRE DE DIOS,PE-30C,329,DESPISTE,0,1
20211222,20200112,4.33,ICA,PE-1S,357,CHOQUE,5,6
20211222,20200112,6.33,SAN MARTIN,PE-5N,390,DESPISTE,0,0
20211222,20200112,17.5,MADRE DE DIOS,PE-30C,460,DESPISTE,1,3
20211222,20200112,13.17,LA LIBERTAD,PE-1N,521,CHOQUE,0,3
20211222,20200112,15,AREQUIPA,PE-1S,576,CHOQUE,0,1
20211222,20200112,18.58,LA LIBERTAD,PE-1N,656,DESPISTE,0,6
20211222,20200112,18.17,AREQUIPA,PE-1S,688,DESPISTE,0,0
20211222,20200112,9,PUNO,PE-3S,1300,CHOQUE,0,1
20211222,20200112,4.42,CAJAMARCA,PE-3N,1814,CHOQUE,0,2
20211222,20200113,15.33,AMAZONAS,PE-5N,12,CHOQUE,0,0
20211222,20200113,19,JUNIN,PE-5S,12,DESPISTE,0,0
20211222,20200113,17.67,JUNIN,PE-3S,46,CHOQUE,0,0
20211222,20200113,13.33,JUNIN,PE-3S,46,CHOQUE,0,1
20211222,20200113,20.33,HUANUCO,PE-18A,50,DESPISTE,0,0
20211222,20200113,15.58,PUNO,PE-34H,55,DESPISTE,0,0
20211222,20200113,22,AREQUIPA,PE-34A,76,DESPISTE,0,0
20211222,20200113,18.83,LAMBAYEQUE,PE-06A,92,CHOQUE,1,0
20211222,20200113,16.33,AMAZONAS,PE-5N,135,DESPISTE,0,3
20211222,20200113,15.83,LA LIBERTAD,PE-1N,561,ATROPELLO,0,1
20211222,20200113,13.17,TACNA,PE-1S,1235,DESPISTE,0,1
20211222,20200114,11.67,LIMA,PE-1S,24,CHOQUE,1,0
20211222,20200114,16.5,LIMA,PE-1SJ,32,CHOQUE,0,2
20211222,20200114,13.58,LIMA,PE-1N,75,CHOQUE,0,1
20211222,20200114,13.92,PUNO,PE-34H,86,CHOQUE,0,2
20211222,20200114,18,HUANCAVELICA,PE-28A,114,DESPISTE,0,1
20211222,20200114,16.5,LIMA,PE-1S,125,DESPISTE,0,0
20211222,20200114,13.5,JUNIN,PE-22,145,DESPISTE,0,0
20211222,20200114,2.67,LIMA,PE-1N,201,DESPISTE,0,0
20211222,20200114,15,ANCASH,PE-1N,331,DESPISTE,1,5
20211222,20200114,12.5,APURIMAC,PE-3S,828,DESPISTE,0,3
20211222,20200114,2.5,CUSCO,PE-3S,970,DESPISTE,0,3
20211222,20200114,19.17,CUSCO,PE-3S,1009,CHOQUE,0,2
20211222,20200115,18,LIMA,PE-20A,6,CHOQUE,0,0
20211222,20200115,21.5,AMAZONAS,PE-5N,7,DESPISTE,0,1
20211222,20200115,21.58,PIURA,PE-02A,8,DESPISTE,1,0
20211222,20200115,7.83,LIMA,PE-1S,32,DESPISTE,0,1
20211222,20200115,3,JUNIN,PE-3S,37,CHOQUE,0,8
20211222,20200115,17.67,JUNIN,PE-3S,62,DESPISTE,0,1
20211222,20200115,17.67,JUNIN,PE-3S,62,DESPISTE,0,1
20211222,20200115,20.25,LIMA,PE-1N,81,ATROPELLO,1,1
20211222,20200115,3.5,JUNIN,PE-22,152,DESPISTE,0,0
20211222,20200115,16,PIURA,PE-1NJ,154,DESPISTE,0,6
20211222,20200115,7.5,CAJAMARCA,PE-06B,155,DESPISTE,1,1
20211222,20200115,9.5,HUANUCO,PE-14A,203,DESPISTE,0,0
20211222,20200115,11.92,ICA,PE-1S,208,DESPISTE,0,2
20211222,20200115,6.83,LIMA,PE-1N,217,DESPISTE,0,2
20211222,20200115,18,ICA,PE-1S,268,DESPISTE,0,3
20211222,20200115,8.5,AMAZONAS,PE-5N,273,DESPISTE,0,0
20211222,20200115,15.78,ICA,PE-1S,283,ATROPELLO,0,1
20211222,20200115,17,AYACUCHO,PE-28A,313,DESPISTE,0,0
20211222,20200115,7.75,ANCASH,PE-1N,342,CHOQUE,0,0
20211222,20200115,22.17,ANCASH,PE-1N,343,DESPISTE,0,2
20211222,20200115,14.33,CUSCO,PE-3S,985,ATROPELLO,1,0
20211222,20200115,12.83,PUNO,PE-3S,1280,DESPISTE,0,1
20211222,20200116,18.33,LORETO,LO-103,11,CHOQUE,0,2
20211222,20200116,16.5,CUSCO,PE-28B,14,ATROPELLO,0,1
20211222,20200116,21.75,LIMA,PE-1NA,20,CHOQUE,0,0
20211222,20200116,3.73,CAJAMARCA,PE-06B,32,DESPISTE,0,7
20211222,20200116,17.25,AREQUIPA,PE-34F,38,DESPISTE,0,0
20211222,20200116,5.5,LIMA,PE-22,40,CHOQUE,0,0
20211222,20200116,4,LIMA,PE-20A,45,DESPISTE,1,3
20211222,20200116,19,HUANUCO,PE-18A,49,DESPISTE,0,0
20211222,20200116,15,AREQUIPA,PE-34A,53,CHOQUE,0,3
20211222,20200116,14,LIMA,PE-1N,64,DESPISTE,0,1
20211222,20200116,15.92,LIMA,PE-1S,77,CHOQUE,0,0
20211222,20200116,23.83,AMAZONAS,PE-5N,81,CHOQUE,0,0
20211222,20200116,0.63,LIMA,PE-22,92,DESPISTE,0,0
20211222,20200116,21,LIMA,PE-22,112,DESPISTE,0,0
20211222,20200116,21.83,AREQUIPA,PE-34A,124,CHOQUE,0,0
20211222,20200116,17.75,CAJAMARCA,PE-08B,130,DESPISTE,0,2
20211222,20200116,9,HUANCAVELICA,PE-28A,137,DESPISTE,0,2
20211222,20200116,18.5,JUNIN,PE-22,139,DESPISTE,0,0
20211222,20200116,19.5,ICA,PE-1S,299,ATROPELLO,0,2
20211222,20200116,8,ANCASH,PE-1N,383,DESPISTE,0,0
20211222,20200116,13,AYACUCHO,PE-3S,464,DESPISTE,0,4
20211222,20200116,0.08,AREQUIPA,PE-1S,935,CHOQUE,2,0
20211222,20200117,9.97,CUSCO,PE-34G,4,CHOQUE,0,2
20211222,20200117,12.83,JUNIN,PE-3S,6,DESPISTE,0,0
20211222,20200117,5.83,ANCASH,PE-16,49,DESPISTE,1,0
20211222,20200117,15.67,AREQUIPA,PE-34A,78,DESPISTE,1,9
20211222,20200117,NA,LIMA,PE-1N,80,DESPISTE,0,0
20211222,20200117,15.5,TACNA,PE-36A,124,DESPISTE,1,3
20211222,20200117,12.5,CAJAMARCA,PE-08B,126,DESPISTE,1,1
20211222,20200117,5,AMAZONAS,PE-5N,285,DESPISTE,0,1
20211222,20200117,19.83,APURIMAC,PE-3S,759,DESPISTE,2,2
20211222,20200118,9,JUNIN,PE-3SA,19,DESPISTE,0,0
20211222,20200118,18,HUANUCO,PE-18A,20,DESPISTE,0,0
20211222,20200118,9.5,LAMBAYEQUE,PE-1NJ,35,CHOQUE,0,1
20211222,20200118,8.75,LIMA,PE-22,57,DESPISTE,0,0
20211222,20200118,17.83,JUNIN,PE-22,62,DESPISTE,0,4
20211222,20200118,9.5,AREQUIPA,PE-34E,63,DESPISTE,0,0
20211222,20200118,20,CAJAMARCA,PE-06B,78,DESPISTE,0,0
20211222,20200118,15.5,LIMA,PE-1N,82,CHOQUE,0,1
20211222,20200118,11,LA LIBERTAD,PE-1N,89,CHOQUE,0,1
20211222,20200118,2,LIMA,PE-22,103,DESPISTE,0,0
20211222,20200118,19,LIMA,PE-1S,173,ESPECIAL,0,0
20211222,20200118,10.5,AMAZONAS,PE-5N,233,DESPISTE,0,0
20211222,20200118,12.5,PUNO,PE-34A,272,DESPISTE,0,0
20211222,20200118,12.5,PUNO,PE-34A,272,DESPISTE,0,0
20211222,20200118,19.67,CUSCO,PE-3S,1101,CHOQUE,0,14
20211222,20200119,10.33,LA LIBERTAD,NA,0,CHOQUE,0,14
20211222,20200119,13.92,PUNO,PE-34H,36,CHOQUE,0,3
20211222,20200119,21.5,CUSCO,CU-117,43,CHOQUE,0,1
20211222,20200119,17.75,PIURA,PE-1N,64,DESPISTE,0,1
20211222,20200119,16.75,HUANCAVELICA,PE-28A,93,DESPISTE,0,1
20211222,20200119,10,HUANUCO,PE-18A,110,CHOQUE,0,0
20211222,20200119,17,AREQUIPA,PE-34A,117,CHOQUE,0,4
20211222,20200119,7,ICA,PE-1S,202,DESPISTE,0,1
20211222,20200119,10.83,LIMA,PE-1N,215,DESPISTE,0,0
20211222,20200119,23.17,SAN MARTIN,PE-5N,572,CHOQUE,0,1
20211222,20200119,4,LA LIBERTAD,PE-1N,713,CHOQUE,0,1
20211222,20200120,10.75,JUNIN,PE-3N,1,DESPISTE,0,3
20211222,20200120,21.5,ANCASH,PE-14,2,CHOQUE,0,0
20211222,20200120,10,HUANCAVELICA,PE-3SD,8,DESPISTE,1,2
20211222,20200120,22.75,LAMBAYEQUE,PE-1N,10,ATROPELLO,0,1
20211222,20200120,14,LA LIBERTAD,PE-1S,14,CHOQUE,1,0
20211222,20200120,6,LIMA,PE-1N,106,CHOQUE,0,0
20211222,20200120,13.17,AREQUIPA,PE-34A,109,DESPISTE,0,0
20211222,20200120,2.5,LIMA,PE-1N,137,DESPISTE,0,0
20211222,20200120,13.33,AREQUIPA,PE-34A,146,DESPISTE,1,5
20211222,20200120,3.17,LIMA,PE-1N,159,DESPISTE,0,7
20211222,20200120,15.5,JUNIN,PE-3S,162,DESPISTE,0,0
20211222,20200120,21,PIURA,PE-1N,234,ATROPELLO,0,1
20211222,20200120,0.6,ICA,PE-1S,324,ATROPELLO,1,0
20211222,20200120,13.75,SAN MARTIN,PE-5N,397,DESPISTE,0,0
20211222,20200120,21.33,ICA,PE-1S,461,ATROPELLO,1,0
20211222,20200120,21.67,AREQUIPA,PE-1S,668,DESPISTE,0,0
20211222,20200121,7.67,JUNIN,NA,30,DESPISTE,0,1
20211222,20200121,6.6,TACNA,PE-36,34,DESPISTE,0,0
20211222,20200121,10.42,TACNA,NA,44,DESPISTE,0,2
20211222,20200121,23.83,LIMA,PE-1N,48,CHOQUE,0,0
20211222,20200121,6.75,LIMA,PE-22,57,CHOQUE,0,2
20211222,20200121,20.5,HUANCAVELICA,PE-28A,66,DESPISTE,0,0
20211222,20200121,4.5,ANCASH,PE-16,82,DESPISTE,0,1
20211222,20200121,8.5,AYACUCHO,PE-30A,100,CHOQUE,0,0
20211222,20200121,21,TACNA,NA,108,CHOQUE,0,0
20211222,20200121,19.5,JUNIN,PE-3S,111,ATROPELLO,0,1
20211222,20200121,6.17,AMAZONAS,PE-5N,230,DESPISTE,0,0
20211222,20200121,9.25,ANCASH,PE-1N,252,CHOQUE,0,0
20211222,20200121,2.67,ICA,PE-1S,271,ATROPELLO,0,1
20211222,20200121,2.5,ICA,PE-1S,271,ATROPELLO,0,1
20211222,20200121,11.17,MADRE DE DIOS,PE-30C,274,DESPISTE,0,0
20211222,20200121,11.67,ANCASH,PE-1N,275,DESPISTE,0,3
20211222,20200121,1.42,ANCASH,PE-1N,323,DESPISTE,0,4
20211222,20200121,7,ANCASH,NA,622,DESPISTE,0,1
20211222,20200121,0,LAMBAYEQUE,PE-1N,920,CHOQUE,0,9
20211222,20200122,2.8,JUNIN,NA,10,DESPISTE,0,1
20211222,20200122,10.83,JUNIN,PE-3S,22,CHOQUE,2,8
20211222,20200122,3.5,JUNIN,PE-22,27,DESPISTE,0,1
20211222,20200122,19,AYACUCHO,NA,45,DESPISTE,0,5
20211222,20200122,7,LIMA,PE-1N,70,DESPISTE,0,0
20211222,20200122,4.5,LIMA,PE-22,80,ESPECIAL,0,2
20211222,20200122,7.33,CAJAMARCA,PE-08,85,DESPISTE,0,0
20211222,20200122,11.33,LIMA,PE-22,111,CHOQUE,0,0
20211222,20200122,2,AREQUIPA,PE-34A,136,DESPISTE,0,2
20211222,20200122,0.5,ICA,PE-1S,200,CHOQUE,0,5
20211222,20200122,10.75,ICA,PE-1S,222,DESPISTE,0,0
20211222,20200122,18.37,ANCASH,PE-1N,419,CHOQUE,1,2
20211222,20200122,6.33,HUANUCO,NA,459,DESPISTE,0,0
20211222,20200122,18.25,LA LIBERTAD,PE-1N,512,ESPECIAL,0,0
20211222,20200122,20.42,ANCASH,NA,639,DESPISTE,0,1
20211222,20200122,0.83,AREQUIPA,PE-1S,649,DESPISTE,0,0
20211222,20200122,3,AREQUIPA,PE-1S,922,DESPISTE,4,18
20211222,20200122,7.25,MOQUEGUA,PE-1S,1131,CHOQUE,0,1
20211222,20200122,16,CAJAMARCA,PE-3N,1200,DESPISTE,0,3
20211222,20200122,13.17,CAJAMARCA,PE-3N,1382,DESPISTE,0,1
20211222,20200123,19,LIMA,PE-1N,4,CHOQUE,0,2
20211222,20200123,16.5,LORETO,LO-103,9,CHOQUE,0,2
20211222,20200123,21,AREQUIPA,PE-34E,16,CHOQUE,0,0
20211222,20200123,6,AREQUIPA,PE-34E,33,CHOQUE,0,2
20211222,20200123,8.75,CUSCO,NA,68,DESPISTE,0,0
20211222,20200123,8.8,TACNA,PE-1SD,69,DESPISTE,0,0
20211222,20200123,5,LIMA,PE-22,70,DESPISTE,0,0
20211222,20200123,22.25,LIMA,PE-1N,73,CHOQUE,0,3
20211222,20200123,23.17,LIMA,PE-1S,93,CHOQUE,0,0
20211222,20200123,22.75,AREQUIPA,PE-34A,122,CHOQUE,0,1
20211222,20200123,14.17,LIMA,PE-1S,141,DESPISTE,0,1
20211222,20200123,17.83,JUNIN,NA,142,DESPISTE,0,0
20211222,20200123,15.83,PUNO,NA,215,DESPISTE,0,0
20211222,20200123,0,PUNO,PE-34B,270,DESPISTE,0,1
20211222,20200123,12.83,MADRE DE DIOS,PE-34B,406,DESPISTE,0,1
20211222,20200123,21.5,ANCASH,PE-1N,425,CHOQUE,0,3
20211222,20200123,1.67,SAN MARTIN,PE-5N,463,CHOQUE,0,1
20211222,20200123,12.08,AREQUIPA,PE-1S,752,DESPISTE,0,0
20211222,20200123,15,PIURA,PE-1N,920,DESPISTE,3,16
20211222,20200123,19.67,LIMA,PE-1N,NA,ESPECIAL,0,1
20211222,20200124,17.58,CAJAMARCA,PE-3N,18,DESPISTE,0,0
20211222,20200124,13.97,JUNIN,PE-3SA,22,DESPISTE,0,1
20211222,20200124,12,LIMA,PE-1NE,28,DESPISTE,1,0
20211222,20200124,9,LIMA,PE-20A,29,CHOQUE,0,1
