Año,Mes,Aeropuerto,Infraestructura,IT,NPI,NPN,TUUAN_VER,TUUAN,TUUAI_VER,TUUAI,IRAD_VER,IRAD,AADM_VER,AADM,ADEP_VER,ADEP,ALC_VER,ALC,AOOA_VER,AOOA,ADAH_VER,ADAH,AEHE_VER,AEHE,IREA_VER,IREA,IRIF_VER,IRIF,IRR_VER,IRR,NP
2020,Febrero,Lima,Aeropuertos del Perú S.A.,218674.36,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,69550.48999999999,Si,149123.87,0
2020,Febrero,Lima,Lima Airport Partners S.R.L.,32135727,680921,1174660,Si,5720619,Si,8617140,Si,3390335.08,No,0,No,0,No,0,No,0,No,0,No,0,Si,276216.83999999997,No,0,No,0,1855581
2020,Febrero,Pisco,Aeropuertos del Perú S.A.,46650.63,20,4325,Si,8182.92,Si,198.15,Si,4918.37,No,0,Si,1704.02,Si,519.14,Si,246.92000000000002,Si,7793.22,No,0,Si,580.91,No,0,Si,2312.3,4345
2020,Febrero,Piura,Aeropuertos del Perú S.A.,435437.35,30,102577,Si,245081,Si,184.94,Si,79789.95,No,0,Si,14700.41,Si,23087.86,Si,589.75,Si,5471.469999999999,Si,17220.609999999997,Si,273.21,No,0,Si,10051.07,102607
2020,Febrero,Pucallpa,Aeropuertos del Perú S.A.,314727.62,156,63271,Si,161280.9,No,0,Si,59442.4,No,0,Si,2295.05,Si,10808.39,Si,882.05,Si,10734.720000000001,No,0,Si,1629.82,No,0,Si,32399.66,63427
2020,Febrero,Puerto Maldonado,Aeropuertos Andinos del Perú S.A.,117609.85,0,28635,Si,60646.380000000005,No,0,Si,12744.730000000001,No,0,Si,1365.6399999999999,Si,2214.9500000000003,Si,345.25,No,0,Si,195.6,Si,22.01,No,0,Si,2653.3300000000004,28635
2020,Febrero,Tacna,Aeropuertos Andinos del Perú S.A.,178306.47,0,42700,Si,87125.61,No,0,Si,17796.32,No,0,Si,5021.59,Si,5054.07,Si,317.63,No,0,Si,4033.44,Si,46.9,No,0,Si,1299.6599999999999,42700
2020,Febrero,Talara,Aeropuertos del Perú S.A.,143300.86000000002,18,38155,Si,78542.1,Si,164.88000000000002,Si,14619.67,No,0,Si,2650.22,Si,3967.27,Si,168.76,Si,1568.8799999999999,Si,21680.21,Si,467.89,No,0,Si,3193.3100000000004,38173
2020,Febrero,Tarapoto,Aeropuertos del Perú S.A.,399128.77,0,89979,Si,222918.3,No,0,Si,76957.5,No,0,Si,3818.42,Si,15194.81,Si,1366.4,Si,4299.1,Si,25173.39,Si,265.24,No,0,Si,9517.52,89979
2020,Febrero,Trujillo,Aeropuertos del Perú S.A.,340781.74,5413,59161,Si,147094.2,Si,41824.56,Si,60061.55,No,0,Si,14634.58,Si,17735.07,Si,732.25,Si,6529.2699999999995,No,0,Si,548.1,No,0,Si,8344.93,64574
2020,Febrero,Tumbes,Aeropuertos del Perú S.A.,112703.7,18,34711,Si,68528,Si,109.92,Si,13253.66,No,0,Si,1101.6799999999998,Si,7789.34,Si,297.31,Si,1341.84,Si,1152.99,Si,21.18,No,0,Si,2976.56,34729
2020,Marzo,Andahuaylas,Aeropuertos Andinos del Perú S.A.,0,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0
2020,Marzo,Arequipa,Aeropuertos Andinos del Perú S.A.,499258.15,1425,80302,Si,196762.49,Si,16387.260000000002,Si,76275.82,No,0,Si,52689.4,Si,28342.95,Si,590.14,No,0,Si,6172.1900000000005,Si,331.58,No,0,Si,1869.47,81727
2020,Marzo,Ayacucho,Aeropuertos Andinos del Perú S.A.,70827.99,0,15177,Si,30532.16,No,0,Si,6274.26,Si,2206.8500000000004,No,0,Si,1207.1599999999999,Si,372.96,No,0,Si,1798.6399999999999,Si,3.42,No,0,Si,531.47,15177
2020,Marzo,Cajamarca,Aeropuertos del Perú S.A.,89631.55,0,23481,Si,50240.64,No,0,Si,9080.84,No,0,Si,1864.42,Si,5290.42,Si,867.8299999999999,Si,2389.8500000000004,Si,1297.11,Si,54.49,No,0,Si,6143.820000000001,23481
2020,Marzo,Chachapoyas,Aeropuertos del Perú S.A.,2312.17,0,773,Si,1344,No,0,Si,191.18,No,0,No,0,Si,102.19,Si,241.62,No,0,No,0,Si,0.6699999999999999,No,0,Si,135.51,773
2020,Marzo,Chiclayo,Aeropuertos del Perú S.A.,260490.18,548,30037,Si,71069.5,Si,4029.05,Si,28597.41,No,0,Si,6649.969999999999,Si,16027.47,Si,791.48,Si,1892.95,No,0,Si,37.53,No,0,Si,106191.76,30585
2020,Marzo,Huaraz-Anta,Aeropuertos del Perú S.A.,1086.32,0,0,Si,64,No,0,Si,16.439999999999998,No,0,Si,150.76999999999998,Si,757.2,No,0,No,0,Si,52.160000000000004,Si,0.28,No,0,Si,45.47,0
2020,Marzo,Iquitos,Aeropuertos del Perú S.A.,308615.37,106,52230,Si,129482.1,Si,1374,Si,53172.86,No,0,Si,3642.32,Si,16327.76,Si,1999.59,Si,34177.97,No,0,Si,1248.3,No,0,Si,13199.07,52336
2020,Marzo,Juliaca,Aeropuertos Andinos del Perú S.A.,130724.83,130,26393,Si,62010.02,Si,890.5,Si,12596.05,No,0,Si,3877.21,Si,9196.98,Si,607.64,No,0,Si,112.42,Si,191.87,No,0,Si,200.34,26523
2020,Marzo,Lima,Aeropuertos Andinos del Perú S.A.,1018.66,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,1018.66,No,0,0
2020,Marzo,Lima,Aeropuertos del Perú S.A.,655250.3400000001,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,52879.99,Si,602370.3500000001,0
2020,Marzo,Lima,Lima Airport Partners S.R.L.,16291388.9,326879,584664,Si,2782394.02,Si,4205788.55,Si,2047547.6,No,0,No,0,No,0,No,0,No,0,No,0,Si,195467.84999999998,No,0,No,0,911543
2020,Marzo,Pisco,Aeropuertos del Perú S.A.,29612.73,0,1422,Si,2832.4,No,0,Si,3094.4900000000002,No,0,Si,882.57,Si,712.25,Si,246.92000000000002,Si,7176.429999999999,No,0,Si,260.41999999999996,No,0,Si,1826.29,1422
2020,Marzo,Piura,Aeropuertos del Perú S.A.,247713.18,24,51684,Si,123324.25,Si,171.73,Si,44860.810000000005,No,0,Si,7613.76,Si,22189.66,Si,589.75,Si,4985.929999999999,Si,7991.2699999999995,Si,185.07,No,0,Si,6552.320000000001,51708
2020,Marzo,Pucallpa,Aeropuertos del Perú S.A.,180916.79,0,37345,Si,88887.15000000001,No,0,Si,40535.48,No,0,Si,1188.6799999999998,Si,10946.47,Si,882.05,Si,7431.85,No,0,Si,1742.24,No,0,Si,331.1,37345
2020,Marzo,Puerto Maldonado,Aeropuertos Andinos del Perú S.A.,71129.98000000001,0,15359,Si,29214.920000000002,No,0,Si,9112.140000000001,No,0,Si,1553.25,Si,1493.29,Si,345.25,No,0,Si,928.56,No,0,No,0,Si,1223.8799999999999,15359
2020,Marzo,Tacna,Aeropuertos Andinos del Perú S.A.,106406.54000000001,5,22190,Si,45315.850000000006,Si,68.5,Si,9792.16,No,0,Si,4883.55,Si,5307.5,Si,317.63,No,0,No,0,Si,47.949999999999996,No,0,Si,241.55,22195
2020,Marzo,Talara,Aeropuertos del Perú S.A.,69869.47,0,14757,Si,32715.6,No,0,Si,6347.34,No,0,Si,1372.62,Si,3985.62,Si,168.76,Si,1544.82,Si,8709.15,Si,255.38000000000002,No,0,Si,2485.61,14757
2020,Marzo,Tarapoto,Aeropuertos del Perú S.A.,232890.43,6,42764,Si,103930.2,No,0,Si,40184.24,No,0,Si,1977.6699999999998,Si,14713.140000000001,Si,1366.4,Si,4008.8700000000003,Si,11035.710000000001,Si,470.32,No,0,Si,26356.77,42770
2020,Marzo,Trujillo,Aeropuertos del Perú S.A.,191860.85,1559,28760,Si,72126.45,Si,13630.08,Si,33440,No,0,Si,7579.72,Si,18065.69,Si,732.25,Si,6416.23,No,0,Si,1074.31,No,0,Si,7512.98,30319
2020,Marzo,Tumbes,Aeropuertos del Perú S.A.,71490.19,0,18413,Si,37912,No,0,Si,7550.52,No,0,Si,570.6,Si,7724.46,Si,297.31,Si,1317.97,Si,480.40999999999997,Si,14.129999999999999,No,0,Si,2392.68,18413
2020,Abril,Andahuaylas,Aeropuertos Andinos del Perú S.A.,0,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0
2020,Abril,Arequipa,Aeropuertos Andinos del Perú S.A.,18153.510000000002,508,1469,Si,6004.31,Si,2028.1,Si,8254.630000000001,No,0,Si,2081.73,Si,-9003.630000000001,No,0,No,0,Si,1206.41,Si,173.36,No,0,Si,562.8299999999999,1977
2020,Abril,Ayacucho,Aeropuertos Andinos del Perú S.A.,13749.5,0,26,Si,8.02,No,0,Si,616.61,No,0,No,0,Si,-661.16,No,0,No,0,Si,224.83,Si,1358.5,No,0,Si,503.51,26
2020,Abril,Cajamarca,Aeropuertos del Perú S.A.,7547.49,0,233,Si,645.2700000000001,No,0,Si,1247.02,No,0,Si,-801.9599999999999,Si,184.42000000000002,Si,867.8299999999999,Si,124.47,Si,205.89000000000001,Si,2.84,No,0,Si,595.06,233
2020,Abril,Chachapoyas,Aeropuertos del Perú S.A.,714.8199999999999,0,3,No,0,No,0,Si,90.52,No,0,No,0,No,0,Si,241.62,No,0,No,0,No,0,No,0,Si,109.96000000000001,3
2020,Abril,Chiclayo,Aeropuertos del Perú S.A.,120663.26999999999,13,87,Si,351.5,No,0,Si,3727.4500000000003,No,0,Si,-2916.58,Si,2276.65,Si,666.3199999999999,Si,-318.06,No,0,Si,82.84,No,0,Si,105062.23,100
2020,Abril,Huaraz-Anta,Aeropuertos del Perú S.A.,121.89000000000001,0,26,Si,116,No,0,Si,81.5,No,0,Si,-150.76999999999998,No,0,No,0,No,0,No,0,Si,0.21000000000000002,No,0,Si,44.3,26
2020,Abril,Iquitos,Aeropuertos del Perú S.A.,272034.14,352,2375,Si,7118.1,Si,4836.48,Si,11499.6,No,0,Si,-2225.73,Si,3532.88,Si,1999.59,Si,3186.7599999999998,No,0,Si,1272.28,No,0,Si,216862.77000000002,2727
2020,Abril,Juliaca,Aeropuertos Andinos del Perú S.A.,5600.82,0,119,Si,276.03,No,0,Si,830.1,No,0,Si,483.87,Si,-479.75,No,0,No,0,Si,3709.7,Si,8.09,No,0,Si,220.47,119
2020,Abril,Lima,Aeropuertos Andinos del Perú S.A.,985.8,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,985.8,No,0,0
2020,Abril,Lima,Aeropuertos del Perú S.A.,1769032.11,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,73305.48,Si,1694052.04,0
2020,Abril,Lima,Lima Airport Partners S.R.L.,2514891.44,0,1134,Si,9018.8,Si,-504.07,Si,319104.35,No,0,No,0,No,0,No,0,No,0,No,0,Si,209362.08,No,0,No,0,1134
2020,Abril,Pisco,Aeropuertos del Perú S.A.,7949.0599999999995,0,6,No,0,No,0,Si,309.61,No,0,Si,-550.1,No,0,Si,246.92000000000002,Si,69.92,No,0,Si,69.45,No,0,Si,179.70999999999998,6
2020,Abril,Piura,Aeropuertos del Perú S.A.,32509.13,298,133,Si,403.75,Si,3936.58,Si,3974.9900000000002,No,0,Si,-2306.5,Si,3636.66,Si,589.75,Si,334.21999999999997,Si,112.55,Si,40.67,No,0,Si,10805.98,431
2020,Abril,Pucallpa,Aeropuertos del Perú S.A.,23057.37,0,393,Si,886.05,No,0,Si,3378.66,No,0,Si,-827.8299999999999,Si,2953.63,Si,882.05,Si,633.15,No,0,Si,1153.1899999999998,No,0,Si,2166.15,393
2020,Abril,Puerto Maldonado,Aeropuertos Andinos del Perú S.A.,7768.42,0,356,Si,716.88,No,0,Si,274.28999999999996,No,0,No,0,Si,-67.09,No,0,No,0,No,0,Si,36.89,No,0,Si,682.15,356
2020,Abril,Tacna,Aeropuertos Andinos del Perú S.A.,13756.35,0,141,Si,300.66,No,0,Si,1017.71,No,0,Si,-619.3599999999999,Si,-2894.2,No,0,No,0,Si,2585.55,Si,6.98,No,0,Si,1115.97,141
2020,Abril,Talara,Aeropuertos del Perú S.A.,5084.18,0,0,No,0,No,0,No,0,No,0,Si,-744.1,Si,206.39000000000001,Si,168.76,Si,-623.25,No,0,No,0,No,0,Si,711.22,0
2020,Abril,Tarapoto,Aeropuertos del Perú S.A.,24591.670000000002,79,597,Si,2653.2,Si,1085.46,Si,2417.46,No,0,Si,-624.2800000000001,Si,2824.3,Si,1366.4,Si,-1355.97,Si,96.08,Si,242.53,No,0,Si,6966.71,676
2020,Abril,Trujillo,Aeropuertos del Perú S.A.,24792.07,161,485,Si,1480.05,Si,2212.14,Si,3941.3500000000004,No,0,Si,-3741.59,Si,1392.03,Si,732.25,Si,3766.06,No,0,Si,232.85000000000002,No,0,Si,2492.63,646
2020,Abril,Tumbes,Aeropuertos del Perú S.A.,4342.63,0,15,Si,60,No,0,Si,20,No,0,Si,-160.23,Si,-230.62,Si,297.31,Si,-492.18,No,0,No,0,No,0,Si,55.949999999999996,15
2020,Mayo,Andahuaylas,Aeropuertos Andinos del Perú S.A.,0,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0
2020,Mayo,Arequipa,Aeropuertos Andinos del Perú S.A.,24176.78,1,1304,Si,3915.44,Si,13.7,Si,5261.22,No,0,Si,-2216.9100000000003,No,0,No,0,No,0,Si,452.4,Si,55.83,No,0,Si,443.95,1305
2020,Mayo,Ayacucho,Aeropuertos Andinos del Perú S.A.,16705.52,0,49,Si,112.27,No,0,Si,595.2800000000001,No,0,No,0,No,0,No,0,No,0,No,0,Si,1472.3,No,0,Si,1684.46,49
2020,Mayo,Cajamarca,Aeropuertos del Perú S.A.,1925.32,0,165,Si,242.49,No,0,Si,982.4399999999999,No,0,No,0,Si,247.84,Si,-1095,Si,-1281.83,Si,137.26,Si,15.870000000000001,No,0,Si,328.52,165
2020,Mayo,Chachapoyas,Aeropuertos del Perú S.A.,488.08,0,0,No,0,No,0,No,0,No,0,No,0,Si,-49.32,Si,241.62,No,0,No,0,No,0,No,0,Si,97.64,0
2020,Mayo,Chiclayo,Aeropuertos del Perú S.A.,1368178.7100000002,0,82,Si,9.5,No,0,Si,3984.84,No,0,No,0,Si,-287.01,Si,-866.26,Si,-562.9,No,0,Si,5.54,No,0,Si,1361373.1900000002,82
2020,Mayo,Huaraz-Anta,Aeropuertos del Perú S.A.,201.48,0,25,Si,76,No,0,Si,48.44,No,0,No,0,No,0,No,0,No,0,No,0,Si,1.53,No,0,Si,45.32,25
2020,Mayo,Iquitos,Aeropuertos del Perú S.A.,123100.45000000001,0,1433,Si,3465,No,0,Si,23573.920000000002,No,0,No,0,Si,1583.6799999999998,Si,-1187.06,Si,12403.69,No,0,Si,2130.42,No,0,Si,52316.4,1433
2020,Mayo,Juliaca,Aeropuertos Andinos del Perú S.A.,7534.54,0,465,Si,700.41,No,0,Si,1601.3,No,0,Si,-883.9499999999999,Si,-314.72999999999996,No,0,No,0,No,0,Si,16.24,No,0,Si,60.78,465
2020,Mayo,Lima,Aeropuertos Andinos del Perú S.A.,1018.66,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,1018.66,No,0,0
2020,Mayo,Lima,Aeropuertos del Perú S.A.,1861952.56,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,98224.93,Si,1765402.22,0
2020,Mayo,Lima,Lima Airport Partners S.R.L.,2397791.31,0,2110,Si,14588.41,No,0,Si,414616.05,No,0,No,0,No,0,No,0,No,0,No,0,Si,178373.25,No,0,No,0,2110
2020,Mayo,Pisco,Aeropuertos del Perú S.A.,5784.960000000001,0,7,No,0,No,0,Si,389.86,No,0,No,0,Si,-112.11999999999999,Si,-84.81,Si,-988.3,No,0,Si,156.47,No,0,Si,-241.32000000000002,7
2020,Mayo,Piura,Aeropuertos del Perú S.A.,3941.9500000000003,0,22,Si,470.25,No,0,Si,2561.29,No,0,No,0,Si,-1012.01,Si,-894.14,Si,-208.22,No,0,Si,13.46,No,0,Si,-736.54,22
2020,Mayo,Pucallpa,Aeropuertos del Perú S.A.,14544.06,0,728,Si,1257.3,No,0,Si,4908.41,No,0,No,0,Si,1191.1599999999999,Si,-193.84,Si,2095.01,No,0,Si,1912.49,No,0,Si,0.51,728
2020,Mayo,Puerto Maldonado,Aeropuertos Andinos del Perú S.A.,10000.53,0,941,Si,1816.92,No,0,Si,257.41999999999996,No,0,Si,-668.3499999999999,No,0,No,0,No,0,Si,674.52,Si,8.19,No,0,Si,899.4499999999999,941
2020,Mayo,Tacna,Aeropuertos Andinos del Perú S.A.,13314.53,0,181,Si,197.76,No,0,Si,765.53,No,0,Si,-1478.78,No,0,No,0,No,0,No,0,Si,41.309999999999995,No,0,Si,165.04,181
2020,Mayo,Talara,Aeropuertos del Perú S.A.,-3383.4,0,6,Si,20.55,No,0,Si,16.479999999999997,No,0,No,0,Si,-120.96000000000001,Si,-255.87,Si,-59.160000000000004,No,0,No,0,No,0,Si,-1216.99,6
2020,Mayo,Tarapoto,Aeropuertos del Perú S.A.,7026.62,0,204,Si,549.4499999999999,No,0,Si,1671.03,No,0,No,0,Si,1227.94,Si,-218.38000000000002,Si,-94.94000000000001,Si,281.38,Si,268.77,No,0,Si,598.25,204
2020,Mayo,Trujillo,Aeropuertos del Perú S.A.,9989.92,0,550,Si,1267.2,No,0,Si,3282.46,No,0,No,0,Si,-1882.1299999999999,Si,-323.40999999999997,Si,2604.73,No,0,Si,882.48,No,0,Si,-75.86,550
2020,Mayo,Tumbes,Aeropuertos del Perú S.A.,6811.77,0,262,Si,512,No,0,Si,124.82,No,0,No,0,Si,-234.20999999999998,Si,-450.76,Si,-197.69,No,0,Si,5.68,No,0,Si,-14.66,262
2020,Junio,Andahuaylas,Aeropuertos Andinos del Perú S.A.,0,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0
2020,Junio,Arequipa,Aeropuertos Andinos del Perú S.A.,16863.33,1,798,Si,2341.36,Si,13.7,Si,2822.54,No,0,Si,3197.92,Si,-851.61,No,0,No,0,Si,452.4,Si,3.59,No,0,Si,784.3399999999999,799
2020,Junio,Ayacucho,Aeropuertos Andinos del Perú S.A.,12047.52,0,129,Si,32.96,No,0,Si,451.26,No,0,No,0,No,0,No,0,No,0,No,0,Si,11.26,No,0,No,0,129
2020,Junio,Cajamarca,Aeropuertos del Perú S.A.,6435.09,0,434,Si,858.99,No,0,Si,1298.3,No,0,No,0,Si,-12.78,Si,87.73,No,0,No,0,Si,12.96,No,0,Si,217.76,434
2020,Junio,Chachapoyas,Aeropuertos del Perú S.A.,1102.35,0,14,Si,40,No,0,Si,45.94,No,0,No,0,No,0,Si,241.62,No,0,Si,452.96,Si,5.48,No,0,Si,109.96000000000001,14
2020,Junio,Chiclayo,Aeropuertos del Perú S.A.,90782.87000000001,0,7,Si,9.5,No,0,Si,6612.8,No,0,No,0,Si,173.45000000000002,Si,82.89,No,0,No,0,Si,172.1,No,0,Si,74936.52,7
2020,Junio,Huaraz-Anta,Aeropuertos del Perú S.A.,258.65,0,0,Si,116,No,0,Si,19.18,No,0,No,0,No,0,No,0,No,0,No,0,Si,0.14,No,0,Si,42.809999999999995,0
2020,Junio,Iquitos,Aeropuertos del Perú S.A.,80688.75,0,3006,Si,7548.75,No,0,Si,17768.129999999997,No,0,No,0,Si,803.03,Si,733.1,Si,13060.640000000001,No,0,Si,1174.87,No,0,Si,8876.38,3006
