Año,Mes,Periodo,Infraestructura,Aeropuerto,Tipo Ingreso,Rubro Ingreso,Importe por Servicios
2019,Enero,201901,COR,No precisa,INGRESO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,0.00
2019,Enero,201901,COR,No precisa,INGRESO REGULADOS,OTROS (ESPECIFICAR),0.00
2019,Enero,201901,COR,No precisa,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2019,Enero,201901,COR,No precisa,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,"6,997.04"
2019,Enero,201901,COR,No precisa,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,"-1,126.89"
2019,Enero,201901,COR,No precisa,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,0.00
2019,Enero,201901,COR,No precisa,INGRESO NO REGULADOS,ALQUILERES DE ALMACEN/HANGAR,"8,082.44"
2019,Enero,201901,COR,No precisa,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,"176,869.59"
2019,Enero,201901,COR,No precisa,INGRESO NO REGULADOS,ALQUILER DE TERRENOS,"1,499.54"
2019,Enero,201901,COR,No precisa,INGRESO NO REGULADOS,ALQUILERES DIVERSOS,"14,003.41"
2019,Enero,201901,COR,No precisa,INGRESO NO REGULADOS,CARGO DE ACCESO ESTACIÓN LINEA CIAS AEREAS,"2,894.14"
2019,Enero,201901,COR,No precisa,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,"4,058.01"
2019,Enero,201901,COR,No precisa,INGRESO NO REGULADOS,SERVICIO DE EMBARQUE Y DESEMBARQUE A TRAVES DE MANGAS,"30,788.90"
2019,Enero,201901,COR,No precisa,REEMBOLSOS,INGRESOS FINANCIEROS,0.00
2019,Enero,201901,COR,No precisa,REEMBOLSOS,ALQUILER DE EQUIPOS DE RAMPA,0.00
2019,Enero,201901,COR,No precisa,REEMBOLSOS,OTROS REEMBOLSOS (ESPECIFICAR),0.00
2019,Enero,201901,ADP,No precisa,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,"409,556.80"
2019,Enero,201901,ADP,No precisa,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,"10,270.00"
2019,Enero,201901,ADP,No precisa,INGRESO REGULADOS,T U U A NACIONAL,"1,261,675.00"
2019,Enero,201901,ADP,No precisa,INGRESO REGULADOS,T U U A INTERNACIONAL,"11,549.00"
2019,Enero,201901,ADP,No precisa,INGRESO REGULADOS,SERVICIOS DE RAMPA,"87,155.00"
2019,Enero,201901,ADP,No precisa,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,"16,446.00"
2019,Enero,201901,ADP,No precisa,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,"28,649.00"
2019,Enero,201901,ADP,No precisa,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,"48,550.00"
2019,Enero,201901,ADP,No precisa,INGRESO REGULADOS,ALQUILER COUNTERS,"12,453.00"
2019,Enero,201901,ADP,No precisa,INGRESO REGULADOS,ALQUILER OFICINAS OPERACIONES AEROLÍNEAS,"9,865.00"
2019,Enero,201901,ADP,No precisa,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,0.00
2019,Enero,201901,ADP,No precisa,INGRESO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,"11,803.00"
2019,Enero,201901,ADP,No precisa,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2019,Enero,201901,ADP,No precisa,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,"95,076.00"
2019,Enero,201901,ADP,No precisa,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,"123,839.00"
2019,Enero,201901,ADP,No precisa,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,0.00
2019,Enero,201901,ADP,No precisa,INGRESO NO REGULADOS,ALQUILERES DE ALMACEN/HANGAR,"64,142.00"
2019,Enero,201901,ADP,No precisa,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,"57,940.00"
2019,Enero,201901,ADP,No precisa,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,"12,465.00"
2019,Enero,201901,ADP,No precisa,INGRESO NO REGULADOS,OTROS INGRESOS,"10,094.00"
2019,Enero,201901,ADP,No precisa,INGRESO NO REGULADOS,OTROS,0.00
2019,Enero,201901,ADP,No precisa,INGRESO NO REGULADOS,REEMBOLSOS,0.00
2019,Enero,201901,ADP,No precisa,INGRESO NO REGULADOS,OTROS ALQUILERES,"90,341.00"
2019,Enero,201901,ADP,No precisa,REEMBOLSOS,INGRESOS FINANCIEROS,0.00
2019,Enero,201901,ADP,No precisa,REEMBOLSOS,ALQUILER DE EQUIPOS DE RAMPA,0.00
2019,Enero,201901,ADP,No precisa,REEMBOLSOS,REEMBOLSOS,"2,420,546.00"
2019,Enero,201901,AAP,No precisa,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,"156,447.28"
2019,Enero,201901,AAP,No precisa,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,"2,727.55"
2019,Enero,201901,AAP,No precisa,INGRESO REGULADOS,T U U A NACIONAL,"585,821.66"
2019,Enero,201901,AAP,No precisa,INGRESO REGULADOS,T U U A INTERNACIONAL,80.64
2019,Enero,201901,AAP,No precisa,INGRESO REGULADOS,SERVICIOS DE RAMPA,"36,134.61"
2019,Enero,201901,AAP,No precisa,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,"5,194.68"
2019,Enero,201901,AAP,No precisa,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,"7,008.25"
2019,Enero,201901,AAP,No precisa,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,"45,988.86"
2019,Enero,201901,AAP,No precisa,INGRESO REGULADOS,ALQUILER COUNTERS,"3,442.35"
2019,Enero,201901,AAP,No precisa,INGRESO REGULADOS,ALQUILER OFICINAS OPERACIONES AEROLÍNEAS,"4,732.45"
2019,Enero,201901,AAP,No precisa,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,"2,167.52"
2019,Enero,201901,AAP,No precisa,INGRESO REGULADOS,INSTALACIONES OPERADORES DE RAMPA,"6,359.05"
2019,Enero,201901,AAP,No precisa,INGRESO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,"9,987.11"
2019,Enero,201901,AAP,No precisa,INGRESO REGULADOS,SERVICIO DE EMBARQUE Y DESEMBARQUE A TRAVES DE MANGAS,"6,944.14"
2019,Enero,201901,AAP,No precisa,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2019,Enero,201901,AAP,No precisa,INGRESO NO REGULADOS,OTROS (ESPECIFICAR),"49,205.16"
2019,Enero,201901,AAP,No precisa,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,"15,126.84"
2019,Enero,201901,AAP,No precisa,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,"53,972.74"
2019,Enero,201901,AAP,No precisa,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,"26,917.17"
2019,Enero,201901,AAP,No precisa,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,"69,281.83"
2019,Enero,201901,AAP,No precisa,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,0.00
2019,Enero,201901,AAP,No precisa,INGRESO NO REGULADOS,OTROS ALQUILERES,"106,600.03"
2019,Enero,201901,AAP,No precisa,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO ABONADOS,"28,308.38"
2019,Enero,201901,AAP,No precisa,INGRESO NO REGULADOS,ALQUILER DE HANGAR,0.00
2019,Enero,201901,AAP,No precisa,INGRESO NO REGULADOS,PRODUCCIÓN COMERCIAL- PUBLICIDAD,"5,774.79"
2019,Enero,201901,AAP,No precisa,INGRESO NO REGULADOS,SALAS VIP,"43,262.19"
2019,Enero,201901,AAP,No precisa,REEMBOLSOS,ATERRIZAJE Y DESPEGUE,0.00
2019,Enero,201901,AAP,No precisa,REEMBOLSOS,ESTACIONAMIENTO AERONAVES,"1,897.33"
2019,Enero,201901,AAP,No precisa,REEMBOLSOS,INGRESOS FINANCIEROS,0.00
2019,Enero,201901,AAP,No precisa,REEMBOLSOS,ALQUILER DE EQUIPOS DE RAMPA,0.00
2019,Enero,201901,AAP,No precisa,REEMBOLSOS,REEMBOLSOS,"11,579.76"
2019,Enero,201901,AAP,No precisa,REEMBOLSOS,INGRESOS EXCEPCIONALES,0.00
2019,Enero,-,-,-,-,-,0.00
2019,Febrero,201902,LAP,Lima,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,"3,418,018.30"
2019,Febrero,201902,LAP,Lima,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,"258,103.55"
2019,Febrero,201902,LAP,Lima,INGRESO REGULADOS,T U U A NACIONAL,"4,770,796.34"
2019,Febrero,201902,LAP,Lima,INGRESO REGULADOS,T U U A INTERNACIONAL,"8,320,312.70"
2019,Febrero,201902,LAP,Lima,INGRESO REGULADOS,SERVICIOS DE RAMPA,"853,322.76"
2019,Febrero,201902,LAP,Lima,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,"415,133.35"
2019,Febrero,201902,LAP,Lima,INGRESO REGULADOS,PUENTE DE EMBARQUE,"1,298,191.28"
2019,Febrero,201902,LAP,Lima,INGRESO REGULADOS,OFICINAS OPERATIVAS,"42,997.61"
2019,Febrero,201902,LAP,Lima,INGRESO REGULADOS,OFICINAS AERA GRIS,"11,232.87"
2019,Febrero,201902,LAP,Lima,INGRESO REGULADOS,MOSTRADORES CHECK IN,"41,526.56"
2019,Febrero,201902,LAP,Lima,INGRESO REGULADOS,EQUIPAJE REZAGADO,"1,183.53"
2019,Febrero,201902,LAP,Lima,INGRESO REGULADOS,ÁREAS DE MANTENIMIENTO,"5,664.82"
2019,Febrero,201902,LAP,Lima,INGRESO REGULADOS,ALQUILER ESPACIO PARA EQUIPOS DE RAMPA,0.00
2019,Febrero,201902,LAP,Lima,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,"2,100,299.05"
2019,Febrero,201902,LAP,Lima,INGRESO REGULADOS,ESTACIONAMIENTO VEHICULAR,"522,282.63"
2019,Febrero,201902,LAP,Lima,INGRESO NO REGULADOS,INGRESOS NO REGULADOS,"7,433,880.51"
2019,Febrero,201902,COR,No precisa,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,"209,410.59"
2019,Febrero,201902,COR,No precisa,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,"3,238.66"
2019,Febrero,201902,COR,No precisa,INGRESO REGULADOS,T U U A NACIONAL,"529,916.08"
2019,Febrero,201902,COR,No precisa,INGRESO REGULADOS,T U U A INTERNACIONAL,"51,630.00"
2019,Febrero,201902,COR,No precisa,INGRESO REGULADOS,SERVICIOS DE RAMPA,"51,433.00"
2019,Febrero,201902,COR,No precisa,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,"1,660.77"
2019,Febrero,201902,COR,No precisa,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,"14,292.58"
2019,Febrero,201902,COR,No precisa,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,"74,749.18"
2019,Febrero,201902,COR,No precisa,INGRESO REGULADOS,ALQUILER COUNTERS,"14,624.04"
2019,Febrero,201902,COR,No precisa,INGRESO REGULADOS,ALQUILER OFICINAS OPERACIONES AEROLÍNEAS,"9,153.81"
2019,Febrero,201902,COR,No precisa,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,0.00
2019,Febrero,201902,COR,No precisa,INGRESO REGULADOS,INSTALACIONES OPERADORES DE RAMPA,"9,542.28"
2019,Febrero,201902,COR,No precisa,INGRESO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,0.00
2019,Febrero,201902,COR,No precisa,INGRESO REGULADOS,OTROS (ESPECIFICAR),0.00
2019,Febrero,201902,COR,No precisa,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2019,Febrero,201902,COR,No precisa,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,"35,178.20"
2019,Febrero,201902,COR,No precisa,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,"145,555.53"
2019,Febrero,201902,COR,No precisa,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,0.00
2019,Febrero,201902,COR,No precisa,INGRESO NO REGULADOS,ALQUILERES DE ALMACEN/HANGAR,"8,166.16"
2019,Febrero,201902,COR,No precisa,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,"23,355.60"
2019,Febrero,201902,COR,No precisa,INGRESO NO REGULADOS,ALQUILER DE TERRENOS,"2,395.95"
2019,Febrero,201902,COR,No precisa,INGRESO NO REGULADOS,ALQUILERES DIVERSOS,"13,324.33"
2019,Febrero,201902,COR,No precisa,INGRESO NO REGULADOS,CARGO DE ACCESO ESTACIÓN LINEA CIAS AEREAS,"2,947.20"
2019,Febrero,201902,COR,No precisa,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,"6,609.46"
2019,Febrero,201902,COR,No precisa,INGRESO NO REGULADOS,SERVICIO DE EMBARQUE Y DESEMBARQUE A TRAVES DE MANGAS,"32,010.00"
2019,Febrero,201902,COR,No precisa,REEMBOLSOS,INGRESOS FINANCIEROS,0.00
2019,Febrero,201902,COR,No precisa,REEMBOLSOS,ALQUILER DE EQUIPOS DE RAMPA,0.00
2019,Febrero,201902,COR,No precisa,REEMBOLSOS,OTROS REEMBOLSOS (ESPECIFICAR),0.00
2019,Febrero,201902,ADP,No precisa,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,"394,562.30"
2019,Febrero,201902,ADP,No precisa,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,"9,457.00"
2019,Febrero,201902,ADP,No precisa,INGRESO REGULADOS,T U U A NACIONAL,"1,143,149.00"
2019,Febrero,201902,ADP,No precisa,INGRESO REGULADOS,T U U A INTERNACIONAL,"9,720.00"
2019,Febrero,201902,ADP,No precisa,INGRESO REGULADOS,SERVICIOS DE RAMPA,"84,120.00"
2019,Febrero,201902,ADP,No precisa,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,"15,695.00"
2019,Febrero,201902,ADP,No precisa,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,"30,337.00"
2019,Febrero,201902,ADP,No precisa,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,"50,412.00"
2019,Febrero,201902,ADP,No precisa,INGRESO REGULADOS,ALQUILER COUNTERS,"11,831.00"
2019,Febrero,201902,ADP,No precisa,INGRESO REGULADOS,ALQUILER OFICINAS OPERACIONES AEROLÍNEAS,"9,865.00"
2019,Febrero,201902,ADP,No precisa,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,0.00
2019,Febrero,201902,ADP,No precisa,INGRESO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,"9,457.50"
2019,Febrero,201902,ADP,No precisa,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2019,Febrero,201902,ADP,No precisa,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,"84,457.00"
2019,Febrero,201902,ADP,No precisa,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,"122,731.00"
2019,Febrero,201902,ADP,No precisa,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,0.00
2019,Febrero,201902,ADP,No precisa,INGRESO NO REGULADOS,ALQUILERES DE ALMACEN/HANGAR,"84,098.00"
2019,Febrero,201902,ADP,No precisa,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,"65,537.00"
2019,Febrero,201902,ADP,No precisa,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,"13,315.00"
2019,Febrero,201902,ADP,No precisa,INGRESO NO REGULADOS,OTROS INGRESOS,"6,996.00"
2019,Febrero,201902,ADP,No precisa,INGRESO NO REGULADOS,OTROS,0.00
2019,Febrero,201902,ADP,No precisa,INGRESO NO REGULADOS,REEMBOLSOS,0.00
2019,Febrero,201902,ADP,No precisa,INGRESO NO REGULADOS,OTROS ALQUILERES,"88,167.00"
2019,Febrero,201902,ADP,No precisa,REEMBOLSOS,INGRESOS FINANCIEROS,0.00
2019,Febrero,201902,ADP,No precisa,REEMBOLSOS,ALQUILER DE EQUIPOS DE RAMPA,0.00
2019,Febrero,201902,ADP,No precisa,REEMBOLSOS,REEMBOLSOS,"1,954,723.00"
2019,Febrero,201902,AAP,No precisa,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,"144,691.13"
2019,Febrero,201902,AAP,No precisa,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,322.06
2019,Febrero,201902,AAP,No precisa,INGRESO REGULADOS,T U U A NACIONAL,"560,576.83"
2019,Febrero,201902,AAP,No precisa,INGRESO REGULADOS,T U U A INTERNACIONAL,80.64
2019,Febrero,201902,AAP,No precisa,INGRESO REGULADOS,SERVICIOS DE RAMPA,"35,875.76"
2019,Febrero,201902,AAP,No precisa,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,"5,568.65"
2019,Febrero,201902,AAP,No precisa,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,"10,176.26"
2019,Febrero,201902,AAP,No precisa,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,"52,791.72"
2019,Febrero,201902,AAP,No precisa,INGRESO REGULADOS,ALQUILER COUNTERS,"2,826.63"
2019,Febrero,201902,AAP,No precisa,INGRESO REGULADOS,ALQUILER OFICINAS OPERACIONES AEROLÍNEAS,"3,172.11"
2019,Febrero,201902,AAP,No precisa,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,"2,246.18"
2019,Febrero,201902,AAP,No precisa,INGRESO REGULADOS,INSTALACIONES OPERADORES DE RAMPA,"6,535.31"
2019,Febrero,201902,AAP,No precisa,INGRESO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,"9,976.71"
2019,Febrero,201902,AAP,No precisa,INGRESO REGULADOS,SERVICIO DE EMBARQUE Y DESEMBARQUE A TRAVES DE MANGAS,"6,149.97"
2019,Febrero,201902,AAP,No precisa,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2019,Febrero,201902,AAP,No precisa,INGRESO NO REGULADOS,OTROS (ESPECIFICAR),"66,188.11"
2019,Febrero,201902,AAP,No precisa,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,0.00
2019,Febrero,201902,AAP,No precisa,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,"50,151.34"
2019,Febrero,201902,AAP,No precisa,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,"28,429.72"
2019,Febrero,201902,AAP,No precisa,INGRESO NO REGULADOS,ALQUILER DE ESPACIOS PUBLICITARIOS,"39,250.43"
2019,Febrero,201902,AAP,No precisa,INGRESO NO REGULADOS,OPERADOR DE BASE FIJA - FBO,0.00
2019,Febrero,201902,AAP,No precisa,INGRESO NO REGULADOS,OTROS ALQUILERES,"109,674.22"
2019,Febrero,201902,AAP,No precisa,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO ABONADOS,"27,740.01"
2019,Febrero,201902,AAP,No precisa,INGRESO NO REGULADOS,ALQUILER DE HANGAR,0.00
2019,Febrero,201902,AAP,No precisa,INGRESO NO REGULADOS,PRODUCCIÓN COMERCIAL- PUBLICIDAD,0.00
2019,Febrero,201902,AAP,No precisa,INGRESO NO REGULADOS,SALAS VIP,"33,877.37"
2019,Febrero,201902,AAP,No precisa,REEMBOLSOS,ATERRIZAJE Y DESPEGUE,0.00
2019,Febrero,201902,AAP,No precisa,REEMBOLSOS,ESTACIONAMIENTO AERONAVES,"1,423.00"
2019,Febrero,201902,AAP,No precisa,REEMBOLSOS,INGRESOS FINANCIEROS,0.00
2019,Febrero,201902,AAP,No precisa,REEMBOLSOS,ALQUILER DE EQUIPOS DE RAMPA,0.00
2019,Febrero,201902,AAP,No precisa,REEMBOLSOS,REEMBOLSOS,"16,780.28"
2019,Febrero,201902,AAP,No precisa,REEMBOLSOS,INGRESOS EXCEPCIONALES,0.00
2019,Febrero,-,-,-,-,-,0.00
2019,Marzo,201903,LAP,Lima,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,"3,675,953.77"
2019,Marzo,201903,LAP,Lima,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,"301,035.23"
2019,Marzo,201903,LAP,Lima,INGRESO REGULADOS,T U U A NACIONAL,"4,768,855.25"
2019,Marzo,201903,LAP,Lima,INGRESO REGULADOS,T U U A INTERNACIONAL,"8,772,092.50"
2019,Marzo,201903,LAP,Lima,INGRESO REGULADOS,SERVICIOS DE RAMPA,"929,386.94"
2019,Marzo,201903,LAP,Lima,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,"491,221.45"
2019,Marzo,201903,LAP,Lima,INGRESO REGULADOS,PUENTE DE EMBARQUE,"1,481,781.59"
2019,Marzo,201903,LAP,Lima,INGRESO REGULADOS,OFICINAS OPERATIVAS,"91,986.34"
2019,Marzo,201903,LAP,Lima,INGRESO REGULADOS,OFICINAS AERA GRIS,"11,232.87"
2019,Marzo,201903,LAP,Lima,INGRESO REGULADOS,MOSTRADORES CHECK IN,"35,108.54"
2019,Marzo,201903,LAP,Lima,INGRESO REGULADOS,EQUIPAJE REZAGADO,"1,183.53"
2019,Marzo,201903,LAP,Lima,INGRESO REGULADOS,ÁREAS DE MANTENIMIENTO,"5,664.82"
2019,Marzo,201903,LAP,Lima,INGRESO REGULADOS,ALQUILER ESPACIO PARA EQUIPOS DE RAMPA,0.00
2019,Marzo,201903,LAP,Lima,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,"2,314,236.15"
2019,Marzo,201903,LAP,Lima,INGRESO REGULADOS,ESTACIONAMIENTO VEHICULAR,"552,110.23"
2019,Marzo,201903,LAP,Lima,INGRESO NO REGULADOS,INGRESOS NO REGULADOS,"7,938,078.44"
2019,Marzo,201903,COR,No precisa,INGRESO REGULADOS,ATERRIZAJE Y DESPEGUE,"228,218.02"
2019,Marzo,201903,COR,No precisa,INGRESO REGULADOS,ESTACIONAMIENTO AERONAVES,"3,131.18"
2019,Marzo,201903,COR,No precisa,INGRESO REGULADOS,T U U A NACIONAL,"585,367.09"
2019,Marzo,201903,COR,No precisa,INGRESO REGULADOS,T U U A INTERNACIONAL,"54,550.00"
2019,Marzo,201903,COR,No precisa,INGRESO REGULADOS,SERVICIOS DE RAMPA,"46,887.50"
2019,Marzo,201903,COR,No precisa,INGRESO REGULADOS,USO INSTALACIONES DE CARGA,"1,097.46"
2019,Marzo,201903,COR,No precisa,INGRESO REGULADOS,DESPACHO DE COMBUSTIBLE,"15,955.42"
2019,Marzo,201903,COR,No precisa,INGRESO REGULADOS,ATENCIÓN EN HORAS EXTRAS,"75,445.13"
2019,Marzo,201903,COR,No precisa,INGRESO REGULADOS,ALQUILER COUNTERS,"16,080.44"
2019,Marzo,201903,COR,No precisa,INGRESO REGULADOS,ALQUILER OFICINAS OPERACIONES AEROLÍNEAS,"8,536.99"
2019,Marzo,201903,COR,No precisa,INGRESO REGULADOS,ALQUILER AREAS DE MANTENIMIENTO,0.00
2019,Marzo,201903,COR,No precisa,INGRESO REGULADOS,INSTALACIONES OPERADORES DE RAMPA,"9,920.04"
2019,Marzo,201903,COR,No precisa,INGRESO REGULADOS,OTROS ALQUILERES PARA AEROLÍNEAS,0.00
2019,Marzo,201903,COR,No precisa,INGRESO REGULADOS,OTROS (ESPECIFICAR),0.00
2019,Marzo,201903,COR,No precisa,INGRESO NO REGULADOS,USO INSTALACIONES DE CARGA,0.00
2019,Marzo,201903,COR,No precisa,INGRESO NO REGULADOS,PLAYA DE ESTACIONAMIENTO VEHICULAR,"31,129.37"
2019,Marzo,201903,COR,No precisa,INGRESO NO REGULADOS,ALQUILER LOCALES COMERCIALES,"142,033.17"
2019,Marzo,201903,COR,No precisa,INGRESO NO REGULADOS,ALQUILER DE ALMACÉN DE CARGA PARA LÍNEAS AÉREAS,0.00
