Dato;Tipo de criptomoneda;Creador;Descentralizada;Tipo de blockchain;Smart  Contracts;Open;High;Low;Close;Adj close;Volume
9/03/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;9414.69043;9466.349609;8513.030273;9337.549805;9337.549805;8704190464
10/03/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;9350.589844;9531.320313;8828.469727;8866;8866;5386319872
11/03/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8852.780273;9711.889648;8607.120117;9578.629883;9578.629883;6296370176
12/03/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;9602.929688;9937.5;8956.429688;9205.120117;9205.120117;6457399808
13/03/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;9173.040039;9470.379883;8958.19043;9194.849609;9194.849609;5991139840
14/03/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;9214.650391;9355.849609;8068.589844;8269.80957;8269.80957;6438230016
15/03/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8290.759766;8428.349609;7783.049805;8300.860352;8300.860352;6834429952
16/03/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8322.910156;8585.150391;8005.310059;8338.349609;8338.349609;5289379840
17/03/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8321.910156;8346.530273;7812.819824;7916.879883;7916.879883;4426149888
18/03/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7890.52002;8245.509766;7397.990234;8223.679688;8223.679688;6639190016
19/03/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8344.120117;8675.870117;8182.399902;8630.650391;8630.650391;6729110016
20/03/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8619.669922;9051.019531;8389.889648;8913.469727;8913.469727;6361789952
21/03/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8937.480469;9177.370117;8846.330078;8929.280273;8929.280273;6043129856
22/03/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8939.44043;9100.709961;8564.900391;8728.469727;8728.469727;5530390016
23/03/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8736.25;8879.620117;8360.620117;8879.620117;8879.620117;5954120192
24/03/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8901.950195;8996.179688;8665.700195;8668.120117;8668.120117;5664600064
25/03/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8612.80957;8682.009766;8449.099609;8495.780273;8495.780273;4569880064
26/03/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8498.469727;8530.080078;7921.430176;8209.400391;8209.400391;5921039872
27/03/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8200;8232.780273;7797.279785;7833.040039;7833.040039;5378250240
28/03/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7836.830078;8122.890137;7809.169922;7954.47998;7954.47998;4935289856
29/03/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7979.069824;7994.330078;7081.379883;7165.700195;7165.700195;6361229824
30/03/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7171.450195;7276.660156;6683.930176;6890.52002;6890.52002;6289509888
31/03/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6892.47998;7207.850098;6863.52002;6973.529785;6973.529785;4553269760
1/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7003.060059;7060.950195;6526.870117;6844.22998;6844.22998;4532100096
2/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6844.859863;7135.470215;6816.580078;7083.799805;7083.799805;4333440000
3/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7102.259766;7530.939941;7072.490234;7456.109863;7456.109863;5499700224
4/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7456.410156;7469.879883;6803.879883;6853.839844;6853.839844;4936000000
5/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6848.649902;6933.819824;6644.799805;6811.470215;6811.470215;5639320064
6/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6815.959961;6857.490234;6575;6636.319824;6636.319824;3766810112
7/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6630.509766;7050.540039;6630.509766;6911.089844;6911.089844;3976610048
8/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6919.97998;7111.560059;6919.97998;7023.52002;7023.52002;3652499968
9/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7044.319824;7178.109863;6661.990234;6770.72998;6770.72998;4894060032
10/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6795.439941;6872.410156;6704.149902;6834.759766;6834.759766;4272750080
11/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6843.470215;6968.319824;6817.589844;6968.319824;6968.319824;4641889792
12/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6955.379883;7899.22998;6806.509766;7889.25;7889.25;8906250240
13/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7901.089844;8183.959961;7758.930176;7895.959961;7895.959961;7764460032
14/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7874.669922;8140.709961;7846;7986.240234;7986.240234;5191430144
15/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7999.330078;8338.419922;7999.330078;8329.110352;8329.110352;5244480000
16/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8337.570313;8371.150391;7925.72998;8058.669922;8058.669922;5631309824
17/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8071.660156;8285.959961;7881.720215;7902.089844;7902.089844;6900879872
18/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7944.430176;8197.799805;7886.009766;8163.419922;8163.419922;6529909760
19/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8159.27002;8298.69043;8138.779785;8294.30957;8294.30957;7063209984
20/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8286.879883;8880.230469;8244.540039;8845.830078;8845.830078;8438110208
21/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8848.790039;8997.570313;8652.150391;8895.580078;8895.580078;7548550144
22/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8925.05957;9001.639648;8779.610352;8802.459961;8802.459961;6629899776
23/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8794.389648;8958.549805;8788.80957;8930.879883;8930.879883;6925190144
24/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8934.339844;9732.610352;8927.830078;9697.5;9697.5;10678800384
25/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;9701.030273;9745.320313;8799.839844;8845.740234;8845.740234;11083100160
26/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8867.320313;9281.509766;8727.089844;9281.509766;9281.509766;8970559488
27/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;9290.629883;9375.469727;8987.049805;8987.049805;8987.049805;7566289920
28/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8939.269531;9412.089844;8931.990234;9348.480469;9348.480469;7805479936
29/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;9346.410156;9531.490234;9193.709961;9419.080078;9419.080078;8853000192
30/04/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;9426.110352;9477.139648;9166.80957;9240.549805;9240.549805;8673920000
1/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;9251.469727;9255.879883;8891.049805;9119.009766;9119.009766;7713019904
2/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;9104.599609;9256.519531;9015.139648;9235.919922;9235.919922;7558159872
3/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;9233.969727;9798.330078;9188.150391;9743.860352;9743.860352;10207299584
4/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;9695.5;9779.200195;9585.959961;9700.759766;9700.759766;8217829888
5/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;9700.280273;9964.5;9695.120117;9858.150391;9858.150391;7651939840
6/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;9845.30957;9940.139648;9465.25;9654.799805;9654.799805;7222280192
7/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;9645.669922;9665.849609;9231.530273;9373.009766;9373.009766;7394019840
8/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;9380.870117;9462.75;9127.769531;9234.820313;9234.820313;7415869952
9/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;9223.730469;9374.759766;9031.620117;9325.179688;9325.179688;7226890240
10/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;9325.959961;9396.040039;9040.519531;9043.94043;9043.94043;6906699776
11/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;9052.959961;9052.959961;8394.459961;8441.490234;8441.490234;8488520192
12/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8441.44043;8664.860352;8223.5;8504.889648;8504.889648;6821380096
13/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8515.490234;8773.549805;8395.120117;8723.94043;8723.94043;5866379776
14/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8713.099609;8881.120117;8367.969727;8716.790039;8716.790039;7364149760
15/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8705.19043;8836.19043;8456.450195;8510.379883;8510.379883;6705710080
16/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8504.410156;8508.429688;8175.490234;8368.830078;8368.830078;6760220160
17/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8370.049805;8445.540039;8054.120117;8094.319824;8094.319824;5862530048
18/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8091.830078;8274.120117;7974.819824;8250.969727;8250.969727;5764190208
19/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8255.730469;8372.05957;8183.350098;8247.179688;8247.179688;4712399872
20/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8246.990234;8562.410156;8205.240234;8513.25;8513.25;5191059968
21/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8522.330078;8557.519531;8365.120117;8418.990234;8418.990234;5154990080
22/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8419.870117;8423.25;8004.580078;8041.779785;8041.779785;5137010176
23/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;8037.080078;8054.660156;7507.879883;7557.819824;7557.819824;6491120128
24/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7561.120117;7738.600098;7331.140137;7587.339844;7587.339844;6049220096
25/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7592.299805;7659.140137;7392.649902;7480.140137;7480.140137;4867829760
26/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7486.47998;7595.160156;7349.120117;7355.879883;7355.879883;4051539968
27/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7362.080078;7381.740234;7270.959961;7368.220215;7368.220215;4056519936
28/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7371.310059;7419.049805;7100.890137;7135.990234;7135.990234;5040600064
29/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7129.459961;7526.419922;7090.680176;7472.589844;7472.589844;5662660096
30/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7469.72998;7573.77002;7313.600098;7406.52002;7406.52002;4922540032
31/05/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7406.149902;7608.899902;7361.129883;7494.169922;7494.169922;5127130112
1/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7500.700195;7604.72998;7407.339844;7541.450195;7541.450195;4921460224
2/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7536.720215;7695.830078;7497.259766;7643.450195;7643.450195;4939299840
3/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7632.089844;7754.890137;7613.040039;7720.25;7720.25;4851760128
4/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7722.529785;7753.819824;7474.040039;7514.470215;7514.470215;4993169920
5/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7500.899902;7643.22998;7397;7633.759766;7633.759766;4961739776
6/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7625.970215;7680.430176;7502.009766;7653.97998;7653.97998;4692259840
7/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7650.819824;7741.27002;7650.819824;7678.240234;7678.240234;4485799936
8/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7685.140137;7698.189941;7558.399902;7624.919922;7624.919922;4227579904
9/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7632.52002;7683.580078;7531.97998;7531.97998;7531.97998;3845220096
10/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;7499.549805;7499.549805;6709.069824;6786.02002;6786.02002;5804839936
11/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6799.290039;6910.180176;6706.629883;6906.919922;6906.919922;4745269760
12/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6905.819824;6907.959961;6542.080078;6582.359863;6582.359863;4654380032
13/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6596.879883;6631.660156;6285.629883;6349.899902;6349.899902;5052349952
14/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6342.75;6707.140137;6334.459961;6675.350098;6675.350098;5138710016
15/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6674.080078;6681.080078;6433.870117;6456.580078;6456.580078;3955389952
16/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6455.450195;6592.490234;6402.290039;6550.160156;6550.160156;3194170112
17/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6545.529785;6589.109863;6499.27002;6499.27002;6499.27002;3104019968
18/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6510.069824;6781.140137;6446.680176;6734.819824;6734.819824;4039200000
19/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6742.390137;6822.5;6709.919922;6769.939941;6769.939941;4057029888
20/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6770.759766;6821.560059;6611.879883;6776.549805;6776.549805;3888640000
21/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6780.089844;6810.939941;6715.169922;6729.740234;6729.740234;3529129984
22/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6737.879883;6747.080078;6006.600098;6083.689941;6083.689941;5079810048
23/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6090.100098;6224.819824;6071.810059;6162.47998;6162.47998;3431360000
24/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6164.279785;6223.779785;5826.410156;6173.22998;6173.22998;4566909952
25/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6171.970215;6327.370117;6119.680176;6249.180176;6249.180176;5500810240
26/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6253.549805;6290.160156;6093.669922;6093.669922;6093.669922;3279759872
27/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6084.399902;6180;6052.850098;6157.129883;6157.129883;3296219904
28/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6153.160156;6170.410156;5873.049805;5903.439941;5903.439941;3467800064
29/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;5898.129883;6261.660156;5835.75;6218.299805;6218.299805;3966230016
30/06/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6214.220215;6465.509766;6214.220215;6404;6404;4543860224
1/07/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6411.680176;6432.850098;6289.290039;6385.819824;6385.819824;4788259840
2/07/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6380.379883;6683.859863;6305.700195;6614.180176;6614.180176;4396930048
3/07/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6596.660156;6671.370117;6447.75;6529.589844;6529.589844;4672309760
4/07/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6550.870117;6771.919922;6450.459961;6597.549805;6597.549805;4176689920
5/07/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6599.709961;6749.540039;6546.649902;6639.140137;6639.140137;4999240192
6/07/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6638.689941;6700.939941;6533.549805;6673.5;6673.5;4313959936
7/07/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6668.709961;6863.990234;6579.240234;6856.930176;6856.930176;3961080064
8/07/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6857.799805;6885.910156;6747.97998;6773.879883;6773.879883;3386210048
9/07/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6775.080078;6838.680176;6724.339844;6741.75;6741.75;3718129920
10/07/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6739.209961;6767.740234;6320.720215;6329.950195;6329.950195;4052430080
11/07/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6330.77002;6444.959961;6330.470215;6394.709961;6394.709961;3644859904
12/07/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6396.779785;6397.100098;6136.419922;6228.810059;6228.810059;3770170112
13/07/2018;BITCOIN (BTC);Satoshi Nakamoto;si;Público;si;6235.029785;6310.549805;6192.240234;6238.049805;6238.049805;3805400064
