Dato;Tipo de criptomoneda;Creador;Descentralizada;Tipo de blockchain;Smart  Contracts;Open;High;Low;Close;Adj close;Volume
26/01/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;1080.599976;996.783997;1055.170044;1055.170044;3617690112
27/01/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;1121.97998;1042.119995;1107.069946;1107.069946;3002870016
28/01/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;1257.77002;1111.780029;1246.01001;1246.01001;5372329984
29/01/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;1256.699951;1169.079956;1182.359985;1182.359985;3715079936
30/01/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;1184.630005;1058.969971;1071.130005;1071.130005;4107859968
31/01/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;1128.660034;1034.5;1118.310059;1118.310059;3757560064
1/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;1161.349976;984.81897;1036.790039;1036.790039;5261680128
2/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;1035.77002;757.97998;915.784973;915.784973;6713290240
3/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;991.942993;847.690002;964.018982;964.018982;3243480064
4/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;969.031982;805.064026;834.682007;834.682007;2997090048
5/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;856.645996;644.598999;697.950989;697.950989;4269530112
6/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;796.439026;574.419006;793.122009;793.122009;6518269952
7/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;851.200012;723.432983;757.067993;757.067993;3896179968
8/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;845.085999;755.843018;817.807007;817.807007;3708189952
9/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;884.004028;788.833984;883.86499;883.86499;2495820032
10/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;917.400024;825.577026;860.414978;860.414978;2930530048
11/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;859.288025;788.221985;814.659973;814.659973;2486650112
12/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;875.937012;817.507996;868.70697;868.70697;2243450112
13/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;870.708984;828.836975;845.257996;845.257996;2081170048
14/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;926.429016;844.278992;923.560974;923.560974;2818370048
15/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;951.947998;911.111023;936.976013;936.976013;2900100096
16/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;950.005005;917.848022;944.210022;944.210022;2369449984
17/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;976.594971;940.754028;974.11499;974.11499;2525720064
18/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;982.932983;915.445007;923.921021;923.921021;2567290112
19/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;957.776978;921.554016;943.86499;943.86499;2169019904
20/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;965.265015;892.953979;895.370972;895.370972;2545260032
21/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;912.375;830.562988;849.971008;849.971008;2531729920
22/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;875.926025;802.66803;812.844971;812.844971;2150370048
23/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;886.317993;794.791016;864.189026;864.189026;2334820096
24/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;879.531006;818.549988;840.515015;840.515015;1926579968
25/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;853.145996;822.380981;844.809998;844.809998;1646960000
26/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;880.392029;842.31897;869.315002;869.315002;2044480000
27/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;896.258972;867.096985;878.265015;878.265015;2053980032
28/02/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;890.107971;855.124023;855.198975;855.198975;1963980032
1/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;880.302002;851.919983;872.200012;872.200012;1868519936
2/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;876.377991;852.421997;856.853027;856.853027;1894419968
3/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;868.453979;855.20697;857.224976;857.224976;1699369984
4/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;867.950012;840.280029;866.677979;866.677979;1697939968
5/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;869.919983;853.52002;853.684021;853.684021;1898489984
6/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;853.817017;809.93103;816.950989;816.950989;1943069952
7/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;825.606995;726.546997;752.830994;752.830994;2175419904
8/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;773.767029;696.169006;704.596008;704.596008;1891640064
9/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;729.156006;648.106995;728.916016;728.916016;2233019904
10/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;748.031006;682.695007;686.890015;686.890015;1532960000
11/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;735.830994;668.122986;723.338989;723.338989;1562680064
12/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;742.513977;683.268005;699.830994;699.830994;1764999936
13/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;713.734985;682.349976;690.827026;690.827026;1425959936
14/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;702.783997;594.099976;614.291016;614.291016;1810560000
15/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;620.616028;579.505005;611.304016;611.304016;1770460032
16/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;623.16803;587.862;601.666016;601.666016;1417350016
17/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;609.151001;549.096008;552.778992;552.778992;1267810048
18/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;551.640015;460.088013;538.643982;538.643982;2685499904
19/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;558.099976;519.122986;556.726013;556.726013;2046790016
20/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;567.090027;521.203979;557.174988;557.174988;1833680000
21/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;589.606995;550.572021;561.731995;561.731995;1781270016
22/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;577.565979;523.088989;539.702026;539.702026;1523459968
23/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;540.487;512.127014;539.619019;539.619019;1596349952
24/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;545.382019;526.080017;526.439026;526.439026;1300009984
25/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;535.820984;515.658997;524.286987;524.286987;1151170048
26/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;526.379028;470.440002;489.950989;489.950989;1638880000
27/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;491.459015;449.971008;450.115997;450.115997;1617939968
28/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;466.210999;444.860992;446.278992;446.278992;1514179968
29/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;450.812988;385.812988;385.967987;385.967987;1970230016
30/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;409.928986;368.632996;394.644989;394.644989;1878130048
31/03/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;418.467987;392.953003;396.457001;396.457001;1323920000
1/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;400.528015;363.804993;379.606995;379.606995;1256930048
2/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;395.17099;377.592987;386.424988;386.424988;1102259968
3/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;418.967987;383.532013;416.893005;416.893005;1363399936
4/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;417.471985;375.309998;380.542999;380.542999;1287730048
5/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;387.716003;369.81601;383.231995;383.231995;1210680064
6/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;385.195007;366.911011;370.285004;370.285004;967105984
7/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;393.05899;369.936005;385.313995;385.313995;951475008
8/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;402.589996;385.60199;400.507996;400.507996;948488000
9/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;429.251007;390.609985;398.526001;398.526001;1478390016
10/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;415.888;393.878998;414.243011;414.243011;1196000000
11/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;430.540009;412.471008;430.540009;430.540009;1439040000
12/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;493.058014;417.412994;492.94101;492.94101;2519360000
13/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;526.469971;482.658997;492.734985;492.734985;2419249920
14/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;512.023987;488.278992;501.477997;501.477997;1519079936
15/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;531.702026;502.880005;531.702026;531.702026;1726089984
16/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;534.197021;500.25;511.147003;511.147003;1758979968
17/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;518.031006;502.563995;502.894012;502.894012;1760359936
18/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;525.09198;503.045013;524.789001;524.789001;1762940032
19/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;567.888977;523.262024;567.888977;567.888977;2256869888
20/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;618.715027;560.28302;615.718018;615.718018;2849469952
21/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;621.888;578.549988;605.39502;605.39502;2612460032
22/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;640.767029;593.869019;621.859985;621.859985;2426269952
23/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;646.700012;621.034973;642.547974;642.547974;2386830080
24/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;708.875;643.39801;708.15802;708.15802;3581860096
25/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;707.062012;600.211975;615.416016;615.416016;4216140032
26/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;663.18103;604.007019;662.809021;662.809021;2984009984
27/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;684.867981;647.031982;647.031982;647.031982;2598129920
28/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;691.442017;644.645996;683.677979;683.677979;2496659968
29/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;697.755981;670.513;688.880981;688.880981;2740559872
30/04/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;694.439026;666.117004;669.924011;669.924011;2853100032
1/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;674.403015;637.539978;673.612976;673.612976;2678960128
2/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;688.84198;667.419983;687.148987;687.148987;2822269952
3/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;784.341003;686.591003;779.54303;779.54303;4210939904
4/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;803.745972;762.632019;785.624023;785.624023;3533410048
5/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;827.455017;784.237;816.119995;816.119995;3035040000
6/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;835.057007;764.882996;792.310974;792.310974;3105570048
7/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;795.757996;710.177979;753.724976;753.724976;4316120064
8/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;774.249023;728.129028;752.856995;752.856995;2920489984
9/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;759.528992;718.471985;752.275024;752.275024;2877870080
10/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;766.747986;726.664001;727.276978;727.276978;2748950016
11/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;736.97699;669.825012;679.585999;679.585999;3290080000
12/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;691.411011;644.065979;686.047974;686.047974;2668480000
13/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;741.312012;675.31897;733.495972;733.495972;2362500096
14/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;742.169983;695.791992;730.549011;730.549011;3005110016
15/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;739.052002;700.994995;708.870972;708.870972;2523069952
16/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;710.200012;682.541016;707.049988;707.049988;2476130048
17/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;718.833008;668.833984;672.656982;672.656982;2350619904
18/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;695.031006;663.809021;694.367004;694.367004;2305740032
19/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;715.578003;686.791016;696.530029;696.530029;2021549952
20/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;723.752991;692.669006;715.369019;715.369019;2156910080
21/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;719.278015;692.494019;699.221985;699.221985;2005170048
22/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;700.976013;644.026001;647.741028;647.741028;2230469888
23/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;651.635986;572.952026;583.585022;583.585022;2995429888
24/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;610.817993;557.205994;601.755005;601.755005;2791099904
25/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;617.185974;575.624023;586.734009;586.734009;2110919936
26/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;606.174988;583.512024;587.280029;587.280029;1694300032
27/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;590.328003;562.866028;572.66803;572.66803;1788790016
28/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;576.049011;512.552002;516.036011;516.036011;2356900096
29/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;572.263977;516.14801;565.388;565.388;2330820096
30/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;583.135986;545.43103;559.590027;559.590027;2053970048
31/05/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;585.538025;557.065979;577.64502;577.64502;1985040000
1/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;589.093018;567.664978;580.04303;580.04303;1945890048
2/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;597.077026;577.322021;591.807983;591.807983;1880390016
3/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;624.513;591.258972;618.328979;618.328979;1832550016
4/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;623.429016;583.747009;592.984985;592.984985;1903430016
5/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;611.330017;580.981995;609.302979;609.302979;1844269952
6/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;611.643005;596.395996;607.124023;607.124023;1756530048
7/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;616.143982;601.692993;605.187012;605.187012;1880140032
8/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;608.810974;595.593018;601.077026;601.077026;1637779968
9/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;608.583008;597.562012;597.562012;597.562012;1519309952
10/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;594.344971;511.889008;526.479004;526.479004;2234880000
11/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;536.857971;515.268982;533.283997;533.283997;1982119936
12/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;538.955017;491.234985;496.842987;496.842987;1932760064
13/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;501.904999;459.003998;477.493988;477.493988;2080130048
14/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;523.544983;467.466003;519.742004;519.742004;2458650112
15/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;521.304993;487.468994;491.003998;491.003998;1808269952
16/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;503.222992;488.851013;499.641998;499.641998;1314109952
17/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;507.640991;498.64801;500.447998;500.447998;1264870016
18/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;521.796021;494.06601;518.890991;518.890991;1513869952
19/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;542.353027;516.312012;537.95697;537.95697;1726569984
20/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;541.015015;519.369019;536.268005;536.268005;1596290048
21/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;543.71698;524.258972;527.367004;527.367004;1462070016
22/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;527.19397;456.877014;465.816986;465.816986;2226030080
23/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;479.128998;462.393005;474.519989;474.519989;1651379968
24/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;475.359009;426.468994;457.671997;457.671997;2490579968
25/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;470.343994;448.895996;460.309998;460.309998;4007950080
26/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;461.213013;432.772003;432.772003;432.772003;1356560000
27/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;444.243011;424.838989;442.36499;442.36499;1368940032
28/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;443.618011;419.683014;422.36499;422.36499;1360790016
29/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;441.792999;407.946991;436.009003;436.009003;1564499968
30/06/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;458.796997;436.209015;455.179993;455.179993;1475939968
1/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;457.139008;446.38501;453.917999;453.917999;1511730048
2/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;479.130005;447.110992;475.346985;475.346985;1625789952
3/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;483.854004;462.582001;464.195007;464.195007;1683939968
4/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;481.436005;455.184998;467.317993;467.317993;1549769984
5/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;483.225006;464.628998;474.411987;474.411987;1828610048
6/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;479.652008;457.61499;474.011993;474.011993;1627609984
7/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;491.660004;466.835999;491.660004;491.660004;1358360064
8/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;503.199005;488.416992;489.118988;489.118988;1344560000
9/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;490.85199;475.174988;476.682007;476.682007;1533799936
10/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;478.317993;433.959991;434.424011;434.424011;1789069952
11/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;447.31601;429.506989;446.518005;446.518005;1422470016
12/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;446.502014;422.809998;430.074005;430.074005;1495440000
13/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;442.363007;430.740997;434.027008;434.027008;1489670016
14/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;439.43399;431.473999;436.085999;436.085999;1235820032
15/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;454.001007;433.92099;449.850006;449.850006;1350160000
16/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;480.65799;446.798004;480.65799;480.65799;1858680064
17/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;508.779999;468.915009;501.002014;501.002014;2288100096
18/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;513.432983;474.359009;480.513;480.513;2371559936
19/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;483.23999;465.141998;469.618988;469.618988;2068739968
20/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;469.307007;443.692993;450.697998;450.697998;1821350016
21/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;468.083008;445.776001;462.436005;462.436005;1504310016
22/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;470.89801;458.118988;459.657013;459.657013;1338589952
23/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;469.765991;449.727997;450.852997;450.852997;1596999936
24/07/2018;ETHEREUM (ETH);Vitalik Buterin ;si;Público;si;995.153992;481.141998;450.565002;479.372986;479.372986;2287520000
