FECHA_CORTE;NRO_REPORTE;FECHA_ACC;AÑO;MES;HORA_ACC;MODALIDAD_ACC;CANT_FALLECIDOS;CANT_HERIDOS;LATITUD;LONGITUD;PROGRESIVA;CODIGO_VIA;DEPARTAMENTO;REGIONES NATURALES;PROVINCIA;DISTRITO
20211130;014.01-014.2020 CC;20200104;2020;Enero;09:40:00;ESPECIAL;1;2;-14.8253;-74.9459;0;;ICA;COSTA;NASCA;NASCA
20211130;004.03-240.2020 CC;20200104;2020;Enero;09:40:00;ATROPELLO;0;1;-12.026944;-77.000556;0;VIA URBANA;LIMA;COSTA;LIMA;SAN JUAN DE LURIGANCHO
20211130;005.01-005.2020 SC;20200104;2020;Enero;14:30:00;CHOQUE;0;0;-12.0407061;-76.93068174;0;;LIMA;COSTA;LIMA;ATE
20211130;018.01-018.2020 CC;20200105;2020;Enero;13:40:00;CHOQUE;3;4;-9.38234112;-78.38419457;390;PE-1N;ANCASH;COSTA;CASMA;CASMA
20211130;006.01-006.2020 SC;20200105;2020;Enero;13:40:00;CHOQUE;0;0;-10.87944444;-74.97833333;45;PE-5S;JUNIN;SIERRA;CHANCHAMAYO;PERENE
20211130;017.01-017.2020 CC;20200105;2020;Enero;04:55:00;CHOQUE;0;3;-11.7457834;-76.2900657;96;PE-22;LIMA;COSTA;HUAROCHIRI;SAN MATEO
20211130;019.01-019.2020 CC;20200105;2020;Enero;14:10:00;CHOQUE;0;2;-11.4086947;-77.3931887;106;PE-1N;LIMA;COSTA;HUAURA;HUACHO
20211130;048.03-284.2020 CC;20200105;2020;Enero;07:20:00;CHOQUE;0;1;-11.601593;-76.197862;129;PE-22;LIMA;COSTA;HUAROCHIRI;CHICLA
20211130;021.01-021.2020 CC;20200105;2020;Enero;15:45:00;CHOQUE;0;2;-10.662853;-76.176314;137;PE-3N;PASCO;SIERRA;PASCO;YANACANCHA
20211130;020.12-020.2020 CC;20200106;2020;Enero;00:20:00;DESPISTE;13;40;-15.711029;-74.488728;574;PE-1S;AREQUIPA;COSTA;CARAVELI;YAUCA
20211130;008.01-008.2020 SC;20200106;2020;Enero;16:00:00;DESPISTE;0;0;-14.6;-74.276;118;PE-30A;AYACUCHO;SIERRA;LUCANAS;LUCANAS
20211130;022.01-022.2020 CC;20200106;2020;Enero;11:20:00;ATROPELLO;1;0;-13.934;-75.877;273;PE-1S;ICA;COSTA;ICA;SALAS
20211130;034.01-034.2020 CC;20200106;2020;Enero;02:30:00;ATROPELLO;1;0;-13.417641;-76.138849;196;PE-1S;ICA;COSTA;CHINCHA;CHINCHA ALTA
20211130;009.01-009.2020 SC;20200106;2020;Enero;15:40:00;CHOQUE;0;0;-11.730949;-76.267947;10.5;PE-22;LIMA;COSTA;HUAROCHIRI;CHICLA
20211130;023.01-023.2020 CC;20200106;2020;Enero;05:50:00;DESPISTE;0;7;-5.93375;-79.561222;20.2;PE-04B;PIURA;COSTA;HUANCABAMBA;HUARMACA
20211130;024.01-024.2020 CC;20200106;2020;Enero;22:30:00;CHOQUE;1;0;-14.769333;-70.338278;75;PE-34B;PUNO;SIERRA;AZANGARO;ASILLO
20211130;010.01-010.2020 SC;20200107;2020;Enero;06:00:00;CHOQUE;0;0;-14.029309;-71.454207;1063;PE-3S;CUSCO;SIERRA;CANCHIS;CHECACUPE
20211130;026.01-026.2020 CC;20200107;2020;Enero;11:55:00;CHOQUE;0;1;-13.54481648;-72.53544054;870;PE-3S;CUSCO;SIERRA;ANTA;MOLLEPATA
20211130;027.01-027.2020 CC;20200107;2020;Enero;05:00:00;CHOQUE;1;0;-14.51026703;-71.88698138;155;PE-3SG;CUSCO;SIERRA;CHUMBIVILCAS;VELILLE
20211130;011.01-011.2020 SC;20200107;2020;Enero;11:30:00;DESPISTE;0;0;-9.396177;-75.972137;111;PE-18A;HUANUCO;SIERRA;LEONCIO PRADO;MARIANO DAMASO BERAUN
20211130;040.03-276.2020 CC;20200107;2020;Enero;03:15:00;DESPISTE;0;1;-14.21571644;-75.70916041;315.1;PE-1S;ICA;COSTA;ICA;SANTIAGO
20211130;030.01-030.2020 CC;20200108;2020;Enero;05:30:00;ATROPELLO;1;0;-9.177988;-78.477329;416;PE-1N;ANCASH;COSTA;SANTA;NUEVO CHIMBOTE
20211130;031.01-031.2020 CC;20200108;2020;Enero;04:20:00;CHOQUE;2;5;-14.34349106;-75.65251295;331;PE-1S;ICA;COSTA;ICA;SANTIAGO
20211130;028.01-028.2020 CC;20200108;2020;Enero;10:23:00;DESPISTE;0;1;-11.42937449;-75.92612968;15.75;PE-3N;JUNIN;SIERRA;YAULI;PACCHA
20211130;029.01-029.2020 CC;20200108;2020;Enero;10:00:00;DESPISTE;0;2;-15.708;-70.822;205;PE-34A;PUNO;SIERRA;LAMPA;SANTA LUCIA
20211130;011.06-365.2020 CC;20200109;2020;Enero;23:00:00;ESPECIAL;0;1;-9.079079;-78.585352;432;PE-1N;ANCASH;COSTA;SANTA;CHIMBOTE
20211130;033.01-033.2020 CC;20200109;2020;Enero;12:20:00;DESPISTE;0;25;-8.577696227;-77.58039026;8;PE-12B;ANCASH;COSTA;SIHUAS;HUAYLLABAMBA
20211130;032.01-032.2020 CC;20200109;2020;Enero;10:30:00;ATROPELLO;1;0;-16.60365226;-72.77025347;823.5;PE-1S;AREQUIPA;COSTA;CAMANA;MARISCAL CACERES
20211130;066.02-150.2020 SC;20200109;2020;Enero;07:20:00;CHOQUE;0;0;-11.59994434;-76.16659575;135.6;PE-22;JUNIN;SIERRA;YAULI;MOROCOCHA
20211130;013.01-013.2020 SC;20200109;2020;Enero;05:30:00;DESPISTE;0;0;-7.772951;-79.12701;9;PE-1NF;LA LIBERTAD;COSTA;ASCOPE;CHICAMA
20211130;002.01-002.2020 SC;20200110;2020;Enero;17:40:00;INCENDIO;0;0;-8.480611;-78.701935;506;PE-1N;LA LIBERTAD;COSTA;VIRU;VIRU
20211130;014.01-014.2020 SC;20200110;2020;Enero;19:50:00;CHOQUE;0;0;-10.858;-76.134;94.5;PE-3N;PASCO;SIERRA;PASCO;NINACACA
20211130;015.01-015.2020 SC;20200111;2020;Enero;05:00:00;CHOQUE;0;0;-16.683;-71.871;987;PE-1S;AREQUIPA;COSTA;AREQUIPA;LA JOYA
20211130;037.01-037.2020 CC;20200111;2020;Enero;04:30:00;CHOQUE;0;2;-14.28462618;-71.22616195;1106;PE-3S;CUSCO;SIERRA;CANCHIS;SICUANI
20211130;051.01-051.2020 CC;20200111;2020;Enero;01:30:00;CHOQUE;1;0;-13.609654;-71.73899;993;PE-3S;CUSCO;SIERRA;QUISPICANCHI;LUCRE
20211130;020.01-020.2020 SC;20200111;2020;Enero;00:54:00;CHOQUE;0;0;-13.398946;-76.195732;187;PE-1S;ICA;COSTA;CHINCHA;GROCIO PRADO
20211130;019.01-019.2020 SC;20200111;2020;Enero;22:10:00;DESPISTE;0;0;-11.622163;-75.985164;160;PE-22;JUNIN;SIERRA;YAULI;SANTA ROSA DE SACCO
20211130;018.01-018.2020 SC;20200111;2020;Enero;20:30:00;CHOQUE;0;0;-8.430769921;-78.77596571;518;PE-1N;LA LIBERTAD;COSTA;VIRU;VIRU
20211130;010.05-342.2020 CC;20200111;2020;Enero;20:30:00;CHOQUE;0;1;-6.879722;-79.814167;768.5;PE-1N;LAMBAYEQUE;COSTA;CHICLAYO;REQUE
20211130;012.05-344.2020 CC;20200111;2020;Enero;10:45:00;ESPECIAL;0;2;-11.61161724;-77.23483843;75.5;PE-1N;LIMA;COSTA;HUARAL;AUCALLAMA
20211130;017.01-017.2020 SC;20200111;2020;Enero;16:40:00;CHOQUE;0;0;-12.787;-76.571;101;PE-1S;LIMA;COSTA;CAÑETE;ASIA
20211130;038.01-038.2020 CC;20200111;2020;Enero;11:00:00;ATROPELLO;0;2;-11.61724;-77.226058;22;PE-1NA;LIMA;COSTA;HUARAL;AUCALLAMA
20211130;039.01-039.2020 CC;20200111;2020;Enero;00:30:00;CHOQUE;0;1;-5.406;-80.613;971;PE-1N;PIURA;COSTA;PIURA;CURA MORI
20211130;016.01-016.2020 SC;20200111;2020;Enero;14:20:00;CHOQUE;0;0;-14.733;-69.6213;131.88;PE-34H;PUNO;SIERRA;SAN ANTONIO DE PUTINA;ANANEA
20211130;045.01-045.2020 CC;20200112;2020;Enero;16:50:00;DESPISTE;0;2;-17.128;-71.88;119;PE-1SD;AREQUIPA;COSTA;ISLAY;DEAN VALDIVIA
20211130;048.01-048.2020 CC;20200112;2020;Enero;15:03:00;CHOQUE;0;1;-15.717;-74.47;576.1;PE-1S;AREQUIPA;COSTA;CARAVELI;YAUCA
20211130;046.01-046.2020 CC;20200112;2020;Enero;04:25:00;CHOQUE;0;2;-6.559028237;-78.65762859;1814;PE-3N;CAJAMARCA;SIERRA;CHOTA;CHOTA
20211130;022.01-022.2020 SC;20200112;2020;Enero;21:30:00;CHOQUE;0;0;-13.67036426;-76.15449991;225;PE-1S;ICA;COSTA;PISCO;SAN CLEMENTE
20211130;041.01-041.2020 CC;20200112;2020;Enero;04:20:00;CHOQUE;5;7;-14.45368;-75.44694;357;PE-1S;ICA;COSTA;ICA;SANTIAGO
20211130;043.01-043.2020 CC;20200112;2020;Enero;08:40:00;DESPISTE;0;2;-13.482447;-76.138664;199;PE-1S;ICA;COSTA;CHINCHA;CHINCHA BAJA
20211130;044.01-044.2020 CC;20200112;2020;Enero;13:10:00;CHOQUE;0;3;-8.411448;-78.803462;521.3;PE-1N;LA LIBERTAD;COSTA;VIRU;VIRU
20211130;017.03-171.2020 SC;20200112;2020;Enero;11:30:00;CHOQUE;0;0;-12.01546731;-77.05200431;0;VIA URBANA;LIMA;COSTA;LIMA;SAN MARTIN DE PORRES
20211130;040.01-040.2020 CC;20200112;2020;Enero;01:07:00;CHOQUE;0;3;-11.895;-76.498;60;PE-22;LIMA;COSTA;HUAROCHIRI;SAN BARTOLOME
20211130;042.01-042.2020 CC;20200112;2020;Enero;08:05:00;CHOQUE;0;4;-12.064777;-77.030665;4;;LIMA;COSTA;LIMA;LA VICTORIA
20211130;050.01-050.2020 CC;20200113;2020;Enero;18:50:00;CHOQUE;1;0;-6.555;-79.223;92;PE-06A;CAJAMARCA;SIERRA;CHOTA;LLAMA
20211130;021.01-021.2020 SC;20200113;2020;Enero;17:40:00;CHOQUE;0;0;-11.790243;-75.688457;46.5;PE-3S;JUNIN;SIERRA;JAUJA;CURICACA
20211130;024.01-024.2020 SC;20200113;2020;Enero;17:00:00;DESPISTE;0;0;-10.94125;-75.20775;12.9;PE-5S;JUNIN;SIERRA;CHANCHAMAYO;PERENE
20211130;049.01-049.2020 CC;20200113;2020;Enero;13:20:00;CHOQUE;0;1;-11.790243;-75.688457;46.5;PE-3S;JUNIN;SIERRA;JAUJA;CURICACA
20211130;007.05-339.2020 CC;20200113;2020;Enero;15:50:00;ATROPELLO;0;1;-8.131583815;-79.02067896;561;PE-1N;LA LIBERTAD;COSTA;TRUJILLO;TRUJILLO
20211130;050.03-286.2020 CC;20200113;2020;Enero;01:30:00;CHOQUE;1;27;-11.01883058;-77.59967586;159.8;PE-1N;LIMA;COSTA;HUAURA;VEGUETA
20211130;041.03-277.2020 CC;20200113;2020;Enero;05:15:00;EMBISTE;1;0;-5.187478;-80.641765;0;VIA URBANA;PIURA;COSTA;PIURA;PIURA
20211130;023.01-023.2020 SC;20200113;2020;Enero;15:38:00;DESPISTE;0;0;-15.182;-69.8322;55;PE-34H;PUNO;SIERRA;HUANCANE;HUANCANE
20211130;052.01-052.2020 CC;20200114;2020;Enero;11:10:00;CHOQUE;0;2;-16.41578724;-71.52525472;;;AREQUIPA;COSTA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO
20211130;025.01-025.2020 SC;20200114;2020;Enero;13:30:00;DESPISTE;0;0;-11.596722;-76.097444;145;PE-22;JUNIN;SIERRA;YAULI;MOROCOCHA
20211130;042.03-278.2020 CC;20200114;2020;Enero;16:30:00;CHOQUE;0;2;-12.253622;-76.892055;32;;LIMA;COSTA;LIMA;LURIN
20211130;053.01-053.2020 CC;20200114;2020;Enero;11:40:00;CHOQUE;1;0;-12.250824;-76.92988;24.8;PE-1S;LIMA;COSTA;LIMA;LURIN
20211130;027.01-027.2020 SC;20200115;2020;Enero;06:05:00;CHOQUE;0;0;-9.730337;-78.263806;342;PE-1N;ANCASH;COSTA;CASMA;CASMA
20211130;054.01-054.2020 CC;20200115;2020;Enero;04:55:00;CHOQUE;1;1;-6.642;-78.565;1396.5;PE-3N;CAJAMARCA;SIERRA;HUALGAYOC;BAMBAMARCA
20211130;020.05-254.2020 SC;20200115;2020;Enero;18:00:00;CHOQUE;0;0;-11.87674628;-77.12690256;6;PE-20;CALLAO;COSTA;CALLAO;VENTANILLA
20211130;055.01-055.2020 CC;20200115;2020;Enero;14:20:00;ATROPELLO;1;0;-13.589;-71.801;985.85;PE-3S;CUSCO;SIERRA;QUISPICANCHI;OROPESA
20211130;028.01-028.2020 SC;20200115;2020;Enero;09:30:00;DESPISTE;0;0;-9.029;-76.963;203.74;PE-14A;HUANUCO;SIERRA;HUACAYBAMBA;HUACAYBAMBA
20211130;032.01-032.2020 SC;20200116;2020;Enero;17:15:00;DESPISTE;0;0;-15.45388277;-71.0689959;38.5;PE-34J;AREQUIPA;COSTA;CAYLLOMA;CALLALLI
20211130;034.01-034.2020 SC;20200116;2020;Enero;21:50:00;CHOQUE;0;0;-16.044778;-71.320833;124;PE-34A;AREQUIPA;COSTA;AREQUIPA;SAN JUAN DE TARUCANI
20211130;056.01-056.2020 CC;20200116;2020;Enero;00:05:00;CHOQUE;2;0;-16.426667;-72.018139;935.1;PE-1S;AREQUIPA;COSTA;AREQUIPA;VITOR
20211130;057.01-057.2020 CC;20200116;2020;Enero;15:00:00;CHOQUE;0;3;-16.295;-71.65;53.7;PE-34A;AREQUIPA;COSTA;AREQUIPA;YURA
20211130;058.01-058.2020 CC;20200116;2020;Enero;19:30:00;ATROPELLO;0;2;-13.69724265;-76.153498;224;PE-1S;ICA;COSTA;PISCO;PISCO
20211130;035.01-035.2020 SC;20200116;2020;Enero;08:40:00;DESPISTE;0;0;-7.831927;-77.87771;;;LA LIBERTAD;COSTA;SANCHEZ CARRION;CHUGAY
20211130;029.01-029.2020 SC;20200116;2020;Enero;00:10:00;DESPISTE;0;0;-11.775657;-76.306983;92;PE-22;LIMA;COSTA;HUAROCHIRI;SAN MATEO
20211130;030.01-030.2020 SC;20200116;2020;Enero;05:30:00;CHOQUE;0;0;-11.9268;-76.649413;40;PE-22;LIMA;COSTA;HUAROCHIRI;RICARDO PALMA
20211130;031.01-031.2020 SC;20200116;2020;Enero;15:55:00;CHOQUE;0;0;-12.605;-76.664;77;PE-1S;LIMA;COSTA;CAÑETE;SAN ANTONIO
20211130;033.01-033.2020 SC;20200116;2020;Enero;21:00:00;DESPISTE;0;0;-11.665871;-76.251649;112.5;PE-22;LIMA;COSTA;HUAROCHIRI;CHICLA
20211130;062.01-062.2020 CC;20200117;2020;Enero;19:50:00;DESPISTE;0;3;-13.664322;-72.930561;759;PE-3S;APURIMAC;SIERRA;ABANCAY;ABANCAY
20211130;061.01-061.2020 CC;20200117;2020;Enero;15:40:00;DESPISTE;1;9;-16.055271;-71.41108;78;PE-34A;AREQUIPA;COSTA;AREQUIPA;YURA
20211130;060.01-060-2020 CC;20200117;2020;Enero;09:58:00;CHOQUE;0;2;-14.31683;-71.2508;4.5;PE-34G;CUSCO;SIERRA;CANCHIS;SICUANI
20211130;037.01-037.2020 SC;20200117;2020;Enero;12:35:00;DESPISTE;0;0;-11.55118439;-75.88079333;6;PE-3S;JUNIN;SIERRA;YAULI;LA OROYA
20211130;036.01-036.2020 SC;20200117;2020;Enero;07:20:00;DESPISTE;0;0;-11.581981;-77.260936;80;PE-1N;LIMA;COSTA;HUARAL;CHANCAY
20211130;059.01-059.2020 CC;20200117;2020;Enero;07:20:00;CHOQUE;0;7;-12.023748;-76.913443;;;LIMA;COSTA;LIMA;ATE
20211130;043.01-043.2020 SC;20200118;2020;Enero;20:00:00;DESPISTE;0;0;-6.742869298;-78.6757469;1357;PE-3N;CAJAMARCA;SIERRA;HUALGAYOC;HUALGAYOC
20211130;068.01-068.2020 CC;20200118;2020;Enero;19:40:00;CHOQUE;0;14;-14.24974601;-71.23537194;1101;PE-3S;CUSCO;SIERRA;CANCHIS;SICUANI
20211130;040.01-040-2020 SC;20200118;2020;Enero;09:00:00;DESPISTE;0;0;-11.6714369;-75.57340103;19.2;PE-3SA;JUNIN;SIERRA;JAUJA;ACOLLA
20211130;064.01-064.2020 CC;20200118;2020;Enero;18:25:00;DESPISTE;3;17;-7.80493948;-78.36549224;61.4;LI-111;LA LIBERTAD;COSTA;OTUZCO;USQUIL
20211130;063.01-063.2020 CC;20200118;2020;Enero;09:30:00;CHOQUE;0;1;-6.384;-79.818;35;PE-1NJ;LAMBAYEQUE;COSTA;LAMBAYEQUE;JAYANCA
20211130;038.01-038.2020 SC;20200118;2020;Enero;02:00:00;DESPISTE;0;0;-11.727883;-76.266432;103.9;PE-22;LIMA;COSTA;HUAROCHIRI;CHICLA
20211130;039.01-039.2020 SC;20200118;2020;Enero;08:45:00;DESPISTE;0;0;-11.90619612;-76.52152505;57.8;PE-22;LIMA;COSTA;HUAROCHIRI;SAN BARTOLOME
20211130;042.01-042.2020 SC;20200118;2020;Enero;19:00:00;INCENDIO;0;0;-13.30154;-76.2563;171;PE-1S;LIMA;COSTA;CAÑETE;SAN VICENTE DE CAÑETE
20211130;041.01-041.2020 SC;20200118;2020;Enero;12:30:00;DESPISTE;0;0;-15.631;-70.338;272;PE-34A;PUNO;SIERRA;SAN ROMAN;CABANILLAS
20211130;067.01-067.2020 CC;20200119;2020;Enero;10:20:00;CHOQUE;1;13;-7.32;-79.369;13;PE-08;LA LIBERTAD;COSTA;CHEPEN;CHEPEN
20211130;046.01-046-2020 SC;20200120;2020;Enero;13:10:00;DESPISTE;0;0;-16.07062446;-71.43332843;109.4;PE-34A;AREQUIPA;COSTA;AREQUIPA;YURA
20211130;047.01-047.2020 SC;20200120;2020;Enero;21:35:00;DESPISTE;0;0;-16.08292027;-73.93239085;668;PE-1S;AREQUIPA;COSTA;CARAVELI;CHAPARRA
20211130;069.01-069.2020 CC;20200120;2020;Enero;14:00:00;CHOQUE;1;0;-8.089;-78.909;14.5;PE-10A;LA LIBERTAD;COSTA;TRUJILLO;LAREDO
20211130;066.01-066.2020 CC;20200120;2020;Enero;03:10:00;DESPISTE;0;7;-11.02603314;-77.59531995;159.8;PE-1N;LIMA;COSTA;HUAURA;VEGUETA
20211130;045.01-045.2020 SC;20200120;2020;Enero;15:00:00;DESPISTE;0;0;-10.483;-76.183;162;PE-3N;PASCO;SIERRA;PASCO;TICLACAYAN
20211130;048.01-048.2020 SC;20200121;2020;Enero;07:00:00;DESPISTE;0;0;-9.217159204;-77.68804904;622.9;PE-3N;ANCASH;COSTA;YUNGAY;MANCOS
20211130;050.01-050.2020 SC;20200121;2020;Enero;09:15:00;CHOQUE;0;0;-10.37175;-78.011333;252;PE-1N;ANCASH;COSTA;HUARMEY;HUARMEY
20211130;028.05-262.2020 SC;20200121;2020;Enero;08:30:00;CHOQUE;0;0;-14.654429;-74.311238;100;PE-30A;AYACUCHO;SIERRA;LUCANAS;LUCANAS
20211130;070.01-070.2020 CC;20200121;2020;Enero;02:40:00;ATROPELLO;0;1;-13.931021;-75.923265;271;PE-1S;ICA;COSTA;ICA;SALAS
20211130;072.01-072.2020 CC;20200121;2020;Enero;07:40:00;DESPISTE;0;1;-11.4198;-75.7157;30.3;PE-22B;JUNIN;SIERRA;TARMA;TARMA
20211130;071.01-071.2020 CC;20200121;2020;Enero;06:45:00;CHOQUE;0;2;-11.903345;-76.511262;57;PE-22;LIMA;COSTA;HUAROCHIRI;SAN BARTOLOME
20211130;049.01-049.2020 SC;20200121;2020;Enero;10:21:00;ESPECIAL;0;0;-16.74969773;-70.87478869;7;MO-100;MOQUEGUA;COSTA;GENERAL SANCHEZ CERRO;QUINISTAQUILLAS
20211130;076.01-076.2020 CC;20200122;2020;Enero;18:20:00;CHOQUE;1;2;-9.159853615;-78.49720297;419;PE-1N;ANCASH;COSTA;SANTA;NUEVO CHIMBOTE
20211130;073.01-073.2020 CC;20200122;2020;Enero;03:00:00;DESPISTE;4;19;-16.37333974;-72.1369367;922;PE-1S;AREQUIPA;COSTA;AREQUIPA;SANTA ISABEL DE SIGUAS
20211130;075.01-075.2020 CC;20200122;2020;Enero;13:10:00;DESPISTE;0;1;-6.679;-78.526;1382;PE-3N;CAJAMARCA;SIERRA;HUALGAYOC;BAMBAMARCA
20211130;077.01-077.2020 CC;20200122;2020;Enero;16:00:00;DESPISTE;0;3;-7.3566;-78.1366;1200;PE-3N;CAJAMARCA;SIERRA;SAN MARCOS;ICHOCAN
20211130;074.01-074.2020 CC;20200122;2020;Enero;00:30:00;CHOQUE;0;4;-13.49150322;-76.13962924;200;PE-1S;ICA;COSTA;CHINCHA;CHINCHA BAJA
20211130;099.02-209.2020 CC;20200122;2020;Enero;10:50:00;CHOQUE;2;8;-11.64453351;-75.80960556;22.2;PE-3S;JUNIN;SIERRA;YAULI;LA OROYA
20211130;051.01-051.2020 SC;20200122;2020;Enero;18:15:00;INCENDIO;0;0;-8.447;-78.739;512;PE-1N;LA LIBERTAD;COSTA;VIRU;VIRU
20211130;046.03-282.2020 CC;20200122;2020;Enero;04:30:00;ESPECIAL;0;2;-11.816;-76.358;80;PE-22;LIMA;COSTA;HUAROCHIRI;MATUCANA
20211130;047.02-131.2020 SC;20200122;2020;Enero;11:20:00;CHOQUE;0;0;-11.668354;-76.254729;111;PE-22;LIMA;COSTA;HUAROCHIRI;CHICLA
20211130;052.01-052.2020 SC;20200122;2020;Enero;23:10:00;DESPISTE;0;0;-12.73047799;-76.61564763;93.4;PE-1S;LIMA;COSTA;CAÑETE;ASIA
20211130;078.01-078.2020 CC;20200122;2020;Enero;23:15:00;CHOQUE;0;1;-6.023167;-77.221944;1087;PE-5N;SAN MARTIN;SELVA;RIOJA;RIOJA
20211130;084.01-084.2020 CC;20200123;2020;Enero;21:30:00;CHOQUE;0;3;-9.120938202;-78.53903495;425;PE-1N;ANCASH;COSTA;SANTA;NUEVO CHIMBOTE
20211130;055.01-055.2020 SC;20200123;2020;Enero;22:45:00;CHOQUE;0;0;-16.04751168;-71.33831675;122;PE-34A;AREQUIPA;COSTA;AREQUIPA;SAN JUAN DE TARUCANI
20211130;080.01-080.2020 CC;20200123;2020;Enero;06:00:00;CHOQUE;0;2;-16.880144;-72.025333;33.3;PE-34;AREQUIPA;COSTA;ISLAY;MOLLENDO
20211130;053.01-053.2020 SC;20200123;2020;Enero;01:00:00;DESPISTE;0;0;-15.2261;-71.153;68;PE-34J;CUSCO;SIERRA;ESPINAR;OCORURO
20211130;054.01-054.2020 SC;20200123;2020;Enero;05:00:00;DESPISTE;0;0;-11.86725;-76.425639;70.1;PE-22;LIMA;COSTA;HUAROCHIRI;SURCO
20211130;079.01-079.2020 CC;20200123;2020;Enero;07:00:00;INCENDIO;3;52;-12.208387;-76.951646;0;VIA URBANA;LIMA;COSTA;LIMA;VILLA EL SALVADOR
20211130;082.01-082.2020 CC;20200123;2020;Enero;19:00:00;CHOQUE;0;2;-11.744;-77.165;4.3;PE-1NA;LIMA;COSTA;LIMA;ANCON
