City;Price;Para cuando los reservan;Room Type;Shared Room;Private Room;Person Capacity;Superhost;Multiple Rooms;Business (ofertas);Cleanliness Rating;Guest Satisfaction;Bedrooms;City Center (km);Metro Distance (km);Normalised Attraction Index;Normalised Restraunt Index
Amsterdam;430.25;Weekday;Entire home/apt;False;False;2;False;0;0;10;96;1;3.02;0.79;7.65;12.74
Amsterdam;319.64;Weekday;Private room;False;True;2;False;0;1;9;95;1;0.36;0.21;65.58;52.62
Amsterdam;405.64;Weekday;Private room;False;True;4;True;0;0;9;98;1;5.04;1.25;4.62;7.6
Amsterdam;334.17;Weekday;Private room;False;True;2;True;1;0;10;97;1;1.15;0.9;22.52;43.76
Amsterdam;491.88;Weekday;Private room;False;True;2;False;0;1;9;98;1;0.38;0.19;100;52.11
Amsterdam;319.64;Weekday;Private room;False;True;2;False;0;1;9;95;1;0.36;0.22;54.55;53.07
Amsterdam;780.35;Weekday;Private room;False;True;4;False;0;1;10;100;5;1.4;0.86;16.47;24.45
Amsterdam;355.03;Weekday;Entire home/apt;False;False;2;False;0;0;9;90;1;1.48;0.54;17.74;25.78
Amsterdam;1,044.69;Weekday;Entire home/apt;False;False;4;False;0;0;10;98;2;1.51;0.18;16.11;25.42
Amsterdam;847.84;Weekday;Entire home/apt;False;False;4;False;0;0;10;98;3;1.27;1.16;19.27;33.49
Amsterdam;373.77;Weekday;Private room;False;True;2;True;1;0;10;98;1;0.98;1.1;18.83;36.83
Amsterdam;613.27;Weekday;Entire home/apt;False;False;4;False;1;0;9;84;1;0.23;0.46;29.77;55.63
Amsterdam;238.32;Weekday;Private room;False;True;2;True;0;0;10;98;1;5.84;3.83;3.91;6.45
Amsterdam;430.25;Weekday;Entire home/apt;False;False;2;False;0;0;10;97;1;3.03;0.91;7.41;12.33
Amsterdam;348;Weekday;Entire home/apt;False;False;3;False;0;1;6;77;2;4.42;0.45;6.21;10.38
Amsterdam;330.42;Weekday;Entire home/apt;False;False;2;False;0;0;10;98;1;2.56;1.25;8.87;14.58
Amsterdam;1,179.67;Weekday;Entire home/apt;False;False;4;True;1;0;10;99;2;0.63;0.58;28.74;47.15
Amsterdam;259.18;Weekday;Private room;False;True;2;True;1;0;10;98;1;5.24;0.67;5.32;8.68
Amsterdam;277.93;Weekday;Private room;False;True;2;True;0;0;10;97;1;3.83;2.39;6.04;10.1
Amsterdam;467.04;Weekday;Entire home/apt;False;False;3;False;0;0;9;96;2;2.39;1.43;9.62;15.74
Amsterdam;583.74;Weekday;Entire home/apt;False;False;2;True;0;0;10;99;1;2.57;1.47;7.89;13.19
Amsterdam;374.94;Weekday;Private room;False;True;4;False;0;1;6;88;1;0.94;0.73;16.96;31.92
Amsterdam;372.37;Weekday;Private room;False;True;2;False;0;0;10;97;1;3.89;0.66;7.8;12.51
Amsterdam;479.23;Weekday;Shared room;True;False;2;True;0;0;10;96;1;1.38;0.08;29.1;38.68
Amsterdam;454.85;Weekday;Entire home/apt;False;False;2;True;0;0;10;98;1;2.28;1.83;8.69;14.68
Amsterdam;206.45;Weekday;Private room;False;True;2;False;0;0;9;95;1;6.79;2.44;3.66;5.97
Amsterdam;497.74;Weekday;Private room;False;True;2;False;1;0;10;95;1;1.1;0.99;15.65;30.05
Amsterdam;399.55;Weekday;Entire home/apt;False;False;2;True;0;0;10;97;1;9.34;0.38;2.61;4.29
Amsterdam;761.84;Weekday;Private room;False;True;4;False;0;0;9;93;2;1.09;1.22;19.47;30.26
Amsterdam;317.06;Weekday;Private room;False;True;2;False;1;0;8;90;1;2.63;1.17;8;13.34
Amsterdam;319.41;Weekday;Private room;False;True;2;False;0;0;10;96;1;0.35;0.5;26.5;55.6
Amsterdam;209.03;Weekday;Private room;False;True;2;True;1;0;10;97;1;4.69;3.63;4.79;7.87
Amsterdam;209.03;Weekday;Private room;False;True;2;True;1;0;10;98;1;4.61;3.63;4.87;8.02
Amsterdam;640.45;Weekday;Entire home/apt;False;False;2;False;0;0;9;96;1;1.73;0.5;20.44;30.02
Amsterdam;209.03;Weekday;Private room;False;True;2;True;1;0;10;98;1;4.69;3.6;4.78;7.86
Amsterdam;934.08;Weekday;Private room;False;True;4;True;1;0;10;96;1;1.12;0.38;19.77;28.87
Amsterdam;210.2;Weekday;Private room;False;True;2;False;1;0;9;88;1;2.48;1.33;9.15;15.01
Amsterdam;221.22;Weekday;Private room;False;True;2;False;0;0;9;94;1;6.06;1.75;4.13;6.76
Amsterdam;441.26;Weekday;Private room;False;True;2;False;1;0;10;91;1;0.79;0.73;19.21;36.41
Amsterdam;325.5;Weekday;Private room;False;True;2;False;1;0;8;80;1;0.92;0.78;17.32;33.36
Amsterdam;792.77;Weekday;Entire home/apt;False;False;4;False;0;0;10;97;2;5.9;1.94;4.17;6.81
Amsterdam;213.95;Weekday;Private room;False;True;2;True;0;0;10;93;1;7.02;0.22;3.65;6.06
Amsterdam;1,557.19;Weekday;Entire home/apt;False;False;4;True;0;0;9;98;2;0.75;0.81;44.17;42.06
Amsterdam;317.06;Weekday;Private room;False;True;2;True;0;0;10;99;1;3.4;1.51;5.95;9.8
Amsterdam;319.64;Weekday;Entire home/apt;False;False;2;True;0;0;10;95;1;3.4;0.71;8.45;14.02
Amsterdam;1,044.69;Weekday;Entire home/apt;False;False;2;False;0;0;10;98;1;3;1.63;7.77;13.2
Amsterdam;310.97;Weekday;Entire home/apt;False;False;2;False;0;0;9;94;1;3.57;2.62;6.29;10.57
Amsterdam;295.03;Weekday;Entire home/apt;False;False;2;False;0;0;9;92;1;4.67;2.98;4.47;7.38
Amsterdam;344.25;Weekday;Entire home/apt;False;False;2;False;0;0;7;82;0;4.16;0.1;6.29;10.56
Amsterdam;3,004.94;Weekday;Entire home/apt;False;False;4;False;0;0;9;95;4;1.62;1.4;11.47;19.76
Amsterdam;539.22;Weekday;Entire home/apt;False;False;2;False;0;0;10;98;1;3.78;0.92;7.32;12.1
Amsterdam;460.95;Weekday;Private room;False;True;2;True;0;0;10;98;1;0.59;0.4;28.26;65.94
Amsterdam;1,376.51;Weekday;Entire home/apt;False;False;4;True;0;1;10;93;2;1.93;1.59;9.8;17.31
Amsterdam;415.49;Weekday;Entire home/apt;False;False;4;True;1;0;10;98;1;5.04;1.73;4.16;6.8
Amsterdam;215.12;Weekday;Private room;False;True;2;True;0;0;10;95;1;3.6;2.46;6.11;10
Amsterdam;393.46;Weekday;Private room;False;True;2;True;0;0;10;97;1;1.5;0.23;17.02;27.56
Amsterdam;232.23;Weekday;Private room;False;True;2;False;0;0;10;97;0;3.72;1.56;5.49;9.04
Amsterdam;774.26;Weekday;Entire home/apt;False;False;2;True;0;0;10;100;1;1.81;0.52;21.06;30.66
Amsterdam;291.05;Weekday;Private room;False;True;2;False;0;0;9;90;1;0.65;0.35;21.21;45.98
Amsterdam;604.6;Weekday;Entire home/apt;False;False;4;True;1;0;10;95;1;1.88;0.71;16.28;27.69
Amsterdam;467.04;Weekday;Entire home/apt;False;False;2;False;0;0;10;97;1;1.41;1.38;16.42;28.53
Amsterdam;744.5;Weekday;Entire home/apt;False;False;2;False;0;0;10;92;0;2.68;1.84;11.62;18.71
Amsterdam;250.74;Weekday;Private room;False;True;2;True;1;0;10;94;1;2.06;1.56;16.27;23.69
Amsterdam;544.14;Weekday;Private room;False;True;4;True;1;0;10;97;2;1.79;1.87;11.94;19.33
Amsterdam;424.16;Weekday;Entire home/apt;False;False;2;False;0;0;10;97;1;3.34;0.65;8.29;13.89
Amsterdam;675.6;Weekday;Entire home/apt;False;False;2;True;0;0;10;97;1;1.23;0.49;21.9;38.1
Amsterdam;909.47;Weekday;Entire home/apt;False;False;4;True;1;0;10;98;2;2.62;0.43;13.42;22.53
Amsterdam;264.1;Weekday;Private room;False;True;2;True;0;0;10;98;1;2.85;1.07;7.83;13.17
Amsterdam;196.61;Weekday;Private room;False;True;2;True;1;0;10;97;1;10.72;0.45;2.26;3.7
Amsterdam;700.44;Weekday;Entire home/apt;False;False;4;True;0;0;9;97;2;4.93;1.01;4.87;7.97
Amsterdam;307.22;Weekday;Private room;False;True;2;True;0;0;10;99;1;3.82;2.64;5.77;9.48
Amsterdam;528.2;Weekday;Private room;False;True;4;False;1;0;10;93;1;4.3;0.18;6.06;10.25
Amsterdam;675.6;Weekday;Entire home/apt;False;False;2;False;0;0;10;94;1;3.37;2.14;6.81;12.58
Amsterdam;675.6;Weekday;Entire home/apt;False;False;4;True;0;0;10;98;1;1.96;0.5;18.05;29.09
Amsterdam;515.78;Weekday;Entire home/apt;False;False;3;False;0;0;9;97;1;3.14;2.27;7.11;11.77
Amsterdam;442.67;Weekday;Entire home/apt;False;False;2;False;0;0;10;100;1;1.68;0.2;14.53;23.04
Amsterdam;596.16;Weekday;Entire home/apt;False;False;4;False;0;0;10;98;3;1.93;0.28;24.32;39.81
Amsterdam;920.49;Weekday;Entire home/apt;False;False;4;True;0;0;10;99;3;1.25;0.94;13.95;24.54
Amsterdam;718.96;Weekday;Entire home/apt;False;False;2;False;0;0;10;100;1;2.87;0.67;11.69;19.45
Amsterdam;276.52;Weekday;Private room;False;True;2;True;1;0;10;96;1;7.72;3.25;3.21;5.21
Amsterdam;988.21;Weekday;Entire home/apt;False;False;4;False;0;0;9;98;3;2.06;0.13;21.19;44.58
Amsterdam;270.43;Weekday;Private room;False;True;2;True;1;0;10;98;1;2.47;0.33;14.23;24.79
Amsterdam;798.63;Weekday;Entire home/apt;False;False;4;False;1;0;8;87;2;0.22;0.26;34.21;57.38
Amsterdam;3,637.66;Weekday;Entire home/apt;False;False;4;False;0;0;10;97;3;0.72;0.19;23.46;37.68
Amsterdam;479.46;Weekday;Entire home/apt;False;False;3;False;0;0;9;92;1;2.01;1.48;11.02;17.11
Amsterdam;934.08;Weekday;Entire home/apt;False;False;2;True;1;0;10;99;1;1.15;1.28;17.99;28.41
Amsterdam;639.05;Weekday;Entire home/apt;False;False;4;False;1;0;10;94;2;1.84;1.58;10.28;17.64
Amsterdam;1,474.94;Weekday;Private room;False;True;5;True;1;0;10;99;2;1.09;1.21;19.6;30.36
Amsterdam;1,020.08;Weekday;Entire home/apt;False;False;4;True;0;0;9;96;2;1.39;0.13;25.55;36.16
Amsterdam;1,192.09;Weekday;Entire home/apt;False;False;4;False;0;0;10;98;2;0.71;0.9;23.89;45.02
Amsterdam;798.63;Weekday;Entire home/apt;False;False;2;False;0;0;10;99;1;3.42;1.17;8.4;14
Amsterdam;854.4;Weekday;Entire home/apt;False;False;4;False;0;0;10;98;3;3.39;0.86;9.67;14.68
Amsterdam;614.44;Weekday;Private room;False;True;2;False;1;0;8;78;1;3.68;0.63;6.82;11.2
Amsterdam;283.79;Weekday;Private room;False;True;2;False;0;0;9;92;1;1.19;0.77;23.86;49.04
Amsterdam;870.11;Weekday;Entire home/apt;False;False;4;False;0;0;10;98;3;3.77;1.53;6.38;10.91
Amsterdam;180.21;Weekday;Private room;False;True;2;False;1;0;9;90;1;2.2;1.89;11.87;19.39
Amsterdam;242.07;Weekday;Private room;False;True;2;True;0;0;10;97;1;8.28;0.6;2.92;4.8
Amsterdam;418.06;Weekday;Private room;False;True;4;False;1;0;9;91;1;3.75;2.48;5.83;9.55
Amsterdam;281.44;Weekday;Private room;False;True;2;False;0;0;10;92;1;2.41;1.34;9.72;16.27
Amsterdam;215.12;Weekday;Private room;False;True;2;False;0;1;10;93;1;8.57;0.81;2.81;4.61
Amsterdam;448.53;Weekday;Private room;False;True;2;False;1;0;10;97;1;1.1;0.35;26.27;47.55
Amsterdam;614.44;Weekday;Entire home/apt;False;False;2;False;0;0;10;98;1;2.38;0.37;14.52;24.83
Amsterdam;279.1;Weekday;Private room;False;True;2;False;0;1;9;86;1;8.57;0.81;2.81;4.61
Amsterdam;663.65;Weekday;Entire home/apt;False;False;2;False;0;0;8;80;1;3.6;0.57;7.54;12.6
Amsterdam;279.1;Weekday;Private room;False;True;2;False;1;0;9;96;1;3.02;0.52;10.82;18.52
Amsterdam;1,044.69;Weekday;Entire home/apt;False;False;2;False;0;0;10;100;1;0.76;0.74;27.86;42.19
Amsterdam;299.72;Weekday;Private room;False;True;2;False;1;0;9;93;1;4.14;2.84;4.99;8.3
Amsterdam;405.64;Weekday;Entire home/apt;False;False;2;False;1;0;10;89;1;3.64;0.44;6.54;10.75
Amsterdam;2,556.18;Weekday;Entire home/apt;False;False;6;True;1;0;10;99;3;0.97;1.1;22.9;35.69
Amsterdam;985.63;Weekday;Entire home/apt;False;False;2;False;0;0;10;97;1;2.12;1.51;17.38;23.77
Amsterdam;1,214.12;Weekday;Entire home/apt;False;False;4;False;0;0;9;93;0;1.94;1.57;9.76;16.94
Amsterdam;305.81;Weekday;Private room;False;True;4;True;0;0;10;96;1;3.71;0.22;6.33;10.42
Amsterdam;937.6;Weekday;Private room;False;True;4;False;0;1;9;92;1;1.01;0.54;25.2;53.1
Amsterdam;292.46;Weekday;Private room;False;True;2;True;0;0;9;87;1;4.72;0.73;5.96;9.67
Amsterdam;552.81;Weekday;Entire home/apt;False;False;4;True;1;0;10;99;1;4.46;0.41;6.14;10.41
Amsterdam;1,228.88;Weekday;Entire home/apt;False;False;4;False;1;0;8;80;2;4.02;0.61;6.23;10.17
Amsterdam;251.92;Weekday;Private room;False;True;2;False;0;0;8;86;1;2.43;0.31;8.31;13.39
Amsterdam;258.24;Weekday;Private room;False;True;2;False;1;0;9;91;1;3.17;0.91;10.78;16.2
Amsterdam;562.89;Weekday;Private room;False;True;4;False;0;0;10;96;1;0.96;0.99;27.85;34.66
Amsterdam;462.12;Weekday;Entire home/apt;False;False;2;False;0;1;10;90;0;0.37;0.13;29.69;58.87
Amsterdam;458.37;Weekday;Entire home/apt;False;False;2;True;1;0;10;99;1;2.15;1.39;20.93;24.37
Amsterdam;184.43;Weekday;Private room;False;True;2;True;0;0;10;98;1;3.47;1.03;7.54;12.27
Amsterdam;780.59;Weekday;Entire home/apt;False;False;4;False;1;0;10;100;2;2.22;0.15;11.95;20.89
Amsterdam;228.72;Weekday;Private room;False;True;2;False;1;0;10;90;1;1.26;1.13;19.83;34.56
Amsterdam;221.45;Weekday;Private room;False;True;2;True;1;0;10;100;1;10.85;0.76;2.23;3.64
Amsterdam;385.96;Weekday;Private room;False;True;2;False;1;0;9;93;0;0.16;0.37;33.14;71.22
Amsterdam;436.34;Weekday;Entire home/apt;False;False;3;False;0;0;9;90;1;3.31;0.52;6.94;11.5
Amsterdam;626.39;Weekday;Entire home/apt;False;False;4;True;1;0;10;97;2;2.26;0.46;12.61;21.64
Amsterdam;835.89;Weekday;Entire home/apt;False;False;2;False;0;0;10;100;1;1.13;0.42;21.44;39.31
Amsterdam;833.31;Weekday;Entire home/apt;False;False;4;False;0;0;10;97;2;2.38;0.48;13.96;23.06
Amsterdam;424.16;Weekday;Entire home/apt;False;False;2;False;0;0;10;96;1;1.59;1.52;15.7;27.49
Amsterdam;602.25;Weekday;Entire home/apt;False;False;4;False;0;0;10;97;1;2.18;1.4;10.41;16.54
Amsterdam;1,425.73;Weekday;Entire home/apt;False;False;4;False;0;0;9;95;2;0.69;0.61;27.72;48.52
Amsterdam;737.23;Weekday;Entire home/apt;False;False;4;False;0;0;10;97;3;1.53;1.25;18.9;32.25
Amsterdam;397.21;Weekday;Entire home/apt;False;False;3;False;1;0;9;91;1;6.38;2.45;3.75;6.12
Amsterdam;290.11;Weekday;Private room;False;True;2;False;0;0;9;91;1;2.29;0.29;15.72;26.81
Amsterdam;221.22;Weekday;Private room;False;True;2;True;1;0;9;95;1;2.47;1.5;10.02;16.56
Amsterdam;245.82;Weekday;Private room;False;True;2;True;1;0;10;98;1;6.05;1.67;4.17;6.81
Amsterdam;196.61;Weekday;Private room;False;True;2;False;1;0;8;87;1;10.45;0.33;2.33;3.81
Amsterdam;258.01;Weekday;Private room;False;True;2;True;1;0;10;100;1;4.6;0.5;4.55;7.42
Amsterdam;1,413.31;Weekday;Private room;False;True;4;False;0;0;10;95;4;2.53;1.47;15.57;21.24
Amsterdam;479.46;Weekday;Entire home/apt;False;False;2;False;0;0;9;95;1;4.77;0.28;5.97;9.77
Amsterdam;920.49;Weekday;Entire home/apt;False;False;4;True;0;0;10;99;3;1.05;0.81;15.81;28.79
Amsterdam;622.88;Weekday;Entire home/apt;False;False;2;True;1;0;10;98;1;1.75;1.64;15.6;26.37
Amsterdam;317.06;Weekday;Private room;False;True;2;False;1;0;10;95;1;0.59;0.64;22.17;42.04
Amsterdam;344.25;Weekday;Entire home/apt;False;False;3;False;1;0;9;85;0;5.21;3.83;4.28;7.02
Amsterdam;409.39;Weekday;Entire home/apt;False;False;4;False;1;0;9;91;2;2.66;1.97;8.29;13.59
Amsterdam;282.61;Weekday;Private room;False;True;2;False;0;0;10;98;1;2.16;1.54;16.9;23.39
Amsterdam;319.64;Weekday;Private room;False;True;2;False;0;1;9;94;1;0.39;0.2;62.04;52.57
Amsterdam;290.11;Weekday;Private room;False;True;2;False;1;0;8;82;1;2.21;1.21;10.56;16.79
Amsterdam;381.04;Weekday;Private room;False;True;2;False;1;0;10;91;1;0.76;0.45;19.57;38.39
Amsterdam;276.52;Weekday;Private room;False;True;2;True;1;0;10;94;1;5.92;1.48;4.29;6.99
Amsterdam;811.05;Weekday;Entire home/apt;False;False;2;False;0;0;10;98;1;1.38;0.39;24.56;33.86
Amsterdam;1,106.32;Weekday;Entire home/apt;False;False;2;True;0;0;10;99;1;1.02;0.86;22.71;43.08
Amsterdam;435.17;Weekday;Entire home/apt;False;False;2;False;1;0;10;93;1;2.53;0.34;14.41;23.93
Amsterdam;381.04;Weekday;Private room;False;True;2;True;0;0;10;98;1;1.23;0.37;20.05;31.42
Amsterdam;513.67;Weekday;Entire home/apt;False;False;3;False;0;0;10;100;2;3.11;1.89;6.93;11.41
Amsterdam;309.8;Weekday;Private room;False;True;2;False;0;1;10;93;1;2.37;1.86;13.31;20.88
Amsterdam;516.02;Weekday;Entire home/apt;False;False;4;False;0;0;9;91;2;1.2;0.98;21.72;39.84
Amsterdam;614.44;Weekday;Private room;False;True;4;False;0;0;10;92;1;1.37;0.11;25.7;36.92
Amsterdam;737.23;Weekday;Entire home/apt;False;False;2;False;0;0;8;80;1;2.45;0.63;12;20.36
Amsterdam;685.91;Weekday;Entire home/apt;False;False;4;True;0;0;10;98;2;2.86;0.58;8.89;15.15
Amsterdam;823.47;Weekday;Entire home/apt;False;False;5;False;0;0;10;95;2;3.5;1.72;6.77;11.51
Amsterdam;307.22;Weekday;Entire home/apt;False;False;2;False;0;0;9;94;1;2.89;1.77;7.94;13.51
Amsterdam;1,997.28;Weekday;Entire home/apt;False;False;6;False;0;0;9;100;3;1.51;0.19;26.61;34.48
Amsterdam;638.81;Weekday;Entire home/apt;False;False;2;False;0;0;9;99;1;4.03;0.87;7.05;11.98
Amsterdam;1,136.55;Weekday;Entire home/apt;False;False;4;True;0;0;10;97;3;3.2;0.54;9.35;15.65
Amsterdam;405.64;Weekday;Private room;False;True;4;False;0;0;10;90;1;11.19;0.42;2.17;3.55
Amsterdam;400.49;Weekday;Private room;False;True;2;False;0;1;10;94;0;0.83;0.45;25.81;67.57
Amsterdam;307.22;Weekday;Private room;False;True;2;False;1;0;10;99;1;2.24;0.23;12.12;21.16
Amsterdam;688.02;Weekday;Private room;False;True;4;False;0;0;10;100;2;1.28;1.2;18.54;31.85
Amsterdam;648.89;Weekday;Entire home/apt;False;False;2;False;0;0;10;100;1;1.59;1.51;15.78;27.5
Amsterdam;331.83;Weekday;Entire home/apt;False;False;2;False;0;0;10;98;0;2.62;1.98;8.4;13.88
Amsterdam;420.41;Weekday;Entire home/apt;False;False;2;True;0;0;9;94;0;2.14;0.06;19.42;30.85
Amsterdam;774.26;Weekday;Entire home/apt;False;False;2;False;0;0;10;96;1;3.25;0.73;6.95;11.59
Amsterdam;1,126.94;Weekday;Entire home/apt;False;False;4;False;1;0;8;90;2;2.89;1.2;7.55;12.53
Amsterdam;208.8;Weekday;Private room;False;True;2;False;1;0;8;88;1;10.41;0.47;2.33;3.82
Amsterdam;522.34;Weekday;Private room;False;True;4;False;0;0;10;96;2;2.7;1.83;11.54;18.74
Amsterdam;448.53;Weekday;Private room;False;True;2;True;0;0;9;95;1;1.22;0.94;14.15;25.02
Amsterdam;204.11;Weekday;Private room;False;True;2;False;0;0;10;94;1;10.9;0.2;2.22;3.64
Amsterdam;442.67;Weekday;Private room;False;True;2;False;0;0;9;88;1;0.82;0.94;21.57;39.55
Amsterdam;325.5;Weekday;Private room;False;True;2;True;1;0;10;95;1;3.25;0.82;8.85;14.75
Amsterdam;1,351.91;Weekday;Entire home/apt;False;False;4;False;0;0;9;97;2;0.61;0.63;33.42;46.66
Amsterdam;583.98;Weekday;Entire home/apt;False;False;4;False;0;0;10;100;2;6.81;0.42;3.71;6.14
Amsterdam;614.44;Weekday;Entire home/apt;False;False;4;False;0;0;9;98;3;4.06;2.14;5.07;8.38
Amsterdam;279.1;Weekday;Private room;False;True;4;False;0;0;9;93;1;7.3;3.03;3.37;5.49
Amsterdam;345.18;Weekday;Private room;False;True;2;False;1;0;10;94;1;1.21;0.43;27.65;54.29
Amsterdam;245.82;Weekday;Private room;False;True;4;False;0;0;10;99;0;2.86;1.34;6.96;11.48
Amsterdam;522.34;Weekday;Entire home/apt;False;False;3;False;0;0;10;97;2;9.46;0.52;2.58;4.24
Amsterdam;303.47;Weekday;Private room;False;True;4;False;1;0;5;80;0;3.88;0.53;5.87;9.79
Amsterdam;798.87;Weekday;Entire home/apt;False;False;5;False;0;1;9;95;3;3.82;0.72;8.04;12.76
Amsterdam;654.98;Weekday;Private room;False;True;2;False;0;0;10;96;1;1.16;0.44;21.24;38.9
Amsterdam;277.46;Weekday;Private room;False;True;2;True;1;0;10;98;1;4.05;0.12;5.97;9.77
Amsterdam;498.91;Weekday;Private room;False;True;4;True;1;0;10;96;2;3.92;0.2;6.12;10.03
Amsterdam;491.65;Weekday;Entire home/apt;False;False;4;False;0;0;10;94;2;3.06;0.46;10.49;18.63
