FECHA_CORTE;FECHA;HORA;DEPARTAMENTO;CODIGO_VÍA;KILOMETRO;MODALIDAD;FALLECIDOS;HERIDOS;LATITUD;LONGITUD
20211222;20200104;21:40;LIMA;PE-1S;34;DESPISTE;0;2;-12.0464;-77.0427
20211222;20200104;21:00;TACNA;PE-1SD;34;CHOQUE;2;0;-18.0066;-70.2463
20211222;20200104;23:50;JUNIN;PE-3S;37;DESPISTE;0;4;-11.1582;-75.9926
20211222;20200104;17:30;UCAYALI;PE-5N;41;CHOQUE;0;2;-9.8252;-73.0878
20211222;20200104;16:50;CAJAMARCA;PE-08B;45;CHOQUE;0;2;-7.1618;-78.5128
20211222;20200104;01:50;JUNIN;PE-22;54;CHOQUE;0;0;-11.1582;-75.9926
20211222;20200104;16:30;CAJAMARCA;PE-08A;62;DESPISTE;0;1;-7.1618;-78.5128
20211222;20200104;11:25;LIMA;PE-1N;111;DESPISTE;0;0;-12.0464;-77.0427
20211222;20200104;09:30;LIMA;PE-1N;117;DESPISTE;0;1;-12.0464;-77.0427
20211222;20200104;12:45;LIMA;PE-1S;120;DESPISTE;0;2;-12.0464;-77.0427
20211222;20200104;12:05;HUANUCO;PE-3N;207;CHOQUE;0;1;-9.9208;-76.2411
20211222;20200104;16:00;LAMBAYEQUE;PE-1N;829;DESPISTE;0;2;-6.7198;-79.9081
20211222;20200105;19:50;ICA;PE-28A;4;CHOQUE;0;6;-14.0755;-75.7342
20211222;20200105;19:50;LIMA;PE-1S;21;CHOQUE;0;2;-12.0464;-77.0427
20211222;20200105;13:30;LIMA;PE-20A;25;CHOQUE;0;2;-12.0464;-77.0427
20211222;20200105;13:40;JUNIN;PE-5S;45;CHOQUE;0;0;-11.1582;-75.9926
20211222;20200105;10:54;LIMA;PE-1S;54;DESPISTE;0;2;-12.0464;-77.0427
20211222;20200105;14:30;LIMA;PE-1N;83;CHOQUE;0;5;-12.0464;-77.0427
20211222;20200105;16:50;LAMBAYEQUE;PE-1N;91;CHOQUE;0;1;-6.7198;-79.9081
20211222;20200105;04:55;LIMA;PE-22;96;CHOQUE;0;3;-12.0464;-77.0427
20211222;20200105;14:10;LIMA;PE-1N;106;CHOQUE;0;2;-12.0464;-77.0427
20211222;20200105;07:20;LIMA;PE-22;129;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200105;15:45;PASCO;PE-3N;137;CHOQUE;0;2;-10.6777;-76.2613
20211222;20200105;23:30;AREQUIPA;PE-34A;158;DESPISTE;0;0;-16.4091;-71.5375
20211222;20200105;13:40;ANCASH;PE-1N;309;CHOQUE;3;4;-9.3251;-77.562
20211222;20200105;18:30;MOQUEGUA;PE-1S;1136;DESPISTE;0;0;-17.1928;-70.9329
20211222;20200105;17:00;PUNO;PE-3S;1258;DESPISTE;0;5;-15.8403;-70.0219
20211222;20200105;10:20;AREQUIPA;PE-34E;1300;CHOQUE;0;0;-16.4091;-71.5375
20211222;20200106;15:40;LIMA;PE-22;10;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200106;06:00;LA LIBERTAD;PE-5N;20;DESPISTE;0;7;-8.1436;-78.4752
20211222;20200106;23:40;AYACUCHO;PE-28B;28;DESPISTE;0;0;-13.1639;-74.2236
20211222;20200106;22:30;PUNO;PE-30A;75;CHOQUE;1;0;-15.8403;-70.0219
20211222;20200106;16:00;ICA;PE-30A;118;DESPISTE;0;0;-14.0755;-75.7342
20211222;20200106;13:45;HUANCAVELICA;PE-3S;135;ATROPELLO;1;0;-12.7862;-74.9764
20211222;20200106;02:30;ICA;PE-1S;196;ATROPELLO;1;0;-14.0755;-75.7342
20211222;20200106;11:20;ICA;PE-1S;273;ATROPELLO;1;0;-14.0755;-75.7342
20211222;20200106;00:20;AREQUIPA;PE-1S;571;CHOQUE;16;46;-16.4091;-71.5375
20211222;20200106;12:30;AREQUIPA;PE-1S;902;DESPISTE;0;1;-16.4091;-71.5375
20211222;20200106;14:20;AREQUIPA;PE-1S;988;CHOQUE;2;5;-16.4091;-71.5375
20211222;20200107;15:00;LIMA;PE-1S;29;CHOQUE;0;1;-12.0464;-77.0427
20211222;20200107;11:30;HUANUCO;PE-18A;111;DESPISTE;0;0;-9.9208;-76.2411
20211222;20200107;04:30;HUANCAVELICA;PE-28A;124;ESPECIAL;0;2;-12.7862;-74.9764
20211222;20200107;16:30;AREQUIPA;PE-34A;151;DESPISTE;0;1;-16.4091;-71.5375
20211222;20200107;05:00;CUSCO;PE-3S;155;CHOQUE;1;0;-13.532;-71.9675
20211222;20200107;06:15;ANCASH;PE-1N;246;DESPISTE;0;3;-9.3251;-77.562
20211222;20200107;19:30;APURIMAC;PE-30A;283;DESPISTE;0;6;-14.0505;-73.0878
20211222;20200107;17:15;ANCASH;PE-1N;287;DESPISTE;0;1;-9.3251;-77.562
20211222;20200107;03:15;ICA;PE-1S;315;DESPISTE;0;1;-14.0755;-75.7342
20211222;20200107;08:10;ANCASH;PE-3N;629;CHOQUE;0;2;-9.3251;-77.562
20211222;20200107;13:00;CUSCO;PE-3S;870;CHOQUE;0;1;-13.532;-71.9675
20211222;20200107;16:30;AREQUIPA;PE-1S;872;DESPISTE;0;0;-16.4091;-71.5375
20211222;20200107;06:00;CUSCO;PE-3S;1063;CHOQUE;0;0;-13.532;-71.9675
20211222;20200108;11:35;JUNIN;PE-22;15;DESPISTE;0;1;-11.1582;-75.9926
20211222;20200108;16:30;AREQUIPA;PE-34E;23;DESPISTE;2;4;-16.4091;-71.5375
20211222;20200108;07:35;JUNIN;PE-22;37;DESPISTE;0;1;-11.1582;-75.9926
20211222;20200108;21:00;LIMA;PE-1N;48;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200108;15:20;CAJAMARCA;PE-3N;50;DESPISTE;0;0;-7.1618;-78.5128
20211222;20200108;03:30;PIURA;PE-1N;61;CHOQUE;0;0;-5.1783;-80.6549
20211222;20200108;21:00;HUANCAVELICA;PE-28A;80;CHOQUE;1;0;-12.7862;-74.9764
20211222;20200108;14:40;AREQUIPA;PE-34A;141;DESPISTE;0;2;-16.4091;-71.5375
20211222;20200108;10:00;PUNO;PE-34A;205;DESPISTE;0;2;-15.8403;-70.0219
20211222;20200108;11:30;HUANUCO;PE-3N;272;DESPISTE;0;2;-9.9208;-76.2411
20211222;20200108;04:20;ICA;PE-1S;331;CHOQUE;2;5;-14.0755;-75.7342
20211222;20200108;05:30;ANCASH;PE-1N;416;ATROPELLO;1;0;-9.3251;-77.562
20211222;20200109;12:20;ANCASH;PE-12B;8;DESPISTE;0;25;-9.3251;-77.562
20211222;20200109;05:30;LA LIBERTAD;PE-1NF;9;DESPISTE;0;0;-8.1436;-78.4752
20211222;20200109;15:25;CAJAMARCA;PE-06B;11;CHOQUE;0;3;-7.1618;-78.5128
20211222;20200109;18:20;AREQUIPA;PE-34A;88;CHOQUE;0;1;-16.4091;-71.5375
20211222;20200109;21:30;LAMBAYEQUE;PE-1N;89;CHOQUE;0;1;-6.7198;-79.9081
20211222;20200109;22:15;AREQUIPA;PE-34A;120;CHOQUE;0;4;-16.4091;-71.5375
20211222;20200109;07:20;JUNIN;PE-22;135;CHOQUE;0;0;-11.1582;-75.9926
20211222;20200109;23:00;ANCASH;PE-1N;432;ESPECIAL;0;1;-9.3251;-77.562
20211222;20200109;06:30;SAN MARTIN;PE-5N;634;ESPECIAL;0;1;-7.2445;-76.826
20211222;20200109;09:40;LA LIBERTAD;PE-1N;655;DESPISTE;0;5;-8.1436;-78.4752
20211222;20200109;10:30;AREQUIPA;PE-1S;823;ATROPELLO;1;0;-16.4091;-71.5375
20211222;20200109;20:10;CUSCO;PE-3S;1067;DESPISTE;0;2;-13.532;-71.9675
20211222;20200110;23:50;TACNA;PE-1SD;28;CHOQUE;0;0;-18.0066;-70.2463
20211222;20200110;23:15;LIMA;PE-1S;70;DESPISTE;0;5;-12.0464;-77.0427
20211222;20200110;12:00;ICA;PE-30A;71;DESPISTE;2;0;-14.0755;-75.7342
20211222;20200110;20:30;CAJAMARCA;PE-06B;79;CHOQUE;0;2;-7.1618;-78.5128
20211222;20200110;23:30;LIMA;PE-1S;91;ATROPELLO;1;0;-12.0464;-77.0427
20211222;20200110;19:50;JUNIN;PE-3N;94;CHOQUE;0;0;-11.1582;-75.9926
20211222;20200110;16:40;LIMA;PE-1S;101;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200110;17:25;LIMA;PE-1S;129;DESPISTE;0;1;-12.0464;-77.0427
20211222;20200110;17:00;LAMBAYEQUE;PE-06A;167;DESPISTE;0;2;-6.7198;-79.9081
20211222;20200110;05:00;AREQUIPA;PE-34A;179;DESPISTE;1;4;-16.4091;-71.5375
20211222;20200110;06:45;ICA;PE-1S;195;CHOQUE;0;1;-14.0755;-75.7342
20211222;20200110;02:30;AMAZONAS;PE-5N;264;DESPISTE;0;6;-5.1152;-78.1109
20211222;20200110;17:40;LA LIBERTAD;PE-1N;506;ESPECIAL;0;0;-8.1436;-78.4752
20211222;20200110;06:30;LA LIBERTAD;PE-1N;620;CHOQUE;0;4;-8.1436;-78.4752
20211222;20200111;17:40;ANCASH;AN-110;3;CHOQUE;0;0;-9.3251;-77.562
20211222;20200111;17:30;AREQUIPA;PE-34E;20;CHOQUE;0;10;-16.4091;-71.5375
20211222;20200111;11:00;LIMA;PE-1N;22;ATROPELLO;0;2;-12.0464;-77.0427
20211222;20200111;10:45;LIMA;PE-1N;75;ESPECIAL;0;2;-12.0464;-77.0427
20211222;20200111;03:20;LIMA;PE-22;87;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200111;07:40;CAJAMARCA;PE-3N;94;CHOQUE;0;2;-7.1618;-78.5128
20211222;20200111;07:46;LIMA;PE-22;100;CHOQUE;0;5;-12.0464;-77.0427
20211222;20200111;03:45;CUSCO;PE-28B;101;DESPISTE;0;0;-13.532;-71.9675
20211222;20200111;23:40;JUNIN;PE-3S;124;CHOQUE;0;0;-11.1582;-75.9926
20211222;20200111;14:20;PUNO;PE-34H;131;CHOQUE;0;0;-15.8403;-70.0219
20211222;20200111;22:10;JUNIN;PE-22;160;DESPISTE;0;0;-11.1582;-75.9926
20211222;20200111;06:45;ICA;PE-1S;187;CHOQUE;0;1;-14.0755;-75.7342
20211222;20200111;20:30;LA LIBERTAD;PE-1N;518;CHOQUE;0;0;-8.1436;-78.4752
20211222;20200111;17:05;AREQUIPA;PE-1S;587;DESPISTE;0;0;-16.4091;-71.5375
20211222;20200111;20:30;LAMBAYEQUE;PE-1N;768;CHOQUE;0;1;-6.7198;-79.9081
20211222;20200111;00:30;PIURA;PE-1N;971;CHOQUE;0;1;-5.1783;-80.6549
20211222;20200111;05:00;AREQUIPA;PE-1S;987;CHOQUE;0;0;-16.4091;-71.5375
20211222;20200111;01:30;CUSCO;PE-3S;993;CHOQUE;1;0;-13.532;-71.9675
20211222;20200111;04:30;CUSCO;PE-3S;1106;CHOQUE;0;2;-13.532;-71.9675
20211222;20200111;11:40;MOQUEGUA;PE-1S;1261;CHOQUE;0;1;-17.1928;-70.9329
20211222;20200112;19:45;PUNO;PE-34H;6;CHOQUE;1;0;-15.8403;-70.0219
20211222;20200112;04:10;LAMBAYEQUE;PE-08;9;CHOQUE;1;1;-6.7198;-79.9081
20211222;20200112;15:30;ANCASH;AN-111;20;DESPISTE;0;1;-9.3251;-77.562
20211222;20200112;00:30;LIMA;PE-1N;43;CHOQUE;0;1;-12.0464;-77.0427
20211222;20200112;01:10;LIMA;PE-22;60;CHOQUE;0;2;-12.0464;-77.0427
20211222;20200112;16:30;LIMA;PE-1N;63;DESPISTE;0;5;-12.0464;-77.0427
20211222;20200112;06:40;LIMA;PE-1S;66;DESPISTE;0;0;-12.0464;-77.0427
20211222;20200112;23:20;UCAYALI;PE-18C;96;CHOQUE;2;0;-9.8252;-73.0878
20211222;20200112;07:30;LIMA;PE-22;98;DESPISTE;0;0;-12.0464;-77.0427
20211222;20200112;16:50;AREQUIPA;PE-1SD;119;DESPISTE;0;2;-16.4091;-71.5375
20211222;20200112;14:30;JUNIN;PE-3S;137;CHOQUE;0;3;-11.1582;-75.9926
20211222;20200112;01:55;LIMA;PE-1N;159;CHOQUE;1;27;-12.0464;-77.0427
20211222;20200112;08:55;ICA;PE-1S;199;DESPISTE;0;2;-14.0755;-75.7342
20211222;20200112;21:30;ICA;PE-1S;225;CHOQUE;0;0;-14.0755;-75.7342
20211222;20200112;17:20;AMAZONAS;PE-08B;277;DESPISTE;0;0;-5.1152;-78.1109
20211222;20200112;14:50;ANCASH;PE-1N;320;ESPECIAL;0;0;-9.3251;-77.562
20211222;20200112;03:45;MADRE DE DIOS;PE-30C;329;DESPISTE;0;1;-11.7669;-70.812
20211222;20200112;04:20;ICA;PE-1S;357;CHOQUE;5;6;-14.0755;-75.7342
20211222;20200112;06:20;SAN MARTIN;PE-5N;390;DESPISTE;0;0;-7.2445;-76.826
20211222;20200112;17:30;MADRE DE DIOS;PE-30C;460;DESPISTE;1;3;-11.7669;-70.812
20211222;20200112;13:10;LA LIBERTAD;PE-1N;521;CHOQUE;0;3;-8.1436;-78.4752
20211222;20200112;15:00;AREQUIPA;PE-1S;576;CHOQUE;0;1;-16.4091;-71.5375
20211222;20200112;18:35;LA LIBERTAD;PE-1N;656;DESPISTE;0;6;-8.1436;-78.4752
20211222;20200112;18:10;AREQUIPA;PE-1S;688;DESPISTE;0;0;-16.4091;-71.5375
20211222;20200112;09:00;PUNO;PE-3S;1300;CHOQUE;0;1;-15.8403;-70.0219
20211222;20200112;04:25;CAJAMARCA;PE-3N;1814;CHOQUE;0;2;-7.1618;-78.5128
20211222;20200113;15:20;AMAZONAS;PE-5N;12;CHOQUE;0;0;-5.1152;-78.1109
20211222;20200113;19:00;JUNIN;PE-5S;12;DESPISTE;0;0;-11.1582;-75.9926
20211222;20200113;17:40;JUNIN;PE-3S;46;CHOQUE;0;0;-11.1582;-75.9926
20211222;20200113;13:20;JUNIN;PE-3S;46;CHOQUE;0;1;-11.1582;-75.9926
20211222;20200113;20:20;HUANUCO;PE-18A;50;DESPISTE;0;0;-9.9208;-76.2411
20211222;20200113;15:35;PUNO;PE-34H;55;DESPISTE;0;0;-15.8403;-70.0219
20211222;20200113;22:00;AREQUIPA;PE-34A;76;DESPISTE;0;0;-16.4091;-71.5375
20211222;20200113;18:50;LAMBAYEQUE;PE-06A;92;CHOQUE;1;0;-6.7198;-79.9081
20211222;20200113;16:20;AMAZONAS;PE-5N;135;DESPISTE;0;3;-5.1152;-78.1109
20211222;20200113;15:50;LA LIBERTAD;PE-1N;561;ATROPELLO;0;1;-8.1436;-78.4752
20211222;20200113;13:10;TACNA;PE-1S;1235;DESPISTE;0;1;-18.0066;-70.2463
20211222;20200114;11:40;LIMA;PE-1S;24;CHOQUE;1;0;-12.0464;-77.0427
20211222;20200114;16:30;LIMA;PE-1SJ;32;CHOQUE;0;2;-12.0464;-77.0427
20211222;20200114;13:35;LIMA;PE-1N;75;CHOQUE;0;1;-12.0464;-77.0427
20211222;20200114;13:55;PUNO;PE-34H;86;CHOQUE;0;2;-15.8403;-70.0219
20211222;20200114;18:00;HUANCAVELICA;PE-28A;114;DESPISTE;0;1;-12.7862;-74.9764
20211222;20200114;16:30;LIMA;PE-1S;125;DESPISTE;0;0;-12.0464;-77.0427
20211222;20200114;13:30;JUNIN;PE-22;145;DESPISTE;0;0;-11.1582;-75.9926
20211222;20200114;02:40;LIMA;PE-1N;201;DESPISTE;0;0;-12.0464;-77.0427
20211222;20200114;15:00;ANCASH;PE-1N;331;DESPISTE;1;5;-9.3251;-77.562
20211222;20200114;12:30;APURIMAC;PE-3S;828;DESPISTE;0;3;-14.0505;-73.0878
20211222;20200114;02:30;CUSCO;PE-3S;970;DESPISTE;0;3;-13.532;-71.9675
20211222;20200114;19:10;CUSCO;PE-3S;1009;CHOQUE;0;2;-13.532;-71.9675
20211222;20200115;18:00;LIMA;PE-20A;6;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200115;21:30;AMAZONAS;PE-5N;7;DESPISTE;0;1;-5.1152;-78.1109
20211222;20200115;21:35;PIURA;PE-02A;8;DESPISTE;1;0;-5.1783;-80.6549
20211222;20200115;07:50;LIMA;PE-1S;32;DESPISTE;0;1;-12.0464;-77.0427
20211222;20200115;03:00;JUNIN;PE-3S;37;CHOQUE;0;8;-11.1582;-75.9926
20211222;20200115;17:40;JUNIN;PE-3S;62;DESPISTE;0;1;-11.1582;-75.9926
20211222;20200115;17:40;JUNIN;PE-3S;62;DESPISTE;0;1;-11.1582;-75.9926
20211222;20200115;20:15;LIMA;PE-1N;81;ATROPELLO;1;1;-12.0464;-77.0427
20211222;20200115;03:30;JUNIN;PE-22;152;DESPISTE;0;0;-11.1582;-75.9926
20211222;20200115;16:00;PIURA;PE-1NJ;154;DESPISTE;0;6;-5.1783;-80.6549
20211222;20200115;07:30;CAJAMARCA;PE-06B;155;DESPISTE;1;1;-7.1618;-78.5128
20211222;20200115;09:30;HUANUCO;PE-14A;203;DESPISTE;0;0;-9.9208;-76.2411
20211222;20200115;11:55;ICA;PE-1S;208;DESPISTE;0;2;-14.0755;-75.7342
20211222;20200115;06:50;LIMA;PE-1N;217;DESPISTE;0;2;-12.0464;-77.0427
20211222;20200115;18:00;ICA;PE-1S;268;DESPISTE;0;3;-14.0755;-75.7342
20211222;20200115;08:30;AMAZONAS;PE-5N;273;DESPISTE;0;0;-5.1152;-78.1109
20211222;20200115;15:47;ICA;PE-1S;283;ATROPELLO;0;1;-14.0755;-75.7342
20211222;20200115;17:00;AYACUCHO;PE-28A;313;DESPISTE;0;0;-13.1639;-74.2236
20211222;20200115;07:45;ANCASH;PE-1N;342;CHOQUE;0;0;-9.3251;-77.562
20211222;20200115;22:10;ANCASH;PE-1N;343;DESPISTE;0;2;-9.3251;-77.562
20211222;20200115;14:20;CUSCO;PE-3S;985;ATROPELLO;1;0;-13.532;-71.9675
20211222;20200115;12:50;Puno;PE-3S;1280;DESPISTE;0;1;-15.8403;-70.0219
20211222;20200116;18:20;LORETO;LO-103;11;CHOQUE;0;2;-4.2325;-74.218
20211222;20200116;16:30;Cusco;PE-28B;14;ATROPELLO;0;1;-13.532;-71.9675
20211222;20200116;21:45;LIMA;PE-1NA;20;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200116;03:44;CAJAMARCA;PE-06B;32;DESPISTE;0;7;-7.1618;-78.5128
20211222;20200116;17:15;Arequipa;PE-34F;38;DESPISTE;0;0;-16.4091;-71.5375
20211222;20200116;05:30;LIMA;PE-22;40;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200116;04:00;LIMA;PE-20A;45;DESPISTE;1;3;-12.0464;-77.0427
20211222;20200116;19:00;HUANUCO;PE-18A;49;DESPISTE;0;0;-9.9208;-76.2411
20211222;20200116;15:00;AREQUIPA;PE-34A;53;CHOQUE;0;3;-16.4091;-71.5375
20211222;20200116;14:00;LIMA;PE-1N;64;DESPISTE;0;1;-12.0464;-77.0427
20211222;20200116;15:55;LIMA;PE-1S;77;CHOQUE;0;0;-12.0464;-77.0427
20211222;20200116;23:50;AMAZONAS;PE-5N;81;CHOQUE;0;0;-5.1152;-78.1109
20211222;20200116;00:38;LIMA;PE-22;92;DESPISTE;0;0;-12.0464;-77.0427
20211222;20200116;21:00;LIMA;PE-22;112;DESPISTE;0;0;-12.0464;-77.0427
20211222;20200116;21:50;Arequipa;PE-34A;124;CHOQUE;0;0;-16.4091;-71.5375
20211222;20200116;17:45;CAJAMARCA;PE-08B;130;DESPISTE;0;2;-7.1618;-78.5128
20211222;20200116;09:00;HUANCAVELICA;PE-28A;137;DESPISTE;0;2;-12.7862;-74.9764
20211222;20200116;18:30;JUNIN;PE-22;139;DESPISTE;0;0;-11.1582;-75.9926
20211222;20200116;19:30;ICA;PE-1S;299;ATROPELLO;0;2;-14.0755;-75.7342
20211222;20200116;08:00;ANCASH;PE-1N;383;DESPISTE;0;0;-9.3251;-77.562
20211222;20200116;13:00;AYACUCHO;PE-3S;464;DESPISTE;0;4;-13.1639;-74.2236
20211222;20200116;00:05;AREQUIPA;PE-1S;935;CHOQUE;2;0;-16.4091;-71.5375
20211222;20200117;09:58;CUSCO;PE-34G;4;CHOQUE;0;2;-13.532;-71.9675
20211222;20200117;12:50;JUNIN;PE-3S;6;DESPISTE;0;0;-11.1582;-75.9926
20211222;20200117;05:50;ANCASH;PE-16;49;DESPISTE;1;0;-9.3251;-77.562
20211222;20200117;15:40;AREQUIPA;PE-34A;78;DESPISTE;1;9;-16.4091;-71.5375
20211222;20200117;N.I.;LIMA;PE-1N;80;DESPISTE;0;0;-12.0464;-77.0427
20211222;20200117;15:30;TACNA;PE-36A;124;DESPISTE;1;3;-18.0066;-70.2463
20211222;20200117;12:30;CAJAMARCA;PE-08B;126;DESPISTE;1;1;-7.1618;-78.5128
20211222;20200117;05:00;AMAZONAS;PE-5N;285;DESPISTE;0;1;-5.1152;-78.1109
20211222;20200117;19:50;APURIMAC;PE-3S;759;DESPISTE;2;2;-14.0505;-73.0878
20211222;20200118;09:00;JUNIN;PE-3SA;19;DESPISTE;0;0;-11.1582;-75.9926
20211222;20200118;18:00;HUANUCO;PE-18A;20;DESPISTE;0;0;-9.9208;-76.2411
20211222;20200118;09:30;LAMBAYEQUE;PE-1NJ;35;CHOQUE;0;1;-6.7198;-79.9081
20211222;20200118;08:45;LIMA;PE-22;57;DESPISTE;0;0;-12.0464;-77.0427
20211222;20200118;17:50;JUNIN;PE-22;62;DESPISTE;0;4;-11.1582;-75.9926
20211222;20200118;09:30;AREQUIPA;PE-34E;63;DESPISTE;0;0;-16.4091;-71.5375
20211222;20200118;20:00;CAJAMARCA;PE-06B;78;DESPISTE;0;0;-7.1618;-78.5128
20211222;20200118;15:30;LIMA;PE-1N;82;CHOQUE;0;1;-12.0464;-77.0427
20211222;20200118;11:00;LA LIBERTAD;PE-1N;89;CHOQUE;0;1;-8.1436;-78.4752
20211222;20200118;02:00;LIMA;PE-22;103;DESPISTE;0;0;-12.0464;-77.0427
20211222;20200118;19:00;LIMA;PE-1S;173;ESPECIAL;0;0;-12.0464;-77.0427
20211222;20200118;10:30;AMAZONAS;PE-5N;233;DESPISTE;0;0;-5.1152;-78.1109
