pedido;orden;codcli;cliente;cantidad;prevta;cestimado;inicio;Testimado;entrega;canti;codart;articulo;modelo;nmodelo;Tproduccion;cuello;abcerr;color;ncolor;talla;medida;nmedida;tipolana;titulo;ntitulo;cbarras;ecbarras;fechatr;fecha;ccactual;nccactual;paso;vez;tipo;fecha1;tiempo1;ccosto1;nccosto1;paso1;vez1;tipo1;fecha2;tiempo2;ccosto2;nccosto2;paso2;vez2;tipo2;fecha3;ccosto3;nccosto3;paso3;vez3;tipo3;fecha4;ccosto4;nccosto4;paso4;vez4;tipo4;fecha5;ccosto5;nccosto5;paso5;vez5;tipo5;fecha6;ccosto6;nccosto6;paso6;vez6;tipo6;fecha7;ccosto7;nccosto7;paso7;vez7;tipo7;fecha8;ccosto8;nccosto8;paso8;vez8;tipo8;fecha9;ccosto9;nccosto9;paso9;vez9;tipo9;fecha10;ccosto10;nccosto10;paso10;vez10;tipo10;fecha11;ccosto11;nccosto11;paso11;vez11;tipo11;fecha12;ccosto12;nccosto12;paso12;vez12;tipo12;fecha13;ccosto13;nccosto13;paso13;vez13;tipo13;fecha14;ccosto14;nccosto14;paso14;vez14;tipo14;fecha15;ccosto15;nccosto15;paso15;vez15;tipo15;fecha16;ccosto16;nccosto16;paso16;vez16;tipo16;fecha17;ccosto17;nccosto17;paso17;vez17;tipo17;fecha18;ccosto18;nccosto18;paso18;vez18;tipo18;fecha19;ccosto19;nccosto19;paso19;vez19;tipo19;fecha20;ccosto20;nccosto20;paso20;vez20;tipo20;fecha21;ccosto21;nccosto21;paso21;vez21;tipo21;fecha22;ccosto22;nccosto22;paso22;vez22;tipo22;fecha23;ccosto23;nccosto23;paso23;vez23;tipo23;fecha24;ccosto24;nccosto24;paso24;vez24;tipo24;fecha25;ccosto25;nccosto25;paso25;vez25;tipo25;silista;registro;taller;ntaller;cantelas;exporta;prenda;nprenda;ccalidad;codigo;codemp;proc;rgocc;costo_pr;costo_prme;tpcam;stat_eli;user_eli;stat_lnprd;stat_sold;tpdoc_sold;nudoc_sold;fec_sold;nudoc_grp
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;63;;;MULT;;S;;;40/2;PK;PIMA COMBED;40-J24-MULT-2;11-222-3333-4;  -   -;14-Ene-20;600;DISTRIBUCION Y EMBALAJE;501271;1;N;14-Nov-19;6;100;INICIO DE PRODUCCION;495797;1;N;20-Nov-19;0;110;TEJIDO;496269;1;N;20-Nov-19;112;TEJIDO IND. TERMINADO;496270;1;N;20-Nov-19;615;CORRECCION DE TEJIDOS;496306;1;N;21-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);496388;1;N;26-Nov-19;680;PLANCHA;496798;1;D;26-Nov-19;115;CORTE;496799;1;N;27-Nov-19;680;PLANCHA;496895;2;N;27-Nov-19;115;CORTE;496896;2;D;03-Dec-19;680;PLANCHA;497591;3;N;03-Dec-19;115;CORTE;497593;3;D;03-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);497594;1;N;04-Dec-19;125;ARMADO;497850;1;D;06-Dec-19;126;PRETINADO;498082;1;D;12-Dec-19;127;BOLSILLOS Y OTROS;498897;1;D;12-Dec-19;610;TRABAJOS VARIOS;498904;1;S;24-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);499983;1;N;24-Dec-19;140;ACABADOS;499984;1;S;27-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);500168;1;N;13-Jan-20;140;ACABADOS;501148;2;N;13-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);501150;2;N;13-Jan-20;680;PLANCHA;501152;4;D;13-Jan-20;550;CONTROL DE CALIDAD;501153;1;N;14-Jan-20;600;DISTRIBUCION Y EMBALAJE;501271;1;N;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200036;JJPEREZ;;FALSO;220.1232;66.4824;3.311;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;65;;;MULT;;M;;;40/2;PK;PIMA COMBED;40-J24-MULT-3;11-222-3333-4;  -   -;16-Ene-20;600;DISTRIBUCION Y EMBALAJE;501516;1;N;14-Nov-19;6;100;INICIO DE PRODUCCION;495797;1;N;20-Nov-19;4;110;TEJIDO;496380;1;N;24-Nov-19;112;TEJIDO IND. TERMINADO;496611;1;N;25-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);496699;1;N;26-Nov-19;680;PLANCHA;496798;1;D;26-Nov-19;115;CORTE;496799;1;N;27-Nov-19;680;PLANCHA;496895;2;N;27-Nov-19;115;CORTE;496896;2;D;03-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);497586;1;N;03-Dec-19;125;ARMADO;497587;1;D;06-Dec-19;126;PRETINADO;498069;1;D;10-Dec-19;127;BOLSILLOS Y OTROS;498567;1;N;10-Dec-19;610;TRABAJOS VARIOS;498568;1;S;20-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);499665;1;N;20-Dec-19;140;ACABADOS;499666;1;S;23-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);499893;1;N;15-Jan-20;140;ACABADOS;501424;2;N;15-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);501425;2;N;15-Jan-20;680;PLANCHA;501426;3;D;15-Jan-20;550;CONTROL DE CALIDAD;501427;1;N;16-Jan-20;600;DISTRIBUCION Y EMBALAJE;501516;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200037;JJPEREZ;;FALSO;206.8238;62.2588;3.322;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;63;;;MULT;;M;;;40/2;PK;PIMA COMBED;40-J24-MULT-3;11-222-3333-4;  -   -;14-Ene-20;600;DISTRIBUCION Y EMBALAJE;501271;1;N;14-Nov-19;6;100;INICIO DE PRODUCCION;495797;1;N;20-Nov-19;4;110;TEJIDO;496380;1;N;24-Nov-19;112;TEJIDO IND. TERMINADO;496611;1;N;25-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);496699;1;N;26-Nov-19;680;PLANCHA;496804;1;D;26-Nov-19;115;CORTE;496805;1;N;27-Nov-19;680;PLANCHA;496895;2;N;27-Nov-19;115;CORTE;496896;2;D;03-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);497586;1;N;03-Dec-19;125;ARMADO;497587;1;D;06-Dec-19;126;PRETINADO;498069;1;D;10-Dec-19;127;BOLSILLOS Y OTROS;498567;1;N;10-Dec-19;610;TRABAJOS VARIOS;498568;1;S;24-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);499983;1;N;24-Dec-19;140;ACABADOS;499984;1;S;31-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);500393;1;N;10-Jan-20;140;ACABADOS;500987;2;N;10-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);500988;2;N;13-Jan-20;680;PLANCHA;501099;3;D;13-Jan-20;550;CONTROL DE CALIDAD;501100;1;N;14-Jan-20;600;DISTRIBUCION Y EMBALAJE;501271;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200038;JJPEREZ;;FALSO;206.7738;62.4506;3.311;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;64;;;MULT;;M;;;40/2;PK;PIMA COMBED;40-J24-MULT-3;11-222-3333-4;  -   -;15-Ene-20;600;DISTRIBUCION Y EMBALAJE;501332;1;N;14-Nov-19;6;100;INICIO DE PRODUCCION;495797;1;N;20-Nov-19;4;110;TEJIDO;496380;1;N;24-Nov-19;112;TEJIDO IND. TERMINADO;496611;1;N;25-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);496699;1;N;26-Nov-19;680;PLANCHA;496804;1;D;26-Nov-19;115;CORTE;496805;1;N;27-Nov-19;680;PLANCHA;496895;2;N;27-Nov-19;115;CORTE;496896;2;D;03-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);497586;1;N;03-Dec-19;125;ARMADO;497587;1;D;06-Dec-19;126;PRETINADO;498069;1;D;10-Dec-19;127;BOLSILLOS Y OTROS;498565;1;D;10-Dec-19;610;TRABAJOS VARIOS;498566;1;S;20-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);499665;1;N;20-Dec-19;140;ACABADOS;499666;1;S;23-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);499893;1;N;14-Jan-20;140;ACABADOS;501198;2;N;14-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);501199;2;N;14-Jan-20;680;PLANCHA;501200;3;D;14-Jan-20;550;CONTROL DE CALIDAD;501201;1;N;15-Jan-20;600;DISTRIBUCION Y EMBALAJE;501332;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200039;JJPEREZ;;FALSO;206.8238;62.1466;3.328;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;64;;;MULT;;M;;;40/2;PK;PIMA COMBED;40-J24-MULT-3;11-222-3333-4;  -   -;15-Ene-20;600;DISTRIBUCION Y EMBALAJE;501363;1;N;14-Nov-19;6;100;INICIO DE PRODUCCION;495797;1;N;20-Nov-19;4;110;TEJIDO;496380;1;N;24-Nov-19;112;TEJIDO IND. TERMINADO;496611;1;N;25-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);496699;1;N;26-Nov-19;680;PLANCHA;496798;1;D;26-Nov-19;115;CORTE;496799;1;N;27-Nov-19;680;PLANCHA;496895;2;N;27-Nov-19;115;CORTE;496896;2;D;03-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);497586;1;N;03-Dec-19;125;ARMADO;497587;1;D;06-Dec-19;126;PRETINADO;498069;1;D;10-Dec-19;127;BOLSILLOS Y OTROS;498565;1;D;10-Dec-19;610;TRABAJOS VARIOS;498566;1;S;20-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);499665;1;N;20-Dec-19;140;ACABADOS;499666;1;S;23-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);499893;1;N;14-Jan-20;140;ACABADOS;501161;2;N;14-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);501163;2;N;14-Jan-20;680;PLANCHA;501164;3;D;14-Jan-20;550;CONTROL DE CALIDAD;501165;1;N;15-Jan-20;600;DISTRIBUCION Y EMBALAJE;501363;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200040;JJPEREZ;;FALSO;206.8238;62.1466;3.328;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;63;;;MULT;;M;;;40/2;PK;PIMA COMBED;40-J24-MULT-3;11-222-3333-4;  -   -;14-Ene-20;600;DISTRIBUCION Y EMBALAJE;501276;1;N;14-Nov-19;6;100;INICIO DE PRODUCCION;495797;1;N;20-Nov-19;4;110;TEJIDO;496380;1;N;24-Nov-19;112;TEJIDO IND. TERMINADO;496611;1;N;25-Nov-19;615;CORRECCION DE TEJIDOS;496700;1;N;29-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);497156;1;N;02-Dec-19;680;PLANCHA;497512;1;N;02-Dec-19;115;CORTE;497513;1;N;03-Dec-19;680;PLANCHA;497591;2;N;03-Dec-19;115;CORTE;497593;2;D;04-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);497849;1;N;04-Dec-19;125;ARMADO;497850;1;D;06-Dec-19;126;PRETINADO;498066;1;D;10-Dec-19;127;BOLSILLOS Y OTROS;498539;1;D;10-Dec-19;610;TRABAJOS VARIOS;498541;1;S;23-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);499902;1;N;23-Dec-19;140;ACABADOS;499903;1;S;24-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);500030;1;N;14-Jan-20;140;ACABADOS;501272;2;N;14-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);501273;2;N;14-Jan-20;680;PLANCHA;501274;3;N;14-Jan-20;550;CONTROL DE CALIDAD;501275;1;N;14-Jan-20;600;DISTRIBUCION Y EMBALAJE;501276;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200041;JJPEREZ;;FALSO;209.4932;63.2719;3.311;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;63;;;MULT;;M;;;40/2;PK;PIMA COMBED;40-J24-MULT-3;11-222-3333-4;  -   -;14-Ene-20;600;DISTRIBUCION Y EMBALAJE;501279;1;N;14-Nov-19;6;100;INICIO DE PRODUCCION;495797;1;N;20-Nov-19;4;110;TEJIDO;496380;1;N;24-Nov-19;112;TEJIDO IND. TERMINADO;496611;1;N;25-Nov-19;615;CORRECCION DE TEJIDOS;496700;1;N;29-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);497156;1;N;03-Dec-19;680;PLANCHA;497633;1;D;03-Dec-19;115;CORTE;497652;1;D;04-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);497849;1;N;04-Dec-19;125;ARMADO;497850;1;D;06-Dec-19;126;PRETINADO;498066;1;D;10-Dec-19;127;BOLSILLOS Y OTROS;498539;1;D;10-Dec-19;610;TRABAJOS VARIOS;498541;1;S;16-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);499178;1;N;16-Dec-19;140;ACABADOS;499184;1;S;17-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);499312;1;N;06-Jan-20;140;ACABADOS;500553;2;N;06-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);500554;2;N;06-Jan-20;680;PLANCHA;500555;2;N;06-Jan-20;550;CONTROL DE CALIDAD;500556;1;N;14-Jan-20;600;DISTRIBUCION Y EMBALAJE;501279;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200042;JJPEREZ;;FALSO;202.6365;61.201;3.311;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;63;;;MULT;;M;;;40/2;PK;PIMA COMBED;40-J24-MULT-3;11-222-3333-4;  -   -;14-Ene-20;600;DISTRIBUCION Y EMBALAJE;501271;1;N;14-Nov-19;6;100;INICIO DE PRODUCCION;495797;1;N;20-Nov-19;1;110;TEJIDO;496380;1;N;21-Nov-19;112;TEJIDO IND. TERMINADO;496385;1;N;24-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);496616;1;N;26-Nov-19;680;PLANCHA;496798;1;D;26-Nov-19;115;CORTE;496799;1;N;27-Nov-19;680;PLANCHA;496895;2;N;27-Nov-19;115;CORTE;496896;2;D;02-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);497419;1;N;02-Dec-19;125;ARMADO;497420;1;S;06-Dec-19;126;PRETINADO;498068;1;D;10-Dec-19;127;BOLSILLOS Y OTROS;498539;1;D;10-Dec-19;610;TRABAJOS VARIOS;498541;1;S;16-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);499178;1;N;16-Dec-19;140;ACABADOS;499184;1;S;17-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);499312;1;N;08-Jan-20;140;ACABADOS;500778;2;N;08-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);500779;2;N;10-Jan-20;680;PLANCHA;500993;3;D;10-Jan-20;550;CONTROL DE CALIDAD;500994;1;N;14-Jan-20;600;DISTRIBUCION Y EMBALAJE;501271;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200043;JJPEREZ;;FALSO;211.0938;63.7553;3.311;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;65;;;MULT;;M;;;40/2;PK;PIMA COMBED;40-J24-MULT-3;11-222-3333-4;  -   -;16-Ene-20;600;DISTRIBUCION Y EMBALAJE;501516;1;N;14-Nov-19;6;100;INICIO DE PRODUCCION;495797;1;N;20-Nov-19;1;110;TEJIDO;496380;1;N;21-Nov-19;112;TEJIDO IND. TERMINADO;496385;1;N;24-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);496616;1;N;26-Nov-19;680;PLANCHA;496804;1;D;26-Nov-19;115;CORTE;496805;1;N;27-Nov-19;680;PLANCHA;496895;2;N;27-Nov-19;115;CORTE;496896;2;D;03-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);497586;1;N;03-Dec-19;125;ARMADO;497587;1;D;23-Dec-19;126;PRETINADO;499932;1;N;23-Dec-19;127;BOLSILLOS Y OTROS;499933;1;N;23-Dec-19;610;TRABAJOS VARIOS;499934;1;S;30-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);500305;1;N;30-Dec-19;140;ACABADOS;500306;1;S;31-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);500393;1;N;15-Jan-20;140;ACABADOS;501424;2;N;15-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);501425;2;N;15-Jan-20;680;PLANCHA;501426;3;D;15-Jan-20;550;CONTROL DE CALIDAD;501427;1;N;16-Jan-20;600;DISTRIBUCION Y EMBALAJE;501516;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200044;JJPEREZ;;FALSO;203.5338;61.2685;3.322;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;63;;;MULT;;M;;;40/2;PK;PIMA COMBED;40-J24-MULT-3;11-222-3333-4;  -   -;14-Ene-20;600;DISTRIBUCION Y EMBALAJE;501271;1;N;14-Nov-19;6;100;INICIO DE PRODUCCION;495797;1;N;20-Nov-19;1;110;TEJIDO;496380;1;N;21-Nov-19;112;TEJIDO IND. TERMINADO;496385;1;N;24-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);496616;1;N;26-Nov-19;680;PLANCHA;496807;1;N;26-Nov-19;115;CORTE;496808;1;N;27-Nov-19;680;PLANCHA;496895;2;N;27-Nov-19;115;CORTE;496896;2;D;02-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);497419;1;N;02-Dec-19;125;ARMADO;497420;1;S;06-Dec-19;126;PRETINADO;498069;1;D;10-Dec-19;127;BOLSILLOS Y OTROS;498565;1;D;10-Dec-19;610;TRABAJOS VARIOS;498566;1;S;26-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);500111;1;N;26-Dec-19;140;ACABADOS;500113;1;S;30-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);500304;1;N;10-Jan-20;140;ACABADOS;500987;2;N;10-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);500988;2;N;13-Jan-20;680;PLANCHA;501099;3;D;13-Jan-20;550;CONTROL DE CALIDAD;501100;1;N;14-Jan-20;600;DISTRIBUCION Y EMBALAJE;501271;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200045;JJPEREZ;;FALSO;211.1438;63.7704;3.311;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;63;;;MULT;;M;;;40/2;PK;PIMA COMBED;40-J24-MULT-3;11-222-3333-4;  -   -;14-Ene-20;600;DISTRIBUCION Y EMBALAJE;501279;1;N;14-Nov-19;6;100;INICIO DE PRODUCCION;495797;1;N;20-Nov-19;1;110;TEJIDO;496380;1;N;21-Nov-19;112;TEJIDO IND. TERMINADO;496385;1;N;24-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);496616;1;N;26-Nov-19;680;PLANCHA;496798;1;D;26-Nov-19;115;CORTE;496799;1;N;27-Nov-19;680;PLANCHA;496895;2;N;27-Nov-19;115;CORTE;496896;2;D;02-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);497419;1;N;02-Dec-19;125;ARMADO;497420;1;S;06-Dec-19;126;PRETINADO;498068;1;D;10-Dec-19;127;BOLSILLOS Y OTROS;498539;1;D;10-Dec-19;610;TRABAJOS VARIOS;498541;1;S;16-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);499178;1;N;16-Dec-19;140;ACABADOS;499184;1;S;17-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);499312;1;N;08-Jan-20;140;ACABADOS;500778;2;N;08-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);500779;2;N;10-Jan-20;680;PLANCHA;500993;3;D;10-Jan-20;550;CONTROL DE CALIDAD;500994;1;N;14-Jan-20;600;DISTRIBUCION Y EMBALAJE;501279;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200046;JJPEREZ;;FALSO;211.0938;63.7553;3.311;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;63;;;MULT;;M;;;40/2;PK;PIMA COMBED;40-J24-MULT-3;11-222-3333-4;  -   -;14-Ene-20;600;DISTRIBUCION Y EMBALAJE;501298;1;N;14-Nov-19;8;100;INICIO DE PRODUCCION;495797;1;N;22-Nov-19;4;110;TEJIDO;496587;1;N;26-Nov-19;112;TEJIDO IND. TERMINADO;496724;1;N;26-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);496747;1;N;29-Nov-19;680;PLANCHA;497383;1;D;29-Nov-19;115;CORTE;497385;1;D;02-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);497419;1;N;02-Dec-19;125;ARMADO;497420;1;S;06-Dec-19;126;PRETINADO;498068;1;D;10-Dec-19;127;BOLSILLOS Y OTROS;498539;1;D;10-Dec-19;610;TRABAJOS VARIOS;498541;1;S;16-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);499178;1;N;16-Dec-19;140;ACABADOS;499184;1;S;17-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);499312;1;N;07-Jan-20;140;ACABADOS;500705;2;N;07-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);500706;2;N;10-Jan-20;680;PLANCHA;500993;2;D;10-Jan-20;550;CONTROL DE CALIDAD;500994;1;N;14-Jan-20;600;DISTRIBUCION Y EMBALAJE;501298;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200047;JJPEREZ;;FALSO;203.6147;61.4964;3.311;;;;;;;  -   -;
3684;3684-02;120222;THE PERUVIAN CONNECTION/USA BRANCH;130;0;0;12-Nov-19;38;20-Dic-19;1;40;CHOMPA;J24;FLORAL DUSTER CARDIGAN_TM-SS20-MON-9;65;;;MULT;;M;;;40/2;PK;PIMA COMBED;40-J24-MULT-3;11-222-3333-4;  -   -;16-Ene-20;600;DISTRIBUCION Y EMBALAJE;501516;1;N;14-Nov-19;8;100;INICIO DE PRODUCCION;495797;1;N;22-Nov-19;4;110;TEJIDO;496587;1;N;26-Nov-19;112;TEJIDO IND. TERMINADO;496724;1;N;26-Nov-19;670;CENTRO DE DISTRIB. (PLANCHA);496747;1;N;29-Nov-19;680;PLANCHA;497383;1;D;29-Nov-19;115;CORTE;497385;1;D;03-Dec-19;118;C.DISTRIB.(ARMA.PRETI.REMALLE);497586;1;N;03-Dec-19;125;ARMADO;497587;1;D;06-Dec-19;126;PRETINADO;498069;1;D;10-Dec-19;127;BOLSILLOS Y OTROS;498565;1;D;10-Dec-19;610;TRABAJOS VARIOS;498566;1;S;20-Dec-19;611;CONTROL CALIDAD (PRIM.VEZ);499665;1;N;20-Dec-19;140;ACABADOS;499666;1;S;23-Dec-19;690;CENTRO DE DISTRIB. (ACABADOS);499893;1;N;15-Jan-20;140;ACABADOS;501424;2;N;15-Jan-20;670;CENTRO DE DISTRIB. (PLANCHA);501425;2;N;15-Jan-20;680;PLANCHA;501426;2;D;15-Jan-20;550;CONTROL DE CALIDAD;501427;1;N;16-Jan-20;600;DISTRIBUCION Y EMBALAJE;501516;1;N;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;  -   -;;;0;0;;;0;1;Industrial;0;E;40J24;FLORAL DUSTER CARDIGAN_TM-SS20;0;036840200048;JJPEREZ;;FALSO;199.3447;60.0074;3.322;;;;;;;  -   -;
