Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Mango Kent,4,3,5,5,Kilogramo,1.00,6.50,6.48,6.68
Mango Tommy Aki,6,9,6,7,Kilogramo,1.00,6.33,6.28,6.44
Manzana Cte/Para Agua,22,37,25,29,Cajon,24.00,34.75,35.50,34.93
Manzana Delicia,87,87,86,92,Cajon,24.00,41.25,41.50,41.93
Manzana Golden,10,6,10,13,Kilogramo,1.00,2.43,2.38,2.43
Manzana Importada,17,15,15,16,Caja,20.00,88.50,86.50,87.93
Manzana Israel,31,17,26,29,Kilogramo,1.00,3.18,3.18,3.15
Manzana Winter,12,12,11,11,Cajon,24.00,43.75,43.75,44.07
Maracuya,11,15,12,14,Kilogramo,1.00,1.38,1.38,1.39
Melocoton Blanquillo,28,12,17,21,Cajon,12.00,36.75,36.50,37.39
Melocoton Durazno Huayco,50,44,30,36,Cajon,12.00,36.25,35.25,38.04
Melon Coquito,73,38,48,46,Bandeja,12.00,15.50,15.25,16.11
Melon Esmeralda,8,10,9,,Cajon,10.00,16.25,15.75,16.71
Membrillo Criollo,16,15,14,13,Kilogramo,1.00,1.85,1.85,1.87
Membrillo Serrano,19,22,17,20,Cajon,24.00,48.25,47.75,49.04
Naranja Miniola,78,60,63,67,Kilogramo,1.00,1.25,1.25,1.27
Naranja Primavera,13,13,13,21,Kilogramo,1.00,1.55,1.55,1.55
Naranja Tangelo Costa,30,56,40,49,Kilogramo,1.00,1.35,1.35,1.35
Naranja Tangelo Selva,85,62,59,61,Jaba,22.00,23.50,23.75,22.00
Naranja Valencia,180,181,150,165,Jaba,24.00,15.75,15.25,14.75
Naranja Washington Naval,27,27,26,29,Kilogramo,1.00,2.05,2.05,2.07
Naranjita China Kin Kan,,2,,2,Kilogramo,1.00,4.58,4.58,4.68
Nispero De Agua,20,26,19,,Cajon,24.00,54.75,55.25,55.57
Noni,,4,,4,Kilogramo,1.00,1.75,1.73,1.72
Pacae Criollo,7,5,,6,Kilogramo,1.00,4.65,4.63,4.61
Pacae De Seda,,5,,,Kilogramo,1.00,,3.58,
Palta Choquete,9,9,8,8,Cajon,12.00,22.25,21.75,21.86
Palta Collin Red,8,7,7,8,Cajon,12.00,22.25,22.25,21.25
Palta Criolla,13,9,11,10,Cajon,12.00,22.00,22.25,20.54
Palta Dedo,2,2,,3,Kilogramo,1.00,3.48,3.48,3.53
Palta Fuerte,54,43,40,53,Kilogramo,1.00,4.68,4.78,4.65
Palta Hall,15,11,10,10,Cajon,12.00,22.50,22.75,21.79
Palta Hass,17,8,10,9,Kilogramo,1.00,3.28,3.28,3.17
Palta Linda,10,6,7,9,Cajon,12.00,25.75,26.25,26.00
Palta Naval,11,12,13,14,Kilogramo,1.00,2.55,2.60,2.56
Palta Queen,10,11,10,11,Kilogramo,1.00,2.55,2.48,2.52
Palta Villa Campa,14,11,11,10,Kilogramo,1.00,2.88,2.88,2.86
Papaya (Costa),16,17,13,14,Cajon,12.00,15.25,14.75,15.29
Papaya (Selva),204,195,173,192,Cajon,12.00,15.75,15.25,15.68
Pepino Rayado O Melon,24,25,21,26,Kilogramo,1.00,2.18,2.25,2.33
Pera Agua Packam Importado,14,16,14,14,Caja,20.00,84.25,86.50,83.71
Piña Criolla (Selva),52,53,50,53,Cajon,12.00,10.75,10.50,11.14
Piña Golden,78,71,59,65,Bandeja,12.00,21.75,20.75,21.93
Piña Hawaiana,57,49,52,54,Kilogramo,1.00,0.85,0.85,0.86
Pitahaya,6,5,5,5,Kilogramo,1.00,10.50,12.25,9.71
Platano Bellaco,109,80,80,95,Ciento,35.00,51.50,52.00,51.64
Platano Bizcocho,111,94,89,105,Bandeja,14.00,14.25,14.25,14.32
Platano Isla,129,103,101,117,Ciento,25.00,42.75,42.75,42.36
Platano Manzano,44,21,29,30,Jaba,16.00,15.75,16.75,16.07
Platano Morado,19,15,15,15,Cajon,12.00,26.25,27.25,26.29
Platano Palillo,72,60,57,57,Ciento,35.00,55.50,55.75,56.04
Platano Seda Congo,105,113,81,103,Ciento,20.00,32.75,32.75,32.79
Platano Seda (Selva),22,16,24,28,Ciento,25.00,31.50,31.50,32.07
Sandia,31,47,35,56,Kilogramo,1.00,1.40,1.40,1.36
Tamarindo (Con Cascara),,1,,,Kilogramo,1.00,4.85,4.75,4.58
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.75,5.75,5.50
Toronja Costa,18,15,16,18,Jaba,22.00,26.25,26.75,25.82
Toronja Selva,17,16,12,11,Cajon,12.00,17.25,16.75,17.32
Tumbo,5,5,4,4,Kilogramo,1.00,2.33,2.35,2.32
Tuna Amarilla,10,8,8,7,Kilogramo,1.00,3.23,3.23,3.24
Tuna Blanca,5,10,7,10,Kilogramo,1.00,3.15,3.18,3.19
Tuna Morada/Rosada,7,13,7,9,Kilogramo,1.00,3.23,3.23,3.26
Uva Alfonso Lavalett,12,13,13,24,Jaba,12.00,21.75,22.25,20.57
Uva Borgoña,6,6,5,,Jaba,12.00,25.00,25.25,25.82
Uva Italia,8,8,10,15,Jaba,12.00,28.75,29.75,27.04
Uva Palestina,9,5,9,10,Jaba,12.00,35.25,35.25,35.11
Uva Pirovano,,11,,,Jaba,12.00,30.25,30.75,29.39
Uva Red Globe,23,25,23,34,Jaba,12.00,26.75,26.75,26.68
Uva Rosada,6,10,9,8,Jaba,12.00,30.00,30.50,29.57
Uva Superior,11,9,8,7,Jaba,12.00,43.75,43.75,43.57
Yacon (Llacon),3,5,4,4,Kilogramo,1.00,1.85,1.88,1.79
