Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Piña Criolla (Selva),50,38,51,37,Cajon,12.00,12.75,13.25,12.86
Piña Golden,64,37,60,48,Bandeja,12.00,25.50,25.25,25.68
Piña Hawaiana,57,38,54,40,Kilogramo,1.00,1.10,1.10,1.05
Pitahaya,2,4,3,4,Kilogramo,1.00,25.25,24.75,25.21
Platano Bellaco,45,65,75,80,Ciento,35.00,52.25,51.50,51.25
Platano Bizcocho,88,59,90,54,Bandeja,14.00,13.50,13.75,13.61
Platano Isla,93,86,100,82,Ciento,25.00,36.00,36.00,36.11
Platano Manzano,19,13,17,14,Jaba,16.00,16.25,15.75,15.95
Platano Morado,11,7,10,9,Cajon,12.00,27.50,27.25,26.96
Platano Palillo,42,39,46,44,Ciento,35.00,51.50,51.50,51.11
Platano Seda Congo,45,44,71,48,Ciento,20.00,25.25,25.25,25.96
Platano Seda (Selva),28,31,28,18,Ciento,25.00,25.25,24.50,25.04
Sandia,46,71,59,48,Kilogramo,1.00,1.15,1.18,1.11
Tamarindo (Con Cascara),1,1,,1,Kilogramo,1.00,4.65,4.65,4.71
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.65,5.65,5.71
Toronja Costa Con Pepa,7,7,15,15,Jaba,22.00,26.50,25.75,26.21
Toronja Selva Con Pepa,15,10,13,8,Cajon,12.00,17.00,17.50,16.86
Tumbo,4,2,,4,Kilogramo,1.00,3.13,3.08,3.11
Tuna Amarilla,5,4,9,8,Kilogramo,1.00,2.98,3.00,3.04
Tuna Blanca,4,4,6,6,Kilogramo,1.00,2.95,2.93,2.95
Tuna Morada/Rosada,5,4,8,8,Kilogramo,1.00,3.03,3.00,3.04
Uva Alfonso Lavalett,24,15,26,15,Jaba,12.00,22.25,22.25,23.00
Uva Borgoña,5,4,4,3,Jaba,12.00,25.50,25.75,25.45
Uva Italia,9,5,11,11,Jaba,12.00,26.25,26.50,25.96
Uva Palestina,9,4,7,8,Jaba,12.00,32.50,33.25,32.04
Uva Pirovano,9,4,8,8,Jaba,12.00,35.50,35.25,34.89
Uva Red Globe,22,16,26,25,Jaba,12.00,26.25,25.75,25.71
Uva Rosada Sin Pepa,9,8,9,,Jaba,12.00,31.25,31.25,31.51
Uva Superior,7,8,10,,Jaba,12.00,43.50,43.25,43.50
Yacon (Llacon),4,3,,4,Kilogramo,1.00,1.50,1.55,1.53
