Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Papa Huayro,57,17,,,Kilogramo,1.00,2.11,2.10,1.98
Papa Negra Andina,,,,,Kilogramo,1.00,1.96,1.93,1.91
Papa Perricholi,,,,,Kilogramo,1.00,1.47,1.46,1.46
Papa Peruanita,26,,,,Kilogramo,1.00,2.08,2.05,2.11
Papa Unica,28,115,84,42,Kilogramo,1.00,1.53,1.53,1.52
Papa Yungay,44,59,274,98,Kilogramo,1.00,1.50,1.48,1.52
Pepinillo,103,101,84,65,Docena,6.00,6.75,6.75,7.14
Perejil,8,,6,3,Atado,1.00,1.98,2.75,1.37
Pimiento Morron,27,7,66,28,Cajon,18.00,27.50,30.00,35.32
Poro,6,1,,,Atado,2.60,2.56,2.50,2.67
Rabanito,3,4,8,3,Atado,0.75,2.50,2.75,2.18
Tomate Katia,211,80,232,74,Cajon Chico,27.00,61.88,66.25,51.34
Vainita Americana,90,7,,,Kilogramo,1.00,2.56,2.25,2.77
Yuca Amarilla,243,71,209,119,Kilogramo,1.00,0.98,0.98,1.00
Zanahoria,424,102,321,131,Saco Chico,65.00,29.13,31.25,29.98
Zapallo Italiano,27,3,,5,Docena,12.00,14.75,14.00,15.57
Zapallo Loche,14,,,,Unidad,1.50,6.38,6.50,6.48
Zapallo Macre,78,94,92,36,Kilogramo,1.00,1.66,1.75,1.73
Papaya (Costa),8,11,10,11,Cajon,12.00,18.00,17.33,17.04
Papaya (Selva),123,220,172,189,Cajon,12.00,18.50,18.50,18.04
Pepino Rayado O Melon,13,33,24,35,Kilogramo,1.00,2.00,1.98,1.99
Pera Agua Packam Importado,14,14,13,17,Caja,20.00,82.00,82.00,81.29
Piña Criolla (Selva),36,52,51,54,Cajon,12.00,12.50,12.75,12.43
Piña Golden,38,65,66,71,Bandeja,12.00,26.50,26.25,26.05
Piña Hawaiana,46,60,51,53,Kilogramo,1.00,1.03,1.00,1.01
Pitahaya,4,3,4,5,Kilogramo,1.00,24.75,25.50,22.26
Platano Bellaco,84,116,92,106,Ciento,35.00,51.50,51.25,50.89
Platano Bizcocho,63,110,94,115,Bandeja,14.00,13.50,13.75,13.04
Platano Isla,73,123,97,107,Ciento,25.00,35.75,35.75,35.71
Platano Manzano,13,17,18,18,Jaba,16.00,15.67,15.75,15.48
Platano Morado,9,8,10,9,Cajon,12.00,27.25,26.75,27.30
Platano Palillo,42,50,48,53,Ciento,35.00,51.50,50.75,51.42
Platano Seda Congo,34,87,66,79,Ciento,20.00,26.50,26.50,25.86
Platano Seda (Selva),15,42,30,33,Ciento,25.00,25.75,25.25,24.79
Sandia,43,69,44,62,Kilogramo,1.00,1.08,1.08,1.09
Tamarindo (Con Cascara),1,1,,1,Kilogramo,1.00,4.75,4.75,4.39
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.75,5.75,5.38
Toronja Costa Con Pepa,11,15,16,18,Jaba,22.00,25.75,26.50,25.26
Toronja Selva Con Pepa,8,15,11,10,Cajon,12.00,16.50,16.75,15.75
Tumbo,3,4,3,3,Kilogramo,1.00,3.25,3.08,3.31
Tuna Amarilla,7,14,9,7,Kilogramo,1.00,3.08,3.08,3.14
Tuna Blanca,6,7,7,7,Kilogramo,1.00,3.05,3.00,3.17
Tuna Morada/Rosada,7,9,10,9,Kilogramo,1.00,3.08,3.08,3.13
Uva Alfonso Lavalett,20,40,20,34,Jaba,12.00,24.25,24.00,24.29
Uva Borgoña,5,4,4,3,Jaba,12.00,25.50,25.25,25.39
Uva Italia,17,11,21,25,Jaba,12.00,25.50,25.75,25.79
Uva Palestina,9,10,9,8,Jaba,12.00,32.75,31.75,33.14
Uva Pirovano,11,8,11,10,Jaba,12.00,34.75,34.75,34.96
Uva Red Globe,35,28,31,34,Jaba,12.00,25.00,25.25,25.93
Uva Rosada,6,11,10,,Jaba,12.00,32.33,43.75,32.37
Uva Superior,7,12,10,,Jaba,12.00,44.00,43.75,43.46
Yacon (Llacon),3,4,3,4,Kilogramo,1.00,1.58,1.55,1.58
