Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Piña Golden,56,68,51,58,Bandeja,12.00,27.00,28.75,24.86
Piña Hawaiana,45,46,43,48,Kilogramo,1.00,1.38,1.45,1.37
Pitahaya,5,5,,,Kilogramo,1.00,8.00,7.75,8.11
Platano Bellaco,85,49,83,94,Ciento,35.00,53.75,52.25,52.79
Platano Bizcocho,81,72,71,75,Bandeja,14.00,17.75,17.25,17.57
Platano Isla,106,104,84,93,Ciento,25.00,43.00,43.00,43.89
Platano Manzano,17,16,24,24,Jaba,16.00,21.00,20.50,21.11
Platano Morado,13,10,11,13,Cajon,12.00,28.50,28.25,28.75
Platano Palillo,50,28,63,52,Ciento,35.00,52.00,51.75,52.29
Platano Seda Congo,83,37,51,74,Ciento,20.00,37.75,38.50,36.50
Platano Seda (Selva),16,26,19,20,Ciento,25.00,36.00,36.75,35.04
Sandia,54,95,74,88,Kilogramo,1.00,0.85,0.85,0.86
Sanki,4,3,,6,Kilogramo,1.00,7.00,6.63,6.82
Tamarindo (Con Cascara),,1,,,Kilogramo,1.00,4.75,4.75,4.82
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.75,5.75,5.82
Toronja Costa,12,15,12,15,Jaba,22.00,44.50,43.75,45.04
Toronja Selva,15,7,11,10,Cajon,12.00,25.33,23.75,25.62
Tumbo,4,4,4,4,Kilogramo,1.00,2.40,2.35,2.40
Tuna Amarilla,8,13,12,12,Kilogramo,1.00,2.15,2.15,2.20
Tuna Blanca,10,21,11,10,Kilogramo,1.00,2.10,2.10,2.10
Tuna Morada/Rosada,8,15,10,9,Kilogramo,1.00,2.15,2.15,2.15
Uva Alfonso Lavalett,24,33,23,20,Jaba,12.00,27.75,28.75,25.50
Uva Borgoña,3,7,4,,Jaba,12.00,28.00,28.75,27.43
Uva Flame,9,16,9,,Jaba,12.00,23.00,22.50,22.25
Uva Fley,7,15,9,,Jaba,12.00,28.00,27.75,27.18
Uva Italia,20,35,,10,Jaba,12.00,28.75,28.75,27.21
Uva Palestina,6,16,7,8,Jaba,12.00,33.00,32.50,32.04
Uva Pirovano,7,19,,7,Jaba,12.00,32.67,32.50,31.95
Uva Quebranta/Moscatel,,6,,,Jaba,12.00,,28.75,
Uva Red Globe,55,47,52,49,Jaba,12.00,26.75,25.75,24.46
Uva Rosada,7,17,7,9,Jaba,12.00,33.00,33.75,31.75
Uva Superior,5,9,8,8,Jaba,12.00,43.00,43.75,43.79
Uva Zafiro,8,6,6,5,Jaba,12.00,26.00,26.25,24.96
Yacon (Llacon),2,3,,2,Kilogramo,1.00,4.60,4.48,4.69
