Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Platano Isla,81,40,87,78,Ciento,25.00,42.25,41.75,41.86
Platano Manzano,27,7,15,17,Jaba,16.00,22.50,22.25,23.11
Platano Morado,13,6,9,9,Cajon,12.00,29.25,29.25,29.50
Platano Palillo,43,19,52,57,Ciento,35.00,61.25,61.50,61.43
Platano Seda Congo,80,31,70,61,Ciento,20.00,41.50,41.50,39.54
Platano Seda (Selva),33,10,27,20,Ciento,25.00,40.25,40.25,38.07
Sandia,85,50,96,82,Kilogramo,1.00,0.93,0.93,0.89
Tamarindo (Con Cascara),,1,,1,Kilogramo,1.00,4.93,4.85,4.90
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.85,5.85,5.83
Toronja Costa,15,7,15,15,Jaba,22.00,28.25,27.50,28.46
Toronja Selva,5,7,9,7,Cajon,12.00,19.25,18.00,18.43
Tumbo,3,4,8,3,Kilogramo,1.00,2.73,2.73,2.72
Tuna Amarilla,4,4,9,11,Kilogramo,1.00,2.23,2.15,2.15
Tuna Blanca,10,7,11,12,Kilogramo,1.00,2.15,2.13,2.13
Tuna Morada/Rosada,7,5,9,9,Kilogramo,1.00,2.23,2.18,2.14
Uva Alfonso Lavalett,13,8,13,12,Jaba,12.00,21.50,21.25,22.64
Uva Italia,11,7,17,17,Jaba,12.00,19.50,20.75,19.32
Uva Palestina,6,5,9,8,Jaba,12.00,28.25,27.50,27.89
Uva Quebranta/Moscatel,5,3,4,4,Jaba,12.00,25.50,25.50,25.93
Uva Red Globe,39,11,32,32,Jaba,12.00,22.00,22.00,22.82
Uva Rosada,11,4,,8,Jaba,12.00,27.50,26.75,27.32
Yacon (Llacon),2,2,3,3,Kilogramo,1.00,1.63,1.63,1.59
Zapote,,5,,5,Cajon,10.00,21.25,20.50,21.21
