Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Manzana Importada,13,17,13,16,Caja,20.00,78.00,75.50,77.00
Manzana Israel,21,12,23,20,Kilogramo,1.00,2.68,2.73,2.35
Manzana Winter,13,10,11,11,Cajon,24.00,47.25,47.75,47.00
Maracuya,5,7,10,16,Kilogramo,1.00,1.38,1.48,1.45
Melocoton Blanquillo,18,22,20,24,Cajon,12.00,46.75,47.75,46.25
Melocoton Durazno Huayco,10,20,32,45,Cajon,12.00,49.25,49.50,48.82
Melon Coquito,26,50,40,54,Bandeja,12.00,13.25,13.75,12.57
Melon Esmeralda,8,7,9,10,Cajon,10.00,15.25,15.75,13.93
Membrillo Criollo,9,13,12,10,Kilogramo,1.00,2.50,2.53,2.51
Membrillo Serrano,18,22,20,23,Cajon,24.00,61.75,62.25,61.25
Naranja Miniola,62,56,53,55,Kilogramo,1.00,1.35,1.35,1.35
Naranja Primavera,21,29,22,26,Kilogramo,1.00,1.38,1.38,1.42
Naranja Tangelo Costa,30,63,53,,Kilogramo,1.00,1.43,1.45,1.46
Naranja Tangelo Selva,40,83,55,74,Jaba,22.00,19.50,19.75,20.25
Naranja Valencia,72,180,137,182,Jaba,24.00,14.00,13.75,14.00
Naranja Washington Naval,16,26,19,26,Kilogramo,1.00,1.93,1.85,1.91
Naranjita China Kin Kan,2,2,2,,Kilogramo,1.00,4.73,4.58,4.82
Noni,11,7,8,7,Kilogramo,1.00,1.43,1.38,1.49
Pacae Criollo,10,7,5,5,Kilogramo,1.00,3.33,3.28,3.16
Pacae De Seda,10,5,5,5,Kilogramo,1.00,2.48,2.53,2.38
Palta Choquete,6,10,9,11,Cajon,12.00,21.75,21.25,21.61
Palta Collin Red,5,10,9,10,Cajon,12.00,21.50,21.50,22.00
Palta Criolla,6,16,11,13,Cajon,12.00,22.25,21.25,22.07
Palta Dedo,2,3,3,4,Kilogramo,1.00,3.65,3.88,3.42
Palta Fuerte,42,66,52,63,Kilogramo,1.00,4.40,4.40,4.22
Palta Hall,8,11,11,14,Cajon,12.00,22.25,22.25,21.86
Palta Hass,12,12,13,10,Kilogramo,1.00,2.75,2.88,2.79
Palta Linda,6,9,8,10,Cajon,12.00,23.75,24.50,23.82
Palta Naval,11,15,12,11,Kilogramo,1.00,2.38,2.38,2.36
Palta Queen,6,11,8,,Kilogramo,1.00,3.25,3.33,3.29
Papaya (Costa),10,12,12,14,Cajon,12.00,14.25,13.75,14.07
Papaya (Selva),104,217,165,195,Cajon,12.00,15.75,15.25,15.79
Pepino Rayado O Melon,21,30,29,37,Kilogramo,1.00,2.18,2.23,2.03
Pera Agua Packam Importado,14,15,13,16,Caja,20.00,76.50,77.50,77.07
Piña Criolla (Selva),47,56,51,61,Cajon,12.00,12.50,12.75,12.29
Piña Golden,38,67,54,70,Bandeja,12.00,23.25,22.75,22.86
Piña Hawaiana,39,58,51,60,Kilogramo,1.00,1.00,1.03,1.02
Pitahaya,5,6,5,4,Kilogramo,1.00,8.50,8.25,9.29
Platano Bellaco,74,96,92,121,Ciento,35.00,51.50,51.25,51.50
Platano Bizcocho,67,115,86,104,Bandeja,14.00,14.50,14.25,14.21
Platano Isla,99,120,111,127,Ciento,25.00,34.25,34.25,34.39
Platano Manzano,22,27,19,25,Jaba,16.00,15.75,15.75,15.93
Platano Morado,11,9,9,9,Cajon,12.00,26.50,26.75,26.54
Platano Palillo,53,57,47,57,Ciento,35.00,51.50,51.25,51.39
Platano Seda Congo,60,76,78,77,Ciento,20.00,26.75,26.75,25.93
Platano Seda (Selva),34,45,34,35,Ciento,25.00,25.25,25.25,24.50
Sandia,44,71,63,91,Kilogramo,1.00,1.13,1.13,1.11
Tamarindo (Con Cascara),1,1,1,,Kilogramo,1.00,3.90,3.90,3.81
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,4.90,4.90,4.81
Toronja Costa Con Pepa,11,19,16,,Jaba,22.00,25.50,25.50,25.43
Toronja Selva Con Pepa,9,9,10,11,Cajon,12.00,14.50,14.75,15.07
Tumbo,4,3,4,4,Kilogramo,1.00,3.15,3.08,3.17
Tuna Amarilla,6,5,9,8,Kilogramo,1.00,3.25,3.28,3.16
Tuna Morada/Rosada,6,7,8,9,Kilogramo,1.00,3.08,3.23,3.12
Uva Alfonso Lavalett,13,20,25,21,Jaba,12.00,25.75,25.75,24.82
Uva Borgoña,3,3,4,,Jaba,12.00,26.50,26.75,26.04
Uva Italia,7,7,14,12,Jaba,12.00,28.75,28.75,27.93
Uva Palestina,6,14,8,12,Jaba,12.00,37.25,37.00,36.39
Uva Red Globe,28,37,32,38,Jaba,12.00,28.75,28.75,27.75
Yacon (Llacon),3,3,3,5,Kilogramo,1.00,1.53,1.53,1.52

