Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.60,5.75,5.76
Toronja Costa,20,26,21,20,Jaba,22.00,27.75,27.50,27.74
Toronja Selva,12,9,12,12,Cajon,12.00,17.25,17.75,17.81
Tumbo,5,5,4,4,Kilogramo,1.00,2.38,2.33,2.40
Tuna Amarilla,3,8,5,6,Kilogramo,1.00,3.28,3.28,3.31
Tuna Blanca,4,,6,6,Kilogramo,1.00,3.30,3.33,3.36
Tuna Morada/Rosada,5,6,8,7,Kilogramo,1.00,3.28,3.28,3.30
Uva Alfonso Lavalett,12,15,20,15,Jaba,12.00,33.25,32.50,34.18
Uva Borgoña,5,5,4,4,Jaba,12.00,28.75,28.50,28.68
Uva Italia,9,9,8,8,Jaba,12.00,37.25,36.50,38.61
Uva Palestina,9,6,6,7,Jaba,12.00,41.50,41.50,40.86
Uva Pirovano,,9,,7,Jaba,12.00,40.50,40.50,40.61
Uva Red Globe,29,44,36,25,Jaba,12.00,36.00,35.25,37.18
Uva Rosada,6,7,,10,Jaba,12.00,38.50,38.50,38.18
Uva Superior,9,7,7,,Jaba,12.00,42.75,42.75,42.75
Yacon (Llacon),1,2,,4,Kilogramo,1.00,2.73,2.93,2.64
