Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Platano Isla,120,129,109,118,Ciento,25.00,34.75,34.75,34.64
Platano Manzano,22,18,20,21,Jaba,16.00,15.75,15.75,15.57
Platano Morado,9,10,10,10,Cajon,12.00,26.75,26.75,27.04
Platano Palillo,60,45,54,52,Ciento,35.00,50.75,51.25,51.29
Platano Seda Congo,58,42,39,84,Ciento,20.00,24.25,24.75,23.93
Platano Seda (Selva),43,58,39,35,Ciento,25.00,23.25,23.75,23.19
Sandia,112,114,83,121,Kilogramo,1.00,0.93,0.98,0.95
Tamarindo (Con Cascara),1,1,,1,Kilogramo,1.00,3.90,3.90,3.82
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,4.90,4.90,4.82
Toronja Costa Con Pepa,19,37,20,23,Jaba,22.00,25.50,25.25,25.07
Toronja Selva Con Pepa,11,13,11,13,Cajon,12.00,16.50,15.75,16.14
Tumbo,4,3,,4,Kilogramo,1.00,2.38,2.38,2.39
Tuna Amarilla,8,12,,10,Kilogramo,1.00,2.65,2.68,2.65
Tuna Blanca,17,16,16,9,Kilogramo,1.00,2.93,2.93,2.92
Tuna Morada/Rosada,8,6,7,11,Kilogramo,1.00,2.65,2.58,2.60
Uva Alfonso Lavalett,42,39,27,28,Jaba,12.00,20.75,20.00,21.07
Uva Fley,12,13,12,,Jaba,12.00,43.50,42.75,43.82
Uva Italia,9,9,10,16,Jaba,12.00,25.75,25.75,26.04
Uva Palestina,7,10,11,9,Jaba,12.00,33.25,33.25,33.75
Uva Rosada,6,9,10,10,Jaba,12.00,33.25,35.25,33.71
Uva Superior,11,11,9,10,Jaba,12.00,35.75,35.25,36.04
Yacon (Llacon),4,3,3,4,Kilogramo,1.00,1.48,1.58,1.52
Zapote,6,4,5,5,Cajon,10.00,25.00,25.50,25.21
