Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Toronja Costa,14,15,,18,Kilogramo,1,2.43,2.53,2.44
Toronja Selva,13,12,12,16,Cajon,12,21.25,22.5,21.49
Tumbo,,5,,5,Kilogramo,1,2.33,2.38,2.37
Tuna Amarilla,7,15,11,21,Kilogramo,1,2,1.98,1.91
Tuna Blanca,10,20,8,13,Kilogramo,1,2.28,2.28,2.24
Tuna Morada/Rosada,5,15,8,15,Kilogramo,1,1.98,1.98,1.91
Uva Alfonso Lavalett,12,12,10,16,Jaba,12,29.75,29.75,30.11
Uva Borgoña,5,4,4,6,Jaba,12,27.75,27.75,27.36
Uva Italia,11,25,15,20,Jaba,12,20.75,21.5,20.29
Uva Palestina,14,9,11,10,Jaba,12,31.75,31.75,32.2
Uva Pirovano,13,6,10,9,Jaba,12,33.75,34.25,33.45
Uva Quebranta/Moscatel,5,7,5,5,Jaba,12,28.25,28.5,28.02
Uva Red Globe,32,45,31,50,Jaba,12,23.5,23.75,22.39
Uva Rosada,6,5,6,9,Jaba,12,32.25,32.25,32.76
Uva Sultanina,10,6,,,Cajon,12,34.5,34.25,34.11
Uva Superior,14,14,10,11,Jaba,12,43.75,43.75,43.71
Yacon (Llacon),6,4,4,4,Kilogramo,1,3.08,3.18,3.17
Zapote,7,8,6,8,Cajon,10,22.5,22.75,22.32
