Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Mandarina Satsuma,129,182,144,137,Kilogramo,1.00,1.33,1.33,1.31
Mandarina Tangerina,20,28,24,20,Jaba,16.00,11.75,11.75,11.99
Mango Criollo,8,9,,,Kilogramo,1.00,3.58,3.58,3.61
Mango Edward,3,9,,11,Bandeja,17.00,57.50,57.25,57.52
Mango Haden /Hayde,5,7,,10,Kilogramo,1.00,2.75,2.75,2.76
Mango Kafro,11,28,27,21,Bandeja,17.00,29.75,30.75,28.79
Mango Kent,11,29,31,35,Kilogramo,1.00,2.38,2.38,2.27
Manzana Cte/Para Agua,18,29,25,29,Cajon,24.00,23.25,23.50,22.32
Manzana Delicia,80,112,88,96,Cajon,24.00,52.75,52.75,51.86
Manzana Golden,7,11,,10,Kilogramo,1.00,1.95,1.95,1.93
Manzana Importada,14,15,,16,Caja,20.00,76.50,76.50,77.70
Manzana Israel,27,38,39,39,Kilogramo,1.00,1.75,1.78,1.70
Manzana Winter,10,13,,10,Cajon,24.00,46.50,46.75,46.68
Maracuya,7,21,17,16,Kilogramo,1.00,2.00,1.88,2.07
Melocoton Blanquillo,33,13,24,18,Cajon,12.00,41.75,40.75,43.46
Melocoton Durazno Huayco,28,53,38,30,Cajon,12.00,42.75,41.75,45.07
Melon Coquito,59,56,75,84,Bandeja,12.00,12.00,12.00,11.75
Membrillo Criollo,6,13,15,17,Kilogramo,1.00,2.38,2.38,2.37
Membrillo Serrano,17,20,21,21,Cajon,24.00,63.25,62.75,62.18
Naranja Primavera,20,22,19,24,Kilogramo,1.00,1.38,1.38,1.38
Naranja Tangelo Selva,46,76,45,66,Jaba,22.00,23.00,22.50,23.29
Naranja Valencia,132,206,146,174,Jaba,24.00,21.75,21.00,21.43
Naranja Washington Naval,16,17,16,18,Kilogramo,1.00,2.48,2.48,2.53
Noni,6,7,7,7,Kilogramo,1.00,1.63,1.65,1.61
Pacae Criollo,2,8,4,6,Kilogramo,1.00,3.08,3.08,3.13
Pacae De Seda,3,5,4,4,Kilogramo,1.00,2.53,2.48,2.46
Palta Antillana,11,15,11,,Cajon,12.00,20.75,19.25,21.50
Palta Choquete,11,10,13,17,Cajon,12.00,17.25,17.25,17.30
Palta Criolla,9,16,11,14,Cajon,12.00,17.50,17.25,17.14
Palta Dedo,2,2,2,2,Kilogramo,1.00,3.28,3.38,3.32
Palta Fuerte,54,46,51,62,Kilogramo,1.00,3.15,3.13,3.23
Palta Hall,7,12,10,12,Cajon,12.00,16.75,16.75,16.82
Palta Hass,6,4,7,7,Kilogramo,1.00,3.28,3.28,3.30
Palta Linda,10,11,9,9,Cajon,12.00,19.75,20.50,20.79
Papaya (Costa),9,13,11,12,Cajon,12.00,14.75,14.75,15.32
Papaya (Selva),168,222,171,208,Cajon,12.00,15.75,15.50,16.79
Pepino Rayado O Melon,26,53,39,28,Kilogramo,1.00,2.28,2.33,2.26
Pera Agua Packam Importado,12,14,,14,Caja,20.00,78.75,78.75,77.92
Piña Criolla (Selva),49,52,52,57,Cajon,12.00,16.75,17.50,16.11
Piña Golden,64,53,56,58,Bandeja,12.00,23.75,23.75,23.43
Piña Hawaiana,50,56,53,53,Kilogramo,1.00,1.03,1.08,1.03
Pitahaya,5,4,5,5,Kilogramo,1.00,7.75,8.25,8.26
Platano Bellaco,86,105,83,115,Ciento,35.00,51.75,50.75,51.46
Platano Bizcocho,70,111,82,96,Bandeja,14.00,16.25,15.50,14.89
Platano Isla,95,123,102,107,Ciento,25.00,35.25,34.75,35.71
Platano Manzano,13,21,18,23,Jaba,16.00,17.25,16.75,16.05
Platano Morado,8,10,9,,Cajon,12.00,28.50,27.75,27.64
Platano Palillo,39,48,46,,Ciento,35.00,51.75,50.75,51.54
Platano Seda Congo,99,98,91,67,Ciento,20.00,24.75,24.75,24.36
Platano Seda (Selva),34,33,29,30,Ciento,25.00,23.75,23.75,23.18
Sandia,69,121,68,108,Kilogramo,1.00,0.95,0.95,0.95
Tamarindo (Con Cascara),1,1,,,Kilogramo,1.00,3.75,3.75,3.78
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,4.75,4.75,4.80
Toronja Costa Con Pepa,7,22,14,17,Jaba,22.00,23.25,23.25,23.18
Toronja Selva Con Pepa,10,14,7,9,Cajon,12.00,15.50,15.50,15.49
Tumbo,,4,,3,Kilogramo,1.00,2.33,2.33,2.37
Tuna Amarilla,10,8,9,16,Kilogramo,1.00,2.28,2.28,2.25
Tuna Blanca,5,9,14,16,Kilogramo,1.00,2.45,2.45,2.38
Tuna Morada/Rosada,14,5,8,14,Kilogramo,1.00,2.28,2.25,2.26
Uva Alfonso Lavalett,16,27,18,14,Jaba,12.00,18.50,18.75,19.93
Uva Borgoña,3,2,,3,Jaba,12.00,28.75,29.50,28.79
Uva Italia,8,20,19,27,Jaba,12.00,22.25,22.50,21.75
Uva Palestina,8,6,,10,Jaba,12.00,30.25,30.00,29.23
Uva Red Globe,19,19,16,28,Jaba,12.00,23.50,23.75,22.89
Uva Superior,10,10,,,Jaba,12.00,34.75,34.75,34.36
Yacon (Llacon),2,5,3,3,Kilogramo,1.00,1.63,1.58,1.60
Zapote,3,5,4,,Cajon,10.00,24.75,24.75,24.17

