Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Melon Esmeralda,5,11,6,,Cajon,10.00,19.00,19.25,17.96
Membrillo Criollo,11,14,13,13,Kilogramo,1.00,2.90,2.93,2.90
Membrillo Serrano,21,21,18,18,Cajon,24.00,60.25,61.50,58.79
Naranja Primavera,18,25,26,21,Kilogramo,1.00,1.50,1.48,1.42
Naranja Tangelo Selva,52,40,46,48,Jaba,22.00,48.25,48.50,47.25
Naranja Valencia,143,138,130,144,Jaba,24.00,21.25,20.75,21.14
Naranja Washington Naval,10,11,13,13,Kilogramo,1.00,5.78,5.78,5.76
Noni,4,3,,,Kilogramo,1.00,1.55,1.55,1.52
Pacae De Seda,3,6,3,3,Kilogramo,1.00,4.70,4.58,4.73
Palta Choquete,6,10,7,8,Cajon,12.00,25.75,26.50,25.50
Palta Collin Red,8,8,7,8,Cajon,12.00,28.00,28.25,28.04
Palta Criolla,7,8,10,11,Cajon,12.00,23.75,24.00,22.79
Palta Dedo,3,3,3,3,Kilogramo,1.00,6.15,5.93,6.15
Palta Fuerte,50,49,41,41,Kilogramo,1.00,8.08,7.85,8.12
Palta Hall,14,10,12,12,Cajon,12.00,24.67,24.75,23.99
Palta Hass,10,8,10,9,Kilogramo,1.00,5.40,5.20,5.35
Palta Linda,9,8,10,10,Cajon,12.00,34.00,33.75,34.00
Palta Naval,11,12,14,14,Kilogramo,1.00,5.40,5.53,5.27
Papaya (Costa),12,9,,,Cajon,12.00,20.00,20.00,18.89
Papaya (Selva),161,188,154,165,Cajon,12.00,21.00,21.00,20.00
Pepino Rayado O Melon,28,27,26,24,Kilogramo,1.00,2.03,2.03,1.99
Pera Agua Criolla,8,9,9,,Jaba,16.00,28.00,27.75,28.29
Pera Agua Italiana,8,11,8,7,Jaba,16.00,29.00,28.75,28.50
Pera Agua Packam Importado,12,13,14,,Caja,20.00,92.50,92.00,92.54
Piña Criolla (Selva),47,49,45,50,Cajon,12.00,12.25,12.00,11.75
Piña Golden,57,54,59,67,Bandeja,12.00,21.00,20.75,19.14
Piña Hawaiana,47,46,46,50,Kilogramo,1.00,1.15,1.13,1.12
Pitahaya,,6,,,Kilogramo,1.00,8.33,7.75,8.14
Platano Bellaco,63,105,73,78,Ciento,35.00,52.25,51.50,51.82
Platano Bizcocho,58,76,65,67,Bandeja,14.00,16.50,15.75,16.25
Platano Isla,84,78,89,105,Ciento,25.00,42.25,42.25,42.32
Platano Manzano,13,27,20,21,Jaba,16.00,20.00,19.25,19.86
Platano Morado,6,18,,13,Cajon,12.00,29.00,28.50,28.64
Platano Palillo,37,33,49,58,Ciento,35.00,54.00,52.75,53.18
Platano Seda Congo,47,97,57,62,Ciento,20.00,38.75,37.75,37.39
Platano Seda (Selva),16,12,22,25,Ciento,25.00,37.00,36.75,35.18
Sandia,120,88,84,99,Kilogramo,1.00,0.93,0.90,0.90
Sanki,4,4,,,Kilogramo,1.00,7.50,7.25,7.31
Tamarindo (Con Cascara),,1,,,Kilogramo,1.00,4.75,4.75,4.81
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.75,5.75,5.81
Toronja Costa,14,17,16,13,Jaba,22.00,43.50,43.50,43.89
Toronja Selva,14,7,10,9,Cajon,12.00,25.67,25.25,25.99
Tumbo,4,4,4,4,Kilogramo,1.00,2.30,2.28,2.24
Tuna Amarilla,13,15,12,7,Kilogramo,1.00,2.70,2.58,2.84
Tuna Blanca,15,13,12,8,Kilogramo,1.00,2.63,2.63,2.72
Tuna Morada/Rosada,8,10,10,7,Kilogramo,1.00,2.65,2.58,2.83
Uva Alfonso Lavalett,13,14,16,14,Jaba,12.00,29.50,28.50,28.75
Uva Borgoña,3,4,,,Jaba,12.00,29.00,27.25,27.46
Uva Crimson,6,6,,8,Jaba,12.00,32.00,32.50,29.36
Uva Flame,8,6,,,Jaba,12.00,24.25,23.75,24.25
Uva Fley,7,5,,,Jaba,12.00,34.00,32.75,33.25
Uva Italia,12,6,12,12,Jaba,12.00,29.25,28.25,28.32
Uva Palestina,7,14,6,,Jaba,12.00,36.00,35.25,35.39
Uva Pirovano,6,7,6,,Jaba,12.00,37.00,35.75,37.32
Uva Red Globe,35,44,29,36,Jaba,12.00,29.25,27.50,27.07
Uva Rosada,6,12,7,8,Jaba,12.00,35.00,34.75,35.46
Uva Superior,10,10,7,5,Jaba,12.00,43.00,44.50,43.18
Uva Thompson,8,5,6,6,Jaba,12.00,42.00,43.75,42.00
Uva Zafiro,5,5,6,5,Jaba,12.00,26.00,26.33,25.57
Yacon (Llacon),2,2,2,3,Kilogramo,1.00,4.40,4.33,4.23
