Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Palta Hass,7,4,5,8,Kilogramo,1.00,4.93,5.15,4.89
Palta Linda,5,5,7,8,Cajon,12.00,27.50,27.75,26.96
Palta Naval,10,5,10,10,Kilogramo,1.00,4.93,5.00,4.89
Papaya (Costa),11,11,11,,Cajon,12.00,23.75,21.75,23.39
Papaya (Selva),161,188,167,157,Cajon,12.00,26.25,23.50,25.57
Pepino Rayado O Melon,20,33,37,34,Kilogramo,1.00,1.45,1.45,1.48
Pera Agua Criolla,14,17,,,Jaba,16.00,41.25,41.50,41.13
Pera Agua Italiana,9,13,13,12,Jaba,16.00,45.25,44.75,45.57
Pera Agua Packam Importado,13,16,14,14,Caja,20.00,88.75,88.50,87.79
Piña Criolla (Selva),42,62,55,55,Cajon,12.00,11.25,11.00,11.43
Piña Golden,41,69,51,54,Bandeja,12.00,18.50,18.00,17.27
Piña Hawaiana,48,66,55,56,Kilogramo,1.00,1.08,1.05,1.07
Pitahaya,3,4,,7,Kilogramo,1.00,8.75,8.25,9.79
Platano Bellaco,56,139,82,104,Ciento,35.00,51.50,52.25,51.61
Platano Bizcocho (Selva),67,109,90,87,Bandeja,14.00,14.00,13.75,14.07
Platano Isla (Selva),98,129,105,95,Ciento,25.00,35.75,35.75,34.71
Platano Manzano (Selva),11,21,21,18,Jaba,16.00,16.50,15.75,16.18
Platano Morado (Selva),6,12,11,11,Cajon,12.00,27.25,26.50,27.14
Platano Palillo/Selva,39,49,50,45,Ciento,35.00,53.75,52.25,52.21
Platano Seda Congo,30,62,66,83,Ciento,20.00,24.00,24.75,24.71
Platano Seda (Selva),31,39,27,24,Ciento,25.00,23.25,24.25,23.89
Sandia,24,99,90,95,Kilogramo,1.00,0.88,0.93,0.90
Tamarindo (Con Cascara),1,,,1,Kilogramo,1.00,4.85,4.85,4.80
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.85,5.85,5.79
Toronja Costa Con Pepa,14,16,,,Jaba,22.00,23.25,22.75,23.61
Toronja Selva Con Pepa,8,13,9,8,Cajon,12.00,16.75,16.50,16.68
Tumbo,4,5,4,4,Kilogramo,1.00,2.35,2.33,2.36
Tuna Amarilla,10,16,15,10,Kilogramo,1.00,2.23,2.18,2.18
Tuna Blanca,8,21,14,11,Kilogramo,1.00,2.23,2.23,2.16
Tuna Morada/Rosada,6,8,9,8,Kilogramo,1.00,2.25,2.25,2.18
Uva Alfonso Lavalett,12,28,17,22,Jaba,12.00,23.25,23.50,22.43
Uva Borgoña,5,6,4,,Jaba,12.00,27.50,27.38,26.82
Uva Flame,11,,14,,Jaba,12.00,18.25,17.50,18.82
Uva Italia Nacional,10,17,17,22,Jaba,12.00,23.25,23.75,22.43
Uva Palestina,8,15,10,9,Jaba,12.00,27.50,27.75,26.89
Uva Red Globe,31,44,34,39,Jaba,12.00,22.25,22.50,21.50
Uva Rosada,9,33,14,13,Jaba,12.00,27.25,27.50,27.14
Yacon (Llacon),3,4,3,3,Kilogramo,1.00,1.85,1.85,1.78
Zapote,3,4,,,Cajon,10.00,33.50,32.00,33.88

