Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Mango Tommy Aki,11,7,8,6,Kilogramo,1.00,5.65,5.58,5.87
Manzana Cte/Para Agua,34,34,31,39,Cajon,24.00,34.75,34.75,34.46
Manzana Delicia,80,84,80,95,Cajon,24.00,45.75,46.25,43.96
Manzana Golden,10,6,9,10,Kilogramo,1.00,2.25,2.25,2.30
Manzana Importada,16,15,14,15,Caja,20.00,86.50,86.50,86.50
Manzana Israel,36,39,32,24,Kilogramo,1.00,3.08,2.98,3.08
Manzana Winter,10,12,10,11,Cajon,24.00,45.50,45.50,44.93
Maracuya,18,11,11,14,Kilogramo,1.00,1.48,1.53,1.47
Melocoton Blanquillo,17,11,19,18,Cajon,12.00,37.75,38.25,37.18
Melocoton Durazno Huayco,38,33,29,34,Cajon,12.00,38.75,38.75,37.86
Melon Coquito,42,47,26,43,Bandeja,12.00,18.25,16.75,17.11
Membrillo Criollo,10,17,10,13,Kilogramo,1.00,2.08,2.10,1.93
Membrillo Serrano,21,16,19,20,Cajon,24.00,50.75,51.25,49.36
Naranja Miniola,48,44,38,60,Kilogramo,1.00,1.35,1.38,1.32
Naranja Primavera,14,16,18,15,Kilogramo,1.00,1.58,1.63,1.54
Naranja Tangelo Costa,25,55,43,42,Kilogramo,1.00,1.38,1.45,1.40
Naranja Tangelo Selva,87,63,77,75,Jaba,22.00,27.25,28.25,26.64
Naranja Valencia,177,142,151,170,Jaba,24.00,16.25,16.50,16.50
Naranja Washington Naval,19,28,15,23,Kilogramo,1.00,2.20,2.23,2.22
Naranjita China Kin Kan,1,3,,,Kilogramo,1.00,4.93,4.93,4.69
Nispero De Agua,20,14,13,21,Cajon,24.00,53.25,52.75,53.07
Noni,,,,4,Kilogramo,1.00,1.68,1.63,1.64
Pacae De Seda,6,6,8,,Kilogramo,1.00,3.83,3.75,3.80
Palta Choquete,7,9,6,8,Cajon,12.00,22.75,22.75,22.82
Palta Criolla,5,9,8,11,Cajon,12.00,24.75,24.75,23.46
Palta Dedo,2,3,3,2,Kilogramo,1.00,3.95,4.00,3.92
Palta Fuerte,47,45,46,50,Kilogramo,1.00,5.23,5.38,5.29
Palta Hall,9,8,10,13,Cajon,12.00,23.75,24.25,23.43
Palta Hass,11,7,13,11,Kilogramo,1.00,3.38,3.33,3.29
Palta Linda,5,14,8,8,Cajon,12.00,26.75,26.75,26.50
Palta Naval,12,15,18,16,Kilogramo,1.00,3.13,3.15,2.99
Palta Queen,8,6,10,10,Kilogramo,1.00,2.93,2.88,2.85
Palta Villa Campa,7,7,11,11,Kilogramo,1.00,2.93,2.85,2.93
Papaya (Costa),15,13,12,13,Cajon,12.00,15.75,15.00,18.29
Papaya (Selva),199,187,169,192,Cajon,12.00,16.25,15.50,18.86
Pepino Rayado O Melon,23,40,32,32,Kilogramo,1.00,2.05,2.05,2.09
Pera Agua Packam Importado,16,15,14,15,Caja,20.00,86.50,86.50,87.25
Piña Criolla (Selva),56,47,50,54,Cajon,12.00,12.25,12.25,11.61
Piña Golden,62,61,59,65,Bandeja,12.00,28.50,28.25,24.93
Piña Hawaiana,53,48,49,52,Kilogramo,1.00,1.15,1.20,1.07
Pitahaya,5,4,,5,Kilogramo,1.00,14.75,15.50,14.61
Platano Bellaco,118,76,76,90,Ciento,35.00,52.25,52.25,53.00
Platano Bizcocho,94,93,80,98,Bandeja,14.00,14.75,14.50,15.93
Platano Isla,109,100,98,104,Ciento,25.00,42.75,42.25,42.64
Platano Manzano,28,22,16,25,Jaba,16.00,16.25,16.00,17.07
Platano Morado,18,10,11,16,Cajon,12.00,26.75,26.75,27.18
Platano Palillo,60,46,42,52,Ciento,35.00,54.50,52.25,54.89
Platano Seda Congo,112,108,80,100,Ciento,20.00,32.75,32.25,32.61
Platano Seda (Selva),27,23,23,23,Ciento,25.00,31.75,31.50,31.32
Sandia,44,49,58,53,Kilogramo,1.00,1.43,1.43,1.41
Tamarindo (Con Cascara),1,1,,,Kilogramo,1.00,4.75,4.65,4.74
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.75,5.65,5.74
Toronja Costa,29,22,19,,Jaba,22.00,26.00,25.75,26.14
Toronja Selva,16,8,12,14,Cajon,12.00,16.50,18.00,16.96
Tumbo,4,3,4,4,Kilogramo,1.00,2.38,2.35,2.37
Tuna Amarilla,5,10,6,7,Kilogramo,1.00,3.18,3.25,3.22
Tuna Blanca,10,10,7,9,Kilogramo,1.00,3.35,3.38,3.31
Tuna Morada/Rosada,8,13,8,8,Kilogramo,1.00,3.18,3.30,3.24
Uva Alfonso Lavalett,16,12,23,21,Jaba,12.00,26.75,28.25,24.39
Uva Borgoña,5,5,6,6,Jaba,12.00,26.50,27.25,25.43
Uva Italia,6,6,9,11,Jaba,12.00,33.75,35.00,31.93
Uva Palestina,7,9,8,9,Jaba,12.00,38.50,38.50,37.61
Uva Pirovano,5,8,7,8,Jaba,12.00,37.50,37.50,35.21
Uva Red Globe,15,22,36,32,Jaba,12.00,30.75,31.75,29.04
Uva Rosada,5,5,5,9,Jaba,12.00,35.50,35.25,34.50
Uva Superior,4,4,5,7,Jaba,12.00,45.50,45.25,44.04
Yacon (Llacon),2,2,3,3,Kilogramo,1.00,2.35,2.23,2.26
