Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Pina Golden,56,69,69,70,Bandeja,12.00,25.25,25.25,25.21
Pina Hawaiana,39,54,49,47,Kilogramo,1.00,0.98,1.03,1.03
Pitahaya,6,1,6,6,Kilogramo,1.00,11.25,12.25,10.36
Platano Bellaco,57,109,83,82,Ciento,35.00,66.25,66.50,65.32
Platano Bizcocho,61,85,84,68,Bandeja,14.00,16.75,17.25,16.82
Platano Isla,89,81,101,89,Ciento,25.00,52.50,52.50,52.96
Platano Manzano,14,23,21,20,Jaba,16.00,19.25,18.75,19.43
Platano Morado,9,16,13,11,Cajon,12.00,35.25,35.25,35.86
Platano Palillo,24,70,55,55,Ciento,35.00,64.25,63.75,64.43
Platano Seda Congo,64,85,82,76,Ciento,20.00,36.25,36.25,35.68
Platano Seda (Selva),21,16,17,20,Ciento,25.00,34.25,34.75,34.29
Rambután,4,4,4,,Kilogramo,1.00,12.75,12.75,12.89
Sandia,94,82,92,74,Kilogramo,1.00,0.85,0.85,0.86
Sanki,7,5,4,,Kilogramo,1.00,4.95,4.93,4.93
Tamarindo (Con Cascara),1,1,,1,Kilogramo,1.00,4.70,4.75,4.67
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,6.13,6.10,6.12
Toronja Costa,18,12,20,21,Kilogramo,1.00,2.75,2.68,2.70
Toronja Selva,9,12,14,12,Cajon,12.00,22.25,22.50,22.79
Tumbo,4,5,5,,Kilogramo,1.00,2.43,2.38,2.40
Tuna Amarilla,9,7,10,11,Kilogramo,1.00,2.25,2.25,2.21
Tuna Blanca,6,7,8,9,Kilogramo,1.00,2.45,2.48,2.43
Tuna Morada/Rosada,6,7,8,9,Kilogramo,1.00,2.25,2.25,2.28
Uva Alfonso Lavalett,15,18,16,12,Jaba,12.00,20.75,20.75,20.71
Uva Italia,18,16,25,11,Jaba,12.00,23.25,23.75,22.96
Uva Palestina,7,7,8,12,Jaba,12.00,32.50,33.25,32.86
Uva Red Globe,37,36,32,30,Jaba,12.00,23.75,24.75,23.29
Uva Rosada,9,12,9,9,Jaba,12.00,29.25,29.75,29.14
Uva Superior,21,20,18,,Jaba,12.00,41.25,41.25,41.32
Yacon (Llacon),6,4,5,3,Kilogramo,1.00,2.73,2.73,2.79
Zapote,5,7,5,6,Cajon,10.00,28.50,28.25,28.25
