Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Palta Choquete,7,5,6,7,Cajon,12.00,24.50,24.50,23.79
Palta Collin Red,9,7,7,,Cajon,12.00,31.25,31.25,30.96
Palta Criolla,9,12,9,11,Cajon,12.00,22.25,22.50,22.68
Palta Dedo,2,3,3,3,Kilogramo,1.00,6.38,6.38,6.25
Palta Fuerte,27,45,33,35,Kilogramo,1.00,6.68,6.68,6.66
Palta Hall,10,15,10,10,Cajon,12.00,23.50,23.50,24.18
Palta Hass,14,11,10,11,Kilogramo,1.00,4.88,4.88,4.70
Palta Linda,9,6,,8,Cajon,12.00,35.25,35.25,34.71
Palta Naval,10,12,11,12,Kilogramo,1.00,4.38,4.38,4.10
Palta Queen,6,8,7,9,Kilogramo,1.00,4.38,4.38,4.28
Papaya (Costa),,13,,14,Cajon,12.00,19.00,19.75,18.50
Papaya (Selva),172,190,173,218,Cajon,12.00,20.50,20.75,20.11
Pepino Rayado O Melon,20,27,25,28,Kilogramo,1.00,1.58,1.65,1.53
Pera Agua Italiana,7,6,6,,Jaba,16.00,27.25,26.50,27.50
Pera Agua Packam Importado,10,17,14,15,Caja,20.00,87.50,87.50,87.82
Piña Criolla (Selva),53,57,52,53,Cajon,12.00,12.25,11.25,12.71
Piña Golden,67,65,63,66,Bandeja,12.00,25.00,24.75,27.07
Piña Hawaiana,52,58,50,51,Kilogramo,1.00,1.00,0.98,1.03
Pitahaya,2,6,,5,Kilogramo,1.00,6.25,6.38,6.56
Platano Bellaco,80,81,92,96,Ciento,35.00,56.25,56.50,56.75
Platano Bizcocho,83,86,58,83,Bandeja,14.00,18.75,17.75,18.96
Platano Isla,132,109,109,114,Ciento,25.00,42.25,42.25,41.89
Platano Manzano,21,29,24,28,Jaba,16.00,20.75,20.75,21.11
Platano Morado,16,12,13,14,Cajon,12.00,28.50,28.50,28.93
Platano Palillo,92,48,72,75,Ciento,35.00,55.75,55.75,56.25
Platano Seda Congo,65,107,81,78,Ciento,20.00,35.00,35.00,35.61
Platano Seda (Selva),25,28,15,22,Ciento,25.00,34.25,33.75,34.89
Sandia,72,99,72,71,Kilogramo,1.00,0.95,0.95,0.97
Sanki,5,6,6,8,Kilogramo,1.00,5.15,5.15,5.17
Tamarindo (Con Cascara),1,1,,,Kilogramo,1.00,4.75,4.75,4.88
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.75,5.75,5.80
Toronja Costa,19,18,,24,Jaba,22.00,39.25,39.25,38.04
Toronja Selva,2,9,8,12,Cajon,12.00,24.25,23.75,23.18
Tumbo,2,4,4,5,Kilogramo,1.00,2.45,2.45,2.43
Tuna Amarilla,8,6,8,8,Kilogramo,1.00,3.33,3.33,3.31
Tuna Blanca,8,5,9,8,Kilogramo,1.00,3.35,3.33,3.30
Tuna Morada/Rosada,6,5,9,8,Kilogramo,1.00,3.33,3.35,3.32
Uva Alfonso Lavalett,14,18,19,19,Jaba,12.00,27.00,27.00,27.29
Uva Borgoña,2,4,,,Jaba,12.00,26.75,27.25,26.86
Uva Crimson,10,8,7,8,Jaba,12.00,27.25,27.75,27.79
Uva Italia,11,11,10,9,Jaba,12.00,28.50,28.50,28.00
Uva Palestina,8,6,7,6,Jaba,12.00,41.25,39.25,41.07
Uva Pirovano,10,4,,,Jaba,12.00,40.50,41.25,40.61
Uva Red Globe,31,43,31,41,Jaba,12.00,26.00,26.50,26.75
Uva Rosada,9,9,,,Jaba,12.00,40.75,40.25,41.14
Uva Superior,2,6,9,11,Jaba,12.00,43.75,42.75,43.50
Uva Thompson,4,9,,,Jaba,12.00,43.75,43.25,43.75
Uva Zafiro,3,8,,,Jaba,12.00,29.25,28.25,29.19
Yacon (Llacon),2,1,2,2,Kilogramo,1.00,3.20,3.18,3.03
