Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Manzana Golden,8,5,9,9,Kilogramo,1.00,1.93,1.85,1.89
Manzana Importada,13,12,14,12,Caja,20.00,87.75,86.50,87.25
Manzana Israel,41,22,45,36,Kilogramo,1.00,1.05,1.05,0.96
Manzana Winter,8,8,11,10,Cajon,24.00,46.25,46.75,45.75
Maracuya,9,7,9,9,Kilogramo,1.00,1.85,1.85,1.88
Melocoton Blanquillo,8,15,10,13,Cajon,12.00,40.50,40.00,40.39
Melocoton Durazno Huayco,34,21,25,16,Cajon,12.00,41.25,41.25,41.32
Melon Coquito,52,56,64,35,Bandeja,12.00,11.50,11.25,11.57
Membrillo Criollo,8,5,8,9,Kilogramo,1.00,1.93,1.88,1.94
Membrillo Serrano,22,17,18,18,Cajon,24.00,51.50,51.50,52.61
Naranja Primavera,26,24,26,18,Kilogramo,1.00,1.43,1.38,1.41
Naranja Tangelo Selva,63,41,55,36,Jaba,22.00,30.50,30.75,29.00
Naranja Valencia,138,76,138,75,Jaba,24.00,21.50,22.00,21.00
Naranja Washington Naval(Costa),14,20,15,11,Kilogramo,1.00,3.33,3.25,3.29
Noni,,4,,,Kilogramo,1.00,1.93,1.93,1.89
Pacae De Seda,4,4,5,5,Kilogramo,1.00,3.40,3.45,3.42
Palta Collin Red (Costa/Selva),10,8,9,,Cajon,12.00,18.50,18.75,19.36
Palta Criolla (Selva),10,12,10,9,Cajon,12.00,16.50,16.25,17.25
Palta Dedo,4,3,,,Kilogramo,1.00,4.75,4.65,4.78
Palta Fuerte,32,36,44,33,Kilogramo,1.00,4.40,4.28,4.52
Palta Hall,10,10,12,9,Cajon,12.00,18.50,18.50,19.57
Palta Hass,7,4,6,6,Kilogramo,1.00,4.43,4.28,4.43
Palta Linda,9,5,8,5,Cajon,12.00,24.50,24.50,25.32
Papaya (Costa),14,10,13,11,Cajon,12.00,15.25,16.50,14.36
Papaya (Selva),158,119,160,151,Cajon,12.00,17.25,17.75,15.71
Pepino Rayado O Melon,28,18,33,26,Kilogramo,1.00,1.93,1.88,1.88
Pera Agua Criolla,10,20,18,,Jaba,16.00,42.50,42.25,41.50
Pera Agua Italiana,14,21,20,11,Jaba,16.00,43.25,43.25,42.21
Pera Agua Packam Importado,12,11,14,12,Caja,20.00,89.25,87.75,87.89
Piña Criolla (Selva),54,40,54,39,Cajon,12.00,11.25,11.25,11.29
Piña Golden,63,28,54,45,Bandeja,12.00,22.25,21.75,19.18
Piña Hawaiana,58,38,54,43,Kilogramo,1.00,1.03,1.03,1.02
Pitahaya,12,4,,5,Kilogramo,1.00,7.25,6.75,7.07
Platano Bellaco,87,90,72,75,Ciento,35.00,51.50,51.50,51.71
Platano Bizcocho (Selva),83,60,81,63,Bandeja,14.00,13.25,14.50,13.00
Platano Isla (Selva),78,73,92,89,Ciento,25.00,37.00,36.75,37.07
Platano Manzano (Selva),14,14,19,16,Jaba,16.00,17.50,17.25,16.11
Platano Morado (Selva),10,6,16,9,Cajon,12.00,29.25,28.50,27.93
Platano Palillo/Selva,34,42,42,41,Ciento,35.00,52.75,51.75,52.25
Platano Seda Congo,74,34,64,41,Ciento,20.00,24.25,25.00,25.21
Platano Seda (Selva),32,26,26,22,Ciento,25.00,24.25,23.75,24.39
Sandia,73,33,78,64,Kilogramo,1.00,0.93,0.95,0.94
Tamarindo (Con Cascara),1,1,,,Kilogramo,1.00,4.65,4.65,4.84
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.70,5.65,5.83
Toronja Costa Con Pepa,15,11,14,12,Jaba,22.00,24.25,24.25,24.29
Toronja Selva Con Pepa,8,9,8,9,Cajon,12.00,17.50,16.75,16.79
Tumbo,6,4,5,4,Kilogramo,1.00,2.43,2.58,2.41
Tuna Amarilla,6,11,18,13,Kilogramo,1.00,2.23,2.25,2.22
Tuna Blanca,13,9,15,12,Kilogramo,1.00,2.20,2.25,2.24
Tuna Morada/Rosada,18,10,13,10,Kilogramo,1.00,2.23,2.25,2.22
Uva Alfonso Lavalett,17,13,19,14,Jaba,12.00,22.50,22.25,22.14
Uva Borgoña,5,4,4,3,Jaba,12.00,26.50,26.50,26.54
Uva Flame,13,10,14,7,Jaba,12.00,17.50,16.75,17.29
Uva Italia Nacional,24,19,21,13,Jaba,12.00,21.50,20.25,21.57
Uva Palestina,10,14,,5,Jaba,12.00,25.25,24.75,26.25
Uva Pirovano,8,15,10,,Jaba,12.00,23.25,22.75,24.50
Uva Quebranta/Moscatel,5,5,5,,Jaba,12.00,26.00,26.25,25.86
Uva Red Globe,19,52,41,30,Jaba,12.00,21.25,19.75,21.86
Uva Superior,12,23,10,,Jaba,12.00,32.25,31.75,33.46
Yacon (Llacon),3,4,3,3,Kilogramo,1.00,1.93,1.88,1.87
Zapote,7,4,5,,Cajon,10.00,25.50,24.75,26.57
