Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Palta Fuerte,42,31,38,34,Kilogramo,1.00,3.28,3.38,3.26
Palta Hall,12,9,14,12,Cajon,12.00,17.25,17.25,17.00
Palta Hass,5,4,6,4,Kilogramo,1.00,3.43,3.38,3.46
Palta Linda,6,8,8,7,Cajon,12.00,25.50,25.75,25.64
Papaya (Costa),12,8,11,10,Cajon,12.00,12.50,12.75,12.89
Papaya (Selva),180,104,182,122,Cajon,12.00,14.00,14.00,13.89
Pepino Rayado O Melon,15,18,19,16,Kilogramo,1.00,2.20,2.23,2.16
Pera Agua Criolla,7,6,10,10,Jaba,16.00,28.50,28.50,27.21
Pera Agua Italiana,7,6,7,7,Jaba,16.00,37.25,36.75,36.11
Pera Agua Packam Importado,12,10,14,13,Caja,20.00,86.75,88.50,86.71
Piña Criolla (Selva),47,37,45,39,Cajon,12.00,23.25,23.75,22.75
Piña Golden,71,72,76,66,Bandeja,12.00,26.25,26.75,24.75
Piña Hawaiana,48,40,45,40,Kilogramo,1.00,1.43,1.45,1.42
Pitahaya,4,4,5,5,Kilogramo,1.00,8.00,8.00,7.29
Platano Bellaco,86,63,73,60,Ciento,35.00,51.25,53.75,51.39
Platano Bizcocho,60,66,82,73,Bandeja,14.00,15.50,15.75,15.68
Platano Isla,116,81,104,79,Ciento,25.00,43.50,43.75,43.21
Platano Manzano,15,16,20,20,Jaba,16.00,17.25,17.25,17.04
Platano Morado,9,10,12,10,Cajon,12.00,28.00,27.75,28.00
Platano Palillo,69,67,59,47,Ciento,35.00,51.50,51.75,51.43
Platano Seda Congo,84,58,82,48,Ciento,20.00,31.50,31.75,30.89
Platano Seda (Selva),23,27,24,25,Ciento,25.00,31.25,30.75,30.11
Sandia,104,70,106,82,Kilogramo,1.00,0.83,0.85,0.83
Tamarindo (Con Cascara),1,1,,,Kilogramo,1.00,4.23,4.60,4.19
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.23,5.65,5.19
Toronja Costa,12,30,15,12,Jaba,22.00,30.50,32.25,29.64
Toronja Selva,9,10,10,9,Cajon,12.00,18.25,17.75,17.82
Tumbo,3,3,3,4,Kilogramo,1.00,2.93,2.88,2.70
Tuna Amarilla,11,10,12,11,Kilogramo,1.00,1.90,1.93,1.91
Tuna Blanca,13,9,13,12,Kilogramo,1.00,1.85,1.88,1.86
Tuna Morada/Rosada,12,6,9,10,Kilogramo,1.00,1.85,1.95,1.90
Uva Alfonso Lavalett,12,12,14,10,Jaba,12.00,24.50,24.75,24.46
Uva Borgoña,4,4,4,4,Jaba,12.00,27.25,26.75,26.89
Uva Italia,20,20,19,11,Jaba,12.00,17.00,16.25,17.25
Uva Palestina,6,6,8,8,Jaba,12.00,24.50,24.50,24.21
Uva Quebranta/Moscatel,4,4,5,5,Jaba,12.00,26.00,25.75,25.29
Uva Red Globe,29,32,36,27,Jaba,12.00,15.75,15.75,15.64
Uva Rosada,9,9,8,6,Jaba,12.00,26.50,26.50,26.68
Uva Sultanina,6,9,8,9,Cajon,12.00,26.00,25.75,25.36
Uva Superior,7,7,7,6,Jaba,12.00,33.00,32.75,32.25
Yacon (Llacon),4,3,4,4,Kilogramo,1.00,1.60,1.73,1.59
Zapote,5,6,5,5,Cajon,10.00,19.25,19.25,20.36
