Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Pera Agua Italiana,5,4,5,,Jaba,16.00,27.75,27.75,27.93
Pera Agua Packam Importado,15,15,14,13,Caja,20.00,87.50,87.50,86.57
Piña Criolla (Selva),57,50,50,47,Cajon,12.00,13.00,12.75,13.43
Piña Golden,67,61,65,54,Bandeja,12.00,29.00,28.50,28.89
Piña Hawaiana,52,47,49,46,Kilogramo,1.00,1.08,1.05,1.04
Pitahaya,6,5,6,5,Kilogramo,1.00,7.25,6.38,7.30
Platano Bellaco,119,86,94,70,Ciento,35.00,57.75,57.75,57.61
Platano Bizcocho,67,46,72,63,Bandeja,14.00,18.75,18.75,18.36
Platano Isla,127,96,98,78,Ciento,25.00,42.50,41.75,42.00
Platano Manzano,31,25,22,20,Jaba,16.00,20.50,21.25,20.64
Platano Morado,14,16,15,14,Cajon,12.00,29.00,28.75,29.25
Platano Palillo,95,68,64,49,Ciento,35.00,55.75,56.25,56.61
Platano Seda Congo,126,46,78,62,Ciento,20.00,36.00,35.75,35.71
Platano Seda (Selva),11,13,18,16,Ciento,25.00,34.25,34.75,34.68
Sandia,75,43,75,53,Kilogramo,1.00,1.00,0.98,1.02
Sanki,9,9,5,5,Kilogramo,1.00,5.08,5.08,4.94
Tamarindo (Con Cascara),1,1,1,,Kilogramo,1.00,4.90,4.90,4.83
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.85,5.85,5.77
Toronja Costa,22,8,20,15,Jaba,22.00,36.75,37.25,36.11
Toronja Selva,10,10,11,10,Cajon,12.00,22.75,23.25,22.32
Tumbo,6,5,4,4,Kilogramo,1.00,2.45,2.45,2.36
Tuna Amarilla,8,5,9,7,Kilogramo,1.00,3.35,3.35,3.45
Tuna Blanca,10,7,7,8,Kilogramo,1.00,3.35,3.28,3.46
Tuna Morada/Rosada,8,8,8,7,Kilogramo,1.00,3.35,3.35,3.43
Uva Alfonso Lavalett,28,16,20,17,Jaba,12.00,28.25,27.75,28.68
Uva Borgoña,,3,,,Jaba,12.00,27.25,27.25,27.21
Uva Crimson,8,5,,,Jaba,12.00,28.50,28.50,28.21
Uva Italia,11,10,11,11,Jaba,12.00,28.25,27.75,29.75
Uva Palestina,6,9,6,,Jaba,12.00,41.25,41.50,40.89
Uva Pirovano,,,,6,Jaba,12.00,41.50,41.50,42.04
Uva Red Globe,36,31,36,32,Jaba,12.00,27.50,26.75,28.32
Uva Rosada,,8,,,Jaba,12.00,41.25,41.50,40.64
Uva Superior,13,7,8,10,Jaba,12.00,42.50,42.75,42.36
Yacon (Llacon),2,3,2,2,Kilogramo,1.00,2.93,2.88,2.91
