Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Noni,6,15,9,9,Kilogramo,1.00,1.50,1.55,1.50
Pacae Criollo,6,3,4,5,Kilogramo,1.00,3.13,3.20,3.16
Pacae De Seda,6,6,4,6,Kilogramo,1.00,2.18,2.30,2.15
Palta Choquete,11,10,9,8,Cajon,12.00,22.50,21.33,22.29
Palta Collin Red,8,8,9,8,Cajon,12.00,21.75,22.33,21.93
Palta Criolla,14,13,12,10,Cajon,12.00,20.50,20.75,20.64
Palta Dedo,3,3,3,3,Kilogramo,1.00,3.28,3.30,3.26
Palta Fuerte,78,39,57,52,Kilogramo,1.00,3.75,3.75,3.69
Palta Hall,12,11,12,9,Cajon,12.00,21.75,22.00,21.82
Palta Hass,14,5,8,7,Kilogramo,1.00,2.93,2.90,2.91
Palta Linda,9,9,9,8,Cajon,12.00,22.75,24.33,25.07
Palta Naval,13,11,9,,Kilogramo,1.00,2.08,2.10,2.10
Palta Queen,11,8,,,Kilogramo,1.00,3.38,3.40,3.41
Papaya (Costa),14,10,11,9,Cajon,12.00,13.75,15.00,13.93
Papaya (Selva),185,179,171,160,Cajon,12.00,15.50,15.75,15.11
Pepino Rayado O Melon,33,22,15,27,Kilogramo,1.00,2.08,2.03,2.07
Pera Agua Packam Importado,18,16,16,14,Caja,20.00,78.50,77.50,76.82
Piña Criolla (Selva),62,52,53,55,Cajon,12.00,12.75,12.50,12.86
Piña Golden,63,68,60,58,Bandeja,12.00,21.75,23.00,21.82
Piña Hawaiana,60,56,54,51,Kilogramo,1.00,0.98,1.03,0.97
Pitahaya,5,7,4,5,Kilogramo,1.00,15.25,13.33,16.25
Platano Bellaco,133,79,93,79,Ciento,35.00,50.75,50.75,51.14
Platano Bizcocho,81,49,85,79,Bandeja,14.00,17.50,17.75,16.14
Platano Isla,131,101,116,93,Ciento,25.00,34.25,34.75,34.61
Platano Manzano,27,16,19,20,Jaba,16.00,17.50,19.00,16.29
Platano Morado,8,10,9,8,Cajon,12.00,28.25,29.00,27.07
Platano Palillo,60,40,52,47,Ciento,35.00,50.75,51.50,51.11
Platano Seda Congo,89,44,57,61,Ciento,20.00,23.75,24.75,24.18
Platano Seda (Selva),39,41,40,24,Ciento,25.00,23.25,23.67,23.14
Sandia,83,44,57,76,Kilogramo,1.00,1.08,1.08,1.08
Tamarindo (Con Cascara),,1,,,Kilogramo,1.00,3.75,3.75,3.84
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,4.75,4.75,4.84
Toronja Costa Con Pepa,17,15,,12,Jaba,22.00,24.75,25.50,25.32
Toronja Selva Con Pepa,10,9,8,9,Cajon,12.00,14.75,15.00,15.43
Tumbo,4,4,4,4,Kilogramo,1.00,3.08,3.10,3.18
Tuna Amarilla,7,8,9,8,Kilogramo,1.00,3.08,3.20,3.10
Tuna Blanca,5,10,10,7,Kilogramo,1.00,3.08,3.18,3.12
Tuna Morada/Rosada,6,7,8,6,Kilogramo,1.00,3.08,3.15,3.12
Uva Alfonso Lavalett,20,37,17,29,Jaba,12.00,23.75,23.50,22.29
Uva Borgoña,5,7,4,,Jaba,12.00,25.50,25.50,26.43
Uva Italia,6,16,7,8,Jaba,12.00,26.75,27.50,26.68
Uva Palestina,16,10,9,8,Jaba,12.00,34.75,35.00,35.11
Uva Red Globe,38,28,32,40,Jaba,12.00,26.50,27.25,25.71
