Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Melocoton Durazno Huayco,27,31,32,25,Cajon,12.00,35.25,34.75,35.25
Melon Coquito,46,61,63,55,Bandeja,12.00,13.75,13.75,13.32
Membrillo Criollo,8,7,,7,Kilogramo,1.00,2.15,2.15,1.98
Membrillo Serrano,18,12,19,16,Cajon,24.00,54.25,54.25,52.11
Naranja Primavera,21,13,28,20,Kilogramo,1.00,1.35,1.28,1.36
Naranja Tangelo Selva,52,30,48,34,Jaba,22.00,31.50,31.25,32.32
Naranja Valencia,133,76,130,62,Jaba,24.00,24.25,24.50,25.64
Naranja Washington Naval,21,15,22,13,Kilogramo,1.00,2.63,2.65,2.70
Noni,3,7,6,6,Kilogramo,1.00,2.15,2.18,2.04
Pacae Criollo,4,5,,,Kilogramo,1.00,4.63,4.48,4.60
Pacae De Seda,4,6,,3,Kilogramo,1.00,3.43,3.38,3.25
Palta Collin Red,12,9,9,6,Cajon,12.00,17.50,17.00,17.50
Palta Criolla,14,11,12,9,Cajon,12.00,16.25,15.00,16.57
Palta Dedo,2,3,,3,Kilogramo,1.00,3.45,3.38,3.51
Palta Fuerte,67,26,49,36,Kilogramo,1.00,3.08,3.00,3.10
Palta Hall,15,10,12,9,Cajon,12.00,16.50,16.75,16.71
Palta Hass,6,5,7,4,Kilogramo,1.00,3.40,3.38,3.51
Palta Linda,12,9,10,5,Cajon,12.00,22.00,22.50,22.43
Papaya (Costa),14,13,12,9,Cajon,12.00,21.25,21.00,22.50
Papaya (Selva),154,83,179,129,Cajon,12.00,23.25,23.25,24.29
Pepino Rayado O Melon,12,29,23,15,Kilogramo,1.00,2.50,2.50,2.44
Pera Agua Criolla,13,6,9,14,Jaba,16.00,35.25,34.75,35.96
Pera Agua Italiana,11,12,14,18,Jaba,16.00,39.25,38.50,39.39
Pera Agua Packam Importado,13,15,14,13,Caja,20.00,92.50,91.75,92.11
Piña Criolla (Selva),48,37,51,40,Cajon,12.00,13.75,14.50,13.79
Piña Golden,45,43,58,45,Bandeja,12.00,26.25,26.25,26.54
Piña Hawaiana,49,46,53,38,Kilogramo,1.00,0.98,0.95,0.96
Pitahaya,6,5,,,Kilogramo,1.00,9.25,8.75,9.00
Platano Bellaco,83,79,100,85,Ciento,35.00,51.00,51.50,50.93
Platano Bizcocho,76,63,86,55,Bandeja,14.00,13.75,14.25,13.93
Platano Isla,95,80,99,66,Ciento,25.00,34.50,34.25,35.36
Platano Manzano,21,22,21,17,Jaba,16.00,16.50,16.50,16.57
Platano Morado,8,8,9,8,Cajon,12.00,27.50,28.25,27.86
Platano Palillo,59,40,48,42,Ciento,35.00,51.50,51.75,51.61
Platano Seda Congo,78,65,65,41,Ciento,20.00,23.25,22.75,23.64
Platano Seda (Selva),34,23,28,27,Ciento,25.00,22.50,22.25,23.07
Sandia,118,86,117,89,Kilogramo,1.00,0.90,0.90,0.89
Tamarindo (Con Cascara),,1,,,Kilogramo,1.00,4.13,4.10,4.45
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.13,5.10,5.52
Toronja Costa Con Pepa,12,11,13,9,Jaba,22.00,24.25,23.25,23.75
Toronja Selva Con Pepa,9,11,10,7,Cajon,12.00,16.00,16.25,16.14
Tumbo,5,4,4,4,Kilogramo,1.00,2.33,2.33,2.33
Tuna Amarilla,13,8,21,13,Kilogramo,1.00,2.20,2.18,2.15
Tuna Blanca,14,17,15,12,Kilogramo,1.00,2.13,2.13,2.11
Tuna Morada/Rosada,9,7,15,12,Kilogramo,1.00,2.23,2.23,2.15
Uva Alfonso Lavalett,21,16,14,11,Jaba,12.00,19.50,19.25,19.21
Uva Borgoña,10,,4,3,Jaba,12.00,26.25,26.25,26.07
Uva Italia,34,17,31,21,Jaba,12.00,18.50,18.75,17.93
Uva Palestina,13,8,6,7,Jaba,12.00,25.25,25.25,23.25
Uva Pirovano,7,7,8,10,Jaba,12.00,19.25,18.75,19.43
Uva Quebranta/Moscatel,10,,5,4,Jaba,12.00,25.25,25.25,24.14
Uva Rosada,17,17,13,6,Jaba,12.00,25.25,25.25,23.96
Uva Superior,10,9,8,10,Jaba,12.00,31.25,31.25,29.46
Yacon (Llacon),4,3,3,4,Kilogramo,1.00,1.83,1.78,1.80
Zapote,5,5,5,5,Cajon,10.00,21.50,22.25,21.89
