Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Membrillo Serrano,31,20,20,19,Cajon,24.00,61.75,62.25,62.75
Naranja Miniola,56,47,37,52,Kilogramo,1.00,1.28,1.37,1.31
Naranja Primavera,35,30,29,26,Kilogramo,1.00,1.38,1.40,1.40
Naranja Tangelo Costa,55,65,41,65,Kilogramo,1.00,1.35,1.40,1.36
Naranja Tangelo Selva,82,53,71,64,Jaba,22.00,18.75,18.75,19.79
Naranja Valencia,166,147,148,149,Jaba,24.00,14.25,14.50,14.43
Naranja Washington Naval,26,24,24,19,Kilogramo,1.00,1.88,1.93,1.88
Naranjita China Kin Kan,3,1,,2,Kilogramo,1.00,4.20,4.33,4.38
Noni,7,7,6,10,Kilogramo,1.00,1.55,1.57,1.54
Pacae Criollo,5,4,,4,Kilogramo,1.00,3.55,3.50,3.55
Pacae De Seda,5,5,,4,Kilogramo,1.00,2.68,2.73,2.67
Palta Choquete,12,10,9,9,Cajon,12.00,22.75,22.67,23.14
Palta Collin Red,10,9,9,9,Cajon,12.00,22.75,22.33,23.29
Palta Criolla,13,13,11,12,Cajon,12.00,22.25,22.50,23.04
Palta Dedo,3,2,,3,Kilogramo,1.00,4.18,4.23,4.10
Palta Fuerte,45,47,48,49,Kilogramo,1.00,4.48,4.43,4.54
Palta Hall,12,11,10,12,Cajon,12.00,22.25,23.00,23.25
Palta Hass,9,10,8,11,Kilogramo,1.00,3.08,3.08,3.08
Palta Linda,11,9,7,8,Cajon,12.00,24.50,25.25,24.57
Palta Naval,14,13,13,12,Kilogramo,1.00,2.35,2.40,2.34
Palta Queen,10,7,8,9,Kilogramo,1.00,3.18,3.23,3.27
Palta Villa Campa,14,13,11,,Kilogramo,1.00,3.83,3.83,3.86
Papaya (Costa),12,14,12,13,Cajon,12.00,13.75,13.33,13.36
Papaya (Selva),223,199,191,196,Cajon,12.00,14.75,14.50,14.71
Pepino Rayado O Melon,43,25,26,34,Kilogramo,1.00,2.13,2.08,2.12
Pera Agua Packam Importado,14,14,13,14,Caja,20.00,77.50,78.33,77.14
Piña Criolla (Selva),52,51,50,57,Cajon,12.00,13.00,12.75,13.32
Piña Golden,61,78,57,63,Bandeja,12.00,26.25,25.75,26.96
Piña Hawaiana,59,60,50,56,Kilogramo,1.00,1.28,1.25,1.22
Pitahaya,5,5,,4,Kilogramo,1.00,8.75,7.75,9.18
Platano Bellaco,105,124,76,127,Ciento,35.00,51.50,50.75,51.71
Platano Bizcocho,134,92,90,97,Bandeja,14.00,14.25,14.00,14.61
Platano Isla,106,138,96,124,Ciento,25.00,34.50,34.75,34.89
Platano Manzano,18,14,17,17,Jaba,16.00,16.75,16.00,16.75
Platano Morado,13,8,9,8,Cajon,12.00,26.75,26.67,27.25
Platano Palillo,47,46,42,52,Ciento,35.00,51.50,51.33,51.54
Platano Seda Congo,87,91,,78,Ciento,20.00,25.25,24.75,25.82
Platano Seda (Selva),20,30,29,35,Ciento,25.00,23.75,23.75,24.96
Sandia,98,88,70,63,Kilogramo,1.00,1.15,1.15,1.16
Tamarindo (Con Cascara),1,,,,Kilogramo,1.00,4.00,3.90,3.86
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,4.90,4.85,4.83
Toronja Costa Con Pepa,18,17,,24,Jaba,22.00,24.50,25.25,24.96
Toronja Selva Con Pepa,10,10,9,10,Cajon,12.00,14.75,15.50,15.54
Tumbo,4,4,4,4,Kilogramo,1.00,3.28,3.33,3.31
Tuna Amarilla,15,10,8,9,Kilogramo,1.00,3.13,3.20,3.22
Tuna Blanca,15,12,8,7,Kilogramo,1.00,3.23,3.15,3.26
Tuna Morada/Rosada,16,12,8,8,Kilogramo,1.00,3.15,3.20,3.21
Uva Alfonso Lavalett,20,20,25,31,Jaba,12.00,26.75,26.75,26.07
Uva Borgoña,4,,5,4,Jaba,12.00,28.75,29.25,28.93
Uva Fley,13,11,10,,Jaba,12.00,37.75,38.25,38.25
Uva Italia,9,16,,10,Jaba,12.00,33.75,33.75,32.43
Uva Palestina,8,8,7,8,Jaba,12.00,38.25,38.25,38.36
Uva Pirovano,12,10,9,,Jaba,12.00,37.50,37.67,37.32
Uva Red Globe,31,25,22,37,Jaba,12.00,33.50,33.25,31.96
Yacon (Llacon),5,3,4,4,Kilogramo,1.00,1.48,1.73,1.51
