Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Palta Hall,14,10,14,15,Cajon,12.00,16.75,17.75,16.15
Palta Hass,10,8,9,9,Kilogramo,1.00,3.08,3.15,3.12
Palta Linda,9,7,10,10,Cajon,12.00,21.25,21.25,21.36
Papaya (Costa),11,10,12,12,Cajon,12.00,14.75,15.00,15.82
Papaya (Selva),179,211,180,212,Cajon,12.00,16.25,16.00,17.21
Pepino Rayado O Melon,6,9,9,21,Kilogramo,1.00,2.83,2.88,2.82
Pera Agua Criolla,14,8,9,9,Jaba,16.00,39.50,38.75,37.96
Pera Agua Italiana,16,10,11,10,Jaba,16.00,41.25,41.75,39.61
Pera Agua Packam Importado,15,10,14,13,Caja,20.00,87.50,86.50,87.29
Piña Criolla (Selva),58,37,50,53,Cajon,12.00,15.75,16.75,14.89
Piña Golden,53,20,50,54,Bandeja,12.00,25.75,27.75,25.64
Piña Hawaiana,58,38,56,57,Kilogramo,1.00,1.03,1.23,1.02
Pitahaya,5,5,5,6,Kilogramo,1.00,10.75,9.75,10.87
Platano Bellaco,56,123,83,85,Ciento,35.00,50.75,50.75,52.00
Platano Bizcocho,102,123,82,90,Bandeja,14.00,15.50,15.50,15.46
Platano Isla,113,95,107,112,Ciento,25.00,34.50,34.75,34.61
Platano Manzano,18,19,19,20,Jaba,16.00,16.75,16.50,16.39
Platano Morado,10,8,10,11,Cajon,12.00,27.75,27.00,27.36
Platano Palillo,49,58,48,48,Ciento,35.00,51.25,50.75,51.64
Platano Seda Congo,40,36,66,77,Ciento,20.00,25.75,25.25,25.54
Platano Seda (Selva),34,28,31,31,Ciento,25.00,24.75,25.75,23.96
Sandia,58,138,94,122,Kilogramo,1.00,0.95,0.85,0.96
Tamarindo (Con Cascara),1,1,,,Kilogramo,1.00,3.75,3.75,3.86
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,4.75,4.75,4.87
Toronja Costa Con Pepa,13,10,14,19,Jaba,22.00,24.50,24.25,23.96
Toronja Selva Con Pepa,11,8,9,10,Cajon,12.00,16.25,15.75,16.18
Tumbo,4,4,4,4,Kilogramo,1.00,2.33,2.35,2.30
Tuna Amarilla,14,26,14,22,Kilogramo,1.00,1.88,1.88,1.95
Tuna Blanca,10,8,15,18,Kilogramo,1.00,1.90,1.88,1.97
Tuna Morada/Rosada,8,23,15,14,Kilogramo,1.00,1.88,1.88,1.96
Uva Alfonso Lavalett,11,12,10,13,Jaba,12.00,22.25,22.50,21.43
Uva Borgoña,5,2,4,4,Jaba,12.00,28.50,28.50,28.29
Uva Italia,41,43,24,26,Jaba,12.00,18.25,17.50,18.43
Uva Palestina,5,,6,6,Jaba,12.00,27.50,27.75,28.64
Uva Red Globe,56,32,35,42,Jaba,12.00,17.75,18.25,17.96
Uva Rosada,16,19,10,9,Jaba,12.00,28.75,28.75,28.61
Uva Superior,5,7,7,8,Jaba,12.00,32.00,31.75,31.04
Yacon (Llacon),3,3,3,3,Kilogramo,1.00,1.73,1.78,1.74
Zapote,8,3,5,5,Cajon,10.00,20.75,22.25,20.25

