Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Uva Arra,9,8,8,9,Jaba,12.00,27.75,30.50,27.71
Uva Borgoña,4,3,,5,Jaba,12.00,23.75,24.50,24.75
Uva Italia,6,14,12,13,Jaba,12.00,18.50,18.75,18.11
Uva Magenta,9,7,7,,Jaba,12.00,22.75,24.75,21.79
Uva Palestina,10,11,9,13,Jaba,12.00,26.25,27.75,25.82
Uva Pirovano,6,4,7,12,Jaba,12.00,26.75,28.25,26.18
Uva Quebranta/Moscatel,6,4,5,6,Jaba,12.00,24.25,25.25,23.61
Uva Red Globe,29,51,38,36,Jaba,12.00,17.50,17.50,16.64
Uva Rosada,11,12,8,8,Jaba,12.00,26.50,27.75,26.11
Uva Sultanina,6,12,9,11,Cajon,12.00,27.75,28.75,27.25
Uva Superior,11,12,11,12,Jaba,12.00,42.75,43.75,42.86
Uva Zafiro,5,15,11,10,Jaba,12.00,26.75,27.25,26.50
Yacon (Llacon),3,,3,3,Kilogramo,1.00,3.85,3.83,3.75
Zapote,4,7,6,7,Cajon,10.00,21.50,21.50,22.71
