Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Platano Bellaco,105,81,79,73,Ciento,35.00,53.00,53.00,52.39
Platano Bizcocho,116,98,90,73,Bandeja,14.00,15.25,14.50,15.57
Platano Isla,126,81,97,86,Ciento,25.00,42.25,42.25,42.14
Platano Manzano,22,21,20,16,Jaba,16.00,16.25,15.75,16.57
Platano Morado,16,14,12,10,Cajon,12.00,25.75,26.25,26.29
Platano Palillo,32,55,50,50,Ciento,35.00,55.75,56.50,56.14
Platano Seda Congo,85,85,74,83,Ciento,20.00,33.00,33.00,33.32
Platano Seda (Selva),26,21,27,22,Ciento,25.00,32.25,31.75,32.43
Sandia,42,70,45,51,Kilogramo,1.00,1.28,1.33,1.24
Tamarindo (Con Cascara),1,1,,,Kilogramo,1.00,4.25,4.25,4.27
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.25,5.25,5.27
Toronja Costa,22,11,14,11,Jaba,22.00,24.75,25.25,24.71
Toronja Selva,13,8,9,12,Cajon,12.00,16.50,16.25,15.49
Tumbo,5,3,4,3,Kilogramo,1.00,2.25,2.25,2.36
Tuna Amarilla,7,8,6,6,Kilogramo,1.00,3.28,3.28,3.31
Tuna Blanca,7,4,7,8,Kilogramo,1.00,3.48,3.45,3.44
Tuna Morada/Rosada,7,9,8,6,Kilogramo,1.00,3.28,3.28,3.32
Uva Alfonso Lavalett,13,14,21,17,Jaba,12.00,20.25,20.25,19.36
Uva Borgoña,6,4,5,,Jaba,12.00,25.75,25.75,27.00
Uva Fley,9,5,7,9,Jaba,12.00,33.50,33.25,34.36
Uva Italia,9,7,9,12,Jaba,12.00,26.50,26.25,25.96
Uva Palestina,6,7,7,7,Jaba,12.00,35.25,35.50,34.75
Uva Pirovano,7,6,,,Jaba,12.00,29.25,28.75,29.25
Uva Red Globe,27,13,24,26,Jaba,12.00,28.25,27.75,27.75
Uva Rosada,6,4,6,10,Jaba,12.00,30.50,30.50,29.57
Uva Superior,4,5,5,8,Jaba,12.00,42.75,42.75,42.50
Yacon (Llacon),5,5,3,3,Kilogramo,1.00,1.83,1.78,1.86
