Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Lucuma Beltran,6,4,4,3,Kilogramo,1.00,4.55,4.55,4.42
Lucuma De Seda,5,4,3,4,Kilogramo,1.00,4.33,4.28,4.32
Mamey,6,6,5,6,Kilogramo,1.00,3.08,3.08,3.13
Mandarina Satsuma,119,104,90,110,Kilogramo,1.00,1.88,1.98,1.69
Mandarina Tangerina,20,17,13,13,Jaba,16.00,16.75,17.75,15.14
Mango Criollo,14,27,12,17,Kilogramo,1.00,2.20,2.18,2.07
Mango Edward,17,13,20,28,Bandeja,17.00,30.75,30.75,29.79
Mango Haden /Hayde,11,10,8,13,Kilogramo,1.00,1.43,1.53,1.37
Mango Kafro,12,9,10,17,Bandeja,17.00,18.75,19.25,18.14
Mango Kent,52,48,53,60,Kilogramo,1.00,1.25,1.38,1.06
Manzana Cte/Para Agua,44,19,25,27,Cajon,24.00,22.75,22.75,22.89
Manzana Delicia,114,92,68,81,Cajon,24.00,53.75,53.75,53.18
Manzana Golden,30,10,11,8,Kilogramo,1.00,1.63,1.65,1.56
Manzana Importada,17,13,,14,Caja,20.00,81.50,81.25,84.64
Manzana Israel,54,41,27,40,Kilogramo,1.00,1.88,1.88,1.82
Manzana Winter,18,12,11,12,Cajon,24.00,41.75,41.50,42.21
Maracuya,13,19,9,13,Kilogramo,1.00,1.75,1.78,1.65
Melocoton Blanquillo,21,18,17,11,Cajon,12.00,39.50,39.50,38.00
Melocoton Durazno Huayco,44,44,25,32,Cajon,12.00,41.50,40.75,42.61
Melon Coquito,62,46,31,36,Bandeja,12.00,11.75,12.50,11.50
Membrillo Criollo,20,11,,9,Kilogramo,1.00,1.75,1.68,1.93
Membrillo Serrano,23,20,17,19,Cajon,24.00,51.75,51.75,52.36
Naranja Primavera,17,14,11,15,Kilogramo,1.00,1.73,1.73,1.67
Naranja Tangelo Selva,80,68,48,47,Jaba,22.00,38.75,38.75,37.61
Naranja Valencia,199,160,113,134,Jaba,24.00,30.75,31.75,29.57
Naranja Washington Naval,13,13,11,13,Kilogramo,1.00,4.18,4.23,4.06
Noni,5,10,4,6,Kilogramo,1.00,1.73,1.68,1.71
Pacae Criollo,8,5,6,4,Kilogramo,1.00,4.38,4.38,4.17
Pacae De Seda,6,5,5,5,Kilogramo,1.00,3.48,3.53,3.39
Palta Antillana,6,7,5,7,Cajon,12.00,19.75,19.50,19.54
Palta Choquete,11,8,8,9,Cajon,12.00,18.50,20.25,19.00
Palta Criolla,20,9,11,10,Cajon,12.00,16.75,17.75,17.32
Palta Dedo,2,5,,3,Kilogramo,1.00,4.23,4.28,4.20
Palta Fuerte,71,36,37,46,Kilogramo,1.00,4.15,4.15,4.21
Palta Hall,20,9,12,10,Cajon,12.00,19.50,20.75,19.86
Palta Hass,9,11,7,7,Kilogramo,1.00,3.28,3.18,3.36
Palta Linda,9,6,7,9,Cajon,12.00,26.50,26.75,27.18
Papaya (Costa),13,11,10,10,Cajon,12.00,15.25,16.75,14.82
Papaya (Selva),182,136,136,183,Cajon,12.00,15.75,19.25,15.54
Pepino Rayado O Melon,26,23,13,18,Kilogramo,1.00,2.75,2.75,2.75
Pera Agua Packam Importado,16,10,,13,Caja,20.00,86.50,83.25,87.04
Piña Criolla (Selva),50,51,38,46,Cajon,12.00,12.00,11.25,12.61
Piña Golden,74,70,56,69,Bandeja,12.00,21.75,20.25,22.11
Piña Hawaiana,53,56,41,47,Kilogramo,1.00,1.00,1.03,0.98
Platano Bellaco,102,84,70,61,Ciento,35.00,60.75,62.25,59.14
Platano Bizcocho,118,82,67,62,Bandeja,14.00,19.00,19.75,18.96
Platano Isla,155,88,90,99,Ciento,25.00,41.50,42.25,41.32
Platano Manzano,17,14,18,16,Jaba,16.00,20.25,20.25,20.11
Platano Morado,11,10,10,10,Cajon,12.00,28.75,29.50,29.04
Platano Palillo,61,48,49,43,Ciento,35.00,58.50,58.50,57.89
Platano Seda Congo,98,48,66,60,Ciento,20.00,41.50,41.50,41.04
Platano Seda (Selva),28,17,21,26,Ciento,25.00,40.75,40.75,40.39
Sandia,115,113,82,88,Kilogramo,1.00,1.00,0.95,0.97
Tamarindo (Con Cascara),1,1,,,Kilogramo,1.00,4.75,4.65,4.80
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.65,5.65,5.78
Toronja Costa,24,16,16,17,Jaba,22.00,26.75,26.75,27.07
Toronja Selva,12,11,9,11,Cajon,12.00,18.50,18.00,17.96
Tumbo,5,4,,4,Kilogramo,1.00,2.93,2.88,2.77
Tuna Amarilla,18,12,10,9,Kilogramo,1.00,2.00,2.00,2.08
Tuna Blanca,11,14,11,12,Kilogramo,1.00,1.98,1.98,1.98
Tuna Morada/Rosada,17,11,9,8,Kilogramo,1.00,2.00,2.00,2.03
Uva Alfonso Lavalett,13,10,11,13,Jaba,12.00,23.75,24.75,22.21
Uva Italia,24,29,16,22,Jaba,12.00,25.75,26.75,21.89
Uva Palestina,7,6,7,8,Jaba,12.00,30.75,30.75,28.50
Uva Quebranta/Moscatel,4,4,4,4,Jaba,12.00,27.75,28.25,26.46
Uva Red Globe,41,35,28,32,Jaba,12.00,24.75,25.50,22.39
Uva Rosada,6,6,,8,Jaba,12.00,31.25,31.25,28.82
Yacon (Llacon),6,5,,3,Kilogramo,1.00,1.68,1.73,1.56
Zapote,7,5,5,5,Cajon,10.00,21.25,21.25,20.82
