Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Manzana Golden,13,15,14,13,Kilogramo,1.00,1.85,1.90,1.91
Manzana Importada,15,15,15,16,Caja,20.00,87.50,91.50,86.89
Manzana Israel,49,43,38,27,Kilogramo,1.00,1.38,1.38,1.50
Manzana Winter,12,12,11,10,Cajon,24.00,46.25,45.75,46.00
Maracuya,14,20,16,16,Kilogramo,1.00,1.30,1.28,1.26
Melocoton Blanquillo,26,15,22,22,Cajon,12.00,31.50,32.25,32.50
Melocoton Durazno Huayco,30,20,31,38,Cajon,12.00,31.25,31.50,31.46
Melon Coquito,35,43,46,53,Bandeja,12.00,13.50,13.75,13.21
Membrillo Criollo,9,6,12,14,Kilogramo,1.00,2.48,2.58,2.52
Membrillo Serrano,20,20,19,15,Cajon,24.00,58.75,58.50,59.18
Naranja Primavera,10,20,13,18,Kilogramo,1.00,1.38,1.43,1.40
Naranja Tangelo Selva,50,82,64,62,Jaba,22.00,30.25,30.25,30.96
Naranja Valencia,140,179,154,164,Jaba,24.00,21.25,21.50,21.43
Naranja Washington Naval,21,27,25,21,Kilogramo,1.00,2.85,2.88,2.98
Noni,4,9,7,8,Kilogramo,1.00,1.53,1.53,1.60
Pacae Criollo,5,12,5,4,Kilogramo,1.00,3.38,3.38,3.46
Pacae De Seda,4,15,4,4,Kilogramo,1.00,3.13,3.08,3.19
Palta Choquete,7,8,7,6,Cajon,12.00,24.50,24.75,23.71
Palta Criolla,12,20,15,13,Cajon,12.00,22.25,22.50,22.39
Palta Dedo,3,3,3,2,Kilogramo,1.00,3.58,3.73,3.70
Palta Fuerte,69,52,52,52,Kilogramo,1.00,3.48,3.55,3.51
Palta Hall,9,20,14,13,Cajon,12.00,23.75,23.75,23.46
Palta Hass,9,22,8,7,Kilogramo,1.00,4.15,4.18,4.15
Palta Linda,10,12,11,8,Cajon,12.00,33.75,33.75,32.93
Papaya (Costa),10,12,11,13,Cajon,12.00,13.75,14.75,14.00
Papaya (Selva),190,220,193,206,Cajon,12.00,15.50,15.75,15.00
Pepino Rayado O Melon,16,16,15,14,Kilogramo,1.00,3.43,3.45,3.41
Pera Agua Packam Importado,13,16,15,17,Caja,20.00,90.75,92.25,91.36
Pina Criolla (Selva),45,40,44,46,Cajon,12.00,15.50,15.75,15.64
Pina Golden,63,62,71,72,Bandeja,12.00,24.75,26.75,23.79
Pina Hawaiana,46,47,48,50,Kilogramo,1.00,1.08,1.05,1.05
Pitahaya,5,7,7,7,Kilogramo,1.00,16.25,17.75,14.46
Platano Bellaco,65,112,80,102,Ciento,35.00,66.25,66.25,66.39
Platano Bizcocho,82,109,90,94,Bandeja,14.00,16.00,15.50,16.36
Platano Isla,81,111,91,107,Ciento,25.00,51.50,51.50,52.14
Platano Manzano,22,25,25,28,Jaba,16.00,19.25,18.75,19.71
Platano Morado,18,19,16,14,Cajon,12.00,35.25,35.25,35.07
Platano Palillo,68,74,70,77,Ciento,35.00,61.50,61.50,62.25
Platano Seda Congo,61,105,82,91,Ciento,20.00,35.00,34.75,35.18
Platano Seda (Selva),18,28,21,24,Ciento,25.00,34.25,33.75,34.25
Rambután,3,2,4,5,Kilogramo,1.00,10.75,11.25,11.82
Sandia,120,90,104,115,Kilogramo,1.00,0.83,0.85,0.88
Sanki,4,3,,5,Kilogramo,1.00,4.15,4.18,4.36
Tamarindo (Con Cascara),1,1,,1,Kilogramo,1.00,4.65,4.65,4.70
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.75,5.75,6.01
Toronja Costa,14,26,18,22,Kilogramo,1.00,2.53,2.48,2.57
Toronja Selva,12,15,12,16,Cajon,12.00,21.75,22.50,22.11
Tumbo,3,4,4,4,Kilogramo,1.00,2.35,2.33,2.39
Tuna Amarilla,8,13,9,12,Kilogramo,1.00,2.43,2.38,2.38
Tuna Blanca,6,5,7,7,Kilogramo,1.00,2.63,2.68,2.58
Tuna Morada/Rosada,7,10,8,9,Kilogramo,1.00,2.43,2.38,2.38
Uva Alfonso Lavalett,19,15,16,17,Jaba,12.00,21.50,21.50,21.39
Uva Borgoña,3,4,,,Jaba,12.00,25.25,25.25,25.25
Uva Fley,11,5,,,Jaba,12.00,33.75,33.75,33.75
Uva Italia,11,22,20,23,Jaba,12.00,25.75,26.75,24.93
Uva Palestina,18,6,10,6,Jaba,12.00,33.75,33.75,32.68
Uva Red Globe,30,39,41,39,Jaba,12.00,26.75,27.50,26.46
Uva Rosada,5,15,13,12,Jaba,12.00,32.50,32.50,31.50
Uva Superior,13,14,14,13,Jaba,12.00,42.75,42.75,41.46
Yacon (Llacon),4,6,4,3,Kilogramo,1.00,2.25,2.25,2.38
Zapote,4,3,6,7,Cajon,10.00,29.25,30.25,29.07

