Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Mango Haden /Hayde,6,6,6,7,Kilogramo,1.00,4.08,4.08,3.95
Mango Kafro,10,12,9,8,Bandeja,17.00,46.25,46.50,46.14
Mango Kent,13,12,10,13,Kilogramo,1.00,3.78,3.85,3.76
Mango Tommy Aki,8,8,,,Kilogramo,1.00,4.88,4.85,4.88
Manzana Cte/Para Agua,26,17,23,36,Cajon,24.00,33.25,33.50,31.18
Manzana Delicia,117,103,98,114,Cajon,24.00,55.75,56.50,54.00
Manzana Golden,6,4,6,7,Kilogramo,1.00,2.03,2.05,2.03
Manzana Importada,18,17,15,20,Caja,20.00,78.50,78.50,78.21
Manzana Israel,15,13,13,27,Kilogramo,1.00,2.05,2.05,1.91
Manzana Winter,10,9,10,10,Cajon,24.00,48.75,48.75,47.29
Maracuya,14,19,12,16,Kilogramo,1.00,1.53,1.48,1.56
Melocoton Blanquillo,11,19,25,30,Cajon,12.00,40.75,41.25,40.32
Melocoton Durazno Huayco,32,46,45,41,Cajon,12.00,43.75,43.75,42.82
Melon Coquito,88,62,52,65,Bandeja,12.00,12.75,12.75,11.25
Melon Esmeralda,9,16,8,,Cajon,10.00,13.75,13.75,13.61
Membrillo Criollo,14,7,,17,Kilogramo,1.00,2.48,2.48,2.41
Membrillo Serrano,23,19,21,23,Cajon,24.00,58.75,58.75,57.21
Naranja Miniola,49,47,43,,Kilogramo,1.00,1.35,1.35,1.38
Naranja Primavera,50,30,31,22,Kilogramo,1.00,1.48,1.48,1.50
Naranja Tangelo Selva,81,64,64,71,Jaba,22.00,21.25,20.75,21.32
Naranja Valencia,183,172,148,174,Jaba,24.00,14.50,14.50,14.57
Naranja Washington Naval,19,21,25,21,Kilogramo,1.00,2.13,2.08,2.17
Naranjita China Kin Kan,3,4,,,Kilogramo,1.00,5.38,5.38,5.38
Noni,8,16,8,7,Kilogramo,1.00,1.53,1.45,1.56
Pacae Criollo,5,5,4,6,Kilogramo,1.00,3.13,3.10,3.16
Pacae De Seda,4,4,5,7,Kilogramo,1.00,2.15,2.15,2.17
Palta Choquete,9,9,9,10,Cajon,12.00,22.25,22.25,22.07
Palta Collin Red,9,9,9,11,Cajon,12.00,22.25,21.50,21.75
Palta Criolla,17,16,12,11,Cajon,12.00,20.50,20.00,20.82
Palta Dedo,2,4,,3,Kilogramo,1.00,3.18,3.28,3.27
Palta Fuerte,48,67,53,58,Kilogramo,1.00,3.65,3.68,3.59
Palta Hall,15,14,11,12,Cajon,12.00,21.50,21.50,22.04
Palta Hass,6,6,5,8,Kilogramo,1.00,2.88,2.88,2.90
Palta Linda,8,10,8,9,Cajon,12.00,25.75,25.50,25.46
Palta Naval,8,11,,,Kilogramo,1.00,2.13,2.15,2.17
Papaya (Costa),14,11,12,12,Cajon,12.00,13.75,13.75,14.25
Papaya (Selva),191,172,175,191,Cajon,12.00,15.25,14.75,15.61
Pepino Rayado O Melon,17,7,17,32,Kilogramo,1.00,2.08,2.08,1.99
Pera Agua Packam Importado,20,17,14,21,Caja,20.00,76.50,76.50,73.32
Piña Criolla (Selva),60,60,51,59,Cajon,12.00,13.25,12.75,13.39
Piña Golden,75,62,62,65,Bandeja,12.00,21.75,21.50,23.29
Piña Hawaiana,60,59,54,58,Kilogramo,1.00,0.98,0.95,0.99
Pitahaya,4,4,,5,Kilogramo,1.00,17.25,16.00,19.93
Platano Bellaco,65,116,70,107,Ciento,35.00,51.50,50.75,51.21
Platano Bizcocho,111,111,92,101,Bandeja,14.00,15.50,15.50,14.68
Platano Isla,138,151,118,122,Ciento,25.00,34.75,34.75,34.11
Platano Manzano,18,22,19,20,Jaba,16.00,15.50,15.75,15.96
Platano Morado,11,11,9,9,Cajon,12.00,26.75,26.50,26.71
Platano Palillo,59,47,51,51,Ciento,35.00,50.75,50.75,51.25
Platano Seda Congo,45,87,55,74,Ciento,20.00,24.75,24.00,24.46
Platano Seda (Selva),42,42,45,45,Ciento,25.00,23.75,22.75,23.50
Sandia,76,67,76,123,Kilogramo,1.00,1.10,1.10,1.10
Tamarindo (Con Cascara),,1,,,Kilogramo,1.00,3.90,3.85,3.83
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,4.90,4.85,4.82
Toronja Costa Con Pepa,9,9,,22,Jaba,22.00,25.75,25.50,26.46
Toronja Selva Con Pepa,9,6,6,9,Cajon,12.00,15.75,15.50,16.04
Tumbo,4,8,4,3,Kilogramo,1.00,3.18,3.25,3.28
Tuna Amarilla,11,10,8,9,Kilogramo,1.00,3.08,3.08,3.11
Tuna Blanca,10,12,7,9,Kilogramo,1.00,3.15,3.13,3.18
Uva Alfonso Lavalett,16,25,20,27,Jaba,12.00,22.25,22.00,20.79
Uva Borgoña,6,4,,,Jaba,12.00,27.50,26.50,28.50
Uva Italia,8,6,11,9,Jaba,12.00,26.75,27.25,25.64
Uva Palestina,10,9,9,10,Jaba,12.00,34.75,35.25,34.25
Uva Red Globe,43,35,32,26,Jaba,12.00,25.25,25.50,24.04
Uva Rosada,9,6,9,10,Jaba,12.00,35.00,34.75,34.86
Yacon (Llacon),4,5,,5,Kilogramo,1.00,1.38,1.30,1.45
