Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Mandarina Tangerina,24,17,20,11,Jaba,16.00,18.25,17.75,18.14
Mango Criollo,15,14,22,21,Kilogramo,1.00,1.43,1.38,1.43
Mango Edward,59,37,60,45,Bandeja,17.00,22.50,22.75,22.68
Mango Haden /Hayde,20,25,45,31,Kilogramo,1.00,1.25,1.25,1.25
Mango Kafro,36,23,33,15,Bandeja,17.00,17.00,17.00,17.07
Mango Kent,41,18,39,15,Kilogramo,1.00,1.35,1.33,1.32
Mango Rosado,38,20,18,,Jaba,20.00,21.00,20.75,22.00
Manzana Cte/Para Agua,16,31,24,24,Cajon,24.00,23.50,23.75,23.75
Manzana Delicia,65,72,71,55,Cajon,24.00,52.75,53.75,51.68
Manzana Golden,6,7,8,8,Kilogramo,1.00,2.20,2.23,2.18
Manzana Importada,11,14,14,13,Caja,20.00,91.50,91.50,92.75
Manzana Israel,52,33,47,27,Kilogramo,1.00,1.05,1.05,1.04
Manzana Winter,7,12,9,9,Cajon,24.00,46.25,45.75,45.36
Maracuya,8,13,12,10,Kilogramo,1.00,2.63,2.58,2.80
Melocoton Blanquillo,22,17,14,14,Cajon,12.00,41.50,40.75,42.79
Melocoton Durazno Huayco,34,27,22,21,Cajon,12.00,41.75,41.50,42.43
Melon Coquito,48,16,47,43,Bandeja,12.00,8.75,8.75,9.07
Melon Esmeralda,8,12,7,7,Cajon,10.00,14.50,14.25,14.86
Membrillo Criollo,12,9,11,10,Kilogramo,1.00,2.30,2.28,2.34
Membrillo Serrano,17,16,19,19,Cajon,24.00,57.25,57.25,57.29
Naranja Primavera,30,20,33,20,Kilogramo,1.00,1.50,1.48,1.53
Naranja Tangelo Selva,47,48,60,25,Jaba,22.00,34.25,34.50,34.43
Naranja Valencia,142,107,143,68,Jaba,24.00,25.75,25.75,25.43
Naranja Washington Naval,17,14,22,14,Kilogramo,1.00,2.48,2.48,2.64
Noni,6,4,5,5,Kilogramo,1.00,1.60,1.58,1.62
Pacae De Seda,5,5,4,3,Kilogramo,1.00,4.45,4.43,4.56
Palta Criolla,16,12,16,12,Cajon,12.00,17.25,16.75,17.61
Palta Fuerte,52,32,46,37,Kilogramo,1.00,4.08,4.00,4.22
Palta Hall,14,11,16,12,Cajon,12.00,17.50,17.25,18.04
Palta Hass,8,4,7,6,Kilogramo,1.00,4.13,4.08,4.25
Palta Linda,10,9,9,8,Cajon,12.00,26.50,26.75,27.68
Papaya (Costa),21,9,12,9,Cajon,12.00,20.50,20.00,19.98
Papaya (Selva),179,109,160,120,Cajon,12.00,22.00,23.75,21.43
Pepino Rayado O Melon,46,49,28,32,Kilogramo,1.00,1.33,1.25,1.40
Pera Agua Criolla,16,19,21,,Jaba,16.00,24.50,24.25,25.32
Pera Agua Italiana,19,12,19,10,Jaba,16.00,27.25,26.75,27.93
Pera Agua Packam Importado,15,14,14,13,Caja,20.00,81.50,81.50,82.11
Piña Criolla (Selva),40,39,45,41,Cajon,12.00,19.00,19.00,17.79
Piña Golden,51,29,65,60,Bandeja,12.00,34.25,34.25,31.96
Piña Hawaiana,39,39,44,38,Kilogramo,1.00,1.85,1.88,1.75
Pitahaya,4,5,5,5,Kilogramo,1.00,10.00,9.50,10.07
Platano Bellaco,75,39,80,75,Ciento,35.00,56.25,56.25,56.21
Platano Bizcocho,84,31,92,77,Bandeja,14.00,14.50,14.75,14.46
Platano Isla,95,75,92,74,Ciento,25.00,46.75,46.50,45.79
Platano Manzano,14,18,18,18,Jaba,16.00,17.25,16.75,16.93
Platano Morado,7,11,10,10,Cajon,12.00,27.25,26.75,27.96
Platano Palillo,36,39,45,53,Ciento,35.00,56.00,56.50,56.29
Platano Seda Congo,58,40,65,42,Ciento,20.00,31.25,31.75,31.14
Platano Seda (Selva),21,20,22,19,Ciento,25.00,30.25,30.75,30.43
Sandia,93,61,96,75,Kilogramo,1.00,0.88,0.88,0.87
Tamarindo (Con Cascara),,,,1,Kilogramo,1.00,4.25,4.25,4.26
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.25,5.25,5.26
Toronja Costa,15,13,17,12,Jaba,22.00,27.00,26.75,27.07
Toronja Selva,11,5,11,9,Cajon,12.00,17.00,16.75,17.07
Tumbo,4,3,3,5,Kilogramo,1.00,2.43,2.38,2.50
Tuna Amarilla,10,9,13,11,Kilogramo,1.00,2.13,2.08,2.13
Tuna Blanca,13,10,14,13,Kilogramo,1.00,2.13,2.13,2.13
Tuna Morada/Rosada,9,7,10,9,Kilogramo,1.00,2.13,2.08,2.12
Uva Alfonso Lavalett,14,12,14,10,Jaba,12.00,22.50,22.75,23.43
Uva Borgoña,2,4,4,5,Jaba,12.00,25.50,24.75,26.43
Uva Flame,9,10,9,8,Jaba,12.00,20.25,18.75,19.29
Uva Fley,5,9,5,8,Jaba,12.00,24.00,23.50,23.39
Uva Italia,16,12,15,9,Jaba,12.00,21.50,20.75,22.25
Uva Palestina,8,11,7,6,Jaba,12.00,25.50,25.50,26.54
Uva Pirovano,10,6,8,9,Jaba,12.00,33.00,30.75,33.00
Uva Quebranta/Moscatel,4,5,4,,Jaba,12.00,26.25,25.50,26.50
Uva Red Globe,29,31,33,23,Jaba,12.00,21.75,21.00,22.86
Uva Rosada,9,9,9,8,Jaba,12.00,29.25,28.75,29.18
Uva Sultanina,7,11,7,,Cajon,12.00,30.25,28.75,30.54
Uva Superior,10,8,8,7,Jaba,12.00,29.00,28.25,29.25
Yacon (Llacon),3,3,4,5,Kilogramo,1.00,1.63,1.58,1.58
Zapote,6,5,5,4,Cajon,10.00,28.50,28.75,29.61
