Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Papaya (Selva),171,142,157,159,Cajon,12.00,17.75,17.50,18.21
Pepino Rayado O Melon,31,9,22,24,Kilogramo,1.00,2.00,1.95,2.09
Pera Agua Packam Importado,16,13,14,13,Caja,20.00,86.50,86.75,86.36
Piña Criolla (Selva),56,50,50,,Cajon,12.00,12.75,12.50,13.71
Piña Golden,60,46,57,64,Bandeja,12.00,26.50,25.75,27.64
Piña Hawaiana,57,47,52,50,Kilogramo,1.00,1.03,1.00,1.02
Pitahaya,4,7,6,,Kilogramo,1.00,8.50,7.75,9.25
Platano Bellaco,113,82,86,75,Ciento,35.00,58.50,59.25,56.68
Platano Bizcocho,103,88,87,85,Bandeja,14.00,18.25,17.75,17.86
Platano Isla,126,82,106,,Ciento,25.00,42.50,42.50,43.00
Platano Manzano,24,22,17,19,Jaba,16.00,18.75,19.25,18.36
Platano Morado,14,16,12,11,Cajon,12.00,28.50,28.75,27.64
Platano Palillo,71,66,61,54,Ciento,35.00,57.50,58.50,54.68
Platano Seda Congo,111,68,77,73,Ciento,20.00,35.75,35.75,35.32
Platano Seda (Selva),26,26,28,,Ciento,25.00,34.75,35.75,34.29
Sandia,83,51,77,66,Kilogramo,1.00,1.15,1.15,1.12
Tamarindo (Con Cascara),1,,1,1,Kilogramo,1.00,4.40,4.40,4.30
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.40,5.40,5.30
Toronja Costa,24,16,20,17,Jaba,22.00,26.75,26.75,26.39
Toronja Selva,17,18,13,9,Cajon,12.00,18.25,17.75,18.46
Tumbo,1,2,3,4,Kilogramo,1.00,2.68,2.73,2.69
Tuna Amarilla,4,11,8,7,Kilogramo,1.00,3.15,3.25,3.12
Tuna Blanca,7,14,7,6,Kilogramo,1.00,3.33,3.35,3.27
Tuna Morada/Rosada,4,8,7,,Kilogramo,1.00,3.15,3.28,3.13
Uva Alfonso Lavalett,10,8,11,15,Jaba,12.00,17.50,17.50,17.82
Uva Fley,9,11,8,9,Jaba,12.00,28.75,28.75,28.82
Uva Italia,23,15,17,12,Jaba,12.00,27.75,27.00,29.54
Uva Palestina,16,10,12,11,Jaba,12.00,35.75,35.75,36.11
Uva Pirovano,7,10,,,Jaba,12.00,30.75,30.75,30.71
Uva Red Globe,37,34,28,23,Jaba,12.00,24.50,24.50,25.39
Uva Rosada,7,14,9,13,Jaba,12.00,29.75,30.00,31.54
Uva Superior,5,13,8,,Jaba,12.00,42.50,42.25,42.50
Yacon (Llacon),5,4,4,4,Kilogramo,1.00,1.55,1.53,1.57
