Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Pacae De Seda,4,4,4,6,Kilogramo,1.00,3.48,3.48,3.54
Palta Antillana,9,7,7,7,Cajon,12.00,17.75,17.75,17.93
Palta Choquete,11,10,9,8,Cajon,12.00,20.75,19.75,21.39
Palta Criolla,16,12,13,11,Cajon,12.00,17.75,17.75,18.25
Palta Dedo,2,2,2,3,Kilogramo,1.00,4.18,4.13,4.27
Palta Fuerte,70,48,53,38,Kilogramo,1.00,4.58,4.38,4.61
Palta Hall,16,14,11,10,Cajon,12.00,19.75,19.50,19.89
Palta Hass,8,8,6,8,Kilogramo,1.00,3.08,3.08,3.16
Palta Linda,10,10,8,7,Cajon,12.00,26.25,25.75,26.43
Papaya (Costa),13,13,11,9,Cajon,12.00,16.75,16.75,18.79
Papaya (Selva),214,161,174,175,Cajon,12.00,17.75,17.75,20.00
Pepino Rayado O Melon,49,24,24,14,Kilogramo,1.00,2.38,2.33,2.62
Pera Agua Packam Importado,15,11,12,13,Caja,20.00,80.75,79.25,81.04
Piña Criolla (Selva),54,48,48,47,Cajon,12.00,11.75,12.50,11.57
Piña Golden,84,62,62,66,Bandeja,12.00,19.75,22.50,19.75
Piña Hawaiana,57,47,49,51,Kilogramo,1.00,0.98,1.00,0.93
Pitahaya,4,3,,,Kilogramo,1.00,20.75,21.25,20.75
Platano Bellaco,77,73,74,58,Ciento,35.00,63.00,62.25,65.11
Platano Bizcocho,107,69,78,63,Bandeja,14.00,17.75,17.00,20.25
Platano Isla,101,83,87,92,Ciento,25.00,42.25,42.25,42.46
Platano Manzano,26,17,20,16,Jaba,16.00,21.75,20.75,23.32
Platano Morado,11,10,10,10,Cajon,12.00,29.50,28.50,30.18
Platano Palillo,71,25,51,36,Ciento,35.00,60.75,60.75,61.75
Platano Seda Congo,94,53,92,64,Ciento,20.00,38.75,38.25,39.71
Platano Seda (Selva),30,23,26,25,Ciento,25.00,37.75,37.75,38.79
Sandia,96,94,83,99,Kilogramo,1.00,0.83,0.83,0.87
Tamarindo (Con Cascara),1,1,,,Kilogramo,1.00,4.75,4.75,4.80
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.75,5.75,5.79
Toronja Costa,19,21,17,18,Jaba,22.00,27.50,26.75,27.18
Toronja Selva,13,12,10,10,Cajon,12.00,16.25,16.50,17.07
Tumbo,4,4,4,4,Kilogramo,1.00,2.48,2.53,2.62
Tuna Amarilla,9,10,13,12,Kilogramo,1.00,1.98,2.05,1.95
Tuna Blanca,14,10,14,14,Kilogramo,1.00,2.25,2.28,2.15
Tuna Morada/Rosada,15,8,13,11,Kilogramo,1.00,2.13,2.15,1.99
Uva Alfonso Lavalett,12,14,13,12,Jaba,12.00,20.50,20.75,21.18
Uva Italia,37,10,27,22,Jaba,12.00,29.25,29.75,28.68
Uva Palestina,10,8,8,7,Jaba,12.00,32.75,32.50,32.18
Uva Quebranta/Moscatel,6,5,4,4,Jaba,12.00,25.50,25.25,26.00
Uva Red Globe,36,21,28,27,Jaba,12.00,23.75,24.75,23.21
Uva Rosada,9,6,7,7,Jaba,12.00,32.50,32.50,31.82
Yacon (Llacon),4,4,3,4,Kilogramo,1.00,1.85,1.85,1.81
Zapote,8,7,6,5,Cajon,10.00,21.50,21.25,21.21
