Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Membrillo Criollo,14,14,14,14,Kilogramo,1.00,2.03,2.03,1.95
Membrillo Serrano,10,20,17,20,Cajon,24.00,50.75,51.50,51.11
Naranja Miniola,27,21,19,24,Kilogramo,1.00,1.95,2.00,1.93
Naranja Primavera,30,45,42,33,Kilogramo,1.00,1.38,1.38,1.43
Naranja Tangelo Costa,11,12,10,16,Kilogramo,1.00,2.03,2.03,1.96
Naranja Tangelo Selva,61,44,53,66,Jaba,22.00,43.75,43.75,43.21
Naranja Valencia,146,137,150,173,Jaba,24.00,19.50,19.75,18.71
Naranja Washington Naval,8,14,14,19,Kilogramo,1.00,4.63,4.68,4.58
Nispero De Agua,40,34,38,38,Cajon,12.00,19.50,19.75,19.96
Noni,7,6,,6,Kilogramo,1.00,1.58,1.55,1.60
Pacae De Seda,4,4,3,3,Kilogramo,1.00,4.75,4.85,4.66
Palta Choquete,6,10,7,6,Cajon,12.00,22.75,22.75,22.29
Palta Criolla,17,12,11,12,Cajon,12.00,23.50,22.75,22.50
Palta Dedo,1,4,2,2,Kilogramo,1.00,5.65,5.65,5.47
Palta Fuerte,30,33,33,50,Kilogramo,1.00,6.48,6.48,6.45
Palta Hall,14,10,11,13,Cajon,12.00,23.25,22.75,23.07
Palta Hass,10,12,9,10,Kilogramo,1.00,4.38,4.38,4.33
Palta Linda,14,4,9,8,Cajon,12.00,33.50,33.25,33.32
Palta Naval,10,12,11,12,Kilogramo,1.00,3.93,3.90,3.83
Palta Queen,7,10,7,9,Kilogramo,1.00,3.88,3.95,3.86
Palta Villa Campa,8,,8,11,Kilogramo,1.00,4.88,,4.86
Papaya (Costa),10,16,12,13,Cajon,12.00,16.25,16.25,16.39
Papaya (Selva),178,249,181,204,Cajon,12.00,18.00,17.75,18.00
Pepino Rayado O Melon,45,29,37,28,Kilogramo,1.00,1.25,1.25,1.27
Pera Agua Italiana,7,4,,,Jaba,16.00,28.50,28.50,28.68
Pera Agua Packam Importado,11,16,13,16,Caja,20.00,84.25,86.00,84.39
Piña Criolla (Selva),50,51,50,51,Cajon,12.00,13.50,13.75,12.82
Piña Golden,61,69,63,69,Bandeja,12.00,27.75,27.75,28.61
Piña Hawaiana,49,51,50,52,Kilogramo,1.00,0.98,1.03,0.96
Pitahaya,4,5,5,5,Kilogramo,1.00,8.63,7.25,9.29
Platano Bellaco,38,106,73,92,Ciento,35.00,57.50,57.50,58.04
Platano Bizcocho,32,86,65,95,Bandeja,14.00,17.75,17.50,17.64
Platano Isla,96,111,95,107,Ciento,25.00,42.25,35.00,42.14
Platano Manzano,19,34,23,28,Jaba,16.00,20.25,20.25,19.18
Platano Morado,13,19,13,13,Cajon,12.00,29.50,29.50,29.32
Platano Palillo,40,82,55,65,Ciento,35.00,57.50,57.75,57.11
Platano Seda Congo,74,58,60,84,Ciento,20.00,35.00,35.00,35.43
Platano Seda (Selva),29,16,22,29,Ciento,25.00,33.75,33.75,34.29
Sandia,95,77,68,68,Kilogramo,1.00,1.05,1.05,1.06
Sanki,7,3,,9,Kilogramo,1.00,4.85,4.78,4.87
Tamarindo (Con Cascara),1,,,,Kilogramo,1.00,4.90,4.75,4.86
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.85,5.75,5.85
Toronja Costa,14,27,17,23,Jaba,22.00,33.75,35.25,31.93
Toronja Selva,11,16,10,11,Cajon,12.00,21.25,21.50,20.00
Tumbo,6,5,4,4,Kilogramo,1.00,2.38,2.33,2.35
Tuna Amarilla,6,4,9,8,Kilogramo,1.00,3.48,3.50,3.39
Tuna Blanca,6,5,9,,Kilogramo,1.00,3.53,3.53,3.50
Tuna Morada/Rosada,8,5,9,8,Kilogramo,1.00,3.48,3.53,3.39
Uva Alfonso Lavalett,32,23,22,15,Jaba,12.00,29.25,29.25,30.00
Uva Borgoña,4,2,5,3,Jaba,12.00,26.75,27.25,27.96
Uva Crimson,,8,,,Jaba,12.00,28.50,28.00,27.57
Uva Italia,10,9,9,8,Jaba,12.00,33.00,32.25,33.07
Uva Palestina,,8,,6,Jaba,12.00,40.75,40.75,41.61
Uva Pirovano,5,8,6,7,Jaba,12.00,41.75,41.75,40.89
Uva Red Globe,43,39,35,42,Jaba,12.00,29.25,28.75,30.61
Uva Rosada,9,7,,8,Jaba,12.00,39.50,40.25,40.93
Uva Superior,6,6,11,10,Jaba,12.00,42.75,42.50,42.61
Yacon (Llacon),2,3,3,3,Kilogramo,1.00,2.88,2.93,2.89
