Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Pera Agua Italiana,5,8,6,7,Jaba,16.00,31.75,31.75,30.79
Pera Agua Packam Importado,15,14,14,12,Caja,20.00,92.50,92.25,92.32
Piña Criolla (Selva),50,49,48,49,Cajon,12.00,11.75,12.25,11.43
Piña Golden,61,57,63,58,Bandeja,12.00,19.75,20.75,20.18
Piña Hawaiana,49,46,48,45,Kilogramo,1.00,1.20,1.23,1.16
Pitahaya,5,4,6,6,Kilogramo,1.00,6.88,6.75,7.00
Platano Bellaco,75,49,71,55,Ciento,35.00,51.50,51.50,51.68
Platano Bizcocho,82,53,72,62,Bandeja,14.00,15.75,16.25,16.29
Platano Isla,104,76,96,78,Ciento,25.00,42.25,41.50,42.00
Platano Manzano,16,16,20,21,Jaba,16.00,17.75,17.75,18.43
Platano Morado,11,10,11,9,Cajon,12.00,28.25,27.75,28.18
Platano Palillo,44,46,54,50,Ciento,35.00,51.50,51.50,51.89
Platano Seda Congo,105,74,80,50,Ciento,20.00,35.75,35.00,36.18
Platano Seda (Selva),21,20,19,22,Ciento,25.00,34.75,33.75,35.04
Sandia,116,64,81,67,Kilogramo,1.00,0.85,0.85,0.86
Sanki,6,4,5,,Kilogramo,1.00,6.63,6.38,6.41
Tamarindo (Con Cascara),1,1,,1,Kilogramo,1.00,4.75,4.75,4.80
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.75,5.75,5.75
Toronja Costa,18,14,17,16,Jaba,22.00,45.25,44.75,45.21
Toronja Selva,10,10,11,8,Cajon,12.00,25.25,24.75,25.36
Tumbo,4,5,4,5,Kilogramo,1.00,2.38,2.38,2.36
Tuna Amarilla,19,6,15,13,Kilogramo,1.00,2.38,2.38,2.43
Tuna Blanca,9,10,11,11,Kilogramo,1.00,2.28,2.25,2.39
Tuna Morada/Rosada,16,8,12,11,Kilogramo,1.00,2.38,2.38,2.44
Uva Alfonso Lavalett,22,19,22,19,Jaba,12.00,25.25,25.25,26.32
Uva Borgoña,5,4,,,Jaba,12.00,25.25,26.25,25.82
Uva Flame,18,8,10,,Jaba,12.00,23.00,22.50,23.46
Uva Fley,6,6,9,,Jaba,12.00,29.75,28.25,30.86
Uva Italia,19,8,10,18,Jaba,12.00,28.25,28.25,28.57
Uva Palestina,9,6,8,9,Jaba,12.00,34.25,33.50,34.36
Uva Pirovano,8,6,8,6,Jaba,12.00,33.50,32.25,34.45
Uva Red Globe,70,53,54,40,Jaba,12.00,23.75,23.75,24.79
Uva Rosada,10,9,9,10,Jaba,12.00,32.75,31.25,33.86
Uva Superior,8,6,8,10,Jaba,12.00,42.75,43.50,43.50
Uva Thompson,4,8,6,6,Jaba,12.00,43.75,43.75,43.69
Uva Zafiro,6,6,6,7,Jaba,12.00,25.25,25.50,26.07
Yacon (Llacon),3,3,,2,Kilogramo,1.00,4.75,4.65,4.70
