Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Platano Morado,8,10,9,11,Cajon,12.00,26.75,26.75,27.14
Platano Palillo,45,63,56,53,Ciento,35.00,51.50,51.50,51.57
Platano Seda Congo,54,30,70,89,Ciento,20.00,25.75,25.75,25.46
Platano Seda (Selva),23,35,29,34,Ciento,25.00,23.50,25.25,24.43
Sandia,80,102,59,68,Kilogramo,1.00,1.08,1.08,1.09
Tamarindo (Con Cascara),1,1,1,1,Kilogramo,1.00,4.75,4.75,4.77
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.75,5.75,5.76
Toronja Costa Con Pepa,17,18,15,19,Jaba,22.00,26.75,26.50,26.93
Toronja Selva Con Pepa,6,16,10,13,Cajon,12.00,17.50,16.75,17.39
Tumbo,5,4,4,4,Kilogramo,1.00,2.95,2.88,2.93
Tuna Amarilla,13,16,8,10,Kilogramo,1.00,2.48,2.55,2.58
Tuna Blanca,13,16,12,10,Kilogramo,1.00,2.68,2.70,2.65
Tuna Morada/Rosada,11,16,8,9,Kilogramo,1.00,2.48,2.50,2.59
Uva Alfonso Lavalett,22,29,32,32,Jaba,12.00,23.75,24.25,23.68
Uva Borgoña,9,4,5,3,Jaba,12.00,26.50,26.75,26.25
Uva Italia,14,23,14,14,Jaba,12.00,25.75,26.25,26.86
Uva Palestina,7,6,9,8,Jaba,12.00,34.75,35.25,35.86
Uva Red Globe,26,26,23,29,Jaba,12.00,25.50,26.00,26.43
Uva Rosada Sin Pepa,8,7,9,8,Jaba,12.00,35.25,35.25,35.14
Uva Superior,9,8,9,10,Jaba,12.00,44.25,43.75,43.57
Yacon (Llacon),3,4,3,3,Kilogramo,1.00,1.55,1.58,1.55
