Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Tumbo,4,3,4,4,Kilogramo,1.00,2.38,2.33,2.43
Tuna Amarilla,19,18,10,14,Kilogramo,1.00,1.95,1.88,2.00
Tuna Blanca,10,17,10,13,Kilogramo,1.00,1.90,1.88,1.93
Tuna Morada/Rosada,8,13,8,12,Kilogramo,1.00,1.95,1.88,1.98
Uva Alfonso Lavalett,18,23,14,27,Jaba,12.00,24.50,24.00,25.32
Uva Arra,12,11,11,,Jaba,12.00,34.75,33.75,35.46
Uva Borgoña,4,3,5,5,Jaba,12.00,27.75,27.75,28.36
Uva Flame,11,6,11,10,Jaba,12.00,21.25,20.75,21.75
Uva Fley,9,9,10,11,Jaba,12.00,23.50,23.25,24.07
Uva Italia,18,18,17,20,Jaba,12.00,25.75,25.75,26.11
Uva Palestina,6,14,,11,Jaba,12.00,26.75,26.75,27.64
Uva Pirovano,8,6,9,10,Jaba,12.00,28.75,29.25,29.29
Uva Quebranta/Moscatel,5,5,5,,Jaba,12.00,28.00,27.25,28.14
Uva Red Globe,43,50,49,61,Jaba,12.00,21.50,21.25,22.39
Uva Rosada,5,9,8,9,Jaba,12.00,27.75,28.75,28.46
Uva Superior,10,18,11,10,Jaba,12.00,41.75,41.25,41.71
Uva Zafiro,8,10,10,9,Jaba,12.00,23.25,21.75,23.89
Yacon (Llacon),3,2,3,3,Kilogramo,1.00,4.08,4.13,4.00
Zapote,5,6,5,,Cajon,10.00,26.75,26.50,27.61
