Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Pera Agua Packam Importado,14,17,14,17,Caja,20.00,81.00,80.75,81.79
Piña Criolla (Selva),37,57,56,53,Cajon,12.00,12.25,12.25,11.86
Piña Golden,37,66,55,75,Bandeja,12.00,27.25,25.75,26.57
Piña Hawaiana,38,53,50,52,Kilogramo,1.00,1.00,0.98,1.02
Pitahaya,4,5,5,5,Kilogramo,1.00,19.00,20.00,17.93
Platano Bellaco,42,91,81,106,Ciento,35.00,52.00,50.75,51.46
Platano Bizcocho,44,121,91,116,Bandeja,14.00,13.75,13.75,13.58
Platano Isla,81,113,97,117,Ciento,25.00,36.25,35.25,35.82
Platano Manzano,17,16,16,18,Jaba,16.00,15.75,15.25,15.71
Platano Morado,11,8,8,10,Cajon,12.00,27.25,26.75,26.43
Platano Palillo,47,51,44,52,Ciento,35.00,51.75,50.75,51.68
Platano Seda Congo,65,97,68,78,Ciento,20.00,26.25,25.25,26.04
Platano Seda (Selva),25,32,36,30,Ciento,25.00,25.00,24.50,25.75
Sandia,51,34,,74,Kilogramo,1.00,1.13,1.15,1.15
Tamarindo (Con Cascara),1,1,,1,Kilogramo,1.00,3.85,3.90,3.81
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,4.85,4.90,4.81
Toronja Costa Con Pepa,31,9,19,18,Jaba,22.00,25.25,25.25,25.25
Toronja Selva Con Pepa,9,11,11,10,Cajon,12.00,16.25,15.50,15.75
Tumbo,4,4,4,3,Kilogramo,1.00,3.40,3.35,3.38
Tuna Amarilla,8,6,9,8,Kilogramo,1.00,3.10,3.18,3.20
Tuna Blanca,7,8,6,8,Kilogramo,1.00,3.25,3.28,3.28
Tuna Morada/Rosada,10,10,9,11,Kilogramo,1.00,3.20,3.18,3.21
Uva Alfonso Lavalett,15,26,25,31,Jaba,12.00,25.25,25.25,25.75
Uva Borgoña,2,5,3,3,Jaba,12.00,25.33,25.75,26.19
Uva Italia,11,41,14,17,Jaba,12.00,27.25,26.25,27.71
Uva Palestina,7,6,,9,Jaba,12.00,34.25,34.25,34.21
Uva Pirovano,6,11,8,10,Jaba,12.00,34.67,34.50,35.20
Uva Red Globe,22,23,24,37,Jaba,12.00,27.25,27.00,27.75
Uva Rosada Sin Pepa,12,11,,,Jaba,12.00,32.00,32.50,32.63
Uva Superior,10,14,10,,Jaba,12.00,43.00,42.75,43.14
Yacon (Llacon),3,3,4,4,Kilogramo,1.00,1.68,1.58,1.59
