FECHA,REGION,LIMITE_VELOCIDAD,VELOCIDAD_DETECTADA
20200101,LA LIBERTAD,60,83
20200101,LA LIBERTAD,60,74
20200101,LA LIBERTAD,60,66
20200101,LA LIBERTAD,60,81
20200101,LA LIBERTAD,60,81
20200101,LA LIBERTAD,60,85
20200101,LA LIBERTAD,60,68
20200101,LA LIBERTAD,60,94
20200101,LA LIBERTAD,60,86
20200101,LA LIBERTAD,60,97
20200101,LA LIBERTAD,60,93
20200101,LA LIBERTAD,60,95
20200101,LA LIBERTAD,60,89
20200101,LIMA,45,70
20200101,LIMA,45,65
20200101,LIMA,45,51
20200101,LIMA,45,60
20200101,LIMA,45,56
20200101,LIMA,100,110
20200101,LIMA,100,133
20200101,LA LIBERTAD,60,97
20200101,LA LIBERTAD,60,101
20200101,LA LIBERTAD,60,88
20200101,LA LIBERTAD,60,86
20200101,LA LIBERTAD,60,91
20200101,LA LIBERTAD,60,108
20200101,LA LIBERTAD,60,79
20200101,LA LIBERTAD,60,85
20200101,LA LIBERTAD,60,80
20200101,LA LIBERTAD,60,82
20200101,LA LIBERTAD,60,69
20200101,LA LIBERTAD,60,73
20200101,LA LIBERTAD,60,68
20200101,LA LIBERTAD,60,74
20200101,LA LIBERTAD,60,76
20200101,LA LIBERTAD,60,88
20200101,LA LIBERTAD,60,89
20200101,LA LIBERTAD,60,72
20200101,LA LIBERTAD,60,70
20200101,LA LIBERTAD,60,74
20200101,JUNIN,35,79
20200101,JUNIN,35,65
20200101,JUNIN,35,79
20200101,JUNIN,35,67
20200101,JUNIN,35,67
20200101,JUNIN,35,68
20200101,JUNIN,35,96
20200101,JUNIN,35,50
20200102,LIMA,100,109
20200102,LIMA,100,109
20200102,LIMA,100,106
20200102,LIMA,100,108
20200102,LIMA,100,108
20200102,LIMA,100,108
20200102,LIMA,100,112
20200102,LIMA,100,108
20200102,LIMA,100,128
20200102,LIMA,100,109
20200102,LIMA,100,129
20200102,LIMA,100,107
20200102,LIMA,100,108
20200102,LIMA,100,112
20200102,LIMA,100,116
20200102,LIMA,100,110
20200102,LIMA,100,109
20200102,LIMA,100,131
20200102,LIMA,100,129
20200102,LIMA,100,108
20200102,LIMA,100,118
20200102,LIMA,100,106
20200102,LIMA,100,109
20200102,LIMA,100,110
20200102,LIMA,100,108
20200102,LIMA,100,120
20200102,LIMA,100,108
20200102,LIMA,100,117
20200102,LIMA,100,106
20200102,LIMA,100,139
20200102,LIMA,100,108
20200102,LIMA,100,113
20200102,LIMA,100,107
20200102,LIMA,100,114
20200102,LIMA,100,110
20200102,LIMA,100,106
20200102,LIMA,35,57
20200102,LIMA,35,57
20200102,LIMA,35,45
20200102,LIMA,35,72
20200102,LIMA,35,47
20200102,LIMA,35,64
20200102,LIMA,35,44
20200102,LIMA,35,56
20200102,LIMA,35,55
20200102,LIMA,35,59
20200102,LIMA,35,46
20200102,LIMA,35,62
20200102,LIMA,35,52
20200102,LIMA,35,61
20200102,LIMA,35,43
20200102,LIMA,35,58
20200102,LIMA,35,61
20200102,LIMA,35,51
20200102,LIMA,35,41
20200102,LIMA,35,55
20200102,LIMA,35,43
20200102,LIMA,35,54
20200102,LIMA,35,45
20200102,LIMA,35,40
20200102,LIMA,35,64
20200102,LIMA,60,94
20200102,LIMA,60,91
20200102,LIMA,60,101
20200102,LIMA,60,67
20200102,LIMA,60,89
20200102,LIMA,60,84
20200102,LIMA,60,68
20200102,LIMA,60,116
20200102,LIMA,60,67
20200102,LIMA,60,90
20200102,LIMA,60,85
20200102,LIMA,60,87
20200102,LIMA,60,79
20200102,LIMA,60,75
20200102,LIMA,60,82
20200102,LIMA,60,91
20200102,LIMA,60,105
20200102,LIMA,60,71
20200102,LIMA,60,78
20200102,LIMA,60,89
20200102,LIMA,60,70
20200102,LIMA,60,77
20200102,LIMA,60,89
20200102,LIMA,60,71
20200102,LIMA,60,93
20200102,LIMA,60,88
20200102,LIMA,60,78
20200102,LIMA,60,79
20200102,LIMA,60,75
20200102,LIMA,60,102
20200102,LIMA,60,72
20200102,LIMA,60,82
20200102,LIMA,60,98
20200102,LIMA,60,69
20200102,LIMA,60,107
20200102,LIMA,60,95
20200102,LIMA,60,89
20200102,LIMA,60,101
20200102,LIMA,60,81
20200102,LIMA,60,91
20200102,LIMA,60,66
20200102,LIMA,60,119
20200102,LIMA,60,69
20200102,LIMA,60,87
20200102,LIMA,60,79
20200102,LIMA,60,66
20200102,LIMA,60,76
20200102,LIMA,60,93
20200102,LIMA,60,91
20200102,LIMA,60,68
20200102,LIMA,60,122
20200102,LIMA,60,82
20200102,LIMA,60,85
20200102,LIMA,60,66
20200102,LIMA,60,87
20200102,LIMA,60,101
20200102,LIMA,60,94
20200102,LIMA,60,89
20200102,LIMA,60,99
20200102,LIMA,60,92
20200102,LIMA,60,108
20200102,LIMA,60,74
20200102,LIMA,60,84
20200102,LIMA,60,102
20200102,LIMA,60,69
20200102,LIMA,60,66
20200102,LIMA,60,72
20200102,PUNO,35,55
20200102,PUNO,35,58
20200102,PUNO,35,44
20200102,PUNO,35,42
20200102,PUNO,35,41
20200102,PUNO,35,42
20200102,PUNO,35,48
20200102,PUNO,35,54
20200102,PUNO,35,44
20200102,PUNO,35,44
20200102,PUNO,35,51
20200102,PUNO,35,46
20200102,PUNO,35,52
20200102,PUNO,35,61
20200102,PUNO,35,48
20200102,PUNO,35,44
20200102,PUNO,35,47
20200102,PUNO,35,80
20200102,PUNO,35,50
20200102,PUNO,35,50
20200102,PUNO,35,46
20200102,PUNO,35,61
20200102,PUNO,35,49
20200102,PUNO,35,53
20200102,PUNO,35,41
20200102,PUNO,35,48
20200102,PUNO,35,61
20200102,PUNO,35,46
20200102,PUNO,35,55
20200102,PUNO,35,58
20200102,PUNO,35,61
20200102,PUNO,35,49
20200102,PUNO,35,42
20200102,PUNO,35,46
20200102,PUNO,35,48
20200102,PUNO,35,60
20200102,PUNO,35,53
20200102,PUNO,35,58
20200102,PUNO,35,59
20200102,PUNO,35,51
20200102,PUNO,35,54
20200102,PUNO,35,45
20200102,PUNO,35,43
20200102,PUNO,35,45
20200102,PUNO,35,46
20200102,ANCASH,60,80
20200102,ANCASH,60,93
20200102,ANCASH,60,71
20200102,ANCASH,60,76
20200102,PUNO,35,57
20200102,PUNO,35,41
20200102,PUNO,35,49
20200102,PUNO,35,45
20200102,PUNO,35,39
20200102,PUNO,35,47
20200102,PUNO,35,73
20200102,PUNO,35,49
20200102,PUNO,35,50
20200102,PUNO,35,50
20200102,PUNO,35,46
20200102,PUNO,35,55
20200102,PUNO,35,41
20200102,PUNO,35,54
20200102,PUNO,35,59
20200102,PUNO,35,54
20200102,PUNO,35,46
20200102,PUNO,35,45
20200102,PUNO,35,55
20200102,PUNO,35,45
20200102,PUNO,35,51
20200102,PUNO,35,48
20200102,PUNO,35,52
20200102,PUNO,35,52
20200102,PUNO,35,43
20200102,PUNO,35,47
20200102,PUNO,35,56
20200102,PUNO,35,59
20200102,PUNO,35,52
20200102,PUNO,35,52
20200102,PUNO,35,63
20200102,PUNO,35,42
20200102,PUNO,35,45
20200102,LA LIBERTAD,60,84
20200102,LA LIBERTAD,60,100
20200102,LA LIBERTAD,60,109
20200102,LA LIBERTAD,60,96
20200102,LA LIBERTAD,60,114
20200102,LA LIBERTAD,60,133
20200102,LA LIBERTAD,60,78
20200102,LA LIBERTAD,60,84
20200102,LA LIBERTAD,60,82
20200102,LA LIBERTAD,60,111
20200102,LA LIBERTAD,60,82
20200102,LA LIBERTAD,60,82
20200102,LA LIBERTAD,60,93
20200102,LA LIBERTAD,60,80
20200102,LA LIBERTAD,60,100
20200102,LA LIBERTAD,60,84
20200102,LA LIBERTAD,60,94
20200102,LA LIBERTAD,60,104
20200102,LA LIBERTAD,60,85
20200102,LA LIBERTAD,60,81
20200102,LA LIBERTAD,60,76
20200102,LA LIBERTAD,60,102
20200102,LA LIBERTAD,60,102
20200102,LA LIBERTAD,60,118
20200102,LA LIBERTAD,60,128
20200102,LA LIBERTAD,60,81
20200102,LA LIBERTAD,60,81
20200102,LA LIBERTAD,60,98
20200102,LA LIBERTAD,60,103
20200102,LA LIBERTAD,60,87
20200102,LA LIBERTAD,60,80
20200102,LA LIBERTAD,60,80
20200102,LA LIBERTAD,60,67
20200102,LA LIBERTAD,60,117
20200102,LA LIBERTAD,60,90
20200102,LA LIBERTAD,60,88
20200102,LA LIBERTAD,60,82
20200102,LA LIBERTAD,60,71
20200102,LA LIBERTAD,60,105
20200102,LA LIBERTAD,60,123
20200102,LA LIBERTAD,60,76
20200102,LA LIBERTAD,60,96
20200102,LA LIBERTAD,60,89
20200102,LA LIBERTAD,60,96
20200102,LA LIBERTAD,60,70
20200102,LA LIBERTAD,60,76
20200102,LA LIBERTAD,60,92
20200102,LA LIBERTAD,60,105
20200102,LA LIBERTAD,60,110
20200102,LA LIBERTAD,60,114
20200102,LA LIBERTAD,60,77
20200102,LA LIBERTAD,60,101
20200102,LA LIBERTAD,60,89
20200102,LA LIBERTAD,60,109
20200102,LA LIBERTAD,60,92
20200102,LA LIBERTAD,60,89
20200102,LA LIBERTAD,60,76
20200102,LA LIBERTAD,60,66
20200102,LA LIBERTAD,60,103
20200102,LA LIBERTAD,60,119
20200102,LA LIBERTAD,60,98
20200102,LA LIBERTAD,60,96
20200102,LA LIBERTAD,60,95
20200102,LA LIBERTAD,60,83
20200102,LA LIBERTAD,60,96
20200102,LA LIBERTAD,60,77
20200102,LA LIBERTAD,60,94
20200102,LA LIBERTAD,60,79
20200102,LA LIBERTAD,60,95
20200102,LA LIBERTAD,60,116
20200102,LA LIBERTAD,60,93
20200102,LA LIBERTAD,60,107
20200102,LA LIBERTAD,60,100
20200102,LA LIBERTAD,60,108
20200102,LA LIBERTAD,60,109
20200102,LA LIBERTAD,60,92
20200102,LA LIBERTAD,60,97
20200102,LA LIBERTAD,60,110
20200102,LA LIBERTAD,60,117
20200102,LA LIBERTAD,60,118
20200102,LA LIBERTAD,60,86
20200102,LA LIBERTAD,60,104
20200102,LA LIBERTAD,60,97
20200102,LA LIBERTAD,60,91
20200102,LA LIBERTAD,60,80
20200102,LA LIBERTAD,60,124
20200102,LA LIBERTAD,60,90
20200102,LA LIBERTAD,60,93
20200102,LA LIBERTAD,60,83
20200102,LA LIBERTAD,60,110
20200102,LA LIBERTAD,60,109
20200102,LA LIBERTAD,60,102
20200102,LA LIBERTAD,60,73
20200102,LA LIBERTAD,60,75
20200102,LA LIBERTAD,60,69
20200102,LA LIBERTAD,60,89
20200102,LA LIBERTAD,60,85
20200102,LA LIBERTAD,60,92
20200102,LA LIBERTAD,60,114
20200102,LA LIBERTAD,60,72
20200102,LA LIBERTAD,60,106
20200102,LA LIBERTAD,60,98
20200102,LA LIBERTAD,60,109
20200102,LA LIBERTAD,60,70
20200102,LA LIBERTAD,60,105
20200102,LA LIBERTAD,60,74
20200102,LA LIBERTAD,60,103
20200102,LA LIBERTAD,60,84
20200102,LA LIBERTAD,60,87
20200102,LA LIBERTAD,60,90
20200102,LA LIBERTAD,60,87
20200102,LA LIBERTAD,60,82
20200102,LA LIBERTAD,60,80
20200102,LA LIBERTAD,60,92
20200102,LA LIBERTAD,60,88
20200102,LA LIBERTAD,60,99
20200102,LA LIBERTAD,60,93
20200102,LA LIBERTAD,60,66
20200102,LA LIBERTAD,60,106
20200102,LA LIBERTAD,60,83
20200102,LA LIBERTAD,60,105
20200102,LA LIBERTAD,60,89
20200102,LA LIBERTAD,60,99
20200102,LA LIBERTAD,60,90
20200102,LA LIBERTAD,60,99
20200102,LA LIBERTAD,60,111
20200102,LA LIBERTAD,60,76
20200102,LA LIBERTAD,60,119
20200102,LA LIBERTAD,60,96
20200102,LA LIBERTAD,60,88
20200102,LA LIBERTAD,60,111
20200102,LA LIBERTAD,60,93
20200102,LA LIBERTAD,60,69
20200102,LA LIBERTAD,60,87
20200102,LA LIBERTAD,60,82
20200102,LA LIBERTAD,60,97
20200102,LA LIBERTAD,60,80
20200102,LA LIBERTAD,60,110
20200102,LA LIBERTAD,60,76
20200102,LA LIBERTAD,60,82
20200102,LA LIBERTAD,60,82
20200102,LA LIBERTAD,60,107
20200102,LA LIBERTAD,60,80
20200102,LA LIBERTAD,60,113
20200102,LA LIBERTAD,60,105
20200102,LA LIBERTAD,60,90
20200102,LA LIBERTAD,60,78
20200102,LA LIBERTAD,60,94
20200102,LA LIBERTAD,60,94
20200102,LA LIBERTAD,60,113
20200102,LA LIBERTAD,60,80
20200102,LA LIBERTAD,60,108
20200102,LA LIBERTAD,60,92
20200102,LA LIBERTAD,60,113
20200102,LA LIBERTAD,60,99
20200102,LA LIBERTAD,60,95
20200102,LA LIBERTAD,60,73
20200102,LA LIBERTAD,60,79
20200102,LA LIBERTAD,60,108
20200102,LA LIBERTAD,60,109
20200102,LA LIBERTAD,60,97
20200102,LA LIBERTAD,60,98
20200102,LA LIBERTAD,60,72
20200102,LA LIBERTAD,60,84
20200102,LA LIBERTAD,60,116
20200102,LA LIBERTAD,60,74
20200102,LA LIBERTAD,60,101
20200102,LA LIBERTAD,60,93
20200102,LA LIBERTAD,60,74
20200102,LA LIBERTAD,60,92
20200102,LIMA,35,48
20200102,LA LIBERTAD,60,106
20200102,LA LIBERTAD,60,75
20200102,LA LIBERTAD,60,93
20200102,LA LIBERTAD,60,88
20200102,LA LIBERTAD,60,112
20200102,LA LIBERTAD,60,115
20200102,LA LIBERTAD,60,95
20200102,LA LIBERTAD,60,103
20200102,LA LIBERTAD,60,108
20200102,LA LIBERTAD,60,86
20200102,LA LIBERTAD,60,84
20200102,LA LIBERTAD,60,86
