temp,Edad,Carrera,cumplio_exp,Promedio,Ciclo,Estres,lid_estres,Agua,Tiene horario,Horas sueno,si deporte,Horas deporte,Tiempo de viaje,Medita,Cafe,cantidad cursos,tareas a tiempo,Asesorias,Metodos_estudio,Material,horas estudio,Lugar de estudio,Desvelado,Dormir,Musica,Videojuegos,Salir_Amigos,Caminar,Otros,Pomodoro,Feynman,Subrayar,Resumen_Mapa,Spaced_repetition,Método_de_Cornell,Mnemotecnias,SQ3R,Ninguno,Material_Profesor,Libros,Material_audiovisual,Recursos_Linea,Apuntes,Material_Asesoria,Material_Mentorias
28/04/2023 22:48:33,18,Ing. Industrial,4,16.9,2,1,"Dormir / Tomarse un descanso, Otros",500,TRUE,7,FALSE,0,90,FALSE,0,6,entregaba todas a tiempo,FALSE,Ningún método en particular,"Material entregado por el profesor, Material de mentorías",8,Casa,ninguna,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
28/04/2023 22:48:42,20,Ing. Industrial,3,14,2,2,"Escuchar música, Dormir / Tomarse un descanso, Otros",500,TRUE,4,FALSE,0,2,FALSE,0,6,entregaba todas a tiempo,TRUE,Ningún método en particular,"Material entregado por el profesor, Libros adicionales, Material audiovisial, Recursos en línea, Apuntes de compañeros de ciclos mayores, Material de las asesorías, Material de mentorías",8,Universidad,de 1 a 3 veces,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
28/04/2023 22:48:43,19,Ing. Industrial,3,13.5,2,1,"Escuchar música, Dormir / Tomarse un descanso, Salir / Llamar a amigos o familiares, Salir a caminar",2000,TRUE,6,TRUE,1,15,FALSE,0,6,solía entregarlas a tiempo,TRUE,"Subrayar, Resumir y/o Mapa conceptual","Libros adicionales, Material audiovisial, Recursos en línea, Material de las asesorías, Material de mentorías",8,Casa,de 1 a 3 veces,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
28/04/2023 22:51:20,21,Ing. Industrial,4,16.67,10,1,"Escuchar música, Dormir / Tomarse un descanso, Salir a caminar",500,TRUE,8.5,TRUE,2,20,FALSE,0,6,entregaba todas a tiempo,FALSE,Ningún método en particular,"Material entregado por el profesor, Material audiovisial, Recursos en línea",3,Casa,ninguna,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
28/04/2023 22:51:57,19,Ing. Industrial,1,17.1,4,1,"Escuchar música, Dormir / Tomarse un descanso, Jugar videojuegos, Salir / Llamar a amigos o familiares, Salir a caminar",1000,TRUE,8,TRUE,2,30,TRUE,0,6,solía entregarlas a tiempo,FALSE,"Pomodoro, Método de Cornell",Material audiovisial,20,Universidad,ninguna,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
28/04/2023 22:52:20,18,Ing. Civil,4,14.22,3,1,Dormir / Tomarse un descanso,250,TRUE,5.5,TRUE,1,2,TRUE,7,5,todas las entregaba con retraso,TRUE,Método de Cornell,Libros adicionales,8,Casa,de 1 a 3 veces,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28/04/2023 22:55:00,20,Ciencia de la computación,3,14.56,4,1,"Escuchar música, Dormir / Tomarse un descanso",1500,TRUE,4.5,FALSE,0,100,FALSE,0,4,entregaba todas a tiempo,FALSE,Resumir y/o Mapa conceptual,"Material entregado por el profesor, Material audiovisial, Recursos en línea, Material de las asesorías",20,Casa,de 4 a 7 veces,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
28/04/2023 22:57:14,18,Ing. Industrial,4,16.9,2,1,"Escuchar música, Dormir / Tomarse un descanso",1500,TRUE,5,FALSE,0,15,FALSE,5,7,entregaba todas a tiempo,TRUE,"Pomodoro, Resumir y/o Mapa conceptual","Material audiovisial, Recursos en línea, Material de las asesorías, Material de mentorías",4,Universidad,de 4 a 7 veces,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
28/04/2023 23:00:49,19,Bioingeniería,1,14,3,2,"Escuchar música, Jugar videojuegos, Salir / Llamar a amigos o familiares",1500,FALSE,8,FALSE,0,130,FALSE,NA,5,entregaba todas a tiempo,TRUE,Ningún método en particular,"Material entregado por el profesor, Material audiovisial, Recursos en línea, Material de mentorías",4,Casa,de 1 a 3 veces,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
28/04/2023 23:01:40,17,Ing. Industrial,4,15.35,2,2,"Escuchar música, Dormir / Tomarse un descanso, Salir a caminar",2500,TRUE,6,TRUE,12,45,FALSE,1,7,entregaba todas a tiempo,TRUE,"Subrayar, Mnemotecnias","Material audiovisial, Recursos en línea, Material de las asesorías, Material de mentorías",8,Casa,de 8 a 11 veces,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
28/04/2023 23:08:53,18,Ing. Industrial,3,15.4,3,2,"Escuchar música, Dormir / Tomarse un descanso, Salir / Llamar a amigos o familiares",500,TRUE,4,TRUE,6,15,FALSE,10,6,entregaba todas a tiempo,TRUE,"Subrayar, Resumir y/o Mapa conceptual","Material entregado por el profesor, Material audiovisial, Recursos en línea, Apuntes de compañeros de ciclos mayores, Material de las asesorías, Material de mentorías",10,Universidad,de 4 a 7 veces,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
28/04/2023 23:09:26,18,Ing. Mecatrónica,3,13.3,3,2,"Escuchar música, Jugar videojuegos",1500,TRUE,5.5,FALSE,0,90,FALSE,2,6,solía entregarlas a tiempo,TRUE,"Subrayar, Mnemotecnias","Material entregado por el profesor, Material audiovisial, Recursos en línea, Apuntes de compañeros de ciclos mayores, Material de las asesorías, Material de mentorías",7,Universidad,más de 12 veces,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
28/04/2023 23:09:26,19,Ing. Civil,3,15.83,5,3,"Dormir / Tomarse un descanso, Jugar videojuegos",1000,FALSE,6,FALSE,0,5,FALSE,5,7,solía entregarlas a tiempo,TRUE,Ningún método en particular,"Material entregado por el profesor, Material de las asesorías",2,Casa,más de 12 veces,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
28/04/2023 23:11:27,19,Ing. Industrial,2,17.9,2,2,"Escuchar música, Dormir / Tomarse un descanso, Otros",2000,TRUE,6,TRUE,3,90,FALSE,3,6,solía entregarlas a tiempo,TRUE,"Subrayar, Resumir y/o Mapa conceptual","Material entregado por el profesor, Libros adicionales, Material audiovisial, Material de las asesorías, Material de mentorías",10,Casa,más de 12 veces,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
28/04/2023 23:17:19,21,Ing. de la Energía,3,17,9,1,"Dormir / Tomarse un descanso, Salir / Llamar a amigos o familiares",400,FALSE,5,TRUE,4,1,TRUE,4,3,entregaba todas a tiempo,FALSE,"Mnemotecnias, SQ3R",Recursos en línea,1,Universidad,ninguna,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
28/04/2023 23:18:59,19,Ing. Civil,3,13,2,2,"Escuchar música, Dormir / Tomarse un descanso, Salir a caminar",1000,TRUE,NA,FALSE,1,16,FALSE,2,7,entregaba todas a tiempo,FALSE,Subrayar,"Material entregado por el profesor, Recursos en línea, Material de las asesorías, Material de mentorías",1,Casa,de 1 a 3 veces,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
29/04/2023 0:32:11,20,Ing. Industrial,3,14,2,2,"Escuchar música, Dormir / Tomarse un descanso, Jugar videojuegos, Salir / Llamar a amigos o familiares",2000,TRUE,4,TRUE,1,120,FALSE,0,7,solía entregarlas a tiempo,TRUE,"Pomodoro, Subrayar, Resumir y/o Mapa conceptual","Material entregado por el profesor, Recursos en línea, Material de las asesorías, Material de mentorías",14,Universidad,de 4 a 7 veces,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
29/04/2023 8:04:29,18,Ing. Industrial,1,11.5,2,2,Dormir / Tomarse un descanso,2000,FALSE,4.6,FALSE,0,2,FALSE,20,6,entregaba todas a tiempo,FALSE,Ningún método en particular,.,3,"Otro (librería, etc.)",más de 12 veces,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
29/04/2023 8:22:19,18,Ing. Mecatrónica,3,18.3,3,1,"Escuchar música, Dormir / Tomarse un descanso",750,FALSE,6.5,FALSE,0,90,FALSE,NA,6,solía entregarlas a tiempo,FALSE,Ningún método en particular,"Material entregado por el profesor, Libros adicionales, Material audiovisial, Recursos en línea",8.5,Casa,ninguna,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
29/04/2023 8:35:09,18,Ing. Civil,4,17.4,4,3,"Dormir / Tomarse un descanso, Salir / Llamar a amigos o familiares, Salir a caminar",2000,TRUE,6.5,TRUE,4,70,FALSE,0,6,entregaba todas a tiempo,TRUE,"Resumir y/o Mapa conceptual, Mnemotecnias","Material entregado por el profesor, Mi material",20,Casa,de 1 a 3 veces,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
29/04/2023 9:08:27,19,Ing. Mecatrónica,4,16.47,3,1,"Dormir / Tomarse un descanso, Salir / Llamar a amigos o familiares, Salir a caminar",1800,FALSE,7,TRUE,6,10,FALSE,0,6,solía entregarlas a tiempo,FALSE,"Pomodoro, Subrayar","Material entregado por el profesor, Recursos en línea, Material de mentorías",4,Universidad,de 1 a 3 veces,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
29/04/2023 9:21:35,18,Ing. Industrial,3,16,2,1,"Escuchar música, Dormir / Tomarse un descanso",500,FALSE,7,TRUE,2,2,FALSE,1,6,entregaba todas a tiempo,TRUE,"Subrayar, Resumir y/o Mapa conceptual","Libros adicionales, Material audiovisial, Material de las asesorías, Material de mentorías",5,Casa,de 8 a 11 veces,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
29/04/2023 10:25:43,20,Ing. Mecánica,4,17.5,2,1,Otros,1000,TRUE,5.5,TRUE,18,60,FALSE,0,6,entregaba todas a tiempo,FALSE,Concentracion y dinamismo,"Material entregado por el profesor, Libros adicionales, Recursos en línea",24,Universidad,ninguna,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
29/04/2023 12:17:28,18,Ing. Mecatrónica,2,12.8,4,2,"Escuchar música, Dormir / Tomarse un descanso, Jugar videojuegos",1000,TRUE,6,FALSE,0,25,FALSE,5,6,entregaba todas a tiempo,FALSE,"Subrayar, Resumir y/o Mapa conceptual","Material audiovisial, Material de las asesorías, Material de mentorías",4,Universidad,de 1 a 3 veces,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
29/04/2023 12:20:48,19,Ing. Industrial,2,15,2,2,Jugar videojuegos,1000,TRUE,7,TRUE,3,60,FALSE,4,6,solía entregarlas a tiempo,TRUE,"Pomodoro, Subrayar, Resumir y/o Mapa conceptual","Material entregado por el profesor, Material audiovisial, Material de las asesorías",3,Universidad,de 1 a 3 veces,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
29/04/2023 12:42:28,18,Ing. Industrial,2,14,2,2,Dormir / Tomarse un descanso,2000,FALSE,5,TRUE,2,40,FALSE,3,7,solía entregarlas a tiempo,TRUE,Resumir y/o Mapa conceptual,Material audiovisial,4,Casa,de 4 a 7 veces,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
29/04/2023 14:05:33,25,Ing. Industrial,3,13,5,2,"Escuchar música, Dormir / Tomarse un descanso, Salir / Llamar a amigos o familiares",1000,TRUE,NA,TRUE,4.5,120,TRUE,0,3,solía entregarlas a tiempo,TRUE,"Subrayar, Mnemotecnias","Material entregado por el profesor, Material audiovisial, Recursos en línea, Apuntes de compañeros de ciclos mayores, Material de las asesorías, Material de mentorías",1.5,Casa,de 4 a 7 veces,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
29/04/2023 17:35:38,18,Ciencia de datos,1,13.86,3,1,"Escuchar música, Dormir / Tomarse un descanso, Jugar videojuegos",1500,TRUE,7,FALSE,0,50,FALSE,0,6,entregaba todas a tiempo,FALSE,Pomodoro,"Material entregado por el profesor, Material audiovisial",2,Casa,de 1 a 3 veces,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
29/04/2023 18:03:09,20,Ing. Mecatrónica,1,14.23,3,1,"Escuchar música, Dormir / Tomarse un descanso, Salir / Llamar a amigos o familiares",1500,FALSE,6,FALSE,0,75,FALSE,0,5,entregaba todas a tiempo,FALSE,Ningún método en particular,"Material entregado por el profesor, Recursos en línea",3,Casa,ninguna,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
30/04/2023 0:59:27,18,Bioingeniería,4,16.9,3,2,"Escuchar música, Dormir / Tomarse un descanso, Jugar videojuegos",750,FALSE,7,FALSE,0,40,FALSE,0,7,entregaba todas a tiempo,FALSE,Ningún método en particular,"Material entregado por el profesor, Apuntes de compañeros de ciclos mayores, Material de mentorías",10,Casa,más de 12 veces,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
30/04/2023 1:04:25,17,Ciencia de la computación,3,15.4,3,1,"Dormir / Tomarse un descanso, Salir / Llamar a amigos o familiares",2000,TRUE,8,FALSE,0,50,FALSE,1,5,entregaba todas a tiempo,TRUE,Subrayar,"Material entregado por el profesor, Material audiovisial",4,Universidad,de 4 a 7 veces,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
30/04/2023 1:04:46,20,Ing. Ambiental,3,16.4,6,2,Otros,1000,FALSE,NA,TRUE,2,60,TRUE,28,5,solía entregarlas a tiempo,FALSE,"Mnemotecnias, Ningún método en particular","Recursos en línea, Material de mentorías",4,"Otro (librería, etc.)",de 8 a 11 veces,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
30/04/2023 1:09:50,19,Ing. Civil,3,12.53,3,3,"Escuchar música, Dormir / Tomarse un descanso, Jugar videojuegos",2500,TRUE,6.2,TRUE,0,120,TRUE,0,5,entregaba todas a tiempo,TRUE,"Subrayar, Resumir y/o Mapa conceptual, Método de Cornell, Mnemotecnias","Material entregado por el profesor, Libros adicionales, Material audiovisial, Recursos en línea, Apuntes de compañeros de ciclos mayores, Material de las asesorías, Material de mentorías",4,Universidad,de 1 a 3 veces,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
30/04/2023 9:41:09,20,Ing. Industrial,3,16.78,7,1,"Escuchar música, Jugar videojuegos",1000,TRUE,7,TRUE,2,75,FALSE,6,5,entregaba todas a tiempo,FALSE,Ningún método en particular,Material entregado por el profesor,4,Casa,ninguna,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30/04/2023 9:53:39,22,Ing. Industrial,2,17.43,7,3,"Escuchar música, Dormir / Tomarse un descanso",2500,FALSE,5.5,FALSE,0,120,FALSE,4,5,solía entregarlas a tiempo,TRUE,"Subrayar, Resumir y/o Mapa conceptual","Material entregado por el profesor, Recursos en línea, Material de las asesorías, Material de mentorías",10,Casa,de 8 a 11 veces,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
30/04/2023 10:04:43,21,Ing. Industrial,3,16.4,8,1,"Escuchar música, Jugar videojuegos, Salir / Llamar a amigos o familiares",500,TRUE,7.5,TRUE,3,20,FALSE,1,3,entregaba todas a tiempo,TRUE,"Resumir y/o Mapa conceptual, Mnemotecnias","Material entregado por el profesor, Material audiovisial, Apuntes de compañeros de ciclos mayores, Material de las asesorías",1,Casa,de 1 a 3 veces,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
30/04/2023 10:30:00,21,Ing. Industrial,3,15.5,4,1,"Jugar videojuegos, Salir / Llamar a amigos o familiares",1000,TRUE,8,FALSE,1,4,FALSE,5,6,entregaba todas a tiempo,TRUE,"Pomodoro, Resumir y/o Mapa conceptual","Material entregado por el profesor, Material de las asesorías, Material de mentorías",5,Casa,de 8 a 11 veces,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
