FECHA_CORTE,FECHA_MUESTRA,CUENTA,ESTACION,UNIDAD_MEDIDA,TIPO_ESTACION,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,CAUDAL07H,PROMEDIO24H,MAXIMA24H,PRECIP24H
20220906,20220905,SALIDA DE RESERVERIO,TOTAL SALIDA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0.00,63.30,0.00,0.00
20220906,20220905,SALIDA DE RESERVERIO,EVAPORACION,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0.00,3.81,0.00,0.00
20220906,20220905,SALIDA DE RESERVERIO,C. HUAYPIRA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,0.38,0.38,0.38,0.00
20220906,20220905,SALIDA DE RESERVERIO,C. DERIVACION,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,37.00,41.75,49.00,0.00
20220906,20220905,SALIDA DE RESERVERIO,C. MIGUEL CHECA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,12.36,12.36,12.36,0.00
20220906,20220905,SALIDA DE RESERVERIO,TOTAL RIO CHIRA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0.00,5.00,23.64,0.00
20220906,20220905,SALIDA DE RESERVERIO,RIO CHIRA - TUNEL,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0.00,5.00,23.64,0.00
20220906,20220905,SALIDA DE RESERVERIO,RIO CHIRA - ALIVIADERO,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0.00,0.00,0.00,0.00
20220906,20220905,RESERVORIO POECHOS,INCREMENTO VOL,mmc,PRESA,Piura,Sullana ,Lancones,200604,0.00,-3.60,0.00,0.00
20220906,20220905,RESERVORIO POECHOS,VOLUMEN,mmc,PRESA,Piura,Sullana ,Lancones,200604,392.80,0.00,396.40,0.00
20220906,20220905,RESERVORIO POECHOS,COTA REPRESA,msnm,PRESA,Piura,Sullana ,Lancones,200604,103.55,0.00,103.62,0.00
20220906,20220905,RESERVORIO POECHOS,ENTRADA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0.00,21.63,0.00,0.00
20220906,20220905,RIO QUIROZ,PARAJE GRANDE,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,5.90,5.90,5.90,0.00
20220906,20220905,RIO CHIRA,ARDILLA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0.00,21.63,0.00,0.00
20220906,20220905,RIO CHIRA,EL CIRUELO,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,14.00,14.00,14.00,0.00
20220906,20220905,RIO MACARA,PUENTE INTERNACIONAL,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,6.40,6.70,7.20,0.00
20220906,20220904,PRESA EJIDOS,CANAL PRINCIPAL,m3/s,HIDROMETRICA,Piura,Piura ,Castilla,200104,20.77,20.85,0.00,0.00
20220906,20220904,PRESA EJIDOS,PTE. SANCHEZ CERRO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,0.00,0.00,0.00,0.00
20220906,20220904,PRESA EJIDOS,COTE EMBALSE,msnm,PRESA,Piura,Piura ,Castilla,200104,30.52,0.00,30.57,0.00
20220906,20220904,RIO PIURA,EL PAPAYO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,0.00,0.00,0.00,0.00
20220906,20220904,RIO PIURA,TAMBOGRANDE,m3/s,HIDROLOGICA,Piura,Piura ,Tambo Grande,200114,0.00,0.00,0.00,0.00
20220906,20220904,RIO PIURA,PTE. NACARA,m3/s,HIDROMETRICA,Piura,MorropOn ,Chulucanas,200401,0.00,0.00,0.00,0.00
20220906,20220904,PRESA SULLANA,CANAL NORTE,m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,20.80,20.80,0.00,0.00
20220906,20220904,PRESA SULLANA,RIO CHIRA(SULLANA),m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,5.00,5.00,5.00,0.00
20220906,20220904,PRESA SULLANA,COTA EMBALSE,msnm,PRESA,Piura,Sullana ,Sullana,200601,36.93,0.00,36.93,0.00
20220906,20220904,PUNTOS DE CONTROL CD,CURUMUY,m3/s,HIDROMETRICA,Piura,Piura ,Piura,200101,0.00,25.40,0.00,0.00
20220906,20220904,PUNTOS DE CONTROL CD,CHECK(KM 29+900),m3/s,HIDROMETRICA,Piura,Sullana ,Sullana,200601,33.30,33.30,33.30,0.00
20220906,20220904,SALIDA DE RESERVERIO,TOTAL SALIDA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0.00,70.56,0.00,0.00
20220906,20220904,SALIDA DE RESERVERIO,EVAPORACION,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0.00,3.82,0.00,0.00
20220906,20220904,SALIDA DE RESERVERIO,C. HUAYPIRA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,0.38,0.38,0.38,0.00
20220906,20220904,SALIDA DE RESERVERIO,C. DERIVACION,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,49.00,49.00,49.00,0.00
20220906,20220904,SALIDA DE RESERVERIO,C. MIGUEL CHECA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,12.36,12.36,12.36,0.00
20220906,20220904,SALIDA DE RESERVERIO,TOTAL RIO CHIRA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0.00,5.00,22.64,0.00
20220906,20220904,SALIDA DE RESERVERIO,RIO CHIRA - TUNEL,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0.00,5.00,22.64,0.00
20220906,20220904,SALIDA DE RESERVERIO,RIO CHIRA - ALIVIADERO,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0.00,0.00,0.00,0.00
20220906,20220904,RESERVORIO POECHOS,INCREMENTO VOL,mmc,PRESA,Piura,Sullana ,Lancones,200604,0.00,-4.30,0.00,0.00
20220906,20220904,RESERVORIO POECHOS,VOLUMEN,mmc,PRESA,Piura,Sullana ,Lancones,200604,396.40,0.00,400.70,0.00
20220906,20220904,RESERVORIO POECHOS,COTA REPRESA,msnm,PRESA,Piura,Sullana ,Lancones,200604,103.62,0.00,103.70,0.00
20220906,20220904,RESERVORIO POECHOS,ENTRADA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0.00,20.79,0.00,0.00
20220906,20220904,RIO QUIROZ,PARAJE GRANDE,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,5.90,5.90,5.90,0.00
20220906,20220904,RIO CHIRA,ARDILLA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0.00,20.79,0.00,0.00
20220906,20220904,RIO CHIRA,EL CIRUELO,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,14.00,16.08,18.00,0.00
20220906,20220904,RIO MACARA,PUENTE INTERNACIONAL,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,7.20,8.00,8.80,0.00
20220906,20220903,PRESA EJIDOS,CANAL PRINCIPAL,m3/s,HIDROMETRICA,Piura,Piura ,Castilla,200104,20.88,20.91,0.00,0.00
20220906,20220903,PRESA EJIDOS,PTE. SANCHEZ CERRO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,0.00,0.00,0.00,0.00
20220906,20220903,PRESA EJIDOS,COTE EMBALSE,msnm,PRESA,Piura,Piura ,Castilla,200104,30.57,0.00,30.62,0.00
20220906,20220903,RIO PIURA,EL PAPAYO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,0.00,0.00,0.00,0.00
20220906,20220903,RIO PIURA,TAMBOGRANDE,m3/s,HIDROLOGICA,Piura,Piura ,Tambo Grande,200114,0.00,0.00,0.00,0.00
20220906,20220903,RIO PIURA,PTE. NACARA,m3/s,HIDROMETRICA,Piura,MorropOn ,Chulucanas,200401,0.00,0.00,0.00,0.00
20220906,20220903,PRESA SULLANA,CANAL NORTE,m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,20.80,20.80,0.00,0.00
20220906,20220903,PRESA SULLANA,RIO CHIRA(SULLANA),m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,5.00,5.00,5.00,0.00
20220906,20220903,PRESA SULLANA,COTA EMBALSE,msnm,PRESA,Piura,Sullana ,Sullana,200601,36.90,0.00,36.97,0.00
20220906,20220903,PUNTOS DE CONTROL CD,CURUMUY,m3/s,HIDROMETRICA,Piura,Piura ,Piura,200101,0.00,25.32,0.00,0.00
20220906,20220903,PUNTOS DE CONTROL CD,CHECK(KM 29+900),m3/s,HIDROMETRICA,Piura,Sullana ,Sullana,200601,33.30,33.50,34.10,0.00
20220906,20220903,SALIDA DE RESERVERIO,TOTAL SALIDA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0.00,70.58,0.00,0.00
20220906,20220903,SALIDA DE RESERVERIO,EVAPORACION,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0.00,3.84,0.00,0.00
20220906,20220903,SALIDA DE RESERVERIO,C. HUAYPIRA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,0.38,0.38,0.38,0.00
20220906,20220903,SALIDA DE RESERVERIO,C. DERIVACION,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,49.00,49.00,49.00,0.00
20220906,20220903,SALIDA DE RESERVERIO,C. MIGUEL CHECA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,12.36,12.36,2.36,0.00
20220906,20220903,SALIDA DE RESERVERIO,TOTAL RIO CHIRA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0.00,5.00,23.64,0.00
20220906,20220903,SALIDA DE RESERVERIO,RIO CHIRA - TUNEL,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0.00,5.00,23.64,0.00
20220906,20220903,SALIDA DE RESERVERIO,RIO CHIRA - ALIVIADERO,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0.00,0.00,0.00,0.00
20220906,20220903,RESERVORIO POECHOS,INCREMENTO VOL,mmc,PRESA,Piura,Sullana ,Lancones,200604,0.00,-3.20,0.00,0.00
20220906,20220903,RESERVORIO POECHOS,VOLUMEN,mmc,PRESA,Piura,Sullana ,Lancones,200604,400.70,0.00,403.90,0.00
20220906,20220903,RESERVORIO POECHOS,COTA REPRESA,msnm,PRESA,Piura,Sullana ,Lancones,200604,103.70,0.00,103.76,0.00
20220906,20220903,RESERVORIO POECHOS,ENTRADA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0.00,33.54,0.00,0.00
20220906,20220903,RIO QUIROZ,PARAJE GRANDE,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,5.90,5.90,5.90,0.00
20220906,20220903,RIO CHIRA,ARDILLA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0.00,33.54,0.00,0.00
20220906,20220903,RIO CHIRA,EL CIRUELO,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,19.00,22.08,27.00,0.00
20220906,20220903,RIO MACARA,PUENTE INTERNACIONAL,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,9.10,10.00,11.10,0.00
20220906,20220902,PRESA EJIDOS,CANAL PRINCIPAL,m3/s,HIDROMETRICA,Piura,Piura ,Castilla,200104,20.92,21.08,0.00,0.00
20220906,20220902,PRESA EJIDOS,PTE. SANCHEZ CERRO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,0.00,0.00,0.00,0.00
20220906,20220902,PRESA EJIDOS,COTE EMBALSE,msnm,PRESA,Piura,Piura ,Castilla,200104,30.60,0.00,30.60,0.00
20220906,20220902,RIO PIURA,EL PAPAYO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,0.00,0.00,0.00,0.00
20220906,20220902,RIO PIURA,TAMBOGRANDE,m3/s,HIDROLOGICA,Piura,Piura ,Tambo Grande,200114,0.00,0.00,0.00,0.00
20220906,20220902,RIO PIURA,PTE. NACARA,m3/s,HIDROMETRICA,Piura,MorropOn ,Chulucanas,200401,0.00,0.00,0.00,0.00
20220906,20220902,PRESA SULLANA,CANAL NORTE,m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,20.80,20.80,0.00,0.00
20220906,20220902,PRESA SULLANA,RIO CHIRA(SULLANA),m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,5.00,5.00,5.00,0.00
20220906,20220902,PRESA SULLANA,COTA EMBALSE,msnm,PRESA,Piura,Sullana ,Sullana,200601,36.97,0.00,36.98,0.00
20220906,20220902,PUNTOS DE CONTROL CD,CURUMUY,m3/s,HIDROMETRICA,Piura,Piura ,Piura,200101,0.00,25.10,0.00,0.00
20220906,20220902,PUNTOS DE CONTROL CD,CHECK(KM 29+900),m3/s,HIDROMETRICA,Piura,Sullana ,Sullana,200601,33.80,33.94,34.90,0.00
20220906,20220902,SALIDA DE RESERVERIO,TOTAL SALIDA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0.00,71.92,0.00,0.00
20220906,20220902,SALIDA DE RESERVERIO,EVAPORACION,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0.00,3.85,0.00,0.00
20220906,20220902,SALIDA DE RESERVERIO,C. HUAYPIRA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,0.38,0.38,0.38,0.00
20220906,20220902,SALIDA DE RESERVERIO,C. DERIVACION,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,49.00,50.33,51.00,0.00
20220906,20220902,SALIDA DE RESERVERIO,C. MIGUEL CHECA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,12.36,12.36,12.36,0.00
20220906,20220902,SALIDA DE RESERVERIO,TOTAL RIO CHIRA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0.00,5.00,23.64,0.00
20220906,20220902,SALIDA DE RESERVERIO,RIO CHIRA - TUNEL,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0.00,5.00,23.64,0.00
20220906,20220902,SALIDA DE RESERVERIO,RIO CHIRA - ALIVIADERO,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0.00,0.00,0.00,0.00
20220906,20220902,RESERVORIO POECHOS,INCREMENTO VOL,mmc,PRESA,Piura,Sullana ,Lancones,200604,0.00,-2.20,0.00,0.00
20220906,20220902,RESERVORIO POECHOS,VOLUMEN,mmc,PRESA,Piura,Sullana ,Lancones,200604,406.10,0.00,406.10,0.00
20220906,20220902,RESERVORIO POECHOS,COTA REPRESA,msnm,PRESA,Piura,Sullana ,Lancones,200604,103.80,0.00,103.80,0.00
20220906,20220902,RESERVORIO POECHOS,ENTRADA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0.00,46.46,0.00,0.00
20220906,20220902,RIO QUIROZ,PARAJE GRANDE,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,5.90,5.90,5.90,0.00
20220906,20220902,RIO CHIRA,ARDILLA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0.00,46.46,0.00,0.00
20220906,20220902,RIO CHIRA,EL CIRUELO,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,28.00,35.67,43.00,0.00
20220906,20220902,RIO MACARA,PUENTE INTERNACIONAL,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,11.10,12.10,13.40,0.00
20220906,20220901,PRESA EJIDOS,CANAL PRINCIPAL,m3/s,HIDROMETRICA,Piura,Piura ,Castilla,200104,21.13,22.55,0.00,0.00
20220906,20220901,PRESA EJIDOS,PTE. SANCHEZ CERRO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,0.00,0.00,0.00,0.00
20220906,20220901,PRESA EJIDOS,COTE EMBALSE,msnm,PRESA,Piura,Piura ,Castilla,200104,30.49,0.00,30.48,0.00
20220906,20220901,RIO PIURA,EL PAPAYO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,0.00,0.00,0.00,0.00
20220906,20220901,RIO PIURA,TAMBOGRANDE,m3/s,HIDROLOGICA,Piura,Piura ,Tambo Grande,200114,0.00,0.00,0.00,0.00
20220906,20220901,RIO PIURA,PTE. NACARA,m3/s,HIDROMETRICA,Piura,MorropOn ,Chulucanas,200401,0.00,0.00,0.00,0.00
20220906,20220901,PRESA SULLANA,CANAL NORTE,m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,20.80,20.73,0.00,0.00
20220906,20220901,PRESA SULLANA,RIO CHIRA(SULLANA),m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,5.00,6.08,9.00,0.00
20220906,20220901,PRESA SULLANA,COTA EMBALSE,msnm,PRESA,Piura,Sullana ,Sullana,200601,36.96,0.00,36.98,0.00
20220906,20220901,PUNTOS DE CONTROL CD,CURUMUY,m3/s,HIDROMETRICA,Piura,Piura ,Piura,200101,0.00,25.70,0.00,0.00
20220906,20220901,PUNTOS DE CONTROL CD,CHECK(KM 29+900),m3/s,HIDROMETRICA,Piura,Sullana ,Sullana,200601,34.90,34.33,36.00,0.00
20220906,20220901,SALIDA DE RESERVERIO,TOTAL SALIDA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0.00,71.27,0.00,0.00
20220906,20220901,SALIDA DE RESERVERIO,EVAPORACION,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0.00,3.43,0.00,0.00
20220906,20220901,SALIDA DE RESERVERIO,C. HUAYPIRA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,0.38,0.38,0.38,0.00
20220906,20220901,SALIDA DE RESERVERIO,C. DERIVACION,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,51.00,51.00,51.00,0.00
20220906,20220901,SALIDA DE RESERVERIO,C. MIGUEL CHECA,m3/s,HIDROMETRICA,Piura,Sullana ,Lancones,200604,12.36,11.45,12.36,0.00
20220906,20220901,SALIDA DE RESERVERIO,TOTAL RIO CHIRA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0.00,5.00,23.64,0.00
20220906,20220901,SALIDA DE RESERVERIO,RIO CHIRA - TUNEL,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0.00,5.00,23.64,0.00
20220906,20220901,SALIDA DE RESERVERIO,RIO CHIRA - ALIVIADERO,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0.00,0.00,0.00,0.00
20220906,20220901,RESERVORIO POECHOS,INCREMENTO VOL,mmc,PRESA,Piura,Sullana ,Lancones,200604,0.00,1.10,0.00,0.00
20220906,20220901,RESERVORIO POECHOS,VOLUMEN,mmc,PRESA,Piura,Sullana ,Lancones,200604,406.10,0.00,406.10,0.00
20220906,20220901,RESERVORIO POECHOS,COTA REPRESA,msnm,PRESA,Piura,Sullana ,Lancones,200604,103.80,0.00,103.80,0.00
20220906,20220901,RESERVORIO POECHOS,ENTRADA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0.00,84.00,0.00,0.00
20220906,20220901,RIO QUIROZ,PARAJE GRANDE,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,6.10,6.82,8.90,0.00
20220906,20220901,RIO CHIRA,ARDILLA,m3/s,HIDROLOGICA,Piura,Sullana ,Lancones,200604,0.00,84.00,0.00,0.00
20220906,20220901,RIO CHIRA,EL CIRUELO,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,47.00,75.92,116.00,0.00
20220906,20220901,RIO MACARA,PUENTE INTERNACIONAL,m3/s,HIDROLOGICA,Piura,Ayabaca ,Suyo,200210,14.40,15.85,17.10,0.00
20220906,20220831,PRESA EJIDOS,CANAL PRINCIPAL,m3/s,HIDROMETRICA,Piura,Piura ,Castilla,200104,23.03,23.03,0.00,0.00
20220906,20220831,PRESA EJIDOS,PTE. SANCHEZ CERRO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,0.00,0.00,0.00,0.00
20220906,20220831,PRESA EJIDOS,COTE EMBALSE,msnm,PRESA,Piura,Piura ,Castilla,200104,30.38,0.00,30.48,0.00
20220906,20220831,RIO PIURA,EL PAPAYO,m3/s,HIDROLOGICA,Piura,Piura ,Castilla,200104,0.00,0.00,0.00,0.00
20220906,20220831,RIO PIURA,TAMBOGRANDE,m3/s,HIDROLOGICA,Piura,Piura ,Tambo Grande,200114,0.00,0.00,0.00,0.00
20220906,20220831,RIO PIURA,PTE. NACARA,m3/s,HIDROMETRICA,Piura,MorropOn ,Chulucanas,200401,0.00,0.00,0.00,0.00
20220906,20220831,PRESA SULLANA,CANAL NORTE,m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,20.40,20.40,0.00,0.00
20220906,20220831,PRESA SULLANA,RIO CHIRA(SULLANA),m3/s,HIDROLOGICA,Piura,Sullana ,Sullana,200601,5.00,7.25,15.00,0.00
20220906,20220831,PRESA SULLANA,COTA EMBALSE,msnm,PRESA,Piura,Sullana ,Sullana,200601,36.98,0.00,36.99,0.00
20220906,20220831,PUNTOS DE CONTROL CD,CURUMUY,m3/s,HIDROMETRICA,Piura,Piura ,Piura,200101,0.00,25.43,0.00,0.00
20220906,20220831,PUNTOS DE CONTROL CD,CHECK(KM 29+900),m3/s,HIDROMETRICA,Piura,Sullana ,Sullana,200601,33.60,33.77,34.10,0.00
20220906,20220831,SALIDA DE RESERVERIO,TOTAL SALIDA,m3/s,PRESA,Piura,Sullana ,Lancones,200604,0.00,68.15,0.00,0.00
