Año,Marca,Modelo,Condicion,Precio,Rating,Reseñas,TipoVendedor,NombreVendedor,RatingVendedor,ReseñasVendedor,NombreCalle,Estado,Zip,Trato,Comodidad,DiseñoInterior,Performance,Valor,Exterior,Fiabilidad,ColorExt,ColorInt,Conduccion,MinMPG,MaxMPG,Combustible,Transmision,Motor,VIN,Stock,Millas
2020,Ford,F-150 Lariat,Used,52000,4.8,219,Dealer,Freeway Ford,4.5,835,4471 E Evans Ave Denver,CO,80222,Great,4.9,4.8,4.8,4.7,4.8,4.8,Agate Black Metallic,Black,Four-wheel Drive,18,23,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,1FTEW1EP7LFC68092,B3803D,22605
2020,Honda,Pilot EX-L,Used,43000,4.3,151,Dealer,Jay Wolfe Honda,4.8,234,220 W 103rd St KCMO,MO,64114,Good,4.6,4.6,4.3,4.1,4.5,4.1,Modern Steel Metallic,Black,All-wheel Drive,18,26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H58LB024329,N08231,17451
2021,Honda,Pilot Special Edition,Certified,41929,4.8,63,Dealer,Honda of Fayetteville,4.9,592,1384 W Showroom Dr Fayetteville,AR,72704,Great,4.9,4.7,4.8,4.7,4.7,4.8,Platinum White Pearl,Black,Front-wheel Drive,20,27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H28MB013722,MB013722,12922
2020,Subaru,Crosstrek Premium,Used,27186,4.8,60,Dealer,Bloomington Normal Auto-Mall,3.6,105,1430 Fort Jesse Rd Normal,IL,61761,Great,4.8,4.8,4.7,4.8,4.8,4.9,Crystal Black Silica,Black,All-wheel Drive,27,33,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,JF2GTAEC7L8260630,B1213,37585
2021,BMW,330 i xDrive,Used,45995,4.9,11,Dealer,BMW of Warwick,4.7,715,1515 Bald Hill Rd Warwick,RI,2886,Good,4.8,4.8,4.9,4.8,4.9,4.7,Phytonic Blue Metallic,Black,All-wheel Drive,25,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3MW5R7J03M8B98634,60204,11386
2021,Lexus,ES 350 F Sport,Used,50895,5,11,Dealer,Kuni Lexus of Greenwood Village,4.7,643,5150 S Quebec Street Greenwood Village,CO,80111,Fair,5,5,5,5,5,5,Ultra White,Red,Front-wheel Drive,22,31,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,58AGZ1B13MU097021,MU097021,21193
2020,Toyota,Corolla LE,Used,19895,4.7,233,Dealer,Philly Auto,4.5,427,4530 Torresdale Ave Philadelphia,PA,19124,Great,4.7,4.7,4.7,4.7,4.8,4.8,Silver,Black,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,JTDEPRAEXLJ101318,10754,40513
2021,Mercedes-Benz,GLB 250 Base 4MATIC,Used,48890,4.4,10,Dealer,Mercedes-Benz of Littleton,4.8,1061,8070 S Broadway Littleton,CO,80122,Good,4.5,4.9,4.7,3.9,4.5,4.2,Polar White,Classic Red,All-wheel Drive,23,30,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,W1N4M4HB6MW150371,211056,10179
2021,Toyota,Corolla LE,Used,23139,4.8,74,Dealer,EchoPark Automotive Augusta Delivery Center,5,2,ONLINE ONLY Augusta,GA,30909,Good,4.8,4.7,4.8,4.7,4.9,4.9,Classic Silver Metallic,Black,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,5YFEPMAEXMP232653,RMP232653,32257
2020,Jeep,Wrangler Unlimited Sahara,Used,43600,4.8,77,Dealer,Ferman Chevrolet of Tarpon Springs,4.8,3432,43520 US-19 Tarpon Springs,FL,34689,Great,4.8,4.8,4.8,4.5,4.9,4.8,Hellayella Clearcoat,Black,Four-wheel Drive,17,23,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1C4HJXEN6LW289402,22P159,22596
2021,Ford,Mustang Mach-E Premium,Used,66495,4.7,16,Dealer,White Bear Lincoln,4.6,264,3425 N. Highway 61 White Bear Lake,MN,55110,Great,4.8,4.9,4.8,4.5,4.8,4.6,Gray,Black,All-wheel Drive,100,86,Electric,1-Speed Automatic,Electric,3FMTK3SU0MMA10714,P30281A,3304
2021,Toyota,Camry XSE,Used,37990,4.8,69,Dealer,Hiley Automotive Group,4.9,27,6944 HWY 72 W Huntsville,AL,35806,Good,4.8,4.8,4.8,4.8,4.9,4.9,Galactic Aqua Mica,Black,Front-wheel Drive,27,38,Gasoline,8-Speed Automatic,4 Cylinder Engine,4T1K61AKXMU478448,V8773B,17249
2020,Mercedes-Benz,GLC 300 4MATIC Coupe,Certified,56970,4.8,35,Dealer,Mercedes-Benz of Owings Mills,4.9,2113,9727 Reisterstown Rd Owings Mills,MD,21117,Good,4.9,4.9,4.7,4.7,4.9,4.7,Graphite Gray Metallic,Black,All-wheel Drive,21,28,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1N0J8EB9LF828533,8P1554,31083
2020,Toyota,Supra 3.0,Used,59995,4.4,20,Dealer,Pacific Auto Center - Costa Mesa,1.7,16,2524 Harbor Blvd Costa Mesa,CA,92626,Good,4.3,4.1,4.7,4.4,4.5,4.7,Absolute Zero,Black,Rear-wheel Drive,24,31,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WZ1DB4C02LW029632,42753,11704
2020,Ford,Fusion SEL,Used,24250,4.8,70,Dealer,"Napleton Hyundai, Genesis of Hazelwood",4.8,1295,649 Dunn Rd Hazelwood,MO,63042,Great,4.8,4.8,4.7,4.7,4.9,4.8,Iconic Silver Metallic,Ebony,Front-wheel Drive,23,34,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,3FA6P0CD6LR177487,PNP2964,44190
2020,BMW,X3 M Competition,Certified,67995,4.6,15,Dealer,Sandia BMW MINI,4.6,236,6001 Pan American Freeway Albuquerque,NM,87109,Good,4.3,4.9,4.9,4.1,4.9,4.6,Gray Metallic,Black,All-wheel Drive,14,19,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo,5YMTS0C06LLA57741,LLA57741,31986
2021,Chevrolet,Trailblazer LT,Used,29905,4.8,85,Dealer,AutoNation Honda Roseville,4.7,2152,230 Automall Dr Roseville,CA,95661,Good,4.8,4.8,4.8,4.8,4.9,4.8,Midnight Blue Metallic,–,All-wheel Drive,26,30,Gasoline,9-Speed Automatic,1.3L I3 12V GDI DOHC Turbo,KL79MRSL7MB034645,MB034645,17347
2020,BMW,740 i,Certified,65988,5,2,Dealer,BMW of Palm Springs,4.8,584,3737 E Palm Canyon Dr Palm Springs,CA,92264,Good,5,5,5,5,5,5,Alpine White,Cognac,Rear-wheel Drive,22,29,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA7T2C03LGL17244,PLGL17244,31649
2021,Lexus,GX 460 Base,Used,59998,4.6,8,Dealer,CarMax Brandywine - Now offering Curbside Pickup,2.1,6,7700 Matapeake Business Dr Brandywine,MD,20613,Good,4.9,4.2,4.8,4.1,4.6,4.9,White,Gray,Four-wheel Drive,15,19,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJAM7BX8M5288741,22529528,10419
2020,Chevrolet,Equinox 1LT,Used,24899,4.7,276,Dealer,Clay Cooley Chevrolet,4.4,793,1251 E Airport Fwy Irving,TX,75062,Great,4.8,4.7,4.7,4.6,4.8,4.7,Summit White,Jet Black,All-wheel Drive,25,30,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,3GNAXUEV7LS580556,CH11997,49596
2021,Toyota,Tacoma SR5,Used,42000,4.8,85,Dealer,Bill Luke Santan,4.8,715,3404 S. Speedway Drive Gilbert,AZ,85297,Great,4.8,4.8,4.6,4.7,4.9,4.9,Cement,Black,Four-wheel Drive,18,22,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,5TFCZ5AN7MX248527,SA25290B,18767
2020,Jeep,Grand Cherokee Limited,Used,40246,4.8,150,Dealer,Fury Motors Stillwater,4.8,383,12969 60th St N Stillwater,MN,55082,Good,4.9,4.8,4.8,4.7,4.9,4.8,Diamond Black,Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG2LC231535,Z72592,20363
2020,Honda,Passport EX-L,Used,36785,4.8,50,Dealer,Buerkle Acura,4.9,1007,7925 Brooklyn Blvd Minneapolis,MN,55445,Good,4.9,4.8,4.8,4.6,4.8,4.8,Platinum White Pearl,Black,All-wheel Drive,19,24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H52LB005156,N12867A,19913
2021,Mercedes-Benz,C-Class C 300 4MATIC,Used,51288,5,4,Dealer,Mercedes-Benz of Louisville,4.8,988,2520 Terra Crossing Boulevard Louisville,KY,40245,Good,5,4.8,5,5,5,5,Gray,AMG Saddle Brown,All-wheel Drive,23,33,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1KWF8EB9MR646498,37R19954,11017
2020,Mercedes-Benz,C-Class C 300 4MATIC,Certified,42904,4.5,13,Dealer,Euro Motorcars Devon,4.6,307,214 W Lancaster Ave Devon,PA,19333,Good,4.8,4.8,4.8,4.2,4.7,4.1,Black,Silk Beige,All-wheel Drive,23,33,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDDWF8EBXLR542066,D220684A,15447
2021,Chevrolet,Tahoe LT,Used,66949,4.5,37,Dealer,Penske Chevrolet of Cerritos,4.5,127,18605 Studebaker Rd Cerritos,CA,90703,Good,4.6,4.7,4.4,4.3,4.7,4.3,Summit White,Jet Black,Rear-wheel Drive,16,20,Gasoline,10-SPEED A/T,8 Cylinder Engine,1GNSCNKD2MR246599,P15616R,47513
2020,Toyota,Camry SE,Used,26123,4.8,142,Dealer,North Coast Auto Mall of Akron,4.7,2891,1875 Brittain Rd Akron,OH,44310,Good,4.7,4.7,4.7,4.7,4.8,4.8,Midnight Black Metallic,Ash,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1G11AK8LU917150,917150F01,50962
2021,BMW,X1 xDrive28i,Used,37998,5,3,Dealer,Stevens Creek BMW,4.4,1572,4343 Stevens Creek Blvd Santa Clara,CA,95051,Good,5,5,5,4.7,5,5,Gray,Black,All-wheel Drive,23,31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBXJG9C09M5S71778,NM5S71778,13852
2020,Ford,Escape SEL,Certified,27780,4.6,230,Dealer,Gary Yeomans Ford Palm Bay,4.6,758,1202 Malabar Rd SE Palm Bay,FL,32907,Great,4.7,4.6,4.5,4.5,4.7,4.6,Magnetic Metallic,Ebony,Front-wheel Drive,27,33,Gasoline,8-Speed Automatic,1.5L I3 12V GDI DOHC Turbo,1FMCU0H64LUC41773,PB10472A,12343
2021,Toyota,Camry SE,Used,31998,4.8,69,Dealer,CarMax Pleasanton - Now offering Curbside Pickup and Home Delivery,5,4,2750 Stoneridge Dr Pleasanton,CA,94588,Good,4.8,4.8,4.8,4.8,4.9,4.9,Black,Black,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1G11AK8MU410766,22549172,27521
2021,Toyota,Tundra SR5,Certified,44891,4.9,32,Dealer,North Park Toyota of San Antonio,4.8,1808,10703 SW Loop 410 San Antonio,TX,78211,Good,4.9,4.8,4.8,4.8,4.9,4.9,39525,Graphite,Rear-wheel Drive,13,17,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,5TFEY5F15MX275436,UX275436,39525
2020,Mercedes-Benz,GLS 580 Base 4MATIC,Certified,104788,4.8,2,Dealer,Mercedes-Benz of South Orlando,4.7,1240,4301 Millenia Blvd Orlando,FL,32839,Great,5,5,5,4.5,5,4,Black,Macchiato Beige,All-wheel Drive,16,21,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,4JGFF8GE6LA218270,P364891A,18700
2020,Toyota,Camry XSE,Certified,29971,4.8,142,Dealer,South Dade Toyota,4.9,1370,29330 S Dixie Hwy Homestead,FL,33033,Great,4.7,4.7,4.7,4.7,4.8,4.8,Galactic Aqua,Black,Front-wheel Drive,27,38,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1K61AK0LU901388,R6991A,28223
2020,Toyota,RAV4 Limited,Used,40595,4.7,166,Dealer,AutoNation Honda Chandler,4.8,4504,1150 S Gilbert Rd Chandler,AZ,85286,Good,4.8,4.8,4.7,4.6,4.8,4.8,Silver Sky Metallic,–,FWD,27,35,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,2T3Y1RFV6LW065779,LW065779,23813
2020,BMW,X7 xDrive40i,Certified,65244,4.9,22,Dealer,Coggin BMW Treasure Coast,4.8,486,4429 US-1 Fort Pierce,FL,34982,Good,5,5,5,4.7,4.9,4.9,Black Sapphire Metallic,Ivory White,All-wheel Drive,20,25,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCW2C0XL9B24572,COB220226A,57580
2020,Honda,Pilot EX-L,Used,43000,4.3,151,Dealer,Jay Wolfe Honda,4.8,234,220 W 103rd St KCMO,MO,64114,Good,4.6,4.6,4.3,4.1,4.5,4.1,Modern Steel Metallic,Black,All-wheel Drive,18,26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H58LB024329,N08231,17451
2020,Lexus,RX 350 Base,Used,41711,4.8,76,Dealer,Venice Toyota,4.5,902,900 US-41 Venice,FL,34285,Good,4.9,4.8,4.8,4.7,4.8,4.9,Black,Tan,Front-wheel Drive,20,27,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2HZMAA5LC158332,LC158332,36612
2020,Toyota,Corolla LE,Used,35734,4.7,233,Dealer,Galles Certified,4.6,9,6000 San Mateo Blvd NE Albuquerque,NM,87109,NA,4.7,4.7,4.7,4.7,4.8,4.8,–,–,Front-wheel Drive,30,38,Gasoline,continuously variable (cvti s),4 Cylinder Engine,JTDEPRAE4LJ032917,GC0825,14843
2021,BMW,X3 xDrive30i,Used,46802,4.7,29,Dealer,AutoFair Volkswagen of Nashua,4.5,372,717 New Hampshire 101A Merrimack,NH,3054,Good,4.8,4.7,4.8,4.5,4.8,4.6,Alpine White,Black,All-wheel Drive,23,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTY5C02M9F00498,VW04123T,15468
2020,Chevrolet,Traverse LS,Used,31000,4.9,112,Dealer,Jim Coleman Cadillac,4.7,223,10400 Auto Park Ave Bethesda,MD,20817,Great,4.8,4.9,4.9,4.7,4.9,4.8,Silver Ice Metallic,Jet Black,Front-wheel Drive,18,27,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GNERFKW9LJ138027,PX4923,37538
2020,Ford,Fusion SEL,Used,23750,4.8,70,Dealer,"Napleton Hyundai, Genesis of Hazelwood",4.8,1295,649 Dunn Rd Hazelwood,MO,63042,Great,4.8,4.8,4.7,4.7,4.9,4.8,Iconic Silver Metallic,Ebony,Front-wheel Drive,23,34,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,3FA6P0CD7LR205488,PAC2973,45713
2020,Toyota,4Runner SR5 4WD,Used,41504,4.8,84,Dealer,Sport City Toyota,3.9,182,12650 Lyndon B Johnson Fwy Dallas,TX,75228,Great,4.8,4.7,4.7,4.6,4.8,4.9,Ice,Black,Four-wheel Drive,16,19,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEBU5JRXL5789588,L5789588P,40306
2020,BMW,X5 xDrive40i,Certified,53988,4.7,53,Dealer,BMW of Bridgewater,4.8,1910,655 Rte 202/206 Bridgewater,NJ,8807,Great,4.8,4.8,4.8,4.4,4.7,4.7,Alpine White,Black,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C08L9B49775,B2987U,33795
2020,BMW,M340 i xDrive,Certified,59995,4.9,29,Dealer,Chapman BMW Chandler,4.5,797,7455 W Orchid Ln Chandler,AZ,85226,Great,4.8,4.8,5,4.7,4.9,4.9,Portimao Blue Metallic,Black,All-wheel Drive,22,30,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA5U9C02LFH39172,72672,14546
2020,Jeep,Grand Cherokee Limited,Certified,36400,4.8,150,Dealer,LaFontaine Chrysler Dodge Jeep Ram of Walled Lake,4.9,6307,1111 South Commerce Road Walled Lake,MI,48390,Great,4.9,4.8,4.8,4.7,4.9,4.8,Diamond Black,Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG3LC160202,2MS768P,34302
2020,Toyota,RAV4 XLE,Certified,30971,4.7,166,Dealer,Fred Anderson Toyota of Asheville,4,382,777 Brevard Rd Asheville,NC,28806,Good,4.8,4.8,4.7,4.6,4.8,4.8,Super White,Black,All-wheel Drive,27,33,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,2T3P1RFV3LC094086,LC094086P,64055
2020,Mercedes-Benz,GLC 300 Base,Used,42888,4.8,35,Dealer,Freeman Buick GMC,4.7,144,501 W. State Hwy 114 Grapevine,TX,76051,Great,4.9,4.9,4.7,4.7,4.9,4.7,Black,Black,Rear-wheel Drive,22,29,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDC0G8DB9LF755746,43974B,19367
2020,Ford,Edge SEL,Certified,31337,4.9,141,Dealer,Pat Milliken Ford,4.9,1507,9600 Telegraph Rd Redford,MI,48239,Great,4.9,4.9,4.9,4.8,4.9,4.9,Rapid Red Metallic Tinted Clearcoat,Ebony,All-wheel Drive,21,28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2FMPK4J94LBA48080,15123T,11343
2020,Jeep,Grand Cherokee Limited,Used,47900,4.8,150,Dealer,Boch Honda,4.5,2420,279 Boston Providence Hwy Norwood,MA,2062,Fair,4.9,4.8,4.8,4.7,4.9,4.8,Diamond Black,Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG5LC332911,PH94965,15277
2021,Lexus,RX 350 Base,Used,49999,4.8,56,Dealer,Lou Sobh Honda,4.9,4376,1105 Buford Rd Cumming,GA,30041,Good,4.8,4.8,4.8,4.6,4.7,4.8,Eminent White Pearl,Black,Front-wheel Drive,20,27,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2HZMAA7MC189521,MC189521,15494
2021,Lexus,GX 460 Base,Used,55997,4.6,8,Dealer,Fincher's Texas Best Auto & Truck Sales,5,3,26021 Tomball Parkway Tomball,TX,77375,Good,4.9,4.2,4.8,4.1,4.6,4.9,White,Tan,Four-wheel Drive,15,19,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJAM7BXXM5301215,M5301215,17548
2020,BMW,X3 xDrive30i,Certified,42888,4.9,51,Dealer,Rallye BMW,4.8,6595,1 Brush Hollow Rd Westbury,NY,11590,Good,5,4.9,4.9,4.7,4.9,4.9,Glacier Silver Metallic,Black,All-wheel Drive,24,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTY5C08LLT35250,U38387,30607
2020,Audi,Q5 45 Premium,Used,39988,4.8,30,Dealer,Audi Mission Viejo,4.5,562,28451 Marguerite Pkwy Mission Viejo,CA,92692,Great,4.8,4.7,4.9,4.7,4.8,4.7,Mythos Black Metallic,Black,All-wheel Drive,22,28,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1ANAFY8L2064802,A220652A,17580
2021,Mercedes-Benz,GLE 350 Base,Certified,68994,4.8,17,Dealer,Mercedes-Benz of Birmingham,4.9,811,750 Mercedes Way Irondale,AL,35210,Fair,4.9,4.8,4.6,4.6,4.8,4.9,Black,Black,Rear-wheel Drive,19,26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,4JGFB4JB8MA521734,P521734,14717
2020,BMW,X7 xDrive40i,Used,73998,4.9,22,Dealer,CarMax Costa Mesa - Now offering Curbside Pickup and Home Delivery,3,8,3200 Harbor Blvd Costa Mesa,CA,92626,Good,5,5,5,4.7,4.9,4.9,Black,Black,All-wheel Drive,20,25,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCW2C07L9A03448,22846234,16188
2021,Mercedes-Benz,C-Class C 300,Certified,42770,5,4,Dealer,CAG - Mercedes-Benz of San Juan,4.8,390,400 E Expressway 83 San Juan,TX,78589,Good,5,4.8,5,5,5,5,–,–,Rear-wheel Drive,23,35,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1KWF8DB5MR612527,JL2056,18599
2020,Lexus,GX 460 Base,Used,52990,4.9,22,Dealer,Audi Marietta,4.7,1634,1141 Cobb Parkway SE Marietta,GA,30060,Great,5,4.9,4.9,4.8,5,5,Starfire Pearl,Ecru,Four-wheel Drive,15,19,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJAM7BX0L5265582,U54907A,30451
2020,Ford,Edge Titanium,Used,35495,4.9,141,Dealer,Elder Ford of Romeo,4.3,193,63300 Van Dyke Romeo,MI,48095,Good,4.9,4.9,4.9,4.8,4.9,4.9,Star White,Soft Ceramic,All-wheel Drive,21,28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2FMPK4K97LBB09372,TLBB09372,22446
2020,Chevrolet,Trax LS,Used,23025,4.5,100,Dealer,Classic Chrysler Dodge Jeep Ram Fiat,4.4,933,1111 I-20 Frontage Rd Arlington,TX,76018,Good,4.5,4.5,4.4,4.4,4.6,4.6,Silver Ice Metallic,Black,Front-wheel Drive,26,31,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,KL7CJKSB2LB312153,LB312153,18915
2020,Lexus,ES 350 Base,Used,42545,4.9,52,Dealer,John Thornton Buick GMC,4.7,413,1492 U.S. 27 Carrollton,GA,30117,Great,4.9,4.8,4.9,4.8,4.8,5,Nebula Gray Pearl,Black,Front-wheel Drive,22,32,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,58ADZ1B16LU064810,B2220,10114
2020,Jeep,Grand Cherokee Limited,Used,42349,4.8,150,Dealer,Dan Deery Motors,3.6,55,3900 Alexandria Drive Waterloo,IA,50702,Good,4.9,4.8,4.8,4.7,4.9,4.8,Diamond Black,Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG1LC195367,J14804A,40950
2021,Honda,Civic Sport,Used,29000,4.7,43,Dealer,UA Auto Sales,3.7,34,1016 S Delsea Dr Vineland,NJ,8360,Good,4.7,4.7,4.7,4.7,4.8,4.6,Sonic Gray Pearl,Black,Front-wheel Drive,29,35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H42MU406730,06730,23685
2021,Toyota,Corolla LE,Used,23992,4.8,74,Dealer,Toyota of Cleveland,4.9,4172,3560 Village North Blvd SW McDonald,TN,37353,Good,4.8,4.7,4.8,4.7,4.9,4.9,Classic Silver Metallic,Black,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,5YFEPMAE0MP181275,P10281,41106
