Año,Marca,Modelo,Condicion,Precio,Rating,Reseñas,TipoVendedor,NombreVendedor,RatingVendedor,ReseñasVendedor,NombreCalle,Estado,Zip,Trato,Comodidad,DiseñoInterior,Performance,Valor,Exterior,Fiabilidad,ColorExt,ColorInt,Conduccion,MinMPG,MaxMPG,Combustible,Transmision,Motor,VIN,Stock,Millas
2019,BMW,M850 i xDrive,Used,77480,5,5,Dealer,Autos of Dallas,4.3,1341,4472 W Plano Pkwy Plano,TX,75093,Good,5,5,5,4.8,5,5,Carbon Black Metallic,Fiona Red,All-wheel Drive,18,25,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBABC4C5XKBU96198,U96198,34021
2019,Ford,F-150 XLT,Used,42995,4.8,425,Dealer,Billion Auto - Mazda,4.7,171,3405 S Westport Ave Sioux Falls,SD,57106,Good,4.9,4.8,4.8,4.6,4.8,4.7,Silver,Black,Four-wheel Drive,18,23,Gasoline,Automatic with Overdrive,2.7L V6 24V PDI DOHC Twin Turbo,1FTEW1EP2KFB44553,66995,19615
2019,BMW,330 i xDrive,Used,39521,4.9,30,Dealer,BMW of Kansas City South,4.8,162,1200 W 104th St KCMO,MO,64114,Fair,4.9,4.9,5,4.6,4.9,4.9,Jet Black,Black,All-wheel Drive,25,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA5R7C52KAE83015,N03109A,39669
2019,Honda,CR-V EX,Used,28693,4.8,540,Dealer,Mercedes-Benz of West Houston,3.7,31,1025 Hwy 6 Houston,TX,77079,Good,4.8,4.8,4.7,4.7,4.8,4.8,Gunmetal Metallic,Gray,Front-wheel Drive,28,34,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW1H57KA019521,5140332A,30340
2019,Honda,CR-V EX-L,Certified,34499,4.8,540,Dealer,Mungenast St. Louis Honda,4.9,2629,5939 S Lindbergh Blvd Saint Louis,MO,63123,Good,4.8,4.8,4.7,4.7,4.8,4.8,Modern Steel Metallic,Gray,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H82KE036938,221597A,36188
2019,Toyota,4Runner SR5,Used,37998,4.8,189,Dealer,CarMax Baton Rouge - Now offering Curbside Pickup and Home Delivery,2.9,6,6768 Siegen Ln Baton Rouge,LA,70809,Good,4.8,4.7,4.8,4.7,4.8,4.9,White,Gray,Rear-wheel Drive,17,21,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEZU5JR7K5194405,22554627,37750
2019,Chevrolet,Impala Premier 2LZ,Used,26256,4.7,61,Dealer,Kunes Chevrolet Cadillac of Delavan,4.7,923,1231 E Geneva St Delavan,WI,53115,Fair,4.8,4.8,4.8,4.7,4.7,4.8,Silver Ice Metallic,Jet Black,Front-wheel Drive,19,28,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,2G1105S38K9142624,02X372,55545
2019,BMW,X7 xDrive50i,Used,81749,4.1,22,Dealer,Perillo Downers Grove,4.4,84,330 Ogden Ave Downers Grove,IL,60515,Fair,4.5,4.6,4,3.4,4.5,3.5,Mineral White Metallic,Tartufo,All-wheel Drive,15,21,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,5UXCX4C53KLS35838,DG3705A,27289
2019,Toyota,4Runner Limited,Used,46079,4.8,189,Dealer,Gordie Boucher Nissan of Greenfield,4.7,2268,4141 S. 108th St. Greenfield,WI,53228,Good,4.8,4.7,4.8,4.7,4.8,4.9,Midnight Black Metallic,Redwood,Four-wheel Drive,17,20,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEBU5JR5K5697741,22NF222A,16854
2018,Toyota,RAV4 XLE,Used,28998,4.8,770,Dealer,CarMax Tinley Park - Now offering Curbside Pickup,3.3,16,18800 South Oak Park Ave Tinley Park,IL,60477,Good,4.8,4.7,4.8,4.7,4.8,4.9,Burgundy,Black,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,2T3WFREV9JW515917,22892095,17590
2019,Honda,Accord EX-L 1.5T,Used,20900,4.7,223,Dealer,Stars Auto Sales,4.3,62,5048 S Packard Ave Cudahy,WI,53110,Great,4.7,4.8,4.7,4.7,4.8,4.8,Black,Black,Front-wheel Drive,30,38,Gasoline,Automatic,Engine: 1.5T I-4 DOHC 16-Valve Turbocharged VTEC,1HGCV1F57KA096179,179,75592
2019,BMW,330 i,Used,39597,4.9,30,Dealer,Century Automotive,2.1,12,3800 University Dr NW Huntsville,AL,35816,Good,4.9,4.9,5,4.6,4.9,4.9,Black Sapphire Metallic,Cognac,Rear-wheel Drive,26,36,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA5R1C51KAJ98753,J98753,19377
2019,BMW,X3 M40i,Used,47997,4.7,99,Dealer,Century Automotive,2.1,12,3800 University Dr NW Huntsville,AL,35816,Fair,4.7,4.7,4.8,4.3,4.8,4.6,Alpine White,Black,All-wheel Drive,20,27,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXTS3C51KLR72979,P8585,33855
2019,Mercedes-Benz,GLC 300 Base 4MATIC,Certified,40565,4.6,72,Dealer,Mercedes-Benz of Fort Mitchell,4.8,585,2100 Dixie Hwy Fort Mitchell,KY,41011,Good,4.8,4.8,4.6,4.5,4.7,4.6,Black,Silk Beige / Black,All-wheel Drive,22,27,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDC0G4KB9KV191113,365870A,19782
2018,Audi,S5 3.0T Prestige,Used,44850,4.7,42,Dealer,Wholesale Auto Purchasing,3.9,4,415 E Jefferson St Frankenmuth,MI,48734,Fair,4.8,4.9,4.6,4.4,4.7,4.8,Gray,Magma Red,All-wheel Drive,21,30,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WAUC4CF59JA087959,W2583,49950
2019,Honda,Pilot EX-L,Used,36498,4.8,223,Dealer,Honda Marysville,4.7,936,640 Colemans Crossing Blvd. Marysville,OH,43040,Good,4.9,4.8,4.7,4.7,4.7,4.8,Deep Scarlet Pearl,Beige,Front-wheel Drive,19,27,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H59KB041245,KB041245,36790
