Año,Marca,Modelo,Condicion,Precio,Rating,Reseñas,TipoVendedor,NombreVendedor,RatingVendedor,ReseñasVendedor,NombreCalle,Estado,Zip,Trato,Comodidad,DiseñoInterior,Performance,Valor,Exterior,Fiabilidad,ColorExt,ColorInt,Conduccion,MinMPG,MaxMPG,Combustible,Transmision,Motor,VIN,Stock,Millas
2020,BMW,X3 M40i,Used,49995,4.9,51,Dealer,Automotive Avenues,4.7,1472,5011 Route 33/34 Wall Township,NJ,7727,Good,5,4.9,4.9,4.7,4.9,4.9,Phytonic Blue Metallic,Cognac,All-wheel Drive,21,27,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXTY9C05L9B66571,35260,11970
2020,Mercedes-Benz,GLB 250 Base,Used,42492,4.1,32,Dealer,Mercedes-Benz & Chevrolet in San Luis Obispo,3.2,27,1423 Calle Joaquin San Luis Obispo,CA,93405,Fair,4.6,4.7,4.1,4,4.5,3.3,Midnight Black,Black,Front-wheel Drive,23,30,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,W1N4M4GB0LW026774,8149U,11140
2021,Toyota,Camry SE,Used,31998,4.8,69,Dealer,CarMax Pleasanton - Now offering Curbside Pickup and Home Delivery,5,4,2750 Stoneridge Dr Pleasanton,CA,94588,Good,4.8,4.8,4.8,4.8,4.9,4.9,Black,Black,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1G11AK8MU410766,22549172,27521
2021,Subaru,Crosstrek Premium,Used,26000,4.8,78,Dealer,Prestman Auto,4.2,467,2865 State St Salt Lake City,UT,84115,NA,4.9,4.8,4.8,4.8,4.8,4.8,Yellow Pearl,Black,All-wheel Drive,28,33,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,JF2GTAEC0MH310771,M310771,7572
2021,Toyota,4Runner Limited,Certified,51931,4.9,42,Dealer,Stevinson Toyota West,4.9,5633,780 Denver West Colorado Mills Boulevard Lakewood,CO,80401,Good,5,4.9,4.8,4.9,4.9,4.9,Midnight Black Metallic,Redwood,Four-wheel Drive,16,19,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEKU5JR7M5854429,S18938,20606
2020,Honda,Civic Sport,Used,19800,4.9,169,Dealer,Stars Auto Sales,4.3,62,5048 S Packard Ave Cudahy,WI,53110,Great,4.8,4.8,4.9,4.8,4.9,4.9,White,Black,Front-wheel Drive,29,37,Gasoline,Automatic,Engine: 2.0L I-4 DOHC 16-Valve i-VTEC,19XFC2F82LE018716,716,20164
2021,Honda,Pilot Special Edition,Used,43171,4.8,63,Dealer,Andy Mohr Honda,4.5,216,1441 Liberty Dr Bloomington,IN,47403,Good,4.9,4.7,4.8,4.7,4.7,4.8,Steel Sapphire Metallic,Gray,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H27MB096565,BU1447,22250
2021,Honda,Pilot Special Edition,Used,42950,4.8,63,Dealer,Paul Richard GM Center,3.4,7,769 W Main St Peru,IN,46970,Good,4.9,4.7,4.8,4.7,4.7,4.8,–,–,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H27MB096842,366469B,15002
2021,Chevrolet,Tahoe Z71,Used,70490,4.5,37,Dealer,ALM Mall of GA,4.4,750,4228 Buford Drive Buford,GA,30518,Good,4.6,4.7,4.4,4.3,4.7,4.3,Summit White,Black,Four-wheel Drive,16,20,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKPKD0MR360731,MR360731,24054
2020,Lexus,RX 350 Base,Used,47988,4.8,76,Dealer,Rick Hendrick Chevrolet Buick GMC,4.6,450,12050 W Broad St Richmond,VA,23233,Great,4.9,4.8,4.8,4.7,4.8,4.9,Atomic Silver,Black,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2HZMDA5LC257325,N22792A,10913
2020,Toyota,Tacoma SR,Used,33888,4.7,123,Dealer,Chevrolet of Smithtown,4.4,175,920 Middle Country Rd St James,NY,11780,Great,4.7,4.7,4.6,4.7,4.9,4.8,Midnight Black Metallic,Cement,Four-wheel Drive,18,22,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,3TMCZ5AN1LM343010,U13866,18675
2020,Toyota,Corolla SE,Used,18500,4.7,233,Dealer,Best Western Motors,4.4,36,1819 S. 7th St Phoenix,AZ,85034,Great,4.7,4.7,4.7,4.7,4.8,4.8,Blue,Black,Front-wheel Drive,31,40,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC,5YFS4RCEXLP053694,053694,10514
2020,Ford,Expedition Max Limited,Used,49499,4.5,15,Dealer,Trucks Only!,4.7,80,837 E. Apache Trail Apache Junction,AZ,85210,Good,4.7,4.7,4.5,4.3,4.7,4.3,Black,–,Rear-wheel Drive,17,23,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FMJK1KT7LEA20583,2-0884,59742
2021,Subaru,Forester Sport,Used,29700,4.9,109,Dealer,AutoSavvy Boise,4.6,96,1745 N Five Mile Rd Boise,ID,83713,NA,4.9,4.9,4.9,4.8,4.8,4.9,Dark Blue Pearl,Gray,All-wheel Drive,26,33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,JF2SKARC7MH460769,53290,13925
2020,Ford,Edge Titanium,Used,34997,4.9,141,Dealer,Steves Hometown Motors,3.9,110,602 US-95 Weiser,ID,83672,Good,4.9,4.9,4.9,4.8,4.9,4.9,Agate Black,Ebony,All-wheel Drive,21,28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2FMPK4K92LBA56466,W24690,60802
2020,Subaru,Ascent Touring 7-Passenger,Used,42505,4.8,83,Dealer,AutoNation Subaru Arapahoe,4.5,1519,9955 E Arapahoe Rd Centennial,CO,80112,Good,4.8,4.8,4.8,4.7,4.9,4.8,Cinnamon Brown Pearl,Java Brown,All-wheel Drive,20,26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMARD0L3401024,L3401024,12090
2020,Lexus,RX 450hL Base,Used,56500,5,1,Dealer,Tacoma Nissan,4.3,97,4030 South Tacoma Way Tacoma,WA,98409,Good,5,5,5,5,5,5,Matador Red Mica,Parchment,All-wheel Drive,29,28,Hybrid,Automatic CVT,3.5L V6 24V PDI DOHC Hybrid,JTJHGKFA8L2009397,23104,11559
2021,Subaru,Forester Premium,Used,28400,4.9,109,Dealer,AutoSavvy Post Falls,4.5,68,1349 N Beck Rd Post Falls,ID,83854,NA,4.9,4.9,4.9,4.8,4.8,4.9,Crystal Black Silica,Black,All-wheel Drive,26,33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,JF2SKAJC1MH534960,54124,14634
2020,BMW,X5 sDrive40i,Used,55901,4.7,53,Dealer,BMW MINI of Arlington,4.7,1455,1105 E Lamar Blvd Arlington,TX,76011,Fair,4.8,4.8,4.8,4.4,4.7,4.7,Jet Black,Canberra Beige,Rear-wheel Drive,21,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR4C09L9B36327,L9B36327,31831
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Used,53967,4.3,75,Dealer,Toyota of Lincoln Park,4.2,380,1561 N Fremont St Chicago,IL,60642,Good,4.6,4.6,4,3.9,4.6,4.1,Polar White,Black,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,4JGFB4KB4LA139360,K1332A,31179
2021,Audi,Q3 45 S line Premium,Used,44561,5,8,Dealer,Jack Ingram Motors,4.6,56,235 Eastern Blvd Montgomery,AL,36117,Fair,5,5,5,4.9,4.9,4.9,Ibis White,Okapi Brown,All-wheel Drive,20,28,Gasoline,7-Speed Automatic,I4,WA1EECF37M1144388,34022A,12051
2021,Audi,Q3 45 S line Premium,Used,44591,5,8,Dealer,Jack Ingram Motors,4.6,56,235 Eastern Blvd Montgomery,AL,36117,Good,5,5,5,4.9,4.9,4.9,Glacier White Metallic,Okapi Brown,All-wheel Drive,20,28,Gasoline,7-Speed Automatic,I4,WA1EECF33M1131038,33972A,13109
2021,BMW,X5 PHEV xDrive45e,Used,71000,4.6,5,Private,Bryan,4.8,585,Knoxville,TN,37919,NA,4.8,4.6,4.8,4,4.6,4.6,Blue,Brown,All-wheel Drive,0,0,Hybrid,Transmission w/Dual Shift Mode,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,5UXTA6C01M9G38169,–,10500
2020,Chevrolet,Spark LS,Used,13989,4.7,39,Dealer,Auto Palace,4.6,151,4621 W Broad St Columbus,OH,43228,Great,4.5,4.7,4.4,4.8,4.9,4.8,Gray,Gray,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.4L I4 16V MPFI DOHC,KL8CB6SA1LC416084,PV94,14035
2020,Lexus,RX 350 Base,Used,47455,4.8,76,Dealer,Sheehy Lexus of Richmond,4.7,256,9703 Midlothian Turnpike Richmond,VA,23235,Great,4.9,4.8,4.8,4.7,4.8,4.9,White,Black,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2HZMDA6LC228187,XP1189,17212
2020,BMW,M4 Base,Used,72735,4.9,1,Dealer,Pacific BMW,4.6,3551,800 S Brand Blvd Glendale,CA,91204,Great,5,5,5,4,5,5,White,–,Rear-wheel Drive,18,25,Gasoline,Manual,3.0L I6 24V GDI DOHC Twin Turbo,WBS4Y9C07LFH41804,605434,6626
2020,Chevrolet,Blazer Premier,Used,48998,4.7,67,Dealer,Giant Chevrolet,4.8,131,1001 S Ben Maddox Way Visalia,CA,93292,Good,4.8,4.7,4.8,4.5,4.9,4.8,Black,Jet Black,Front-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,3GNKBFRS3LS674609,88839,11843
2020,BMW,X5 xDrive40i,Used,62787,4.7,53,Dealer,BMW Northwest,4.8,780,4011 20th St E Fife,WA,98424,Great,4.8,4.8,4.8,4.4,4.7,4.7,Alpine White,Black,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C08L9C49858,BP5119B,10422
2021,Ford,F-150 Lariat,Used,66000,4.8,79,Dealer,Bill Colwell Ford,4.8,450,238 Waterloo Rd Hudson,IA,50643,Good,4.8,4.9,4.8,4.6,4.9,4.7,Agate Black Metallic,Black,Four-wheel Drive,19,24,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FTFW1E55MKD36000,U10547,16581
2021,Audi,Q5 45 Premium,Used,52308,4.6,16,Dealer,Audi Westmont,4.7,1137,276 Ogden Ave Westmont,IL,60559,Good,4.6,4.4,4.7,4.2,4.5,4.7,Mythos Black Metallic,Rock Gray,All-wheel Drive,23,28,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA15AAFY5M2139227,M2139227,14222
2020,Honda,Civic Sport,Certified,29628,4.9,169,Dealer,Russ Darrow Honda,4.7,1922,10851 W Metro Auto Mall Milwaukee,WI,53224,Good,4.8,4.8,4.9,4.8,4.9,4.9,Sonic Gray Pearl,Black,Front-wheel Drive,29,35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H40LU216696,HGM7058,17288
2021,Honda,Pilot Special Edition,Used,43704,4.8,63,Dealer,Hare Honda,3.9,131,8693 Rockville Rd Avon,IN,46123,Good,4.9,4.7,4.8,4.7,4.7,4.8,Platinum White Pearl,Black,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H22MB098143,MB098143L,6398
2020,Mercedes-Benz,GLB 250 Base,Used,37220,4.1,32,Dealer,BMW of Tampa,4.7,1046,109 E. Fowler Ave Tampa,FL,33612,Good,4.6,4.7,4.1,4,4.5,3.3,Black,Black,Front-wheel Drive,23,30,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,W1N4M4GB8LW016171,9N04391A,32624
2021,Mercedes-Benz,GLA 250 Base,Used,43850,4.9,19,Dealer,Mercedes-Benz of Orlando,4.7,732,810 N Orlando Ave Maitland,FL,32751,Good,4.9,4.9,4.9,4.8,4.8,4.9,Polar White,–,Front-wheel Drive,25,34,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,W1N4N4GBXMJ250601,MJ250601,10732
2020,Lexus,GX 460 Base,Used,49000,4.9,22,Dealer,DARCARS Lexus Of Silver Spring,4.8,1706,2505 Prosperity Terrace Silver Spring,MD,20904,Good,5,4.9,4.9,4.8,5,5,Nebula Gray Pearl,Red,Four-wheel Drive,15,19,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJAM7BX0L5251018,2D9128A,30421
2020,Mercedes-Benz,GLC 300 Base 4MATIC,Certified,39790,4.8,35,Dealer,Mercedes-Benz of Springfield,4.9,94,295 Burnett Rd Chicopee,MA,1020,Good,4.9,4.9,4.7,4.7,4.9,4.7,Graphite,Magma Grey,All-wheel Drive,21,28,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDC0G8EB3LF744370,F744370A,44271
2020,BMW,X5 xDrive40i,Used,63940,4.7,53,Dealer,Port City Nissan,4.6,707,120 Spaulding Turnpike Portsmouth,NH,3801,Fair,4.8,4.8,4.8,4.4,4.7,4.7,Carbon Black Metallic,Ivory White,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C00L9D01614,PA7673,30523
2021,Toyota,4Runner Limited,Certified,44864,4.9,42,Dealer,Right Toyota,4.6,1811,7701 E. Frank Lloyd Wright Blvd. Scottsdale,AZ,85260,Great,5,4.9,4.8,4.9,4.9,4.9,Midnight Black Metallic,Black,Rear-wheel Drive,16,19,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEDU5JR7M5246502,00989238,34593
2020,BMW,X7 xDrive40i,Used,71819,4.9,22,Dealer,EchoPark Automotive Salt Lake City Delivery Center,3,2,3638 South State St Salt Lake City,UT,84115,Great,5,5,5,4.7,4.9,4.9,Arctic Gray Metallic,Tartufo,All-wheel Drive,20,25,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCW2C05L9B99731,CL9B99731,14004
2020,Ford,Edge Sport,Certified,42989,4.9,141,Dealer,Corwin Ford,4.7,764,5707 E Gate Blvd Nampa,ID,83687,Good,4.9,4.9,4.9,4.8,4.9,4.9,Star White Metallic Tri-Coat,Ebony,All-wheel Drive,19,26,Gasoline,Automatic,Twin Turbo Premium Unleaded V-6 2.7 L/166,2FMPK4AP3LBA12461,2A12461,25055
2020,Audi,Q5 45 Prestige,Used,49998,4.8,30,Dealer,Audi Bellevue,4.6,1202,1533 120th Ave NE Bellevue,WA,98005,Good,4.8,4.7,4.9,4.7,4.8,4.7,Mythos Black Metallic,Black,All-wheel Drive,22,28,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1CNAFY2L2116594,L2116594,10843
2021,Toyota,4Runner Limited,Used,48000,4.9,42,Dealer,Grapevine Ford Lincoln,4.5,2597,801 East Highway 114 Grapevine,TX,76051,Good,5,4.9,4.8,4.9,4.9,4.9,Blizzard Pearl,Redwood,Rear-wheel Drive,16,19,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEDU5JR6M5228394,M5228394,37001
2021,Toyota,4Runner Nightshade,Used,55900,4.9,42,Dealer,Crest Auto Group,4.5,563,6280 TX-121 Frisco,TX,75034,Good,5,4.9,4.8,4.9,4.9,4.9,Midnight Black Metallic,Black / Graphite,Four-wheel Drive,16,19,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEJU5JR4M5913447,74778,19814
2020,Mercedes-Benz,GLC 300 Base 4MATIC,Used,51998,4.8,35,Dealer,CarMax Kansas City - Now offering Curbside Pickup,1.9,273,6801 E Frontage Rd Merriam,KS,66204,Fair,4.9,4.9,4.7,4.7,4.9,4.7,Black,Black,All-wheel Drive,21,28,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1N0G8EB6LF863707,22609286,10769
2020,Ford,Edge ST,Used,43596,4.9,141,Dealer,Milo Peterson Ford,4.7,16,3020 457th Street Way Kenyon,MN,55946,Good,4.9,4.9,4.9,4.8,4.9,4.9,Ford Performance Blue Metallic,Ebony,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,2FMPK4AP8LBB38315,22078U,22492
2020,Honda,CR-V Hybrid Touring,Used,38999,4.5,44,Dealer,AutoNation Honda Columbus,4.7,841,3000 N Lake Pkwy Columbus,GA,31909,Fair,4.7,4.6,4.3,4.3,4.7,4.6,Lunar Silver Metallic,–,All-wheel Drive,40,35,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,7FART6H92LE021060,LE021060,36896
2020,Chevrolet,Equinox 1LT,Used,27995,4.7,276,Dealer,Suburban Chevrolet Cadillac of Ann Arbor,4.8,1302,3515 Jackson Road Ann Arbor,MI,48103,Good,4.8,4.7,4.7,4.6,4.8,4.7,Mosaic Black Metallic,Jet Black,All-wheel Drive,25,30,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,3GNAXUEV6LL250062,KP5393,19220
2021,Toyota,Highlander Hybrid Limited,Used,48916,4.7,32,Dealer,Phillips Chrysler Dodge Jeep Ram,4.7,1464,3440 S Pine Ave Ocala,FL,34471,Good,4.8,4.6,4.7,4.7,4.7,5,Ruby Flare Pearl,Beige,All-wheel Drive,35,34,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,5TDDBRCH6MS526055,220585A,17785
2020,Mercedes-Benz,GLA 250 Base,Certified,31995,4.9,13,Dealer,Mercedes-Benz of Miami,4.6,1040,1200 Nw 167th St Miami,FL,33169,Good,4.9,4.8,4.9,4.8,4.9,4.9,Midnight Black,–,Front-wheel Drive,24,34,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WDCTG4EB3LU021149,LU021149,30048
2021,Toyota,Tacoma SR5,Used,34245,4.8,85,Dealer,Miami Car Credit,4.7,1337,19390 NW 2nd Ave Miami,FL,33169,Good,4.8,4.8,4.6,4.7,4.9,4.9,Cement,Black / Red,Rear-wheel Drive,20,23,Gasoline,6-Speed Automatic,2.7L I4 16V MPFI DOHC,3TYAX5GN5MT017656,017656F01,30600
2020,BMW,740 i,Certified,65988,5,2,Dealer,BMW of Palm Springs,4.8,584,3737 E Palm Canyon Dr Palm Springs,CA,92264,Good,5,5,5,5,5,5,Alpine White,Cognac,Rear-wheel Drive,22,29,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA7T2C03LGL17244,PLGL17244,31649
2021,Audi,Q8 55 Premium,Used,76988,5,3,Dealer,Audi Henderson,4.7,166,7740 Eastgate Rd Henderson,NV,89011,Good,5,5,5,4.7,5,5,Navarra Blue Metallic,Black,All-wheel Drive,18,23,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WA1FVBF10MD006803,MD006803,31640
2020,Toyota,Corolla SE,Used,25995,4.7,233,Dealer,Yates Buick GMC,4.7,505,13845 W Test Dr Goodyear,AZ,85338,Good,4.7,4.7,4.7,4.7,4.8,4.8,Black Sand Pearl,Black,Front-wheel Drive,31,40,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC,JTDS4RCE5LJ024706,118136,42282
2020,BMW,X3 xDrive30i,Used,40998,4.9,51,Dealer,CarMax South Broadway - Now offering Curbside Pickup and Home Delivery,3.4,35,5850 S Broadway Littleton,CO,80121,Good,5,4.9,4.9,4.7,4.9,4.9,Gray,Black,All-wheel Drive,24,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTY5C07LLT37927,22901561,33379
2020,BMW,X3 sDrive30i,Certified,42962,4.9,51,Dealer,BMW of San Antonio,4.5,955,15507 W IH10 San Antonio,TX,78249,Good,5,4.9,4.9,4.7,4.9,4.9,Jet Black,Black,Rear-wheel Drive,25,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTY3C00L9B85297,L9B85297A,30471
2020,Mercedes-Benz,GLC 300 Base,Used,42888,4.8,35,Dealer,Freeman Buick GMC,4.7,144,501 W. State Hwy 114 Grapevine,TX,76051,Great,4.9,4.9,4.7,4.7,4.9,4.7,Black,Black,Rear-wheel Drive,22,29,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDC0G8DB9LF755746,43974B,19367
2021,Mercedes-Benz,GLE 350,Used,64980,4.8,17,Dealer,Crest Volvo Cars,4.8,1552,6020 State Highway 121 Frisco,TX,75034,Fair,4.9,4.8,4.6,4.6,4.8,4.9,Black,Black,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,4JGFB4KBXMA458215,P9657,17601
2020,BMW,750 i xDrive,Used,78790,5,3,Dealer,Earth Motorcars,4.7,620,3216 Kellway Dr Carrollton,TX,75006,Good,5,5,5,5,5,5,Alpine White,Black,All-wheel Drive,17,25,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBA7U2C04LGJ59638,J59638,34376
2021,Honda,Pilot Special Edition,Used,41991,4.8,63,Dealer,David McDavid Honda of Frisco,4.5,1428,1601 N. Dallas Pkwy Frisco,TX,75034,Good,4.9,4.7,4.8,4.7,4.7,4.8,Modern Steel Metallic,Black,Front-wheel Drive,20,27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H20MB023127,MHF221971A,16676
2021,Toyota,Highlander Limited,Used,48995,4.9,93,Dealer,DOUGLASS NISSAN OF WACO,4.8,258,5605 Legend Lake Pkwy Waco,TX,76712,Good,4.9,4.8,4.8,4.8,4.8,4.9,Blizzard Pearl,Black,Front-wheel Drive,21,29,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,5TDYZRAH1MS521183,N8028A,21732
2020,Honda,Passport EX-L,Used,38998,4.8,50,Dealer,Walser Honda,4.7,587,14800 Buck Hill Rd Burnsville,MN,55306,Good,4.9,4.8,4.8,4.6,4.8,4.8,WHITE PEARL,Black,All-wheel Drive,19,24,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNYF8H50LB020674,14BX216P,13134
2021,Audi,A6 55 Premium Plus,Used,50591,5,3,Dealer,Audi Creve Coeur,4.6,221,11830 Olive Blvd Creve Coeur,MO,63141,Great,5,5,5,5,5,5,Firmament Blue Metallic,Black,All-wheel Drive,23,31,Gasoline,7-Speed Automatic,2.0L,WAUE3AF23MN047766,MN047766L,16076
2020,Ford,Mustang GT,Used,62977,4.9,68,Dealer,Fox Valley Motorworks,5,10,8709 Pyott Rd Lake in the Hills,IL,60156,NA,4.8,4.8,4.9,4.8,4.9,4.9,White,Black,Rear-wheel Drive,15,24,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FA6P8CF4L5127089,FM1X0414,13901
2020,Ford,Fusion Hybrid Titanium,Used,29590,5,6,Dealer,AutoNation Toyota Libertyville,4.3,1142,1180 S Milwaukee Ave Libertyville,IL,60048,Fair,5,5,5,5,4.7,5,Magnetic Metallic,–,Front-wheel Drive,43,41,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,3FA6P0RU1LR157185,LR157185,31923
