
"Fecha","Indice de Precios al Consumidor"
Dic02,57.4656247447609
Ene03,57.5986117200474
Feb03,57.8686483186668
Mar03,58.5154925726066
Abr03,58.4857333805668
May03,58.467003260749
Jun03,58.1903786592813
Jul03,58.1035486706451
Ago03,58.11136706357
Sep03,58.4359761836754
Oct03,58.464628580127
Nov03,58.5626647005052
Dic03,58.8929293099865
Ene04,59.2094478515518
Feb04,59.8525127526772
Mar04,60.1281027710669
Abr04,60.1144115568846
May04,60.32712322642
Jun04,60.6672517870461
Jul04,60.7844054751331
Ago04,60.7786062550879
Sep04,60.7887500297095
Oct04,60.7743144711919
Nov04,60.9487417063845
Dic04,60.9430396954876
Ene05,61.0040738479291
Feb05,60.8609458754252
Mar05,61.2566614044346
Abr05,61.3294488372526
May05,61.4069266114744
Jun05,61.5688826072955
Jul05,61.6332906115328
Ago05,61.522593693944
Sep05,61.4645910782263
Oct05,61.5535798043051
Nov05,61.595463754538
Dic05,61.8536873585898
Ene06,62.1627138522279
Feb06,62.5035381526153
Mar06,62.7892809721904
Abr06,63.1095108201663
May06,62.7763229927264
Jun06,62.6931209883737
Jul06,62.5862666095457
Ago06,62.6734784912643
Sep06,62.690631045476
Oct06,62.7180829089466
Nov06,62.5411205980373
Dic06,62.5572635658092
Ene07,62.5631613837047
Feb07,62.7254923290977
Mar07,62.9443010952826
Abr07,63.0564721201698
May07,63.3666290173321
Jun07,63.6642570439849
Jul07,63.9670093814535
Ago07,64.0545851031271
Sep07,64.44691983683
Oct07,64.6492926190962
Nov07,64.7210579671552
Dic07,65.0143122764871
Ene08,65.1586741108229
Feb08,65.7496751808387
Mar08,66.4346886068455
Abr08,66.5371442717145
May08,66.7829931511919
Jun08,67.2969566655574
Jul08,67.6707723621643
Ago08,68.0703582039768
Sep08,68.4564541934141
Oct08,68.8761803820454
Nov08,69.089023978282
Dic08,69.3378988396748
Ene09,69.4112438363932
Feb09,69.3593334568676
Mar09,69.609179021041
Abr09,69.6224126578754
May09,69.5924708515071
Jun09,69.356151245964
Jul09,69.4856310540512
Ago09,69.3415150199903
Sep09,69.28105856763
Oct09,69.3660151971089
Nov09,69.288278429942
Dic09,69.5079961016632
Ene10,69.7136816328321
Feb10,69.9385138944542
Mar10,70.1349097028041
Abr10,70.1526941164795
May10,70.319559174288
Jun10,70.495954894733
Jul10,70.7525287206685
Ago10,70.9425101139349
Sep10,70.9198027512508
Oct10,70.8192940467514
Nov10,70.8248925993405
Dic10,70.9512908774276
Ene11,71.2283105646479
Feb11,71.5006315782516
Mar11,72.0029008320805
Abr11,72.4931779487685
May11,72.4759927600571
Jun11,72.5478476794027
Jul11,73.1231175318247
Ago11,73.3174920842417
Sep11,73.5625077424483
Oct11,73.794119647811
Nov11,74.1124844688423
Dic11,74.3132616323748
Ene12,74.2379662035315
Feb12,74.4791719574771
Mar12,75.0496945317084
Abr12,75.4486137965042
May12,75.4782355070343
Jun12,75.4505385376399
Jul12,75.5187147850747
Ago12,75.9026527314205
Sep12,76.3145813576587
Oct12,76.1899418708041
Nov12,76.0852045683551
Dic12,76.2820940603079
Ene13,76.3701370802442
Feb13,76.301403956872
Mar13,76.99485097723
Abr13,77.1891755363707
May13,77.3386026616823
Jun13,77.5410733474478
Jul13,77.9663696202748
Ago13,78.3896529693816
Sep13,78.4749255285923
Oct13,78.5049596836515
Nov13,78.3336278654801
Dic13,78.4635187293942
Ene14,78.7121276543314
Feb14,79.1850605759155
Mar14,79.5956817391094
Abr14,79.9086695055395
May14,80.0884883767056
Jun14,80.215971231147
Jul14,80.5635571221473
Ago14,80.4945788992393
Sep14,80.6237747177433
Oct14,80.9292246090764
Nov14,80.8082672658879
Dic14,80.9932305840506
Ene15,81.1311585614732
Feb15,81.3773664204482
Mar15,81.9996299525466
Abr15,82.3198438304482
May15,82.7844285692493
Jun15,83.0595554554826
Jul15,83.4339766262131
Ago15,83.7487113799077
Sep15,83.771774250334
Oct15,83.8913998281912
Nov15,84.1800464238952
Dic15,84.5552549887266
Ene16,84.8702404031536
Feb16,85.0179920593596
Mar16,85.5265000574541
Abr16,85.5362556898337
May16,85.7155086648867
Jun16,85.8350891099251
Jul16,85.9052567561972
Ago16,86.213043138844
Sep16,86.3910421158843
Oct16,86.7481433937979
Nov16,86.9997685797355
Dic16,87.2905176704464
Ene17,87.4981321088573
Feb17,87.7809010228465
Mar17,88.9260539521744
Abr17,88.6965771763182
May17,88.3210908710632
Jun17,88.1804847816058
Jul17,88.3553341822423
Ago17,88.9492813838017
Sep17,88.9352541037068
Oct17,88.5179296753887
Nov17,88.3433392676972
Dic17,88.4819074367963
Ene18,88.594648523903
Feb18,88.8163305147703
Mar18,89.2489764935573
Abr18,89.1266401691656
May18,89.1430886514034
Jun18,89.440878461853
Jul18,89.7832456102935
Ago18,89.9015505324364
Sep18,90.0738752726222
Oct18,90.1474507938922
Nov18,90.2578255325897
Dic18,90.4218937443323
Ene19,90.4809684380851
Feb19,90.595663429072
Mar19,91.2547942250017
Abr19,91.4373773077339
May19,91.5723515157514
Jun19,91.493350335306
Jul19,91.6793898976101
Ago19,91.7352934900762
Sep19,91.7411489525572
Oct19,91.8427297350918
Nov19,91.9427558656052
Dic19,92.1399925330876
Ene20,92.1895712817569
Feb20,92.3206390707161
Mar20,92.9170303880033
Abr20,93.0142055130683
May20,93.204097335048
Jun20,92.9560841633195
Jul20,93.3861811793687
Ago20,93.2832332195989
Sep20,93.4104286127018
Oct20,93.4260987274024
Nov20,93.9123624949692
Dic20,93.9581285619732
Ene21,94.6561451002628
Feb21,94.5375735473133
Mar21,95.3311869507106
Abr21,95.2313830125361
May21,95.4852294275117
Jun21,95.9814390796482
Jul21,96.948489573628
Ago21,97.9033694822447
Sep21,98.2953966184284
Oct21,98.8691125131803
Nov21,99.2232454403164
Dic21,100
Ene22,100.037268
Feb22,100.34884
Mar22,101.836672
Abr22,102.816232
May22,103.211072
Jun22,104.439931
Jul22,105.422597
Ago22,106.125283
Sep22,106.679849
Oct22,107.050724
Nov22,107.604861
Dic22,108.459162
Ene23,108.704764
Feb23,109.024924
Mar23,110.391537
Abr23,111.005592
