"Fecha","Tasa de Encaje"
Mar06,9.47751751076775
Abr06,9.84450150420507
May06,9.86173025147523
Jun06,10.3661377375723
Jul06,10.9277877773441
Ago06,9.78131126298561
Sep06,9.40106707947963
Oct06,9.29705045051053
Nov06,9.25688997002771
Dic06,10.0495398442053
Ene07,8.97487700494481
Feb07,8.87765523227276
Mar07,8.78434648551059
Abr07,8.62396727844235
May07,9.0497652837141
Jun07,8.98373164744265
Jul07,8.94526044698103
Ago07,9.32473349960874
Sep07,8.39602787699219
Oct07,8.5992650216756
Nov07,8.26667301784684
Dic07,9.73533324087828
Ene08,8.47596538456782
Feb08,9.81345929849397
Mar08,9.05250597360972
Abr08,12.0038907733631
May08,13.5924449287886
Jun08,13.8567399133011
Jul08,12.6226810811728
Ago08,11.4728760740044
Sep08,10.7876011054917
Oct08,11.862506253031
Nov08,10.084114118979
Dic08,12.516334174122
Ene09,9.83360754732225
Feb09,8.2919723127372
Mar09,8.82837359466158
Abr09,8.8776399503982
May09,8.22146967540043
Jun09,8.37258648376245
Jul09,9.3340612076001
Ago09,7.80579700395871
Sep09,8.56548050070261
Oct09,8.0541580411717
Nov09,7.59172124459124
Dic09,9.34554991623123
Ene10,7.59672417483289
Feb10,7.21609029844799
Mar10,7.60548480935954
Abr10,7.18925913390464
May10,7.15722484746346
Jun10,7.76593144164593
Jul10,9.37919749821332
Ago10,8.59443971286075
Sep10,8.83544494677625
Oct10,11.1239765739606
Nov10,10.6336051012907
Dic10,16.4558322981118
Ene11,12.7040646458697
Feb11,12.2739932429274
Mar11,11.6531186750104
Abr11,13.2722473302746
May11,12.4847028592349
Jun11,14.6608328035715
Jul11,13.6836086722409
Ago11,12.4005429467944
Sep11,14.3550396061797
Oct11,15.3887161772122
Nov11,14.9603911169717
Dic11,17.584297120722
Ene12,15.4787367856762
Feb12,17.4839646264027
Mar12,16.9901948035014
Abr12,16.0815291300543
May12,18.8948341611616
Jun12,16.993685636061
Jul12,15.8023734343825
Ago12,18.1117509764227
Sep12,22.8020468186839
Oct12,24.2883886870703
Nov12,22.3260737515254
Dic12,22.6439927929702
Ene13,21.4532804527867
Feb13,26.3803985275549
Mar13,23.7010343473127
Abr13,21.5609310232023
May13,24.3564306120644
Jun13,21.4933014900005
Jul13,17.8562453583576
Ago13,21.8569290185624
Sep13,18.5111235348108
Oct13,20.928510445704
Nov13,20.289252718847
Dic13,16.4901121590892
Ene14,15.7094036865662
Feb14,14.6244073425447
Mar14,12.2083477827611
Abr14,14.5242777553412
May14,12.3308748992648
Jun14,12.4965701701218
Jul14,11.6967851247641
Ago14,11.4865267060826
Sep14,10.8735444731299
Oct14,10.7981174162911
Nov14,10.6212222165498
Dic14,13.0740524949622
Ene15,10.3631842819984
Feb15,9.00242644944833
Mar15,10.0594440486518
Abr15,9.64205429256671
May15,8.48852392032146
Jun15,8.72593456734838
Jul15,10.7656128569681
Ago15,8.40046390976353
Sep15,8.28700248803369
Oct15,7.62819943809694
Nov15,8.55398389652281
Dic15,9.21738470416217
Ene16,7.50309152531176
Feb16,7.88013056947258
Mar16,8.68260101750717
Abr16,8.21018918574779
May16,7.92000506107565
Jun16,7.8738495836915
Jul16,7.82875904914121
Ago16,7.4568749769116
Sep16,8.16256214532732
Oct16,7.41653561705152
Nov16,7.76573094748072
Dic16,7.94184518233192
Ene17,7.7885176914938
Feb17,7.07407320053599
Mar17,7.4647519932439
Abr17,6.95598166413881
May17,6.89240108166823
Jun17,8.14908465495113
Jul17,7.90948482153013
Ago17,7.19497366351911
Sep17,7.02411570251024
Oct17,7.27705151328612
Nov17,7.1343745926027
Dic17,7.5895178096414
Ene18,6.75781101557486
Feb18,6.4821128763812
Mar18,7.01801825002307
Abr18,6.75370441684489
May18,6.46707756842418
Jun18,6.87268902264673
Jul18,6.66753658318062
Ago18,7.14803339785607
Sep18,6.34055169107964
Oct18,7.18418370049188
Nov18,6.53294799561028
Dic18,7.01332655024873
Ene19,6.27744761706453
Feb19,6.48504231617692
Mar19,6.09834066538653
Abr19,7.04134799333517
May19,6.65356411401381
Jun19,6.54277392762007
Jul19,6.54502478868761
Ago19,6.44661220292634
Sep19,5.9355270360731
Oct19,6.61778518992192
Nov19,6.06995756585694
Dic19,6.69965546057374
Ene20,6.68791103406152
Feb20,5.70467743545121
Mar20,6.00064316872254
Abr20,7.25389000459381
May20,5.58689494841751
Jun20,6.9737302954666
Jul20,6.41166622571026
Ago20,5.20836903959711
Sep20,5.13628959630012
Oct20,5.07032103077222
Nov20,5.0485074609144
Dic20,5.93873449197906
Ene21,5.55732209898005
Feb21,4.99822806608193
Mar21,6.71313366701441
Abr21,5.8256100464486
May21,5.26488061337879
Jun21,6.00650634085119
Jul21,6.3499043813968
Ago21,5.45662901951557
Sep21,5.24022312972751
Oct21,5.6819182387243
Nov21,5.55212738001261
Dic21,6.22678719164697
Ene22,6.1353814291678
Feb22,6.22924380131687
Mar22,6.09364175627095
Abr22,6.26361633228839
May22,6.10671552477384
Jun22,6.03087906469027
Jul22,5.78197136868806
Ago22,5.79213581383874
Sep22,5.78279944227797
Oct22,6.10476552285162
Nov22,5.82375763972977
Dic22,5.61001137506897
Ene23,5.548682177671
Feb23,5.54804503173988
Mar23,6.57049641446894
Abr23,5.53860900065762
