"Fecha","Produccion minera e Hidrocarburos"
May17,-13.0231652527124
Jun17,2.52271444623724
Jul17,-11.0160705827618
Ago17,-0.467460593947361
Sep17,-4.39382453069709
Oct17,-0.88269141860316
Nov17,-3.79720551434089
Dic17,-0.324813889006946
Ene18,1.1434451167218
Feb18,-24.6078142908939
Mar18,4.06029368740805
Abr18,10.8553719856114
May18,12.5389889577624
Jun18,2.62496084817623
Jul18,-2.16609151834625
Ago18,-26.3186786253566
Sep18,15.5342820202102
Oct18,2.16121191670424
Nov18,4.81420681113934
Dic18,1.37712150964451
Ene19,-0.736175536155167
Feb19,39.9978252029577
Mar19,-0.444731367511308
Abr19,-8.9726145488209
May19,-8.84120888449972
Jun19,-5.1950492564997
Jul19,5.23888384974008
Ago19,38.1950817104033
Sep19,5.3456863265249
Oct19,3.86754318429732
Nov19,6.67980136475937
Dic19,0.0911119138621299
Ene20,7.35711853677502
Feb20,8.96046870422052
Mar20,-14.8377712770319
Abr20,-13.3980565045149
May20,-20.6720428370399
Jun20,-19.693273218211
Jul20,-5.10502172157436
Ago20,-16.4285596933114
Sep20,-19.1184352878125
Oct20,-12.4028495046566
Nov20,-13.8834819926399
Dic20,-10.8985346815156
Ene21,-15.5576739591732
Feb21,-20.8349442852119
Mar21,-10.0798000364948
Abr21,-8.13802235652698
May21,6.66496636967458
Jun21,11.9310745386798
Jul21,-13.6362536714682
Ago21,-8.35129227732177
Sep21,4.01772759403142
Oct21,7.23710878203354
Nov21,-1.87679088776743
Dic21,0.644131246474145
Ene22,9.76118325999675
Feb22,13.1047179018825
Mar22,12.2739576407613
Abr22,26.1974293870611
May22,20.3335160647934
Jun22,14.1917820194251
Jul22,-3.38136973827106
Ago22,-10.3671159067469
Sep22,-15.0496452304598
Oct22,-9.20362081607299
Nov22,0.150825560590436
Dic22,-1.02927483570879
Ene23,-3.50049223826378
Feb23,-11.5350779443803
Mar23,12.664509082263
