"Fecha","Remuneracion Minima Real Noventa"
Jul00,227.275270101331
Ago00,226.216435886792
Sep00,224.965490657148
Oct00,224.443285687136
Nov00,224.300153054676
Dic00,223.954659003932
Ene01,223.535122193267
Feb01,222.987989963991
Mar01,221.861135535822
Abr01,222.788676626646
May01,222.734608713133
Jun01,222.862604752817
Jul01,222.478274730627
Ago01,223.154387453181
Sep01,223.014427883568
Oct01,222.930881086876
Nov01,224.035073620954
Dic01,224.240232985993
Ene02,225.412209779951
Feb02,225.500881489114
Mar02,224.293256723402
Abr02,222.669289392225
May02,222.360607313451
Jun02,222.867139267776
Jul02,222.790702070762
Ago02,222.56614844548
Sep02,221.517144376882
Oct02,219.938072009683
Nov02,220.81996474991
Dic02,220.891857896796
Ene03,220.381850117617
Feb03,219.353466581242
Mar03,216.928680884295
Abr03,217.039060320445
May03,217.108589582734
Jun03,218.140677334219
Jul03,218.46666693326
Ago03,218.437274091044
Sep03,230.469222865324
Oct03,243.595140645898
Nov03,243.187353147599
Dic03,241.823587120691
Ene04,240.530860167664
Feb04,237.946558411604
Mar04,236.855958619057
Abr04,236.90990318203
May04,236.074565802421
Jun04,234.75102303591
Jul04,234.298572314119
Ago04,234.32092802546
Sep04,234.281827062175
Oct04,234.337475390809
Nov04,233.66683253929
Dic04,233.688695098691
Ene05,233.454891181332
Feb05,234.003911982196
Mar05,232.492256274926
Abr05,232.216328237008
May05,231.923338419041
Jun05,231.313267655416
Jul05,231.071540728693
Ago05,231.487305178229
Sep05,231.705754027725
Oct05,231.370774324813
Nov05,231.213445823549
Dic05,230.248187779357
Ene06,249.025615322361
Feb06,247.667708496134
Mar06,246.540616924967
Abr06,245.289622213524
May06,246.591506625078
Jun06,246.918765936532
Jul06,247.340333682692
Ago06,246.996152755692
Sep06,246.928573041953
Oct06,246.820491781179
Nov06,247.518879085206
Dic06,247.455006577679
Ene07,247.431679039015
Feb07,246.791336223245
Mar07,245.933433174923
Abr07,245.495942710809
May07,244.294328216904
Jun07,243.152261346015
Jul07,242.001435065482
Ago07,241.670569596792
Sep07,240.199347096064
Oct07,253.814293806234
Nov07,253.532854168047
Dic07,252.38926594203
Ene08,261.333108849224
Feb08,258.984075997949
Mar08,256.313670327345
Abr08,255.91899171894
May08,254.976874656162
Jun08,253.029553156448
Jul08,251.631809117572
Ago08,250.15468293628
Sep08,248.743804722404
Oct08,247.227978953282
Nov08,246.466339996749
Dic08,245.58169715018
Ene09,245.322197568037
Feb09,245.505803259543
Mar09,244.624618668864
Abr09,244.57812109372
May09,244.683349585454
Jun09,245.517067599187
Jul09,245.059570094845
Ago09,245.568889992753
Sep09,245.783179788636
Oct09,245.482154704838
Nov09,245.757569097233
Dic09,244.980719181852
Ene10,244.257920038688
Feb10,243.472700886558
Mar10,242.790914624846
Abr10,242.729364685579
May10,242.153379142642
Jun10,241.547460408215
Jul10,240.671523432073
Ago10,240.027014078405
Sep10,240.103866808548
Oct10,240.444628869552
Nov10,240.425622248432
Dic10,253.08807120826
Ene11,252.103766263084
Feb11,259.803714604404
Mar11,257.991406817241
Abr11,256.246590454603
May11,256.307350519362
Jun11,256.053491244575
Jul11,254.039082407913
Ago11,270.256629934867
Sep11,284.086915087664
Oct11,283.195273422907
Nov11,281.978752168946
Dic11,281.216911108639
Ene12,281.502133738012
Feb12,280.590470347819
Mar12,278.45744104708
Abr12,276.985153723697
May12,276.876449883582
Jun12,307.753430933493
Jul12,307.475599483157
Ago12,305.920297448659
Sep12,304.269009770413
Oct12,304.766764884964
Nov12,305.186300443963
Dic12,304.398592969679
Ene13,304.047668218015
Feb13,304.312856516543
Mar13,301.580713593502
Abr13,300.821480983396
May13,300.240259089177
Jun13,299.456289400238
Jul13,297.822794800236
Ago13,296.214630645298
Sep13,295.89275739138
Oct13,295.779555767022
Nov13,296.426486726922
Dic13,295.935773423829
Ene14,295.001072804321
Feb14,293.239178348257
Mar14,291.726405169153
Abr14,290.583765746828
May14,289.931331847839
Jun14,289.47055984435
Jul14,288.221659149594
Ago14,288.468644948186
Sep14,288.006387471067
Oct14,286.919369521974
Nov14,287.348842963503
Dic14,286.692627683763
Ene15,286.205232520431
Feb15,285.339316349561
Mar15,283.173986445743
Abr15,282.072475119903
May15,280.489489413033
Jun15,279.560394627728
Jul15,278.305829827164
Ago15,277.259932936821
Sep15,277.183601619203
Oct15,276.788349560183
Nov15,275.839264613985
Dic15,274.615245425423
Ene16,273.596044861393
Feb16,273.120565874175
Mar16,271.496695002599
Abr16,271.465730098567
May16,307.017762877147
Jun16,306.590043618039
Jul16,306.339620040443
Ago16,305.245966921602
Sep16,304.617042110337
Oct16,303.363077117472
Nov16,302.485674890633
Dic16,301.478149247819
Ene17,300.762805786871
Feb17,299.793957541185
Mar17,295.933334996776
Abr17,296.698977028806
May17,297.960356406696
Jun17,298.43546198852
Jul17,297.844877819038
Ago17,295.856057573081
Sep17,295.902721360453
Oct17,297.297776966502
Nov17,297.885318036565
Dic17,297.418811105176
Ene18,297.040330907459
Feb18,296.298930181469
Mar18,294.86258272183
Abr18,323.057179652071
May18,322.997569867828
Jun18,321.922162439359
Jul18,320.694588496972
Ago18,320.272574103459
Sep18,319.659844963584
Oct18,319.398948626359
Nov18,319.008361158881
Dic18,318.429528652958
Ene19,318.221627176971
Feb19,317.818755502109
Mar19,315.523159626248
Abr19,314.893119779807
May19,314.428979144026
Jun19,314.700477131887
Jul19,314.061874070851
Ago19,313.870484406641
Sep19,313.850451336789
Oct19,313.503323430883
Nov19,313.162257687849
Dic19,312.491896443078
Ene20,312.323841022281
Feb20,311.880434264116
Mar20,309.878618426371
Abr20,309.55487762426
May20,308.924197843054
Jun20,309.74842867012
Jul20,308.32185920112
Ago20,308.662125133825
Sep20,308.239781369086
Oct20,308.190124570304
Nov20,306.594363510534
Dic20,306.445024454954
Ene21,304.185227218129
Feb21,304.566744464893
Mar21,302.031286149857
Abr21,302.344810449521
May21,301.537942027219
Jun21,299.989132515251
Jul21,296.992775560971
Ago21,294.096119032322
Sep21,292.923188627915
Oct21,291.223419256213
Nov21,290.184027715913
Dic21,287.944298474752
Ene22,287.822744268822
Feb22,286.929086623379
Mar22,282.737057677176
Abr22,280.040552796867
May22,307.46295043819
Jun22,303.855512674397
Jul22,301.019159466123
Ago22,299.026025095979
Sep22,297.471564078384
Oct22,296.440980050502
Nov22,294.914386234613
Dic22,292.605951881419
Ene23,291.930365974355
Feb23,291.073090201611
Mar23,287.469695595196
