"Fecha","Remuneracion Minima Vital 2000"
May18,724.39321397161
Jun18,721.981375877113
Jul18,719.228270849488
Ago18,718.281810592887
Sep18,716.907630498869
Oct18,716.322512981381
Nov18,715.446534530462
Dic18,714.148375106265
Ene19,713.682110241048
Feb19,712.778581748587
Mar19,707.630202226179
Abr19,706.217199058754
May19,705.176261422519
Jun19,705.785155477336
Jul19,704.352947414516
Ago19,703.92371392513
Sep19,703.878785352255
Oct19,703.100274543269
Nov19,702.335359470152
Dic19,700.831926683274
Ene20,700.455025375791
Feb20,699.460588028243
Mar20,694.971074967583
Abr20,694.245014891556
May20,692.830576529429
Jun20,694.679095755493
Jul20,691.479699416303
Ago20,692.242820738541
Sep20,691.295621794395
Oct20,691.18425548263
Nov20,687.605409724471
Dic20,687.27048398962
Ene21,682.202390802486
Feb21,683.058027285083
Mar21,677.3717033958
Abr21,678.074850714166
May21,676.265270506108
Jun21,672.791723938364
Jul21,666.071733304362
Ago21,659.575342841058
Sep21,656.94478798654
Oct21,653.13268067353
Nov21,650.801616143351
Dic21,645.778529857919
Ene22,645.505917770028
Feb22,643.501693607482
Mar22,634.10014509848
Abr22,628.052638804435
May22,689.553407278744
Jun22,681.462933294725
Jul22,675.101786313523
Ago22,670.631743356677
Sep22,667.145522042412
Oct22,664.834210299322
Nov22,661.410487324645
Dic22,656.233314688217
Ene23,654.718164445035
Feb23,652.795534647753
Mar23,644.714128334953
