"Fecha","Gastos Corrientes"
Ene02,1713.39919473123
Feb02,1924.92744916064
Mar02,1861.65849031498
Abr02,2257.50948584827
May02,1967.84337987092
Jun02,1938.29861027744
Jul02,2481.60617811341
Ago02,2059.6917948493
Sep02,2133.33951475591
Oct02,2175.56847218537
Nov02,2116.13037000667
Dic02,2654.6442012182
Ene03,1962.71142693949
Feb03,2093.67161977442
Mar03,2001.41391524756
Abr03,2503.32463811903
May03,2135.23586440864
Jun03,2051.09515134889
Jul03,2624.94313481342
Ago03,2236.43412512404
Sep03,2134.96324364835
Oct03,2403.98857620496
Nov03,2168.40530494686
Dic03,3052.66937980702
Ene04,1933.00450285881
Feb04,1988.22360043903
Mar04,2382.12838318755
Abr04,2603.14618326531
May04,2277.20531823494
Jun04,2232.886025897
Jul04,2964.60161902349
Ago04,2355.5162315459
Sep04,2545.41460635607
Oct04,2567.04965608204
Nov04,2527.82634793233
Dic04,3499.95844794792
Ene05,2080.60894949046
Feb05,2623.37710429525
Mar05,2438.18408688054
Abr05,2570.37842897519
May05,2599.97850246712
Jun05,2470.18348748504
Jul05,3145.85365473605
Ago05,2617.40115592277
Sep05,2809.97649535605
Oct05,2918.71173799798
Nov05,2806.20426335141
Dic05,4469.39453482488
Ene06,2377.74191715711
Feb06,2677.41643117672
Mar06,3033.25858795118
Abr06,2798.92906702429
May06,3034.25915863285
Jun06,2846.27801841861
Jul06,3767.60385214449
Ago06,3018.63594881984
Sep06,2933.120472545
Oct06,3141.53232980128
Nov06,3112.95307811146
Dic06,4607.64097916013
Ene07,2643.30673921632
Feb07,3188.58591991919
Mar07,3051.72702803997
Abr07,3142.58817034283
May07,3220.60103771599
Jun07,6060.54577052518
Jul07,3397.86787656075
Ago07,3243.35333425797
Sep07,3137.89647469905
Oct07,3221.01494965774
Nov07,3482.15651096081
Dic07,5318.49746178903
Ene08,3153.9256633577
Feb08,3473.21803575574
Mar08,3128.48605334103
Abr08,3509.28321660042
May08,3619.43804459321
Jun08,3669.83965770561
Jul08,6315.26804699459
Ago08,5399.6058693014
Sep08,3472.16179249752
Oct08,3607.11371781033
Nov08,2984.33698464637
Dic08,4205.2857612819
Ene09,2525.82257761041
Feb09,3464.73016291908
Mar09,3255.79340075931
Abr09,3296.52915755218
May09,3362.00607612466
Jun09,3590.79044883436
Jul09,6897.37682173183
Ago09,3783.93031985973
Sep09,3586.98393656344
Oct09,3938.44044756714
Nov09,4150.77852812045
Dic09,5908.2032553735
Ene10,3728.74582240309
Feb10,3873.62097617885
Mar10,4145.26546786663
Abr10,4073.17110592054
May10,3654.0353924735
Jun10,3726.4771412308
Jul10,6593.2389894922
Ago10,3896.67290148
Sep10,4044.5856664971
Oct10,4064.5143419755
Nov10,4223.4330446672
Dic10,5715.1481784286
Ene11,3930.09616550221
Feb11,3963.86810754686
Mar11,4699.03254014
Abr11,4148.34055983
May11,4586.6483362
Jun11,7383.02695857
Jul11,4913.8410838
Ago11,4480.62798206
Sep11,4443.85934283
Oct11,4290.91766499
Nov11,4307.3438956
Dic11,7233.9346091
Ene12,3957.77324981
Feb12,4184.73772787714
Mar12,4446.45343017
Abr12,4293.44661317286
May12,4644.55437044571
Jun12,4387.39536687857
Jul12,8811.95633934143
Ago12,4632.08290772143
Sep12,4677.43379426571
Oct12,5113.48176821571
Nov12,5142.55614126
Dic12,9021.73909145143
Ene13,4342.58563036
Feb13,4120.51378452
Mar13,5104.17566452
Abr13,5262.92264692
May13,5250.25872173
Jun13,5016.19269194
Jul13,8429.31344562545
Ago13,5269.68694191751
Sep13,5120.8306871497
Oct13,5662.39799711892
Nov13,5330.3697312419
Dic13,11199.53151187
Ene14,4989.16123438916
Feb14,5261.25235874197
Mar14,5090.49189054147
Abr14,5465.53595127533
May14,5434.92601367337
Jun14,8018.44682497542
Jul14,7447.67019260432
Ago14,6524.43736622336
Sep14,5747.92273480749
Oct14,6494.94256196565
Nov14,6271.13073579192
Dic14,12589.7538507111
Ene15,4964.48630410471
Feb15,5504.92263434594
Mar15,5840.17272978993
Abr15,6314.34259846381
May15,6092.30578596684
Jun15,6510.22697224553
Jul15,8385.9311805199
Ago15,6613.8146895431
Sep15,6529.75008440917
Oct15,7562.88881849625
Nov15,6864.29921334457
Dic15,13481.7288289454
Ene16,5504.76481091837
Feb16,5647.02700202595
Mar16,7050.96813569751
Abr16,6323.12821782518
May16,6451.90461364654
Jun16,6775.17900354498
Jul16,8232.97042894987
Ago16,6896.74071150449
Sep16,6359.79275141736
Oct16,6742.80070612717
Nov16,6557.20316964862
Dic16,12000.5051731185
Ene17,5610.97807958523
Feb17,5297.66015534414
Mar17,6964.11178649359
Abr17,6887.99413805526
May17,6968.6741820777
Jun17,7017.83945318162
Jul17,8659.33529141525
Ago17,7325.38812542139
Sep17,7180.86227219284
Oct17,7755.97529040419
Nov17,7770.81190169069
Dic17,14251.0343774497
Ene18,6613.86142966134
Feb18,6801.55593153375
Mar18,6577.88798022138
Abr18,7627.43928829
May18,7160.77471826885
Jun18,7914.31007595421
Jul18,11115.2480168038
Ago18,7430.23212053648
Sep18,7737.40520621349
Oct18,8895.62355088702
Nov18,8056.84041561368
Dic18,12249.6519772989
Ene19,6435.06415220128
Feb19,8860.65622569101
Mar19,6955.9362664839
Abr19,7731.7894151641
May19,8198.84849679678
Jun19,8109.62517814211
Jul19,10387.4023199642
Ago19,8037.92638828974
Sep19,7729.851416561
Oct19,9221.38571563085
Nov19,8678.73529752751
Dic19,14245.5610370493
Ene20,8465.0352031065
Feb20,6651.02406434959
Mar20,9885.04803852516
Abr20,10244.9736323618
May20,9499.12255075841
Jun20,7472.26399410567
Jul20,14578.7585764647
Ago20,10980.028661989
Sep20,11489.1478954374
Oct20,14283.8484062688
Nov20,11648.7124153501
Dic20,20697.7910210828
Ene21,8744.13013620251
Feb21,10682.5133083301
Mar21,11237.9088728797
Abr21,10235.0820161509
May21,9114.55960018346
Jun21,9985.79645759548
Jul21,11924.3875024207
Ago21,9791.85229349191
Sep21,13370.6775595653
Oct21,12970.6172560119
Nov21,11346.5563661733
Dic21,20387.3579001048
Ene22,10730.7493162
Feb22,8870.79053958
Mar22,9909.55630234
Abr22,11887.92935138
May22,10140.80859836
Jun22,10279.92522552
Jul22,16090.57614349
Ago22,12061.17998881
Sep22,10213.45725923
Oct22,11455.4494346379
Nov22,10302.999170607
Dic22,19997.4972531855
Ene23,11153.6025098067
Feb23,9713.49109575042
Mar23,10747.6489311212
Abr23,10210.6677809537
