"Fecha","Indice de Precios al Consumidor Transversales"
Feb16,0.223307374748462
Mar16,0.224004375377211
Abr16,0.279233049710299
May16,0.78971642330471
Jun16,0.540890216005222
Jul16,0.362310380190411
Ago16,0.2541298673858
Sep16,0.160852293580124
Oct16,0.310911311669459
Nov16,0.145069691020227
Dic16,0.0868343624813819
Ene17,0.250703923701239
Feb17,0.267344265368562
Mar17,0.385061684141366
Abr17,0.314848927098791
May17,0.228357685447951
Jun17,0.0931350587361857
Jul17,0.0175309647961309
Ago17,0.199195578310698
Sep17,0.167504674455469
Oct17,-0.114666973268111
Nov17,-0.0719402102020826
Dic17,-0.196601166075073
Ene18,-0.0205215605840724
Feb18,0.129779271887562
Mar18,-0.00425163767147614
Abr18,0.188921031944832
May18,0.388346183198131
Jun18,0.582923775878231
Jul18,0.229450944433951
Ago18,0.125536428145337
Sep18,0.100237727642716
Oct18,0.135303738054518
Nov18,0.0377415888986538
Dic18,-0.0676217404201577
Ene19,-0.0386972298040322
Feb19,0.0247438297550552
Mar19,0.303679653948704
Abr19,0.2197734481441
May19,0.220013652134381
Jun19,0.0631830825496655
Jul19,0.269073353771549
Ago19,0.250759156464371
Sep19,0.0788818425453773
Oct19,0.0327374635096621
Nov19,-0.0346329986360507
Dic19,-0.0673940394279232
Ene20,-0.000168642992812595
Feb20,0.223961855858773
Mar20,0.461399366687287
Abr20,0.478364263097717
May20,0.109387501856418
Jun20,0.103282628833967
Jul20,-0.000360338892422068
Ago20,0.168716974629089
Sep20,0.168283135923137
Oct20,0.0920116027110145
Nov20,0.196968516439053
Dic20,0.144496798132102
Ene21,0.584314250994593
Feb21,0.410503477555487
Mar21,0.505299439522725
Abr21,0.357331217606154
May21,0.458788314918037
Jun21,0.796211780894672
Jul21,1.23948537080191
Ago21,1.0395209424195
Sep21,0.112184204079004
Oct21,0.458842389733536
Nov21,0.711562658319952
Dic21,0.703872514731746
Ene22,0.309416023816993
Feb22,0.736938278865557
Mar22,1.38223527923788
Abr22,0.942712845805234
May22,0.613021784327386
Jun22,0.807063265319551
Jul22,0.829013178890282
Ago22,0.237617890991283
Sep22,0.109002918740228
Oct22,0.721868910023206
Nov22,0.289771605989493
Dic22,0.320739958866787
Ene23,0.192151950188834
Feb23,0.494894899198142
Mar23,0.702181942406186
Abr23,0.764507591938175
