"Fecha","Produccion Minera e Hidrocarburos Total"
Feb10,3.19644408833822
Mar10,-1.6113218341175
Abr10,0.282228122222055
May10,-0.201527501945382
Jun10,9.66340332837557
Jul10,1.99400364536118
Ago10,-4.53569450373934
Sep10,-2.00967520162121
Oct10,0.144288207287357
Nov10,-2.20594419406083
Dic10,2.79224379518742
Ene11,0.0505843408791588
Feb11,-3.3550117102047
Mar11,3.00875895062851
Abr11,-6.16286513344611
May11,0.5655614629128
Jun11,-6.03302919229459
Jul11,-2.29185845556766
Ago11,2.03217435524674
Sep11,3.10836924650276
Oct11,-1.83164718507721
Nov11,0.479397506953421
Dic11,4.0118856186687
Ene12,-2.74427366928583
Feb12,3.18890699358252
Mar12,6.0253040702124
Abr12,5.41570834340564
May12,2.71761304277749
Jun12,3.82439605446792
Jul12,5.44958083807431
Ago12,2.1566516930065
Sep12,3.01029763879225
Oct12,-0.724289904171839
Nov12,-0.0837801437917379
Dic12,-1.03271997271216
Ene13,-2.28211591028913
Feb13,-0.0588145971588396
Mar13,-1.55934731959995
Abr13,7.39910610943187
May13,4.65595179838202
Jun13,9.05880115992558
Jul13,6.41906296893004
Ago13,10.106569715531
Sep13,1.90658950321761
Oct13,6.77171619472675
Nov13,8.17958616180812
Dic13,7.36220842953731
Ene14,5.66665926285649
Feb14,7.57879123072428
Mar14,1.56928139273094
Abr14,-4.78060595365784
May14,-1.99848978607537
Jun14,-6.05950701133871
Jul14,-2.01410188490375
Ago14,-3.98341636013006
Sep14,-3.06615972559577
Oct14,3.7294097727429
Nov14,0.505146379871468
Dic14,-5.14542117071067
Ene15,5.98347488461799
Feb15,-1.88573591206694
Mar15,8.90035572623753
Abr15,9.43092131065799
May15,1.88466964711746
Jun15,11.4896551842683
Jul15,11.3339317219786
Ago15,6.52573677967091
Sep15,13.1099150396828
Oct15,10.7880530097257
Nov15,11.5637906348093
Dic15,23.0663318552433
Ene16,8.03972689554137
Feb16,23.5890873740129
Mar16,16.1483215278729
Abr16,22.6728647463954
May16,33.0195518759058
Jun16,15.8516744933779
Jul16,14.1123326053855
Ago16,19.3528725673457
Sep16,14.4527065889431
Oct16,15.6550403317222
Nov16,11.6358846407721
Dic16,5.45264291980196
Ene17,15.0540488538376
Feb17,1.60379987468192
Mar17,-2.54138084877558
Abr17,0.175793015812184
May17,-0.45667898289066
Jun17,6.42469452789285
Jul17,2.33809496348913
Ago17,3.86511650344098
Sep17,7.4925665088747
Oct17,-1.11556826962173
Nov17,3.98382656523767
Dic17,6.01263768348042
Ene18,-1.69053785935635
Feb18,-2.61372568696019
Mar18,4.82841611964445
Abr18,0.754914754143333
May18,1.9029318505955
Jun18,-4.76634960247069
Jul18,-5.36611578533748
Ago18,-4.09940262098998
Sep18,0.562205234177684
Oct18,-2.5695941110576
Nov18,-2.80949756732451
Dic18,-1.38147312785105
Ene19,-1.28964885831507
Feb19,-0.560545141554678
Mar19,0.360185714143532
Abr19,-2.56533309754172
May19,-1.33505633206434
Jun19,-2.89701947443001
Jul19,0.26605805294894
Ago19,4.16080506500067
Sep19,-3.35757456263366
Oct19,0.698965148573838
Nov19,4.13437728767013
Dic19,1.57560612380785
Ene20,3.40483554361636
Feb20,3.08434154554435
Mar20,-21.981703563641
Abr20,-42.3106801723625
May20,-45.7800325424203
Jun20,-14.511300216711
Jul20,-6.26729445140314
Ago20,-11.4626690436455
Sep20,-12.5507470216573
Oct20,-2.8710147334068
Nov20,-4.90194732519297
Dic20,-3.93283588594051
Ene21,-8.45309110511405
Feb21,-4.28851998980381
Mar21,15.5913849318524
Abr21,58.076039783759
May21,67.0459799737218
Jun21,7.85228761365051
Jul21,3.40284993312368
Ago21,5.42261778527071
Sep21,11.0372006691564
Oct21,1.49683190826722
Nov21,-5.20048061781881
Dic21,-5.41536207987634
Ene22,4.53066342556961
Feb22,0.0461268413792123
Mar22,-0.88395418354956
Abr22,-0.715904256644738
May22,-5.8690625848157
Jun22,3.22196138279192
Jul22,-5.6553550728866
Ago22,-4.79381456209887
Sep22,-2.18290021994585
Oct22,2.45024831360856
Nov22,6.19474975337009
Dic22,9.39140805628737
Ene23,-2.00597381620771
Feb23,0.341481087268651
Mar23,9.27621568804376
