FECHA,HORA,REGION,MODALIDAD,FALLECIDOS,HERIDOS
20200110,23:30,LIMA,ATROPELLO,1,0
20200110,19:50,JUNIN,CHOQUE,0,0
20200110,16:40,LIMA,CHOQUE,0,0
20200110,17:25,LIMA,DESPISTE,0,1
20200110,17:00,LAMBAYEQUE,DESPISTE,0,2
20200110,05:00,AREQUIPA,DESPISTE,1,4
20200110,06:45,ICA,CHOQUE,0,1
20200110,17:40,LA LIBERTAD,ESPECIAL,0,0
20200110,06:30,LA LIBERTAD,CHOQUE,0,4
20200111,17:40,ANCASH,CHOQUE,0,0
20200111,17:30,AREQUIPA,CHOQUE,0,10
20200111,11:00,LIMA,ATROPELLO,0,2
20200111,10:45,LIMA,ESPECIAL,0,2
20200111,03:20,LIMA,CHOQUE,0,0
20200111,07:46,LIMA,CHOQUE,0,5
20200111,23:40,JUNIN,CHOQUE,0,0
20200111,14:20,PUNO,CHOQUE,0,0
20200111,22:10,JUNIN,DESPISTE,0,0
20200111,06:45,ICA,CHOQUE,0,1
20200111,20:30,LA LIBERTAD,CHOQUE,0,0
20200111,17:05,AREQUIPA,DESPISTE,0,0
20200111,20:30,LAMBAYEQUE,CHOQUE,0,1
20200111,00:30,PIURA,CHOQUE,0,1
20200111,05:00,AREQUIPA,CHOQUE,0,0
20200111,11:40,MOQUEGUA,CHOQUE,0,1
20200112,19:45,PUNO,CHOQUE,1,0
20200112,04:10,LAMBAYEQUE,CHOQUE,1,1
20200112,15:30,ANCASH,DESPISTE,0,1
20200112,00:30,LIMA,CHOQUE,0,1
20200112,01:10,LIMA,CHOQUE,0,2
20200112,16:30,LIMA,DESPISTE,0,5
20200112,06:40,LIMA,DESPISTE,0,0
20200112,07:30,LIMA,DESPISTE,0,0
20200112,16:50,AREQUIPA,DESPISTE,0,2
20200112,14:30,JUNIN,CHOQUE,0,3
20200112,01:55,LIMA,CHOQUE,1,27
20200112,08:55,ICA,DESPISTE,0,2
20200112,21:30,ICA,CHOQUE,0,0
20200112,14:50,ANCASH,ESPECIAL,0,0
20200112,04:20,ICA,CHOQUE,5,6
20200112,13:10,LA LIBERTAD,CHOQUE,0,3
20200112,15:00,AREQUIPA,CHOQUE,0,1
20200112,18:35,LA LIBERTAD,DESPISTE,0,6
20200112,18:10,AREQUIPA,DESPISTE,0,0
20200112,09:00,PUNO,CHOQUE,0,1
20200113,19:00,JUNIN,DESPISTE,0,0
20200113,17:40,JUNIN,CHOQUE,0,0
20200113,13:20,JUNIN,CHOQUE,0,1
20200113,15:35,PUNO,DESPISTE,0,0
20200113,22:00,AREQUIPA,DESPISTE,0,0
20200113,18:50,LAMBAYEQUE,CHOQUE,1,0
20200113,15:50,LA LIBERTAD,ATROPELLO,0,1
20200114,11:40,LIMA,CHOQUE,1,0
20200114,16:30,LIMA,CHOQUE,0,2
20200114,13:35,LIMA,CHOQUE,0,1
20200114,13:55,PUNO,CHOQUE,0,2
20200114,16:30,LIMA,DESPISTE,0,0
20200114,13:30,JUNIN,DESPISTE,0,0
20200114,02:40,LIMA,DESPISTE,0,0
20200114,15:00,ANCASH,DESPISTE,1,5
20200115,18:00,LIMA,CHOQUE,0,0
20200115,21:35,PIURA,DESPISTE,1,0
20200115,07:50,LIMA,DESPISTE,0,1
20200115,03:00,JUNIN,CHOQUE,0,8
20200115,17:40,JUNIN,DESPISTE,0,1
20200115,17:40,JUNIN,DESPISTE,0,1
20200115,20:15,LIMA,ATROPELLO,1,1
20200115,03:30,JUNIN,DESPISTE,0,0
20200115,16:00,PIURA,DESPISTE,0,6
20200115,11:55,ICA,DESPISTE,0,2
20200115,06:50,LIMA,DESPISTE,0,2
20200115,18:00,ICA,DESPISTE,0,3
20200115,15:47,ICA,ATROPELLO,0,1
20200115,07:45,ANCASH,CHOQUE,0,0
20200115,22:10,ANCASH,DESPISTE,0,2
20200116,21:45,LIMA,CHOQUE,0,0
20200116,05:30,LIMA,CHOQUE,0,0
20200116,04:00,LIMA,DESPISTE,1,3
20200116,15:00,AREQUIPA,CHOQUE,0,3
20200116,14:00,LIMA,DESPISTE,0,1
20200116,15:55,LIMA,CHOQUE,0,0
20200116,00:38,LIMA,DESPISTE,0,0
20200116,21:00,LIMA,DESPISTE,0,0
20200116,18:30,JUNIN,DESPISTE,0,0
20200116,19:30,ICA,ATROPELLO,0,2
20200116,08:00,ANCASH,DESPISTE,0,0
20200116,00:05,AREQUIPA,CHOQUE,2,0
20200117,12:50,JUNIN,DESPISTE,0,0
20200117,05:50,ANCASH,DESPISTE,1,0
20200117,15:40,AREQUIPA,DESPISTE,1,9
20200118,09:00,JUNIN,DESPISTE,0,0
20200118,09:30,LAMBAYEQUE,CHOQUE,0,1
20200118,08:45,LIMA,DESPISTE,0,0
20200118,17:50,JUNIN,DESPISTE,0,4
20200118,09:30,AREQUIPA,DESPISTE,0,0
20200118,15:30,LIMA,CHOQUE,0,1
20200118,11:00,LA LIBERTAD,CHOQUE,0,1
20200118,02:00,LIMA,DESPISTE,0,0
20200118,19:00,LIMA,ESPECIAL,0,0
20200118,12:30,PUNO,DESPISTE,0,0
20200118,12:30,PUNO,DESPISTE,0,0
20200119,10:20,LA LIBERTAD,CHOQUE,0,14
20200119,13:55,PUNO,CHOQUE,0,3
20200119,17:45,PIURA,DESPISTE,0,1
20200119,17:00,AREQUIPA,CHOQUE,0,4
20200119,07:00,ICA,DESPISTE,0,1
20200119,10:50,LIMA,DESPISTE,0,0
20200119,04:00,LA LIBERTAD,CHOQUE,0,1
20200120,10:45,JUNIN,DESPISTE,0,3
20200120,21:30,ANCASH,CHOQUE,0,0
20200120,22:45,LAMBAYEQUE,ATROPELLO,0,1
20200120,14:00,LA LIBERTAD,CHOQUE,1,0
20200120,06:00,LIMA,CHOQUE,0,0
20200120,13:10,AREQUIPA,DESPISTE,0,0
20200120,02:30,LIMA,DESPISTE,0,0
20200120,13:20,AREQUIPA,DESPISTE,1,5
20200120,03:10,LIMA,DESPISTE,0,7
20200120,15:30,JUNIN,DESPISTE,0,0
20200120,21:00,PIURA,ATROPELLO,0,1
20200120,00:36,ICA,ATROPELLO,1,0
20200120,21:20,ICA,ATROPELLO,1,0
20200120,21:40,AREQUIPA,DESPISTE,0,0
20200121,07:40,JUNIN,DESPISTE,0,1
20200121,23:50,LIMA,CHOQUE,0,0
20200121,06:45,LIMA,CHOQUE,0,2
20200121,04:30,ANCASH,DESPISTE,0,1
20200121,19:30,JUNIN,ATROPELLO,0,1
20200121,09:15,ANCASH,CHOQUE,0,0
20200121,02:40,ICA,ATROPELLO,0,1
20200121,02:30,ICA,ATROPELLO,0,1
20200121,11:40,ANCASH,DESPISTE,0,3
20200121,01:25,ANCASH,DESPISTE,0,4
20200121,07:00,ANCASH,DESPISTE,0,1
20200121,00:00,LAMBAYEQUE,CHOQUE,0,9
20200122,02:48,JUNIN,DESPISTE,0,1
20200122,10:50,JUNIN,CHOQUE,2,8
20200122,03:30,JUNIN,DESPISTE,0,1
20200122,07:00,LIMA,DESPISTE,0,0
20200122,04:30,LIMA,ESPECIAL,0,2
20200122,11:20,LIMA,CHOQUE,0,0
20200122,02:00,AREQUIPA,DESPISTE,0,2
20200122,00:30,ICA,CHOQUE,0,5
20200122,10:45,ICA,DESPISTE,0,0
20200122,18:22,ANCASH,CHOQUE,1,2
20200122,18:15,LA LIBERTAD,ESPECIAL,0,0
20200122,20:25,ANCASH,DESPISTE,0,1
20200122,00:50,AREQUIPA,DESPISTE,0,0
20200122,03:00,AREQUIPA,DESPISTE,4,18
20200122,07:15,MOQUEGUA,CHOQUE,0,1
20200123,19:00,LIMA,CHOQUE,0,2
20200123,21:00,AREQUIPA,CHOQUE,0,0
20200123,06:00,AREQUIPA,CHOQUE,0,2
20200123,05:00,LIMA,DESPISTE,0,0
20200123,22:15,LIMA,CHOQUE,0,3
20200123,23:10,LIMA,CHOQUE,0,0
20200123,22:45,AREQUIPA,CHOQUE,0,1
20200123,14:10,LIMA,DESPISTE,0,1
20200123,17:50,JUNIN,DESPISTE,0,0
20200123,15:50,PUNO,DESPISTE,0,0
20200123,00:00,PUNO,DESPISTE,0,1
20200123,21:30,ANCASH,CHOQUE,0,3
20200123,12:05,AREQUIPA,DESPISTE,0,0
20200123,15:00,PIURA,DESPISTE,3,16
20200123,19:40,LIMA,ESPECIAL,0,1
20200124,13:58,JUNIN,DESPISTE,0,1
20200124,12:00,LIMA,DESPISTE,1,0
20200124,09:00,LIMA,CHOQUE,0,1
20200124,06:40,JUNIN,DESPISTE,0,0
20200124,10:00,JUNIN,CHOQUE,0,1
20200124,17:50,JUNIN,DESPISTE,0,4
20200124,02:00,AREQUIPA,CHOQUE,0,5
20200124,20:30,ICA,CHOQUE,0,1
20200124,22:50,ICA,CHOQUE,0,0
20200124,14:50,LA LIBERTAD,CHOQUE,1,0
20200124,11:30,PUNO,CHOQUE,0,1
20200125,18:30,LIMA,DESPISTE,0,0
20200125,10:30,LIMA,CHOQUE,0,1
20200125,05:30,JUNIN,DESPISTE,0,0
20200125,19:30,JUNIN,DESPISTE,0,0
20200125,05:15,LIMA,DESPISTE,0,0
20200125,21:00,LA LIBERTAD,CHOQUE,0,1
20200125,17:30,LAMBAYEQUE,DESPISTE,0,1
20200125,06:00,LIMA,CHOQUE,0,4
20200125,06:40,JUNIN,CHOQUE,0,0
20200125,07:50,PUNO,CHOQUE,0,0
20200125,22:15,ANCASH,CHOQUE,0,0
20200125,03:00,ANCASH,CHOQUE,0,0
20200125,09:30,LAMBAYEQUE,ATROPELLO,0,1
20200126,05:40,JUNIN,CHOQUE,0,1
20200126,13:30,JUNIN,CHOQUE,0,5
20200126,19:00,AREQUIPA,DESPISTE,0,0
20200126,05:50,PUNO,DESPISTE,0,2
20200126,15:00,LIMA,CHOQUE,0,1
20200126,16:15,AREQUIPA,CHOQUE,0,0
20200126,18:45,LIMA,CHOQUE,0,2
20200126,16:30,LIMA,ATROPELLO,1,0
20200126,04:40,ANCASH,DESPISTE,0,0
20200126,15:00,ANCASH,DESPISTE,0,1
20200126,13:15,ANCASH,DESPISTE,0,2
20200126,04:30,ANCASH,DESPISTE,0,0
20200126,14:55,ANCASH,DESPISTE,0,0
20200126,07:30,AREQUIPA,CHOQUE,0,0
20200126,10:45,PIURA,CHOQUE,0,0
20200127,07:30,AREQUIPA,DESPISTE,0,0
20200127,14:55,JUNIN,DESPISTE,0,0
20200127,14:45,JUNIN,DESPISTE,0,0
20200127,03:35,LIMA,CHOQUE,0,1
20200127,12:15,LIMA,DESPISTE,0,0
20200127,03:10,LIMA,CHOQUE,0,1
20200127,00:40,LIMA,DESPISTE,0,4
20200127,10:30,LIMA,DESPISTE,0,1
20200127,19:40,LIMA,CHOQUE,0,0
20200127,19:15,ANCASH,DESPISTE,1,3
20200127,18:10,AREQUIPA,DESPISTE,0,0
20200127,14:25,PUNO,CHOQUE,0,1
20200128,07:00,AREQUIPA,DESPISTE,0,2
20200128,17:11,AREQUIPA,DESPISTE,0,1
20200128,07:00,LIMA,CHOQUE,0,2
20200128,16:00,JUNIN,DESPISTE,0,2
20200128,04:30,LIMA,DESPISTE,0,0
20200128,04:00,JUNIN,DESPISTE,0,0
20200128,04:00,JUNIN,DESPISTE,0,0
20200128,06:05,LIMA,CHOQUE,0,2
20200128,07:10,LIMA,CHOQUE,0,1
20200128,07:35,LIMA,CHOQUE,0,6
20200128,06:00,LIMA,DESPISTE,0,0
20200128,01:20,JUNIN,DESPISTE,0,1
20200128,16:30,JUNIN,DESPISTE,0,0
20200128,18:50,ICA,CHOQUE,0,4
20200128,06:45,AREQUIPA,DESPISTE,0,0
20200128,16:00,AREQUIPA,CHOQUE,0,3
20200128,11:30,PUNO,CHOQUE,1,7
20200129,00:10,AREQUIPA,VOLCADURA,0,0
20200129,22:00,LIMA,CHOQUE,0,0
20200129,19:00,LIMA,CHOQUE,0,0
20200129,19:50,JUNIN,CHOQUE,0,0
20200129,16:30,ICA,CHOQUE,0,1
20200129,14:30,PIURA,CHOQUE,0,2
20200129,17:00,PUNO,CHOQUE,0,1
20200130,05:40,LIMA,CHOQUE,1,2
20200130,15:30,PUNO,DESPISTE,1,2
20200130,10:20,PIURA,DESPISTE,0,2
20200130,06:45,PUNO,DESPISTE,0,2
20200130,21:30,ICA,CHOQUE,0,0
20200130,17:27,ICA,CHOQUE,0,0
20200130,04:20,AREQUIPA,CHOQUE,0,0
20200130,22:50,LAMBAYEQUE,CHOQUE,0,0
20200130,10:45,MOQUEGUA,DESPISTE,0,3
20200130,15:45,PUNO,DESPISTE,0,0
20200130,14:55,PUNO,DESPISTE,0,11
20200131,07:24,LIMA,CHOQUE,0,0
20200131,22:00,LIMA,CHOQUE,0,2
20200131,09:30,JUNIN,CHOQUE,0,1
20200131,06:30,LIMA,DESPISTE,0,0
20200131,06:48,LIMA,CHOQUE,0,2
20200131,02:10,LIMA,DESPISTE,0,1
20200131,17:10,LIMA,CHOQUE,0,0
20200131,20:15,LIMA,ESPECIAL,0,0
20200131,20:45,ICA,CHOQUE,0,4
20200131,11:30,PUNO,DESPISTE,0,0
20200131,23:40,AREQUIPA,CHOQUE,0,0
20200131,12:05,PIURA,ESPECIAL,0,0
20200201,05:30,JUNIN,DESPISTE,0,1
20200201,19:13,JUNIN,ATROPELLO,1,2
20200201,22:00,LIMA,DESPISTE,0,0
20200201,09:20,MOQUEGUA,CHOQUE,0,1
20200201,14:30,ICA,CHOQUE,1,6
20200201,04:20,ICA,DESPISTE,0,2
20200201,08:30,AREQUIPA,DESPISTE,0,1
20200202,23:50,LA LIBERTAD,CHOQUE,0,6
20200202,16:54,LIMA,CHOQUE,0,1
20200202,12:40,JUNIN,DESPISTE,0,2
20200202,07:30,AREQUIPA,CHOQUE,2,2
20200202,08:10,LIMA,DESPISTE,0,1
20200202,02:40,LIMA,CHOQUE,0,3
20200202,20:30,LIMA,CHOQUE,0,12
20200202,00:40,LIMA,CHOQUE,0,1
20200202,16:45,JUNIN,CHOQUE,0,5
20200202,15:30,LIMA,CHOQUE,0,2
20200202,06:00,JUNIN,ATROPELLO,1,0
20200202,11:30,LIMA,DESPISTE,0,0
20200202,05:30,JUNIN,CHOQUE,0,4
20200202,19:30,MOQUEGUA,DESPISTE,0,0
20200202,18:38,ANCASH,CHOQUE,0,0
20200202,11:30,AREQUIPA,DESPISTE,0,1
20200202,14:10,AREQUIPA,DESPISTE,0,1
20200203,08:25,JUNIN,DESPISTE,0,0
20200203,19:30,PIURA,DESPISTE,0,2
20200203,18:30,LIMA,DESPISTE,0,1
20200203,10:40,LIMA,DESPISTE,1,20
20200203,08:40,LIMA,DESPISTE,1,0
20200203,07:55,LIMA,CHOQUE,0,1
20200203,16:20,ICA,DESPISTE,0,0
20200203,04:30,ANCASH,DESPISTE,0,0
20200203,07:30,LA LIBERTAD,CHOQUE,0,2
20200203,00:20,AREQUIPA,CHOQUE,0,7
20200203,08:30,PIURA,CHOQUE,0,1
20200204,07:40,MOQUEGUA,CHOQUE,0,8
20200204,15:30,LIMA,DESPISTE,0,2
20200204,00:45,LIMA,ESPECIAL,0,0
20200204,06:30,ICA,ATROPELLO,1,0
20200204,10:20,PUNO,ATROPELLO,0,1
20200204,11:20,PUNO,DESPISTE,0,1
20200204,17:00,ANCASH,DESPISTE,1,2
20200204,20:30,PUNO,ATROPELLO,1,0
20200204,04:35,ICA,ATROPELLO,1,1
20200204,18:45,LAMBAYEQUE,DESPISTE,0,2
20200204,07:50,PIURA,CHOQUE,0,1
20200204,04:10,PUNO,ATROPELLO,1,0
20200205,08:00,LIMA,ATROPELLO,1,0
20200205,18:15,LIMA,CHOQUE,0,1
20200205,02:20,JUNIN,DESPISTE,0,0
20200205,07:50,LIMA,DESPISTE,0,2
20200205,19:15,LAMBAYEQUE,DESPISTE,0,6
20200205,06:30,AREQUIPA,CHOQUE,7,5
20200205,08:50,PIURA,DESPISTE,0,1
20200205,11:00,PUNO,DESPISTE,0,2
20200206,19:00,PIURA,DESPISTE,0,1
20200206,06:20,LIMA,DESPISTE,1,0
20200206,23:45,JUNIN,CHOQUE,0,2
20200206,08:15,JUNIN,CHOQUE,0,9
20200206,12:20,AREQUIPA,CHOQUE,0,1
20200206,02:30,ICA,CHOQUE,0,1
20200206,10:40,PUNO,DESPISTE,0,1
20200206,20:30,AREQUIPA,CHOQUE,0,0
20200207,15:45,LA LIBERTAD,CHOQUE,2,2
20200207,11:20,ANCASH,CHOQUE,1,0
20200207,00:15,JUNIN,CHOQUE,0,0
20200207,19:20,ANCASH,DESPISTE,0,0
20200207,07:30,AREQUIPA,DESPISTE,0,3
20200207,06:00,LIMA,DESPISTE,0,0
20200207,05:50,AREQUIPA,CHOQUE,0,0
20200207,12:20,LIMA,DESPISTE,0,0
20200207,11:00,JUNIN,ATROPELLO,1,0
20200207,10:50,ANCASH,CHOQUE,0,4
20200207,19:30,MOQUEGUA,CHOQUE,0,0
20200207,02:15,ICA,CHOQUE,0,2
20200207,09:10,ANCASH,CHOQUE,0,1
20200208,16:00,PIURA,CHOQUE,0,2
20200208,07:00,AREQUIPA,CHOQUE,0,0
20200208,23:20,LIMA,DESPISTE,0,0
20200208,11:15,LIMA,CHOQUE,0,1
20200208,09:30,LIMA,DESPISTE,0,0
20200208,17:40,JUNIN,CHOQUE,0,0
20200208,20:50,LIMA,ATROPELLO,0,1
20200208,03:55,LIMA,CHOQUE,0,0
20200208,14:40,LIMA,CHOQUE,0,0
20200208,01:45,JUNIN,DESPISTE,0,4
20200208,13:30,JUNIN,CHOQUE,1,2
20200208,02:40,LIMA,DESPISTE,0,0
20200208,11:55,PUNO,DESPISTE,0,0
20200208,05:30,ANCASH,CHOQUE,0,0
20200208,04:45,AREQUIPA,DESPISTE,0,0
20200208,13:20,AREQUIPA,CHOQUE,0,3
20200208,22:08,LAMBAYEQUE,CHOQUE,0,1
20200208,20:00,AREQUIPA,DESPISTE,0,1
20200209,05:20,PIURA,DESPISTE,0,2
20200209,17:30,LIMA,CHOQUE,0,1
20200209,12:00,LIMA,DESPISTE,0,2
20200209,01:30,LIMA,ATROPELLO,0,1
20200209,23:00,LIMA,CHOQUE,0,3
20200209,18:20,AREQUIPA,CHOQUE,0,1
20200209,10:30,LIMA,DESPISTE,0,1
20200209,09:40,LIMA,CHOQUE,1,0
20200209,22:15,AREQUIPA,CHOQUE,0,4
20200209,15:35,MOQUEGUA,DESPISTE,0,2
20200209,07:30,LIMA,CHOQUE,0,2
20200209,16:20,ICA,ESPECIAL,0,0
20200209,14:55,ANCASH,DESPISTE,1,1
20200209,23:08,LAMBAYEQUE,CHOQUE,0,0
20200210,15:15,AREQUIPA,CHOQUE,0,0
20200210,20:10,LIMA,CHOQUE,1,16
20200210,13:10,LIMA,ATROPELLO,0,1
20200210,17:30,LIMA,DESPISTE,0,1
20200210,08:15,LIMA,DESPISTE,0,3
20200210,10:30,LIMA,CHOQUE,0,3
20200210,21:30,AREQUIPA,DESPISTE,0,3
20200210,00:30,PUNO,DESPISTE,1,2
20200210,19:30,AREQUIPA,CHOQUE,0,2
20200211,05:20,LIMA,CHOQUE,0,0
20200211,16:30,AREQUIPA,DESPISTE,0,0
20200211,00:10,LIMA,CHOQUE,0,1
20200211,16:50,AREQUIPA,CHOQUE,0,2
20200211,11:20,LIMA,CHOQUE,0,3
20200211,23:40,ICA,CHOQUE,0,4
20200211,13:15,ANCASH,DESPISTE,0,0
20200211,10:30,LAMBAYEQUE,CHOQUE,0,1
20200211,20:00,PUNO,CHOQUE,0,1
20200212,13:40,JUNIN,DESPISTE,0,3
20200212,12:35,ICA,DESPISTE,0,1
20200212,05:00,PUNO,DESPISTE,0,0
20200212,06:20,ICA,DESPISTE,0,2
20200212,10:40,PUNO,DESPISTE,0,0
20200212,07:45,AREQUIPA,DESPISTE,0,0
20200213,17:30,JUNIN,DESPISTE,0,1
20200213,00:30,PIURA,DESPISTE,0,0
20200213,17:30,ANCASH,CHOQUE,0,2
20200213,21:00,LIMA,CHOQUE,0,0
20200213,21:35,LIMA,ATROPELLO,1,0
20200213,17:50,JUNIN,CHOQUE,3,3
20200213,04:45,MOQUEGUA,DESPISTE,0,1
20200213,12:30,ICA,CHOQUE,0,1
20200213,07:00,ANCASH,DESPISTE,0,1
20200213,10:30,ICA,DESPISTE,1,3
20200213,19:40,LAMBAYEQUE,CHOQUE,0,1
20200213,17:30,PIURA,CHOQUE,0,1
20200214,02:25,LIMA,DESPISTE,0,0
20200214,15:00,ANCASH,CHOQUE,0,9
20200214,15:30,LIMA,CHOQUE,0,4
20200214,06:45,ANCASH,DESPISTE,0,1
20200214,18:00,LIMA,ATROPELLO,1,0
20200214,23:02,LIMA,DESPISTE,0,0
20200214,15:20,LIMA,CHOQUE,0,3
20200214,19:10,ANCASH,DESPISTE,0,0
20200214,13:40,LIMA,CHOQUE,0,0
20200214,03:50,JUNIN,CHOQUE,0,0
20200214,05:20,ICA,CHOQUE,0,0
20200214,17:00,ANCASH,CHOQUE,0,2
20200214,09:30,AREQUIPA,CHOQUE,0,0
20200214,12:30,AREQUIPA,CHOQUE,0,1
20200214,20:00,PIURA,CHOQUE,0,1
20200214,09:00,MOQUEGUA,CHOQUE,0,0
20200215,17:40,MOQUEGUA,DESPISTE,0,0
20200215,18:00,LIMA,ATROPELLO,0,1
20200215,18:00,LIMA,DESPISTE,1,1
20200215,10:20,LIMA,CHOQUE,0,0
20200215,05:30,PIURA,DESPISTE,6,42
20200215,23:50,ANCASH,DESPISTE,0,4
20200215,02:50,ICA,DESPISTE,0,15
20200215,22:40,ANCASH,DESPISTE,0,1
20200215,07:00,LA LIBERTAD,CHOQUE,1,9
20200215,00:50,LA LIBERTAD,ESPECIAL,0,1
20200216,15:15,LIMA,CHOQUE,1,0
20200216,12:30,AREQUIPA,DESPISTE,0,0
20200216,14:02,LAMBAYEQUE,DESPISTE,2,3
20200216,12:50,LIMA,CHOQUE,0,1
20200216,18:00,AREQUIPA,DESPISTE,0,1
20200216,06:23,LIMA,DESPISTE,0,0
20200216,18:30,LIMA,DESPISTE,0,8
20200216,08:40,LIMA,CHOQUE,0,2
20200216,20:15,LIMA,ATROPELLO,0,1
20200216,17:50,ICA,CHOQUE,0,1
20200216,23:30,ICA,DESPISTE,0,1
20200216,07:30,ICA,CHOQUE,0,1
20200216,05:45,ANCASH,ATROPELLO,1,0
20200216,14:24,ANCASH,CHOQUE,0,1
20200216,11:00,LA LIBERTAD,DESPISTE,0,4
20200216,19:00,LAMBAYEQUE,CHOQUE,0,6
20200216,15:25,PUNO,CHOQUE,0,1
20200216,17:00,PUNO,DESPISTE,0,2
20200217,18:20,LIMA,CHOQUE,0,0
20200217,00:20,AREQUIPA,CHOQUE,0,0
