title,artist,top genre,bpm,dB,dur,top year
Whatcha Say,Jason Derulo,dance pop,144,-6,221,2010
Ridin' Solo,Jason Derulo,dance pop,89,-4,216,2010
In My Head,Jason Derulo,dance pop,110,-4,199,2010
Down,Jay Sean,dance pop,132,-4,213,2010
Do You Remember,Jay Sean,dance pop,126,-5,211,2010
Young Forever,JAY-Z,east coast hip hop,140,-3,254,2010
Heartbreak Warfare,John Mayer,neo mellow,97,-8,270,2010
Half of My Heart,John Mayer,neo mellow,115,-9,250,2010
Baby,Justin Bieber,canadian pop,65,-5,214,2010
California Gurls,Katy Perry,dance pop,125,-4,235,2010
Teenage Dream,Katy Perry,dance pop,120,-5,228,2010
Commander,Kelly Rowland,atl hip hop,125,-4,218,2010
TiK ToK,Kesha,dance pop,120,-3,200,2010
Your Love Is My Drug,Kesha,dance pop,120,-4,187,2010
Take It Off,Kesha,dance pop,125,-5,215,2010
Blah Blah Blah (feat. 3OH!3),Kesha,dance pop,120,-3,172,2010
Wavin' Flag,K'NAAN,reggae fusion,76,-6,221,2010
Live Like We're Dying,Kris Allen,idol,92,-3,213,2010
Bad Romance,Lady Gaga,art pop,119,-4,295,2010
Telephone,Lady Gaga,art pop,122,-6,221,2010
Alejandro,Lady Gaga,art pop,99,-7,274,2010
Right Above It,Lil Wayne,hip hop,76,-4,272,2010
My Chick Bad,Ludacris,atl hip hop,85,-7,217,2010
How Low,Ludacris,atl hip hop,144,-7,202,2010
Misery,Maroon 5,pop,103,-5,216,2010
When We Collide,Matt Cardle,talent show,82,-6,226,2010
Cooler Than Me - Single Mix,Mike Posner,dance pop,130,-5,213,2010
Can't Be Tamed,Miley Cyrus,dance pop,117,-3,168,2010
Animal,Neon Trees,modern alternative rock,148,-6,212,2010
Fireflies,Owl City,indietronica,180,-7,228,2010
She Said,Plan B,grime,147,-6,211,2010
Only Girl (In The World),Rihanna,barbadian pop,126,-4,235,2010
Rude Boy,Rihanna,barbadian pop,174,-4,223,2010
What's My Name?,Rihanna,barbadian pop,100,-3,263,2010
Man Down,Rihanna,barbadian pop,156,-4,267,2010
Hard,Rihanna,barbadian pop,182,-4,251,2010
Dancing On My Own - Radio Edit,Robyn,art pop,117,-6,278,2010
King of Anything,Sara Bareilles,acoustic pop,119,-4,207,2010
This Ain't a Love Song,Scouting For Girls,dance pop,177,-4,211,2010
Eenie Meenie,Sean Kingston,dance pop,121,-3,202,2010
Riverside,Sidney Samson,dutch house,126,-2,321,2010
Alors on danse - Radio Edit,Stromae,belgian pop,120,-9,206,2010
Stuck Like Glue,Sugarland,contemporary country,84,-5,248,2010
One - Radio Edit,Swedish House Mafia,dance pop,125,-7,170,2010
Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,Swedish House Mafia,dance pop,125,-6,206,2010
Dynamite,Taio Cruz,dance pop,120,-4,203,2010
Break Your Heart,Taio Cruz,dance pop,122,-4,202,2010
The Flood,Take That,boy band,101,-6,289,2010
Back To December,Taylor Swift,pop,142,-5,293,2010
Mine,Taylor Swift,pop,121,-3,231,2010
Today Was A Fairytale,Taylor Swift,pop,158,-4,242,2010
If I Die Young,The Band Perry,contemporary country,131,-7,223,2010
For the First Time,The Script,celtic rock,174,-5,253,2010
All Time Low,The Wanted,boy band,134,-5,205,2010
Seek Bromance (Avicii Vocal Edit),Tim Berg,edm,126,-3,201,2010
Carry Out (Featuring Justin Timberlake),Timbaland,dance pop,116,-7,232,2010
If We Ever Meet Again (Featuring Katy Perry),Timbaland,dance pop,126,-7,293,2010
Pass Out,Tinie Tempah,dance pop,91,-3,268,2010
Written in the Stars (feat. Eric Turner),Tinie Tempah,dance pop,123,-3,208,2010
"Hey, Soul Sister",Train,dance pop,97,-4,217,2010
Billionaire (feat. Bruno Mars),Travie McCoy,dance pop,87,-6,211,2010
Bottoms Up (feat. Nicki Minaj),Trey Songz,dance pop,74,-5,242,2010
Say Aah (feat. Fabolous),Trey Songz,dance pop,93,-4,208,2010
What You Know,Two Door Cinema Club,indie rock,139,-4,192,2010
DJ Got Us Fallin' In Love (feat. Pitbull),Usher,atl hip hop,120,-3,221,2010
OMG (feat. will.i.am),Usher,atl hip hop,130,-6,269,2010
Hey Daddy (Daddy's Home),Usher,atl hip hop,96,-4,224,2010
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,atl hip hop,131,-6,264,2010
We No Speak Americano (Edit),Yolanda Be Cool,australian dance,125,-5,157,2010
BedRock,Young Money,dance pop,148,-6,288,2010
Rolling in the Deep,Adele,british soul,105,-5,228,2011
Set Fire to the Rain,Adele,british soul,108,-4,243,2011
Mr. Saxobeat,Alexandra Stan,dance pop,127,-4,195,2011
What the Hell,Avril Lavigne,canadian pop,150,-4,221,2011
Lighters,Bad Meets Evil,detroit hip hop,90,-8,304,2011
Love On Top,Beyoncé,dance pop,94,-5,267,2011
Best Thing I Never Had,Beyoncé,dance pop,99,-4,254,2011
Skinny Love,Birdy,pop,166,-8,201,2011
Just Can’t Get Enough,Black Eyed Peas,dance pop,94,-9,219,2011
Honey Bee,Blake Shelton,contemporary country,206,-5,211,2011
Holocene,Bon Iver,eau claire indie,148,-15,337,2011
I Wanna Go,Britney Spears,dance pop,130,-7,210,2011
Till the World Ends,Britney Spears,dance pop,132,-6,238,2011
Grenade,Bruno Mars,dance pop,110,-7,222,2011
Marry You,Bruno Mars,dance pop,145,-5,230,2011
The Lazy Song,Bruno Mars,dance pop,175,-5,189,2011
Bounce (feat. Kelis) - Radio Edit,Calvin Harris,dance pop,128,-2,222,2011
Blind Faith,Chase & Status,dancefloor dnb,140,-5,234,2011
Champion (feat. Chris Brown),Chip,grime,190,-3,237,2011
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),Chris Brown,dance pop,146,-6,223,2011
Yeah 3x,Chris Brown,dance pop,130,-3,242,2011
Beautiful People,Chris Brown,dance pop,128,-6,226,2011
Jar of Hearts,Christina Perri,dance pop,75,-6,247,2011
You Make Me Feel... (feat. Sabi),Cobra Starship,dance pop,132,-3,216,2011
Paradise,Coldplay,permanent wave,140,-7,279,2011
Every Teardrop Is a Waterfall,Coldplay,permanent wave,118,-7,241,2011
Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,big room,130,-3,210,2011
Who's That Chick? (feat. Rihanna),David Guetta,big room,128,-5,201,2011
Coming Home,Diddy - Dirty Money,hip pop,168,-2,239,2011
Louder,DJ Fresh,dancefloor dnb,140,-1,207,2011
I'm On One,DJ Khaled,dance pop,149,-3,296,2011
I Need A Doctor,Dr. Dre,g funk,156,-5,284,2011
Headlines,Drake,canadian hip hop,152,-7,236,2011
The A Team,Ed Sheeran,pop,85,-10,258,2011
Lego House,Ed Sheeran,pop,160,-8,185,2011
Stereo Love - Radio Edit,Edward Maya,romanian house,127,-4,185,2011
Tonight (I'm Fuckin' You),Enrique Iglesias,dance pop,126,-5,232,2011
Springsteen,Eric Church,contemporary country,104,-6,263,2011
Changed the Way You Kiss Me - Radio Edit,Example,dance pop,127,-4,195,2011
Rocketeer,Far East Movement,asian american hip hop,96,-6,211,2011
Shake It Out,Florence + The Machine,baroque pop,107,-4,278,2011
Pumped Up Kicks,Foster The People,indietronica,128,-6,240,2011
Tongue Tied,Grouplove,indie pop,113,-6,218,2011
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,dance pop,90,-3,211,2011
Tonight Tonight,Hot Chelle Rae,dance pop,100,-5,200,2011
Dirt Road Anthem,Jason Aldean,contemporary country,127,-5,229,2011
It Girl,Jason Derulo,dance pop,92,-5,192,2011
Don't Wanna Go Home,Jason Derulo,dance pop,122,-5,206,2011
On The Floor,Jennifer Lopez,dance pop,130,-5,285,2011
Down On Me,Jeremih,chicago rap,160,-8,228,2011
Do It Like A Dude,Jessie J,dance pop,140,-4,195,2011
All Of The Lights,Kanye West,chicago rap,142,-3,300,2011
Last Friday Night (T.G.I.F.),Katy Perry,dance pop,126,-4,231,2011
Firework,Katy Perry,dance pop,124,-5,228,2011
E.T.,Katy Perry,dance pop,152,-5,230,2011
Motivation,Kelly Rowland,atl hip hop,141,-6,231,2011
Pretty Girl Rock,Keri Hilson,dance pop,160,-5,244,2011
We R Who We R,Kesha,dance pop,120,-5,205,2011
Blow,Kesha,dance pop,120,-4,220,2011
Earthquake (feat. Tinie Tempah),Labrinth,indie poptimism,153,-4,275,2011
Just A Kiss,Lady A,contemporary country,143,-6,219,2011
Born This Way,Lady Gaga,art pop,124,-5,260,2011
The Edge Of Glory,Lady Gaga,art pop,128,-7,321,2011
6 Foot 7 Foot,Lil Wayne,hip hop,79,-5,249,2011
How To Love,Lil Wayne,hip hop,154,-6,240,2011
Party Rock Anthem,LMFAO,dance pop,130,-4,262,2011
Sexy And I Know It,LMFAO,dance pop,130,-4,199,2011
The Show Goes On,Lupe Fiasco,chicago rap,143,-4,240,2011
I Follow Rivers - The Magician Remix,Lykke Li,art pop,122,-6,280,2011
Midnight City,M83,french shoegaze,105,-7,241,2011
Donald Trump,Mac Miller,hip hop,163,-7,166,2011
Buzzin Remix,Mann,pop rap,104,-4,224,2011
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,pop,128,-4,201,2011
Sure Thing,Miguel,dance pop,81,-8,195,2011
When We Stand Together,Nickelback,alternative metal,188,-4,191,2011
Super Bass,Nicki Minaj,dance pop,127,-4,200,2011
L.I.F.E.G.O.E.S.O.N.,Noah And The Whale,indie folk,82,-6,228,2011
Heart Skips a Beat (feat. Rizzle Kicks),Olly Murs,dance pop,111,-4,202,2011
Good Life,OneRepublic,dance pop,95,-8,253,2011
Raise Your Glass,P!nk,dance pop,122,-5,203,2011
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,dance pop,129,-3,252,2011
Hey Baby (Drop It to the Floor) (feat. T-Pain),Pitbull,dance pop,128,-3,234,2011
Read All About It,Professor Green,grime,101,-6,236,2011
The Adventures of Rain Dance Maggie,Red Hot Chili Peppers,alternative rock,106,-5,282,2011
S&M,Rihanna,barbadian pop,128,-5,244,2011
We Found Love,Rihanna,barbadian pop,128,-4,215,2011
What's My Name?,Rihanna,barbadian pop,100,-3,263,2011
Down With The Trumpets,Rizzle Kicks,uk hip hop,115,-5,187,2011
Loca People - Radio Edit,Sak Noel,electro house,128,-3,216,2011
Love You Like A Love Song,Selena Gomez & The Scene,dance pop,117,-4,188,2011
Who Says,Selena Gomez & The Scene,dance pop,101,-3,196,2011
Sweat - Remix,Snoop Dogg,g funk,130,-6,196,2011
Save The World,Swedish House Mafia,dance pop,127,-8,213,2011
Higher,Taio Cruz,dance pop,128,-5,188,2011
If I Die Young,The Band Perry,contemporary country,131,-7,223,2011
Glad You Came,The Wanted,boy band,127,-4,198,2011
More - RedOne Jimmy Joker Remix,Usher,atl hip hop,125,-3,220,2011
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,atl hip hop,131,-6,264,2011
Black and Yellow,Wiz Khalifa,dance pop,164,-5,218,2011
Roll Up,Wiz Khalifa,dance pop,125,-5,228,2011
Skyfall,Adele,british soul,76,-7,286,2012
Rumour Has It,Adele,british soul,120,-5,223,2012
Years,Alesso,dance pop,128,-6,195,2012
Too Close,Alex Clare,modern alternative rock,126,-4,257,2012
Breezeblocks,alt-J,indie rock,150,-7,227,2012
R U Mine?,Arctic Monkeys,garage rock,97,-5,200,2012
One Day / Reckoning Song (Wankelmut Remix) - Radio Edit,Asaf Avidan,israeli pop,119,-6,215,2012
Levels - Radio Edit,Avicii,dance pop,126,-6,200,2012
Silhouettes - Original Radio Edit,Avicii,dance pop,128,-6,212,2012
212,Azealia Banks,dance pop,126,-6,205,2012
So Good,B.o.B,atl hip hop,86,-5,213,2012
Locked out of Heaven,Bruno Mars,dance pop,144,-4,233,2012
It Will Rain,Bruno Mars,dance pop,150,-7,258,2012
Feel So Close - Radio Edit,Calvin Harris,dance pop,128,-3,206,2012
Let's Go (feat. Ne-Yo),Calvin Harris,dance pop,128,-3,233,2012
We'll Be Coming Back (feat. Example),Calvin Harris,dance pop,128,-4,234,2012
Call Me Maybe,Carly Rae Jepsen,canadian pop,120,-7,193,2012
Blown Away,Carrie Underwood,contemporary country,137,-3,240,2012
Want U Back,Cher Lloyd,dance pop,98,-3,215,2012
Turn Up the Music,Chris Brown,dance pop,130,-6,228,2012
Paradise,Coldplay,permanent wave,140,-7,279,2012
Princess of China,Coldplay,permanent wave,85,-6,239,2012
Turn Me On (feat. Nicki Minaj),David Guetta,big room,128,-2,200,2012
In The Dark,DEV,dance pop,125,-4,226,2012
Latch,Disclosure,edm,122,-5,256,2012
Hot Right Now - Edit,DJ Fresh,dancefloor dnb,175,-2,179,2012
Take Care,Drake,canadian hip hop,122,-10,277,2012
The Motto,Drake,canadian hip hop,202,-9,182,2012
Lights - Single Version,Ellie Goulding,dance pop,120,-6,211,2012
Good Feeling,Flo Rida,dance pop,128,-4,248,2012
Spectrum (Say My Name) - Calvin Harris Remix,Florence + The Machine,baroque pop,126,-4,218,2012
Lost,Frank Ocean,alternative r&b,123,-5,234,2012
Thinkin Bout You,Frank Ocean,alternative r&b,130,-11,201,2012
We Are Young (feat. Janelle Monáe),fun.,baroque pop,184,-6,251,2012
Some Nights,fun.,baroque pop,108,-7,277,2012
Somebody That I Used To Know,Gotye,australian pop,129,-7,245,2012
Oblivion,Grimes,art pop,156,-9,251,2012
Ass Back Home (feat. Neon Hitch),Gym Class Heroes,dance pop,130,-4,222,2012
I Love It (feat. Charli XCX),Icona Pop,candy pop,126,-3,157,2012
It's Time,Imagine Dragons,modern rock,105,-5,238,2012
On Top Of The World,Imagine Dragons,modern rock,100,-6,190,2012
Ni**as In Paris,JAY-Z,east coast hip hop,140,-6,219,2012
Boyfriend,Justin Bieber,canadian pop,97,-6,171,2012
Mercy,Kanye West,chicago rap,140,-9,329,2012
Brokenhearted,Karmin,dance pop,120,-3,227,2012
The One That Got Away,Katy Perry,dance pop,134,-4,227,2012
Part Of Me,Katy Perry,dance pop,130,-5,216,2012
Swimming Pools (Drank) - Extended Version,Kendrick Lamar,conscious hip hop,74,-8,314,2012
m.A.A.d city,Kendrick Lamar,conscious hip hop,91,-7,350,2012
Die Young,Kesha,dance pop,128,-5,212,2012
C'Mon,Kesha,dance pop,126,-5,214,2012
Ride,Lana Del Rey,art pop,94,-6,289,2012
Video Games,Lana Del Rey,art pop,122,-10,282,2012
Born To Die,Lana Del Rey,art pop,86,-7,286,2012
BURN IT DOWN,Linkin Park,alternative metal,110,-4,230,2012
Sexy And I Know It,LMFAO,dance pop,130,-4,199,2012
Battle Scars (with Guy Sebastian),Lupe Fiasco,chicago rap,168,-5,250,2012
Primadonna,MARINA,art pop,128,-3,221,2012
How to Be a Heartbreaker,MARINA,art pop,140,-5,221,2012
One More Night,Maroon 5,pop,93,-3,219,2012
Payphone,Maroon 5,pop,110,-5,231,2012
Adorn,Miguel,dance pop,179,-6,193,2012
Madness,Muse,modern rock,180,-8,281,2012
Everybody Talks,Neon Trees,modern alternative rock,155,-4,177,2012
Starships,Nicki Minaj,dance pop,125,-2,211,2012
Pound The Alarm,Nicki Minaj,dance pop,125,-4,206,2012
Dirty Paws,Of Monsters and Men,folk-pop,112,-7,278,2012
Troublemaker (feat. Flo Rida),Olly Murs,dance pop,106,-4,186,2012
What Makes You Beautiful,One Direction,boy band,125,-2,200,2012
Live While We're Young,One Direction,boy band,126,-2,200,2012
Million Voices - Radio Edit,Otto Knows,edm,126,-6,193,2012
Good Time,Owl City,indietronica,126,-4,206,2012
Blow Me (One Last Kiss),P!nk,dance pop,114,-3,256,2012
Take a Walk,Passion Pit,alternative dance,101,-6,264,2012
"Gone, Gone, Gone",Phillip Phillips,folk-pop,118,-6,210,2012
Home,Phillip Phillips,folk-pop,121,-6,210,2012
Gangnam Style (강남스타일),PSY,k-pop,132,-3,219,2012
We Found Love,Rihanna,barbadian pop,128,-4,215,2012
Where Have You Been,Rihanna,barbadian pop,128,-6,243,2012
R.I.P. (feat. Tinie Tempah),Rita Ora,dance pop,72,-3,228,2012
Mama Do The Hump,Rizzle Kicks,uk hip hop,98,-4,216,2012
Candy,Robbie Williams,dance pop,116,-7,201,2012
Feel the Love (feat. John Newman),Rudimental,dance pop,180,-7,245,2012
Hands on the Wheel (feat. Asap Rocky),ScHoolboy Q,gangster rap,128,-7,197,2012
Bangarang (feat. Sirah),Skrillex,brostep,110,-2,215,2012
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,g funk,95,-6,207,2012
Don't You Worry Child - Radio Edit,Swedish House Mafia,dance pop,129,-3,213,2012
I Knew You Were Trouble.,Taylor Swift,pop,77,-7,220,2012
We Are Never Ever Getting Back Together,Taylor Swift,pop,86,-6,193,2012
Ho Hey,The Lumineers,folk-pop,80,-9,163,2012
Chasing The Sun,The Wanted,boy band,128,-6,199,2012
Angels,The xx,downtempo,92,-18,172,2012
Drive By,Train,dance pop,122,-3,196,2012
50 Ways to Say Goodbye,Train,dance pop,140,-3,248,2012
Heart Attack,Trey Songz,dance pop,150,-5,233,2012
Rack City,Tyga,dance pop,99,-11,203,2012
Faded,Tyga,dance pop,95,-8,207,2012
Climax,Usher,atl hip hop,136,-9,233,2012
Anna Sun,WALK THE MOON,dance pop,140,-7,321,2012
"Work Hard, Play Hard",Wiz Khalifa,dance pop,140,-4,219,2012
We Own It (Fast & Furious),2 Chainz,atl hip hop,172,-5,228,2013
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,east coast hip hop,96,-7,234,2013
Why'd You Only Call Me When You're High?,Arctic Monkeys,garage rock,92,-6,161,2013
Do I Wanna Know?,Arctic Monkeys,garage rock,85,-8,272,2013
The Way,Ariana Grande,dance pop,82,-3,227,2013
Wake Me Up,Avicii,dance pop,124,-6,247,2013
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,Avicii,dance pop,128,-4,208,2013
Here's to Never Growing Up,Avril Lavigne,canadian pop,165,-3,214,2013
Sail,AWOLNATION,la indie,119,-10,259,2013
Harlem Shake,Baauer,bass trap,138,-5,197,2013
Pompeii,Bastille,metropopolis,127,-6,214,2013
Of The Night,Bastille,metropopolis,125,-7,214,2013
Get Up (Rattle),Bingo Players,big room,128,-3,167,2013
Sure Be Cool If You Did,Blake Shelton,contemporary country,137,-5,216,2013
Ready or Not,Bridgit Mendler,dance pop,93,-4,201,2013
Work Bitch,Britney Spears,dance pop,128,-7,248,2013
Locked out of Heaven,Bruno Mars,dance pop,144,-4,233,2013
When I Was Your Man,Bruno Mars,dance pop,73,-9,214,2013
Treasure,Bruno Mars,dance pop,116,-5,179,2013
Sweet Nothing (feat. Florence Welch),Calvin Harris,dance pop,128,-4,213,2013
I Need Your Love (feat. Ellie Goulding),Calvin Harris,dance pop,125,-5,235,2013
Thinking About You (feat. Ayah Marar),Calvin Harris,dance pop,128,-4,248,2013
Drinking from the Bottle (feat. Tinie Tempah),Calvin Harris,dance pop,128,-4,240,2013
Safe And Sound,Capital Cities,metropopolis,118,-5,193,2013
3005,Childish Gambino,atl hip hop,166,-7,234,2013
Fine China,Chris Brown,dance pop,104,-5,213,2013
The Mother We Share,CHVRCHES,electropop,174,-6,191,2013
Body Party,Ciara,dance pop,134,-6,234,2013
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,electro,116,-9,248,2013
Lose Yourself to Dance (feat. Pharrell Williams),Daft Punk,electro,100,-8,354,2013
Play Hard (feat. Ne-Yo & Akon),David Guetta,big room,130,-2,201,2013
Heart Attack,Demi Lovato,dance pop,174,-5,211,2013
White Noise,Disclosure,edm,120,-6,278,2013
"Hold On, We're Going Home",Drake,canadian hip hop,100,-7,228,2013
Started From the Bottom,Drake,canadian hip hop,86,-8,174,2013
Need U (100%) (feat. A*M*E) - Radio Edit,Duke Dumont,destroy techno,124,-5,174,2013
The Monster,Eminem,detroit hip hop,110,-4,250,2013
Berzerk,Eminem,detroit hip hop,95,-4,239,2013
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,emo,152,-4,187,2013
I Cry,Flo Rida,dance pop,126,-5,224,2013
Cruise,Florida Georgia Line,contemporary country,148,-3,209,2013
I Love It (feat. Charli XCX),Icona Pop,candy pop,126,-3,157,2013
Demons,Imagine Dragons,modern rock,90,-3,175,2013
Radioactive,Imagine Dragons,modern rock,136,-4,187,2013
Power Trip (feat. Miguel),J. Cole,conscious hip hop,100,-7,241,2013
Talk Dirty (feat. 2 Chainz),Jason Derulo,dance pop,100,-7,178,2013
The Other Side,Jason Derulo,dance pop,128,-4,227,2013
Holy Grail,JAY-Z,east coast hip hop,145,-7,338,2013
Love Me Again,John Newman,dance pop,126,-5,240,2013
Beauty And A Beat,Justin Bieber,canadian pop,128,-5,228,2013
Mirrors,Justin Timberlake,dance pop,77,-7,484,2013
Suit & Tie (feat. Jay-Z),Justin Timberlake,dance pop,102,-4,326,2013
Black Skinhead,Kanye West,chicago rap,130,-6,188,2013
This Is How We Do,Katy Perry,dance pop,96,-6,204,2013
Sonnentanz - Sun Don't Shine,Klangkarussell,austrian pop,120,-8,236,2013
All I Want,Kodaline,irish pop,187,-10,306,2013
High Hopes,Kodaline,irish pop,77,-6,230,2013
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,art pop,126,-6,215,2013
Love Me,Lil Wayne,hip hop,125,-6,255,2013
Somewhere Only We Know,Lily Allen,dance pop,81,-11,209,2013
Royals,Lorde,art pop,85,-10,190,2013
Team,Lorde,art pop,100,-7,193,2013
Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,dance pop,146,-4,258,2013
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,dance pop,95,-7,236,2013
Same Love (feat. Mary Lambert),Macklemore & Ryan Lewis,dance pop,85,-9,319,2013
Daylight,Maroon 5,pop,120,-6,225,2013
Animals - Radio Edit,Martin Garrix,dance pop,128,-5,176,2013
It's a Beautiful Day,Michael Bublé,adult standards,144,-4,199,2013
We Can't Stop,Miley Cyrus,dance pop,80,-6,231,2013
I Will Wait,Mumford & Sons,modern folk rock,131,-5,277,2013
La La La,Naughty Boy,tropical house,125,-4,221,2013
Hey Porsche,Nelly,dance pop,116,-5,209,2013
Little Talks,Of Monsters and Men,folk-pop,103,-5,267,2013
Best Song Ever,One Direction,boy band,118,-3,200,2013
One Way or Another (Teenage Kicks),One Direction,boy band,162,-3,157,2013
True Love (feat. Lily Allen),P!nk,dance pop,192,-5,231,2013
Still into You,Paramore,candy pop,136,-4,216,2013
Ain't It Fun,Paramore,candy pop,104,-4,297,2013
Home,Phillip Phillips,folk-pop,121,-6,210,2013
Feel This Moment (feat. Christina Aguilera),Pitbull,dance pop,136,-4,230,2013
Don't Stop the Party (feat. TJR),Pitbull,dance pop,127,-4,206,2013
Blurred Lines,Robin Thicke,contemporary r&b,120,-8,263,2013
Waiting All Night (feat. Ella Eyre),Rudimental,dance pop,175,-5,293,2013
Reload - Radio Edit,Sebastian Ingrosso,dance pop,128,-5,221,2013
Come & Get It,Selena Gomez,dance pop,80,-4,232,2013
Look Right Through - MK Vocal Edit,Storm Queen,deep disco house,120,-8,148,2013
Papaoutai,Stromae,belgian pop,116,-7,232,2013
I Knew You Were Trouble.,Taylor Swift,pop,77,-7,220,2013
22,Taylor Swift,pop,104,-7,232,2013
Everything Has Changed,Taylor Swift,pop,80,-7,245,2013
Chocolate,The 1975,modern alternative rock,100,-4,225,2013
Ho Hey,The Lumineers,folk-pop,80,-9,163,2013
Sweater Weather,The Neighbourhood,modern alternative rock,124,-3,240,2013
What About Us,The Saturdays,bubblegum dance,124,-5,221,2013
Another Love,Tom Odell,chill pop,123,-9,244,2013
Bad (feat. Rihanna) - Remix,Wale,gangster rap,114,-7,239,2013
Scream & Shout,will.i.am,dance pop,130,-7,283,2013
#thatPOWER,will.i.am,dance pop,128,-6,280,2013
The Fox (What Does the Fox Say?),Ylvis,comic,128,-4,214,2013
Clarity,Zedd,complextro,128,-3,271,2013
She Looks So Perfect,5 Seconds of Summer,boy band,160,-4,202,2014
Amnesia,5 Seconds of Summer,boy band,102,-5,237,2014
Heroes (we could be),Alesso,dance pop,126,-4,210,2014
The Man,Aloe Blacc,pop soul,82,-7,255,2014
Best Day Of My Life,American Authors,indie poptimism,100,-2,194,2014
Love Me Harder,Ariana Grande,dance pop,99,-4,236,2014
Problem,Ariana Grande,dance pop,103,-5,194,2014
Break Free,Ariana Grande,dance pop,130,-5,215,2014
Hey Brother,Avicii,dance pop,125,-5,255,2014
Shower,Becky G,dance pop,120,-8,206,2014
Drunk in Love (feat. Jay-Z),Beyoncé,dance pop,140,-7,323,2014
Hot N*gga,Bobby Shmurda,nyc rap,168,-7,195,2014
Summer,Calvin Harris,dance pop,128,-4,223,2014
Blame (feat. John Newman),Calvin Harris,dance pop,128,-4,213,2014
Under Control (feat. Hurts),Calvin Harris,dance pop,126,-3,184,2014
Boom Clap,Charli XCX,art pop,92,-2,170,2014
Loyal (feat. Lil Wayne & Tyga),Chris Brown,dance pop,99,-6,265,2014
New Flame (feat. Usher & Rick Ross),Chris Brown,dance pop,142,-4,244,2014
Rather Be (feat. Jess Glynne),Clean Bandit,dance pop,121,-7,228,2014
First,Cold War Kids,alternative rock,78,-4,200,2014
Magic,Coldplay,permanent wave,93,-9,285,2014
A Sky Full of Stars,Coldplay,permanent wave,125,-6,268,2014
Bad (feat. Vassy) - Radio Edit,David Guetta,big room,128,-4,171,2014
Lovers on the Sun (feat. Sam Martin),David Guetta,big room,125,-3,204,2014
Latch,Disclosure,edm,122,-5,256,2014
