Nombre de los paises,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Bangladesh,,3,3,-3,8,-1,-1,-5,6,-2,3,-7,-15,2,8,-6,3,0,4,2,-2,4,0,1,2,1,1,1,0,0,3,1,3,2,2,3,2,2,3,3,3,3,2,3,4,5,5,6,5,4,4,5,5,5,5,5,6,6,7,7,1
Bulgaria,,,,,,,,,,,,,,,,,,,,,,5,2,3,3,3,4,6,11,-2,-7,-8,-6,-1,2,3,6,-14,5,-8,5,6,8,6,7,8,8,7,7,-3,1,3,1,1,2,5,5,4,4,4,-3
Bahrein,,,,,,,,,,,,,,,,,,,,,,-9,-10,4,2,-8,-2,7,3,-3,1,8,4,10,-3,1,1,0,2,1,1,-2,-2,0,0,0,-1,0,-1,-4,0,-1,2,4,3,0,0,0,-3,-2,-9
Bahamas,,5,5,5,5,5,4,5,4,5,-8,-1,-6,5,-18,-17,3,7,12,23,4,-11,4,1,12,3,0,1,1,5,-3,-6,-6,-2,1,3,3,6,-6,11,3,1,1,-3,-1,1,1,0,-4,-6,0,-1,2,-4,0,-1,0,2,2,0,-17
Bosnia y Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,92,35,16,9,5,4,5,4,6,9,5,6,6,-3,2,2,1,4,3,5,4,4,5,4,-4
Belarús,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-10,-8,-12,-10,3,12,9,4,6,5,6,8,12,10,11,9,11,0,8,6,2,1,2,-4,-3,3,3,2,-1
Belice,,2,2,2,2,2,2,2,4,2,2,2,8,4,12,2,-1,5,6,6,11,-1,-3,-5,-1,-2,2,8,7,10,9,9,10,5,-2,-2,-2,0,0,5,9,1,2,6,2,-1,2,-2,1,-2,1,0,0,-1,2,0,-2,0,1,0,-16
Bermudas,,2,2,-1,8,2,12,11,0,2,4,4,3,2,2,5,9,6,1,2,6,2,-6,1,0,-3,6,3,3,0,-1,-3,1,2,0,4,2,4,3,3,8,6,-2,3,2,1,5,3,-2,-6,-2,-3,-6,-1,-4,1,0,5,-1,0,
Bolivia,,0,4,5,2,3,5,4,6,2,3,3,6,3,1,5,2,3,0,-2,-3,-2,-6,-6,-2,-4,-5,0,1,2,2,3,0,2,3,3,2,3,3,-2,1,0,1,1,2,3,3,3,4,2,2,4,3,5,4,3,3,3,3,1,-9
Brasil,,7,2,-2,1,0,1,2,9,7,6,9,9,11,6,3,7,2,1,4,7,-7,-2,-6,3,6,6,2,-2,1,-5,0,-2,3,4,3,1,2,-1,-1,3,0,2,0,4,2,3,5,4,-1,7,3,1,2,0,-4,-4,1,1,1,-5
Barbados,,,,,,,,,,,,,,,,-3,4,3,4,7,4,-2,-5,0,3,1,5,2,3,3,-4,-4,-6,0,2,2,4,4,3,0,4,-3,0,2,1,4,5,2,0,-5,-3,-1,-1,-2,0,2,2,0,-1,0,-18
Brunei Darussalam,,,,,,,,,,,,,,,,-4,15,7,3,18,-10,-22,1,-2,-2,-4,-5,-1,-2,-4,-2,0,2,-2,0,2,0,-4,-3,1,1,1,2,1,-1,-1,3,-1,-3,-3,1,2,0,-3,-4,-2,-4,0,-1,3,0
Bhután,,,,,,,,,,,,,,,,,,,,,,12,1,8,2,1,8,25,2,5,9,-1,5,2,5,7,4,3,4,5,1,6,9,6,4,6,6,17,4,6,11,7,4,1,4,5,7,3,2,4,-8
Botswana,,4,4,4,4,4,4,4,8,12,14,22,22,17,5,5,7,8,10,8,8,5,8,9,5,3,4,8,15,9,3,4,0,-1,1,4,3,6,-2,7,0,-2,4,3,1,3,6,6,4,-9,7,5,3,10,3,-3,2,1,2,1,-10
República Centroafricana,,3,-5,-2,0,-1,-1,3,-1,5,1,0,-1,0,5,-1,3,2,-1,-5,-7,-4,4,-11,6,1,1,-7,0,0,-4,-3,-9,-3,2,4,-6,3,2,1,-5,2,1,-7,4,-1,3,3,0,7,3,3,5,-37,0,4,4,3,2,1,-2
Canadá,,1,5,3,5,4,5,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,0,2,3,3,4,3,6,0,-4,2,2,1,1,2,0,0,2,1,0,-6
Europa Central y del Báltico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,-2,2,4,6,5,3,3,2,5,4,4,4,6,5,7,7,4,-3,2,3,1,2,3,4,3,5,5,4,-4
Suiza,,,,,,,,,,,,,,,,,,,,,,1,-2,0,3,3,1,1,3,3,3,-2,-1,-1,0,0,0,2,3,1,3,1,-1,-1,2,2,3,3,1,-3,2,1,0,1,1,1,1,1,2,0,-3
Islas del Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,-2,-2,-4,0,1,4,5,,,,,,,,,,,,,
Chile,,3,2,4,1,-1,9,2,2,2,0,8,-3,-7,1,-14,2,9,6,7,6,5,-12,-6,3,2,4,5,6,8,2,6,9,5,3,7,5,6,3,-2,4,2,2,3,6,5,5,4,2,-3,5,5,4,3,1,1,0,0,2,0,-7
China,,-27,-6,8,15,14,8,-8,-7,14,16,4,1,5,0,7,-3,6,10,6,6,4,7,9,14,12,7,10,9,3,2,8,13,13,12,10,9,8,7,7,8,8,8,9,9,11,12,14,9,9,10,9,7,7,7,6,6,6,6,6,2
Côte d'Ivoire,,6,-3,10,13,-7,8,1,9,5,6,5,0,1,0,3,8,3,6,-2,-15,-1,-4,-8,-7,0,-1,-4,-2,-1,-5,-3,-4,-4,-3,4,4,1,2,-1,-5,-2,-4,-3,-1,0,-1,0,0,1,0,-7,8,6,6,6,4,5,4,4,-1
Camerún,,-1,1,1,1,0,2,-13,4,2,1,1,0,3,8,8,-8,11,18,3,-5,14,4,4,4,5,3,-5,-11,-5,-9,-7,-6,-11,-1,1,2,2,2,2,1,2,2,2,4,-1,1,2,1,-1,1,1,2,3,3,3,2,1,1,1,-2
"Congo, República Democrática del",,-13,18,3,-5,-2,4,-4,1,6,-3,3,-2,5,0,-8,-8,-2,-8,-2,-1,0,-3,-1,3,-2,2,0,-2,-4,-10,-12,-14,-17,-7,-3,-4,-8,-4,-7,-9,-5,0,2,3,3,2,3,3,-1,4,3,4,5,6,3,-1,0,2,1,-2
"Congo, República del",,6,3,-6,1,1,-1,-1,5,5,3,5,5,5,5,5,-2,-12,3,7,14,14,20,3,4,-4,-9,-3,-1,0,-2,0,0,-4,-8,1,1,-3,1,-5,5,1,2,-2,0,4,4,-10,3,8,7,-1,7,-3,4,-6,-13,-7,-7,-2,-10
Colombia,,2,2,0,3,1,2,1,3,3,4,3,5,4,3,0,2,2,6,3,2,0,-1,-1,1,1,4,3,2,1,2,0,2,3,4,3,0,2,-1,-6,1,0,1,2,4,3,5,5,2,0,3,6,3,4,3,2,1,0,1,2,-8
Comoras,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,-1,-1,-1,0,-6,2,-8,5,0,-8,1,-4,1,-1,-1,8,0,0,0,0,0,0,-2,2,1,1,2,1,2,0,-1,1,1,1,0,3
Cabo Verde,,,,,,,,,,,,,,,,,,,,,,7,1,7,2,7,1,3,4,4,-1,-1,8,6,16,11,9,9,10,9,12,0,4,3,9,5,7,14,5,-2,0,3,0,0,-1,0,3,2,3,4,-16
Costa Rica,,-2,2,3,0,5,4,2,5,3,5,4,6,5,3,0,3,6,3,2,-2,-5,-10,0,5,-2,3,2,1,3,1,0,6,4,2,2,-1,3,5,2,2,2,2,3,3,3,6,7,3,-2,4,3,4,1,2,3,3,3,1,1,-5
Estados pequeos del Caribe,,,,,,,,3,5,4,3,1,6,-2,-4,-2,0,3,5,4,1,0,0,-4,0,-1,1,1,2,4,0,0,1,2,2,2,3,3,0,4,3,1,3,5,3,3,6,3,1,-4,1,0,1,0,0,0,-2,0,1,0,-9
Cuba,,,,,,,,,,,,7,3,2,-1,8,4,8,6,0,-5,19,8,5,7,1,-1,-3,3,0,-4,-11,-12,-15,0,2,7,2,0,6,6,3,1,4,6,11,12,7,4,2,2,3,3,3,1,4,0,2,2,0,
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,-2,-2,-2,-1,0,1,-1,-1,-1,-1,-2,-2,-1,-2,-2,-2,-2,
Islas Caimán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-3,-10,-5,-1,-1,0,1,1,2,2,3,3,
Chipre,,,,,,,,,,,,,,,,,21,16,7,9,5,1,5,5,7,4,3,6,8,6,5,-2,7,-2,4,6,0,1,5,4,5,3,3,1,4,3,3,3,1,-5,-1,-2,-5,-6,-1,4,6,4,4,2,-6
República Checa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11,-1,0,3,7,4,0,0,1,4,3,2,4,5,6,6,5,2,-5,2,2,-1,0,2,5,2,5,3,3,-6
Alemania,,,,,,,,,,,,3,4,4,1,0,5,4,3,4,1,0,0,2,3,3,2,1,3,3,4,4,1,-2,2,1,1,2,2,2,3,2,0,-1,1,1,4,3,1,-5,4,6,0,0,2,1,1,2,1,1,-5
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,5,4,7,6,-1
Dominica,,,,,,,,,,,,,,,,,,,9,-19,13,11,5,3,5,2,8,7,9,1,6,1,2,2,0,3,3,3,4,1,3,0,-3,6,3,0,4,6,7,-1,1,0,-1,-1,4,-3,2,-7,2,3,-17
Dinamarca,,6,5,0,8,4,2,5,5,6,1,2,3,3,-2,-2,6,2,2,4,-1,-1,4,3,4,4,5,0,0,1,1,1,2,0,5,2,2,3,2,3,3,0,0,0,2,2,4,0,-1,-5,1,1,0,1,1,2,2,2,1,2,-2
República Dominicana,,-6,13,3,3,-15,10,0,-3,8,15,8,7,10,3,3,4,2,0,2,6,2,-1,2,-1,-4,1,8,0,2,-7,-1,9,5,1,4,4,7,5,4,3,1,3,-3,1,8,8,6,2,0,7,2,2,4,6,6,5,4,6,4,-8
Argelia,,-16,-22,31,3,3,-7,6,8,5,6,-14,24,1,5,2,5,2,6,4,-2,0,3,2,2,1,-3,-4,-4,2,-2,-4,-1,-4,-3,2,2,-1,4,2,2,2,4,6,3,4,0,2,1,0,2,1,1,1,2,2,1,-1,-1,-1,-7
Asia oriental y el Pacífico (excluido altos ingresos),,-13,-2,4,8,8,5,-4,-1,8,10,4,2,6,2,5,1,6,8,5,6,4,5,6,8,6,5,7,8,4,3,6,10,10,10,9,8,6,2,5,7,6,7,8,8,9,10,12,8,7,9,8,7,7,6,6,6,6,6,5,1
inicial del dividendo demográfico,,2,1,2,6,3,2,3,4,4,6,4,4,5,4,0,5,1,-1,2,0,1,-3,-2,0,-2,1,0,1,0,3,2,2,1,1,0,4,3,0,0,3,-1,0,4,4,4,4,4,2,-1,5,3,3,3,3,3,3,3,2,1,-6
Asia oriental y el Pacífico,,4,4,5,8,5,6,5,7,9,3,3,5,5,-1,2,3,4,4,4,2,3,2,3,5,4,3,5,6,3,4,3,3,3,4,4,4,3,-1,3,4,2,4,4,5,5,6,7,4,2,7,5,4,5,4,4,4,4,4,3,-1
Europa y Asia central (excluido altos ingresos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-6,-11,-6,-10,-1,0,2,-2,2,8,3,6,7,8,7,8,8,4,-6,4,5,3,3,2,0,1,4,3,2,-2
Europa y Asia central,,,,,,,,,,,,3,4,5,1,-1,4,2,3,3,1,0,0,1,2,2,2,2,4,3,2,0,-1,-1,1,2,2,3,3,3,4,2,1,2,3,2,4,3,1,-5,2,2,0,0,1,2,1,2,2,1,-6
Ecuador,,2,2,-1,4,0,-3,2,-1,2,4,3,2,11,8,8,5,-1,3,1,1,3,-2,-3,0,1,1,-3,3,-1,1,2,0,0,2,0,0,2,1,-7,-1,2,2,1,6,4,3,0,5,-1,2,6,4,3,2,-2,-3,1,0,-2,-9
"Egipto, República Árabe de",,2,1,8,9,2,2,-2,-4,3,3,2,1,1,-1,7,11,7,6,2,7,5,7,2,7,3,2,1,3,2,3,-1,2,1,2,3,3,3,3,4,4,2,0,1,2,3,5,5,5,3,3,0,0,0,1,2,2,2,3,3,2
Zona del Euro,,,,,,,,,,,,3,4,5,3,-1,5,3,3,3,2,0,0,1,2,2,2,2,4,4,3,2,1,-1,2,2,1,2,3,3,4,2,0,0,2,1,3,2,0,-5,2,2,-1,-1,1,2,2,2,2,1,-7
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,22,4,10,8,1,-1,-5,5,-1,-7,-3,-1,-4,-1,-12,2,1,7,,,,,,,,,
España,,11,9,9,4,5,6,3,5,8,3,3,7,7,4,-1,2,2,0,-1,1,-1,1,1,1,2,3,5,5,5,4,2,0,-2,2,2,2,3,4,4,5,3,1,1,1,2,2,2,-1,-5,0,-1,-3,-1,2,4,3,3,2,1,-11
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,14,5,-1,10,7,7,8,7,10,10,8,-5,-14,3,8,4,2,3,2,3,6,4,4,-3
Etiopía,,,,,,,,,,,,,,,,,,,,,,,-2,5,-6,-14,6,10,-3,-4,-1,-10,-12,9,0,3,9,0,-6,2,3,5,-1,-5,10,9,8,8,8,6,9,8,6,7,7,7,7,7,4,6,3
Unión Europea,,,,,,,,,,,,3,4,5,2,-1,4,2,3,3,2,0,0,1,2,2,2,2,4,4,3,2,1,-1,2,2,2,3,3,3,4,2,1,1,2,2,3,3,0,-5,2,2,-1,0,1,2,2,3,2,2,-6
Frágiles y situaciones de conflicto afectados,,,,,,,,,,11,12,7,0,2,7,-4,4,2,-4,4,3,-7,-4,-8,-3,1,0,1,1,-3,8,-10,-1,-2,-2,-1,3,3,5,2,3,2,2,-3,9,4,4,4,4,4,5,-2,4,3,2,-1,0,0,0,0,-7
Finlandia,,7,2,3,5,5,2,2,2,10,5,2,7,6,3,1,0,0,3,7,5,1,3,3,3,3,2,3,5,5,0,-6,-4,-1,4,4,3,6,5,4,6,2,1,2,4,2,4,5,0,-9,3,2,-2,-1,-1,0,3,3,1,1,-3
Fiji,,0,0,3,2,-6,-3,11,6,0,10,5,5,9,1,-1,1,4,0,10,-4,4,-8,-6,6,-6,7,-7,1,7,5,-4,5,1,4,1,4,-3,0,8,-2,2,3,1,5,0,1,-2,0,-2,2,2,1,5,6,4,2,5,3,-1,-20
Francia,,4,5,5,5,4,4,4,4,6,5,4,4,6,4,-2,4,3,4,3,1,1,2,1,1,1,2,2,4,4,2,0,1,-1,2,2,1,2,3,3,3,1,0,0,2,1,2,2,0,-3,1,2,0,0,0,1,1,2,2,2,-8
Islas Feroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micronesia (Estados Federados de),,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,1,1,5,1,6,-3,6,-4,-6,3,2,5,2,1,2,-3,3,1,-1,-2,2,2,3,-3,-5,-4,3,0,2,-1,0,
Gabón,,14,6,5,3,7,3,2,0,6,7,8,9,8,37,17,33,-15,-26,-2,0,3,-6,3,5,-5,-3,-19,10,6,2,3,-6,1,1,2,1,3,1,-11,-4,0,-3,0,-2,0,-5,3,-6,-3,3,3,1,2,1,0,-1,-2,-2,1,-4
Reino Unido,,2,0,4,5,1,1,2,5,2,3,3,4,6,-3,-1,3,2,4,4,-2,-1,2,4,2,4,3,5,5,2,0,-1,0,2,4,2,2,5,3,3,3,2,2,3,2,2,2,2,-1,-5,1,0,1,2,2,2,1,1,1,1,-10
Georgia,,,,,,,6,5,4,4,11,1,2,6,8,7,5,6,7,7,4,4,1,3,5,4,-9,0,5,-7,-15,-22,-45,-30,-9,7,15,14,6,5,4,6,6,12,6,10,10,13,3,-3,7,8,7,4,4,3,3,5,5,5,-6
Ghana,,0,1,1,-1,-1,-7,1,-2,4,7,2,-5,0,4,-15,-6,0,6,-4,-2,-6,-10,-7,5,2,2,2,3,2,0,2,1,2,0,1,2,2,2,2,1,1,2,3,3,3,4,2,6,2,5,11,7,5,1,0,1,6,4,4,-2
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,1,0,0,2,1,2,2,2,1,1,0,1,3,-1,0,1,-1,4,2,-3,2,3,4,2,1,1,8,7,3,3,4
Gambia,,,,,,,,-3,7,0,3,-3,-3,6,3,9,4,0,3,-5,3,0,-4,7,0,-5,-1,-2,-1,1,-1,-1,0,0,-3,-2,-1,2,0,3,2,3,-6,4,4,-5,-4,0,3,4,3,-11,2,0,-4,1,-1,2,4,3,-3
Guinea-Bissau,,,,,,,,,,,,-6,4,-1,3,7,4,-7,13,2,-17,16,2,-6,6,2,-3,1,2,4,4,3,-1,0,1,2,9,4,-29,-1,3,0,-3,-2,0,2,0,1,1,1,2,5,-4,1,-2,3,4,3,-1,2,-5
Guinea Ecuatorial,,,,,,,,,,,,,,,,,,,,,,0,-5,-3,-6,6,-7,1,0,-4,-5,-4,30,7,13,13,60,140,19,21,13,57,15,9,32,12,3,10,12,-3,-13,2,4,-8,-4,-13,-12,-9,-10,-9,-8
Grecia,,12,0,11,9,10,6,5,7,11,8,7,9,8,-7,5,5,2,6,2,0,-2,-2,-2,2,2,0,-3,4,3,-1,2,0,-2,1,2,2,4,3,3,3,4,4,6,5,0,5,3,-1,-5,-6,-10,-7,-2,1,0,0,1,2,2,-8
Granada,,,,,,,,,,,,,,,,,,,7,6,-1,0,1,1,1,4,7,10,4,5,5,1,-2,-3,1,1,4,4,11,6,4,-2,3,9,-1,13,-4,6,1,-7,-1,0,-2,2,7,6,3,4,4,1,-12
Groenlandia,,,,,,,,,,,,11,4,5,5,0,6,9,6,4,7,-1,-5,2,-6,3,6,4,4,6,-12,0,-5,-5,5,3,1,1,8,1,7,1,-1,4,7,5,6,3,7,1,1,0,2,-1,5,-2,5,0,3,,
Guatemala,,1,1,6,2,1,3,1,6,2,3,3,5,4,4,0,5,5,3,2,1,-2,-6,-5,-2,-3,-3,1,1,1,0,1,2,1,1,2,1,2,3,1,1,0,1,0,1,1,3,4,1,-1,1,2,1,2,3,2,1,1,2,2,-3
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,-4,1,2,0,2,0,2,1,1,0,0,0,-2,1,
Guyana,,2,-2,-15,9,8,3,3,0,6,3,2,-4,0,7,7,0,-4,-3,-3,1,1,-13,-7,-5,3,0,2,-3,-4,-3,6,7,7,8,5,8,7,-1,4,-1,2,1,-1,1,-2,5,7,2,4,4,5,5,3,1,0,3,3,4,5,43
Ingreso alto,,3,4,4,5,4,5,3,5,4,2,3,4,5,0,-1,4,3,3,3,0,1,-1,2,4,3,3,3,4,3,2,1,2,1,3,2,2,3,2,3,3,1,1,2,3,2,2,2,0,-4,2,1,1,1,2,2,1,2,2,1,-5
"Hong Kong, Región Administrativa Especial",,,10,12,6,12,1,-1,1,10,7,5,9,9,-1,-1,15,10,6,6,7,7,1,4,9,0,10,12,8,1,3,5,5,4,4,0,0,4,-7,2,7,0,1,3,8,7,6,6,2,-3,6,4,1,3,2,2,2,3,2,-2,-6
Honduras,,-1,3,1,2,6,2,3,4,-2,1,1,3,5,-4,-1,7,7,3,2,-2,-4,-5,-2,3,3,2,4,-1,0,0,-6,3,4,-3,3,-1,2,1,-3,4,0,1,2,4,4,4,4,2,-4,2,2,2,1,1,2,2,3,2,1,-10
Países pobres muy endeudados (PPME),,-3,5,1,1,1,0,-1,2,2,2,2,-1,1,3,-1,1,1,0,-2,-2,1,-2,-2,-1,-1,0,0,-2,-1,-3,-3,-4,-3,-3,2,2,1,1,0,0,1,0,1,2,3,3,3,3,2,3,2,3,3,3,2,2,2,2,2,-2
Croacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,2,-1,4,7,6,6,4,4,5,5,2,-7,-1,0,-2,0,0,3,4,5,4,3,-8
Haití,,-5,6,-4,-4,0,-2,-4,1,2,-1,5,-1,3,4,-1,6,2,4,5,5,-5,-6,-1,-2,-2,-3,-3,-2,-5,-1,0,-7,-7,-14,8,2,1,0,1,-1,-2,-1,2,-3,2,0,4,1,5,-5,5,-1,2,2,0,0,1,0,-3,-5
Hungría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,0,3,2,0,3,4,3,5,4,5,4,5,4,4,0,1,-7,1,2,-1,2,5,4,2,5,6,5,-5
Sólo BIRF,,0,1,2,6,4,3,2,4,6,5,4,4,5,4,2,4,3,2,3,3,0,1,0,3,3,2,3,2,1,0,0,0,2,2,3,4,4,1,2,5,2,3,5,7,6,7,8,5,2,7,5,4,4,4,3,4,4,4,3,-2
BIRF y la AIF,,0,1,2,5,3,2,1,3,6,5,4,4,5,4,2,4,2,1,3,3,0,1,-1,3,2,2,3,2,1,0,-1,0,2,2,2,4,3,1,2,4,2,3,4,6,6,7,7,5,2,6,5,4,4,4,3,3,4,4,3,-3
total de la AIF,,-1,3,3,2,2,-2,-6,1,7,8,4,-1,2,5,-4,3,2,-2,1,0,-4,-3,-4,-1,1,0,1,2,0,1,-1,-1,-2,-2,1,2,1,1,1,1,2,3,3,4,4,4,4,3,3,4,2,2,4,3,1,1,2,2,1,-3
mezcla de la AIF,,-1,2,5,3,3,-3,-10,0,13,15,8,1,3,6,-5,3,2,-4,3,2,-7,-4,-6,-1,3,0,1,3,0,4,-1,0,-3,-2,-1,2,-1,0,0,1,2,5,3,5,4,3,3,2,3,4,2,2,3,3,1,-1,1,1,0,-3
Indonesia,,3,-1,-5,1,-2,0,-1,8,4,5,4,4,5,5,2,4,6,4,5,7,5,0,2,5,0,4,3,4,6,5,5,5,5,6,7,6,3,-14,-1,3,2,3,3,4,4,4,5,5,3,5,5,5,4,4,4,4,4,4,4,-3
Sólo AIF,,,,,,,,,3,1,2,0,-4,1,4,-2,2,1,0,-1,-2,1,-2,-2,-1,-1,1,1,-1,0,-1,-2,-2,-1,-2,2,2,2,1,1,1,2,1,2,3,4,4,4,4,2,4,1,2,4,3,1,2,3,3,3,-2
Isla de Man,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,8,9,5,3,1,0,2,4,4,7,7,12,12,4,4,5,5,4,5,6,6,4,1,3,2,8,5,6,0,7,2,2,,
India,,2,1,4,5,-5,-2,6,1,4,3,-1,-3,1,-1,7,-1,5,3,-7,4,4,1,5,1,3,2,2,7,4,3,-1,3,3,5,6,6,2,4,7,2,3,2,6,6,6,6,6,2,6,7,4,4,5,6,7,7,6,5,3,-9
