periodo;fproceso;anio_ing;id_df;distrito_fiscal;tipo_fiscalia;materia;especialidad;tipo_caso;sistema;tipo_especializada;ingresado;atendido
01/01/2019 - 31/12/2019;13/01/2020;2019;03;APURIMAC;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;;15641;14752
01/01/2019 - 31/12/2019;13/01/2020;2019;03;APURIMAC;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;1;1
01/01/2019 - 31/12/2019;13/01/2020;2019;03;APURIMAC;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;;75;64
01/01/2019 - 31/12/2019;13/01/2020;2019;03;APURIMAC;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;24;22
01/01/2019 - 31/12/2019;13/01/2020;2019;03;APURIMAC;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;481;474
01/01/2019 - 31/12/2019;13/01/2020;2019;03;APURIMAC;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;;222;198
01/01/2019 - 31/12/2019;13/01/2020;2019;03;APURIMAC;SUPERIOR;CIVIL;CIVIL;EXPEDIENTE;SIATF;;86;86
01/01/2019 - 31/12/2019;13/01/2020;2019;03;APURIMAC;SUPERIOR;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;32;32
01/01/2019 - 31/12/2019;13/01/2020;2019;03;APURIMAC;SUPERIOR;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;18;18
01/01/2019 - 31/12/2019;13/01/2020;2019;03;APURIMAC;SUPERIOR;FAMILIA;FAMILIA PENAL;INCIDENTE;SIATF;;45;45
01/01/2019 - 31/12/2019;13/01/2020;2019;03;APURIMAC;SUPERIOR;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;6;6
01/01/2019 - 31/12/2019;13/01/2020;2019;03;APURIMAC;SUPERIOR;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;11;11
01/01/2019 - 31/12/2019;13/01/2020;2019;03;APURIMAC;SUPERIOR;FAMILIA;VIOLENCIA FAMILIAR;INCIDENTE;SIATF;;5;5
01/01/2019 - 31/12/2019;13/01/2020;2019;03;APURIMAC;SUPERIOR;PENAL;PENAL;APELACION DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;49;48
01/01/2019 - 31/12/2019;13/01/2020;2019;03;APURIMAC;SUPERIOR;PENAL;PENAL;APELACION DENUNCIA;SGF;;426;402
01/01/2019 - 31/12/2019;13/01/2020;2019;03;APURIMAC;SUPERIOR;PENAL;PENAL;APELACION EXPEDIENTE;SGF;;8;8
01/01/2019 - 31/12/2019;13/01/2020;2019;03;APURIMAC;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;11;11
01/01/2019 - 31/12/2019;13/01/2020;2019;03;APURIMAC;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;;76;74
01/01/2019 - 31/12/2019;13/01/2020;2019;03;APURIMAC;SUPERIOR;PENAL;PENAL;EXCLUSION FISCAL;SGF;;11;11
01/01/2019 - 31/12/2019;13/01/2020;2019;03;APURIMAC;SUPERIOR;PENAL;PENAL;EXPEDIENTE;SGF;;89;82
01/01/2019 - 31/12/2019;13/01/2020;2019;03;APURIMAC;SUPERIOR;PENAL;PENAL;INCIDENTE-EXPEDIENTE;SGF;;18;17
01/01/2019 - 31/12/2019;13/01/2020;2019;03;APURIMAC;SUPERIOR;PENAL;PENAL;QUEJAS;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;39;39
01/01/2019 - 31/12/2019;13/01/2020;2019;03;APURIMAC;SUPERIOR;PENAL;PENAL;QUEJAS;SGF;;500;493
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;PROVINCIAL;CIVIL;CIVIL;EXPEDIENTE;SIATF;;584;581
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;PROVINCIAL;FAMILIA;ACTOS CONTRA LA LIBERTAD SEXUAL;DENUNCIA;SIATF;;53;35
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;PROVINCIAL;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;1349;1311
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;PROVINCIAL;FAMILIA;FAMILIA PENAL;DENUNCIA;SIATF;;837;775
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;PROVINCIAL;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;169;166
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;DENUNCIA;SIATF;;601;578
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;185;182
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;DENUNCIA;SIATF;;7;6
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;480;328
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;02 ESPECIALIZADA CONTRA LA CRIMINALIDAD ORGANIZADA;89;83
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;03 ESPECIALIZADA EN DELITOS DE LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO;86;83
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;343;328
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;18 ESPECIALIZADA EN VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR;25491;8795
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;;49542;39588
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;;19;18
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;142;135
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;488;488
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;;16;8
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;SUPERIOR;CIVIL;CIVIL;EXPEDIENTE;SIATF;;326;326
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;SUPERIOR;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;255;247
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;SUPERIOR;FAMILIA;FAMILIA CIVIL;INCIDENTE;SIATF;;1;1
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;SUPERIOR;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;40;38
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;SUPERIOR;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;25;23
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;SUPERIOR;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;693;691
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;SUPERIOR;FAMILIA;VIOLENCIA FAMILIAR;INCIDENTE;SIATF;;214;199
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;SUPERIOR;PENAL;PENAL;APELACION DENUNCIA;SGF;;1593;1592
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;SUPERIOR;PENAL;PENAL;EXCLUSION FISCAL;SGF;;71;71
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;SUPERIOR;PENAL;PENAL;EXPEDIENTE;SGF;;75;75
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;SUPERIOR;PENAL;PENAL;INCIDENTE-EXPEDIENTE;SGF;;10;9
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;SUPERIOR;PENAL;PENAL;QUEJAS;SGF;;2425;2408
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;PROVINCIAL;CIVIL;CIVIL;EXPEDIENTE;SIATF;;190;157
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;PROVINCIAL;FAMILIA;ACTOS CONTRA LA LIBERTAD SEXUAL;DENUNCIA;SIATF;;73;66
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;PROVINCIAL;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;332;309
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;PROVINCIAL;FAMILIA;FAMILIA PENAL;DENUNCIA;SIATF;;600;485
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;PROVINCIAL;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;282;255
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;DENUNCIA;SIATF;;472;437
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;244;215
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;DENUNCIA;SIATF;;180;171
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;8;8
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;751;702
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;02 ESPECIALIZADA CONTRA LA CRIMINALIDAD ORGANIZADA;95;93
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;206;203
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;10;10
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;12 ESPECIALIZADA EN DELITOS DE TRAFICOS ILICITO DE DROGAS;426;418
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;17 PENAL SUPRAPROVINCIAL;9;7
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;;22838;20499
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;3;3
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;12 ESPECIALIZADA EN DELITOS DE TRAFICOS ILICITO DE DROGAS;1;
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;;56;49
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;223;223
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;593;587
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;;268;263
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;SUPERIOR;CIVIL;CIVIL;EXPEDIENTE;SIATF;;98;98
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;SUPERIOR;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;57;57
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;SUPERIOR;FAMILIA;FAMILIA CIVIL;INCIDENTE;SIATF;;1;1
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;SUPERIOR;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;26;26
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;SUPERIOR;FAMILIA;FAMILIA PENAL;INCIDENTE;SIATF;;4;4
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;SUPERIOR;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;4;4
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;SUPERIOR;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;68;68
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;SUPERIOR;FAMILIA;VIOLENCIA FAMILIAR;INCIDENTE;SIATF;;1;1
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;SUPERIOR;PENAL;PENAL;APELACION DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;63;63
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;SUPERIOR;PENAL;PENAL;APELACION DENUNCIA;SGF;;674;668
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;SUPERIOR;PENAL;PENAL;APELACION EXPEDIENTE;SGF;;58;58
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;36;36
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;;212;207
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;SUPERIOR;PENAL;PENAL;EXCLUSION FISCAL;SGF;;37;37
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;SUPERIOR;PENAL;PENAL;EXPEDIENTE;SGF;;485;304
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;SUPERIOR;PENAL;PENAL;INCIDENTE-EXPEDIENTE;SGF;;26;26
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;SUPERIOR;PENAL;PENAL;QUEJAS;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;80;80
01/01/2019 - 31/12/2019;13/01/2020;2019;05;AYACUCHO;SUPERIOR;PENAL;PENAL;QUEJAS;SGF;;969;955
01/01/2019 - 31/12/2019;13/01/2020;2019;06;CAJAMARCA;PROVINCIAL;CIVIL;CIVIL;EXPEDIENTE;SIATF;;602;585
01/01/2019 - 31/12/2019;13/01/2020;2019;06;CAJAMARCA;PROVINCIAL;FAMILIA;ACTOS CONTRA LA LIBERTAD SEXUAL;DENUNCIA;SIATF;;117;116
01/01/2019 - 31/12/2019;13/01/2020;2019;06;CAJAMARCA;PROVINCIAL;FAMILIA;FAMILIA PENAL;DENUNCIA;SIATF;;588;559
01/01/2019 - 31/12/2019;13/01/2020;2019;06;CAJAMARCA;PROVINCIAL;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;184;182
01/01/2019 - 31/12/2019;13/01/2020;2019;06;CAJAMARCA;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;DENUNCIA;SIATF;;1485;1441
01/01/2019 - 31/12/2019;13/01/2020;2019;06;CAJAMARCA;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;128;126
01/01/2019 - 31/12/2019;13/01/2020;2019;06;CAJAMARCA;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;DENUNCIA;SIATF;;176;169
01/01/2019 - 31/12/2019;13/01/2020;2019;06;CAJAMARCA;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;18;18
01/01/2019 - 31/12/2019;13/01/2020;2019;06;CAJAMARCA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;393;385
01/01/2019 - 31/12/2019;13/01/2020;2019;06;CAJAMARCA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;02 ESPECIALIZADA CONTRA LA CRIMINALIDAD ORGANIZADA;14;14
01/01/2019 - 31/12/2019;13/01/2020;2019;06;CAJAMARCA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;59;59
01/01/2019 - 31/12/2019;13/01/2020;2019;06;CAJAMARCA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;;23413;22598
01/01/2019 - 31/12/2019;13/01/2020;2019;06;CAJAMARCA;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;;5;3
01/01/2019 - 31/12/2019;13/01/2020;2019;07;CALLAO;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;;538;499
01/01/2019 - 31/12/2019;13/01/2020;2019;18;LIMA ESTE;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;;33;19
01/01/2019 - 31/12/2019;13/01/2020;2019;02;ANCASH;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;;36;29
01/01/2019 - 31/12/2019;13/01/2020;2019;02;ANCASH;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;180;180
01/01/2019 - 31/12/2019;13/01/2020;2019;02;ANCASH;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;331;331
01/01/2019 - 31/12/2019;13/01/2020;2019;02;ANCASH;SUPERIOR;CIVIL;CIVIL;EXPEDIENTE;SIATF;;85;84
01/01/2019 - 31/12/2019;13/01/2020;2019;04;AREQUIPA;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;;343;343
01/01/2019 - 31/12/2019;13/01/2020;2019;06;CAJAMARCA;PROVINCIAL;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;939;917
01/01/2019 - 31/12/2019;13/01/2020;2019;06;CAJAMARCA;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;130;130
01/01/2019 - 31/12/2019;13/01/2020;2019;18;LIMA ESTE;SUPERIOR;PENAL;PENAL;INCIDENTE-EXPEDIENTE;SGF;;5;2
01/01/2019 - 31/12/2019;13/01/2020;2019;19;LIMA NORTE;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;;130;126
01/01/2019 - 31/12/2019;13/01/2020;2019;22;MADRE DE DIOS;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;;39;13
01/01/2019 - 31/12/2019;13/01/2020;2019;26;PUNO;SUPERIOR;PENAL;PENAL;INCIDENTE-EXPEDIENTE;SGF;;15;12
01/01/2019 - 31/12/2019;13/01/2020;2019;28;SANTA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;;23917;22185
01/01/2019 - 31/12/2019;13/01/2020;2019;06;CAJAMARCA;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;502;502
01/01/2019 - 31/12/2019;13/01/2020;2019;06;CAJAMARCA;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;;643;629
01/01/2019 - 31/12/2019;13/01/2020;2019;06;CAJAMARCA;SUPERIOR;CIVIL;CIVIL;EXPEDIENTE;SIATF;;504;502
01/01/2019 - 31/12/2019;13/01/2020;2019;06;CAJAMARCA;SUPERIOR;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;20;19
