periodo;fproceso;anio_ing;id_df;distrito_fiscal;tipo_fiscalia;materia;especialidad;tipo_caso;sistema;tipo_especializada;ingresado;atendido
01/01/2021 - 31/12/2021;11/01/2022;2021;01;AMAZONAS;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;44;44
01/01/2021 - 31/12/2021;11/01/2022;2021;01;AMAZONAS;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;341;340
01/01/2021 - 31/12/2021;11/01/2022;2021;01;AMAZONAS;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;;108;104
01/01/2021 - 31/12/2021;11/01/2022;2021;01;AMAZONAS;SUPERIOR;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;4;3
01/01/2021 - 31/12/2021;11/01/2022;2021;01;AMAZONAS;SUPERIOR;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;7;6
01/01/2021 - 31/12/2021;11/01/2022;2021;01;AMAZONAS;SUPERIOR;FAMILIA;FAMILIA PENAL;INCIDENTE;SIATF;;1;1
01/01/2021 - 31/12/2021;11/01/2022;2021;01;AMAZONAS;SUPERIOR;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;2;
01/01/2021 - 31/12/2021;11/01/2022;2021;01;AMAZONAS;SUPERIOR;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;24;13
01/01/2021 - 31/12/2021;11/01/2022;2021;01;AMAZONAS;SUPERIOR;FAMILIA;VIOLENCIA FAMILIAR;INCIDENTE;SIATF;;69;59
01/01/2021 - 31/12/2021;11/01/2022;2021;01;AMAZONAS;SUPERIOR;PENAL;PENAL;APELACION DENUNCIA;SGF;;622;611
01/01/2021 - 31/12/2021;11/01/2022;2021;01;AMAZONAS;SUPERIOR;PENAL;PENAL;APELACION EXPEDIENTE;SGF;;1;1
01/01/2021 - 31/12/2021;11/01/2022;2021;01;AMAZONAS;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;;106;103
01/01/2021 - 31/12/2021;11/01/2022;2021;01;AMAZONAS;SUPERIOR;PENAL;PENAL;DENUNCIA;SGF;;103;102
01/01/2021 - 31/12/2021;11/01/2022;2021;01;AMAZONAS;SUPERIOR;PENAL;PENAL;EXCLUSION FISCAL;SGF;;17;16
01/01/2021 - 31/12/2021;11/01/2022;2021;01;AMAZONAS;SUPERIOR;PENAL;PENAL;EXPEDIENTE;SGF;;121;113
01/01/2021 - 31/12/2021;11/01/2022;2021;01;AMAZONAS;SUPERIOR;PENAL;PENAL;INCIDENTE-EXPEDIENTE;SGF;;10;8
01/01/2021 - 31/12/2021;11/01/2022;2021;01;AMAZONAS;SUPERIOR;PENAL;PENAL;QUEJAS;SGF;;489;472
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;PROVINCIAL;CIVIL;CIVIL;EXPEDIENTE;SIATF;;64;64
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;PROVINCIAL;FAMILIA;ACTOS CONTRA LA LIBERTAD SEXUAL;DENUNCIA;SIATF;;27;25
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;PROVINCIAL;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;574;553
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;PROVINCIAL;FAMILIA;FAMILIA PENAL;DENUNCIA;SIATF;;394;378
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;PROVINCIAL;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;210;199
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;DENUNCIA;SIATF;;278;258
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;90;89
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;DENUNCIA;SIATF;;45;44
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;19;18
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;648;623
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;150;150
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;1;1
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;18 ESPECIALIZADA EN VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR;2946;2853
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;;14612;13863
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;;16;12
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;151;151
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;318;318
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;SUPERIOR;CIVIL;CIVIL;EXPEDIENTE;SIATF;;12;11
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;SUPERIOR;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;95;94
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;SUPERIOR;FAMILIA;FAMILIA CIVIL;INCIDENTE;SIATF;;4;4
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;SUPERIOR;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;41;41
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;SUPERIOR;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;14;14
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;SUPERIOR;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;357;357
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;SUPERIOR;FAMILIA;VIOLENCIA FAMILIAR;INCIDENTE;SIATF;;41;41
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;SUPERIOR;PENAL;PENAL;APELACION DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;91;91
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;SUPERIOR;PENAL;PENAL;APELACION DENUNCIA;SGF;;655;598
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;SUPERIOR;PENAL;PENAL;APELACION EXPEDIENTE;SGF;;21;21
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;89;89
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;;231;231
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;SUPERIOR;PENAL;PENAL;DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;51;51
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;SUPERIOR;PENAL;PENAL;DENUNCIA;SGF;;84;76
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;SUPERIOR;PENAL;PENAL;EXCLUSION FISCAL;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;9;9
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;SUPERIOR;PENAL;PENAL;EXCLUSION FISCAL;SGF;;21;21
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;SUPERIOR;PENAL;PENAL;EXPEDIENTE;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;8;7
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;SUPERIOR;PENAL;PENAL;EXPEDIENTE;SGF;;42;42
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;SUPERIOR;PENAL;PENAL;INCIDENTE-EXPEDIENTE;SGF;;12;12
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;SUPERIOR;PENAL;PENAL;QUEJAS;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;75;75
01/01/2021 - 31/12/2021;11/01/2022;2021;02;ANCASH;SUPERIOR;PENAL;PENAL;QUEJAS;SGF;;1189;1189
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;PROVINCIAL;CIVIL;CIVIL;EXPEDIENTE;SIATF;;56;52
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;PROVINCIAL;FAMILIA;ACTOS CONTRA LA LIBERTAD SEXUAL;DENUNCIA;SIATF;;87;84
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;PROVINCIAL;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;338;327
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;PROVINCIAL;FAMILIA;FAMILIA PENAL;DENUNCIA;SIATF;;487;434
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;PROVINCIAL;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;100;89
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;DENUNCIA;SIATF;;883;863
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;122;100
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;DENUNCIA;SIATF;;210;196
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;6;5
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;247;233
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;02 ESPECIALIZADA CONTRA LA CRIMINALIDAD ORGANIZADA;35;31
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;242;236
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;11;11
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;12 ESPECIALIZADA EN DELITOS DE TRAFICOS ILICITO DE DROGAS;41;41
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;;96;88
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;;16876;15988
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;;10;5
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;39;37
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;352;352
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;;184;176
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;SUPERIOR;CIVIL;CIVIL;EXPEDIENTE;SIATF;;9;9
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;SUPERIOR;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;17;17
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;SUPERIOR;FAMILIA;FAMILIA CIVIL;INCIDENTE;SIATF;;1;1
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;SUPERIOR;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;22;22
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;SUPERIOR;FAMILIA;FAMILIA PENAL;INCIDENTE;SIATF;;3;3
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;SUPERIOR;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;7;7
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;SUPERIOR;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;86;86
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;SUPERIOR;FAMILIA;VIOLENCIA FAMILIAR;INCIDENTE;SIATF;;8;8
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;SUPERIOR;PENAL;PENAL;APELACION DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;60;60
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;SUPERIOR;PENAL;PENAL;APELACION DENUNCIA;SGF;;396;386
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;24;24
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;;67;66
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;SUPERIOR;PENAL;PENAL;DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;11;11
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;SUPERIOR;PENAL;PENAL;DENUNCIA;SGF;;28;28
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;SUPERIOR;PENAL;PENAL;EXCLUSION FISCAL;SGF;;3;2
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;SUPERIOR;PENAL;PENAL;EXPEDIENTE;SGF;;31;31
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;SUPERIOR;PENAL;PENAL;INCIDENTE-EXPEDIENTE;SGF;;23;23
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;SUPERIOR;PENAL;PENAL;QUEJAS;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;43;43
01/01/2021 - 31/12/2021;11/01/2022;2021;03;APURIMAC;SUPERIOR;PENAL;PENAL;QUEJAS;SGF;;617;613
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;PROVINCIAL;CIVIL;CIVIL;EXPEDIENTE;SIATF;;39;37
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;PROVINCIAL;FAMILIA;ACTOS CONTRA LA LIBERTAD SEXUAL;DENUNCIA;SIATF;;131;120
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;PROVINCIAL;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;1976;1848
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;PROVINCIAL;FAMILIA;FAMILIA PENAL;DENUNCIA;SIATF;;820;787
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;PROVINCIAL;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;232;227
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;DENUNCIA;SIATF;;597;556
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;243;235
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;DENUNCIA;SIATF;;47;46
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;467;360
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;02 ESPECIALIZADA CONTRA LA CRIMINALIDAD ORGANIZADA;73;71
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;03 ESPECIALIZADA EN DELITOS DE LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO;78;74
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;285;276
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;04 ESPECIALIZADA EN DELITOS DE TRATA DE PERSONAS;176;175
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;18 ESPECIALIZADA EN VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR;33526;27086
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;;43600;39544
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;;13;13
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;56;55
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;853;853
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;;62;56
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;SUPERIOR;CIVIL;CIVIL;EXPEDIENTE;SIATF;;38;33
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;SUPERIOR;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;187;177
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;SUPERIOR;FAMILIA;FAMILIA CIVIL;INCIDENTE;SIATF;;13;11
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;SUPERIOR;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;60;57
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;SUPERIOR;FAMILIA;FAMILIA PENAL;INCIDENTE;SIATF;;1;1
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;SUPERIOR;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;38;37
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;SUPERIOR;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;139;130
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;SUPERIOR;FAMILIA;VIOLENCIA FAMILIAR;INCIDENTE;SIATF;;1628;1558
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;SUPERIOR;PENAL;PENAL;APELACION DENUNCIA;SGF;;2168;2137
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;;364;357
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;SUPERIOR;PENAL;PENAL;DENUNCIA;SGF;;79;63
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;SUPERIOR;PENAL;PENAL;EXCLUSION FISCAL;SGF;;38;37
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;SUPERIOR;PENAL;PENAL;EXPEDIENTE;SGF;;73;73
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;SUPERIOR;PENAL;PENAL;INCIDENTE-EXPEDIENTE;SGF;;9;9
01/01/2021 - 31/12/2021;11/01/2022;2021;04;AREQUIPA;SUPERIOR;PENAL;PENAL;QUEJAS;SGF;;2616;2592
01/01/2021 - 31/12/2021;11/01/2022;2021;05;AYACUCHO;PROVINCIAL;CIVIL;CIVIL;EXPEDIENTE;SIATF;;56;37
01/01/2021 - 31/12/2021;11/01/2022;2021;05;AYACUCHO;PROVINCIAL;FAMILIA;ACTOS CONTRA LA LIBERTAD SEXUAL;DENUNCIA;SIATF;;129;112
01/01/2021 - 31/12/2021;11/01/2022;2021;05;AYACUCHO;PROVINCIAL;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;383;369
01/01/2021 - 31/12/2021;11/01/2022;2021;05;AYACUCHO;PROVINCIAL;FAMILIA;FAMILIA PENAL;DENUNCIA;SIATF;;410;318
01/01/2021 - 31/12/2021;11/01/2022;2021;05;AYACUCHO;PROVINCIAL;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;262;254
01/01/2021 - 31/12/2021;11/01/2022;2021;05;AYACUCHO;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;DENUNCIA;SIATF;;936;876
01/01/2021 - 31/12/2021;11/01/2022;2021;05;AYACUCHO;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;116;102
01/01/2021 - 31/12/2021;11/01/2022;2021;05;AYACUCHO;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;DENUNCIA;SIATF;;133;128
01/01/2021 - 31/12/2021;11/01/2022;2021;05;AYACUCHO;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;4;4
01/01/2021 - 31/12/2021;11/01/2022;2021;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;1045;1033
01/01/2021 - 31/12/2021;11/01/2022;2021;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;02 ESPECIALIZADA CONTRA LA CRIMINALIDAD ORGANIZADA;57;53
01/01/2021 - 31/12/2021;11/01/2022;2021;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;278;276
